0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	4807
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 1082	 24.0400	  0.9162	   0.916	  54.145
 1083	 24.0400	  0.9162	   0.916	  54.195
 1084	 24.0400	  0.9175	   0.917	  54.245
 1085	 24.0500	  0.9187	   0.919	  54.295
 1086	 24.0500	  0.9187	   0.919	  54.345
 1087	 24.0500	  0.9200	   0.920	  54.395
 1088	 24.0500	  0.9212	   0.921	  54.445
 1089	 24.0500	  0.9225	   0.922	  54.495
 1090	 24.0600	  0.9225	   0.922	  54.545
 1091	 24.0700	  0.9237	   0.924	  54.595
 1092	 24.0700	  0.9250	   0.925	  54.645
 1093	 24.0700	  0.9250	   0.925	  54.695
 1094	 24.0800	  0.9262	   0.926	  54.745
 1095	 24.0800	  0.9275	   0.927	  54.795
 1096	 24.0900	  0.9275	   0.927	  54.845
 1097	 24.0900	  0.9287	   0.929	  54.895
 1098	 24.1000	  0.9300	   0.930	  54.945
 1099	 24.1000	  0.9300	   0.930	  54.995
 1100	 24.1000	  0.9312	   0.931	  55.045
 1101	 24.1100	  0.9325	   0.933	  55.095
 1102	 24.1100	  0.9325	   0.933	  55.145
 1103	 24.1200	  0.9337	   0.934	  55.195
 1104	 24.1200	  0.9350	   0.935	  55.245
 1105	 24.1200	  0.9350	   0.935	  55.295
 1106	 24.1300	  0.9362	   0.936	  55.345
 1107	 24.1300	  0.9362	   0.936	  55.395
 1108	 24.1400	  0.9375	   0.938	  55.445
 1109	 24.1400	  0.9387	   0.939	  55.495
 1110	 24.1400	  0.9400	   0.940	  55.545
 1111	 24.1500	  0.9400	   0.940	  55.595
 1112	 24.1500	  0.9412	   0.941	  55.645
 1113	 24.1500	  0.9425	   0.942	  55.695
 1114	 24.1600	  0.9425	   0.942	  55.745
 1115	 24.1600	  0.9437	   0.944	  55.795
 1116	 24.1700	  0.9450	   0.945	  55.845
 1117	 24.1700	  0.9450	   0.945	  55.895
 1118	 24.1700	  0.9462	   0.946	  55.945
 1119	 24.1800	  0.9462	   0.946	  55.995
 1120	 24.1800	  0.9475	   0.947	  56.045
 1121	 24.1800	  0.9487	   0.949	  56.095
 1122	 24.1800	  0.9487	   0.949	  56.145
 1123	 24.1900	  0.9500	   0.950	  56.195
 1124	 24.1900	  0.9512	   0.951	  56.245
 1125	 24.2000	  0.9525	   0.952	  56.295
 1126	 24.2000	  0.9525	   0.952	  56.345
 1127	 24.2000	  0.9537	   0.954	  56.395
 1128	 24.2100	  0.9537	   0.954	  56.445
 1129	 24.2100	  0.9550	   0.955	  56.495
 1130	 24.2100	  0.9562	   0.956	  56.545
 1131	 24.2200	  0.9562	   0.956	  56.595
 1132	 24.2200	  0.9575	   0.957	  56.645
 1133	 24.2300	  0.9587	   0.959	  56.695
 1134	 24.2300	  0.9600	   0.960	  56.745
 1135	 24.2400	  0.9600	   0.960	  56.795
 1136	 24.2400	  0.9613	   0.961	  56.845
 1137	 24.2400	  0.9625	   0.962	  56.895
 1138	 24.2400	  0.9625	   0.962	  56.945
 1139	 24.2500	  0.9638	   0.964	  56.995
 1140	 24.2500	  0.9650	   0.965	  57.045
 1141	 24.2600	  0.9650	   0.965	  57.095
 1142	 24.2600	  0.9663	   0.966	  57.145
 1143	 24.2600	  0.9663	   0.966	  57.195
 1144	 24.2700	  0.9675	   0.967	  57.245
 1145	 24.2700	  0.9688	   0.969	  57.295
 1146	 24.2800	  0.9688	   0.969	  57.345
 1147	 24.2800	  0.9700	   0.970	  57.395
 1148	 24.2800	  0.9712	   0.971	  57.445
 1149	 24.2900	  0.9725	   0.972	  57.495
 1150	 24.2900	  0.9725	   0.972	  57.545
 1151	 24.3000	  0.9737	   0.974	  57.595
 1152	 24.3000	  0.9737	   0.974	  57.645
 1153	 24.3000	  0.9750	   0.975	  57.695
 1154	 24.3100	  0.9762	   0.976	  57.745
 1155	 24.3100	  0.9762	   0.976	  57.795
 1156	 24.3100	  0.9775	   0.977	  57.845
 1157	 24.3200	  0.9787	   0.979	  57.895
 1158	 24.3200	  0.9787	   0.979	  57.945
 1159	 24.3200	  0.9800	   0.980	  57.995
 1160	 24.3300	  0.9812	   0.981	  58.045
 1161	 24.3300	  0.9825	   0.982	  58.095
 1162	 24.3300	  0.9825	   0.982	  58.145
 1163	 24.3400	  0.9837	   0.984	  58.195
 1164	 24.3400	  0.9837	   0.984	  58.245
 1165	 24.3500	  0.9850	   0.985	  58.295
 1166	 24.3500	  0.9862	   0.986	  58.345
 1167	 24.3600	  0.9862	   0.986	  58.395
 1168	 24.3500	  0.9875	   0.987	  58.445
 1169	 24.3600	  0.9887	   0.989	  58.495
 1170	 24.3600	  0.9887	   0.989	  58.545
 1171	 24.3700	  0.9900	   0.990	  58.595
 1172	 24.3700	  0.9912	   0.991	  58.645
 1173	 24.3700	  0.9925	   0.993	  58.695
 1174	 24.3800	  0.9925	   0.993	  58.745
 1175	 24.3800	  0.9937	   0.994	  58.795
 1176	 24.3900	  0.9937	   0.994	  58.845
 1177	 24.3900	  0.9950	   0.995	  58.895
 1178	 24.3900	  0.9962	   0.996	  58.945
 1179	 24.3900	  0.9962	   0.996	  58.995
 1180	 24.4000	  0.9975	   0.998	  59.045
 1181	 24.4000	  0.9987	   0.999	  59.095
 1182	 24.4100	  0.9987	   0.999	  59.145
 1183	 24.4100	  1.0000	   1.000	  59.195
 1184	 24.4100	  1.0013	   1.001	  59.245
 1185	 24.4200	  1.0025	   1.002	  59.295
 1186	 24.4200	  1.0025	   1.002	  59.345
 1187	 24.4300	  1.0037	   1.004	  59.395
 1188	 24.4300	  1.0037	   1.004	  59.445
 1189	 24.4300	  1.0050	   1.005	  59.495
 1190	 24.4300	  1.0063	   1.006	  59.545
 1191	 24.4400	  1.0063	   1.006	  59.595
 1192	 24.4500	  1.0075	   1.007	  59.645
 1193	 24.4500	  1.0087	   1.009	  59.695
 1194	 24.4500	  1.0100	   1.010	  59.745
 1195	 24.4500	  1.0100	   1.010	  59.795
 1196	 24.4600	  1.0113	   1.011	  59.845
 1197	 24.4600	  1.0125	   1.012	  59.895
 1198	 24.4700	  1.0125	   1.012	  59.945
 1199	 24.4700	  1.0137	   1.014	  59.995
 1200	 24.4700	  1.0150	   1.015	  60.045
 1201	 24.4700	  1.0150	   1.015	  60.095
 1202	 24.4800	  1.0163	   1.016	  60.145
 1203	 24.4800	  1.0175	   1.017	  60.195
 1204	 24.4900	  1.0175	   1.017	  60.245
 1205	 24.4900	  1.0187	   1.019	  60.295
 1206	 24.5000	  1.0200	   1.020	  60.345
 1207	 24.5000	  1.0200	   1.020	  60.395
 1208	 24.5000	  1.0213	   1.021	  60.445
 1209	 24.5100	  1.0225	   1.022	  60.495
 1210	 24.5100	  1.0225	   1.022	  60.545
 1211	 24.5100	  1.0237	   1.024	  60.595
 1212	 24.5200	  1.0250	   1.025	  60.645
 1213	 24.5200	  1.0250	   1.025	  60.695
 1214	 24.5300	  1.0263	   1.026	  60.745
 1215	 24.5300	  1.0275	   1.028	  60.795
 1216	 24.5300	  1.0275	   1.028	  60.845
 1217	 24.5400	  1.0287	   1.029	  60.895
 1218	 24.5400	  1.0300	   1.030	  60.945
 1219	 24.5400	  1.0300	   1.030	  60.995
 1220	 24.5400	  1.0312	   1.031	  61.045
 1221	 24.5500	  1.0325	   1.033	  61.095
 1222	 24.5500	  1.0325	   1.033	  61.145
 1223	 24.5500	  1.0337	   1.034	  61.195
 1224	 24.5600	  1.0350	   1.035	  61.245
 1225	 24.5600	  1.0350	   1.035	  61.295
 1226	 24.5600	  1.0362	   1.036	  61.345
 1227	 24.5700	  1.0375	   1.038	  61.395
 1228	 24.5700	  1.0375	   1.038	  61.445
 1229	 24.5800	  1.0387	   1.039	  61.495
 1230	 24.5800	  1.0400	   1.040	  61.545
 1231	 24.5800	  1.0400	   1.040	  61.595
 1232	 24.5800	  1.0412	   1.041	  61.645
 1233	 24.5900	  1.0425	   1.043	  61.695
 1234	 24.5900	  1.0425	   1.043	  61.745
 1235	 24.6000	  1.0437	   1.044	  61.795
 1236	 24.6000	  1.0450	   1.045	  61.845
 1237	 24.6000	  1.0450	   1.045	  61.895
 1238	 24.6100	  1.0462	   1.046	  61.945
 1239	 24.6100	  1.0475	   1.048	  61.995
 1240	 24.6100	  1.0475	   1.048	  62.045
 1241	 24.6100	  1.0487	   1.049	  62.095
 1242	 24.6200	  1.0500	   1.050	  62.145
 1243	 24.6200	  1.0500	   1.050	  62.195
 1244	 24.6200	  1.0512	   1.051	  62.245
 1245	 24.6300	  1.0525	   1.053	  62.295
 1246	 24.6300	  1.0525	   1.053	  62.345
 1247	 24.6400	  1.0537	   1.054	  62.395
 1248	 24.6400	  1.0550	   1.055	  62.445
 1249	 24.6400	  1.0562	   1.056	  62.495
 1250	 24.6500	  1.0562	   1.056	  62.545
 1251	 24.6500	  1.0575	   1.058	  62.595
 1252	 24.6500	  1.0588	   1.059	  62.645
 1253	 24.6600	  1.0588	   1.059	  62.695
 1254	 24.6600	  1.0600	   1.060	  62.745
 1255	 24.6600	  1.0612	   1.061	  62.795
 1256	 24.6700	  1.0612	   1.061	  62.845
 1257	 24.6700	  1.0625	   1.062	  62.895
 1258	 24.6700	  1.0638	   1.064	  62.945
 1259	 24.6800	  1.0638	   1.064	  62.995
 1260	 24.6800	  1.0650	   1.065	  63.045
 1261	 24.6800	  1.0662	   1.066	  63.095
 1262	 24.6900	  1.0662	   1.066	  63.145
 1263	 24.6900	  1.0675	   1.067	  63.195
 1264	 24.6900	  1.0688	   1.069	  63.245
 1265	 24.7000	  1.0688	   1.069	  63.295
 1266	 24.7000	  1.0700	   1.070	  63.345
 1267	 24.7100	  1.0712	   1.071	  63.395
 1268	 24.7100	  1.0712	   1.071	  63.445
 1269	 24.7100	  1.0725	   1.072	  63.495
 1270	 24.7100	  1.0738	   1.074	  63.545
 1271	 24.7200	  1.0738	   1.074	  63.595
 1272	 24.7200	  1.0750	   1.075	  63.645
 1273	 24.7200	  1.0762	   1.076	  63.695
 1274	 24.7300	  1.0762	   1.076	  63.745
 1275	 24.7300	  1.0775	   1.077	  63.795
 1276	 24.7300	  1.0788	   1.079	  63.845
 1277	 24.7400	  1.0788	   1.079	  63.895
 1278	 24.7400	  1.0800	   1.080	  63.945
 1279	 24.7400	  1.0812	   1.081	  63.995
 1280	 24.7500	  1.0812	   1.081	  64.045
 1281	 24.7500	  1.0825	   1.082	  64.095
 1282	 24.7500	  1.0838	   1.084	  64.145
 1283	 24.7600	  1.0838	   1.084	  64.195
 1284	 24.7600	  1.0850	   1.085	  64.245
 1285	 24.7600	  1.0862	   1.086	  64.295
 1286	 24.7700	  1.0862	   1.086	  64.345
 1287	 24.7700	  1.0875	   1.087	  64.395
 1288	 24.7800	  1.0888	   1.089	  64.445
 1289	 24.7800	  1.0888	   1.089	  64.495
 1290	 24.7800	  1.0900	   1.090	  64.545
 1291	 24.7900	  1.0912	   1.091	  64.595
 1292	 24.7900	  1.0912	   1.091	  64.645
 1293	 24.7900	  1.0925	   1.092	  64.695
 1294	 24.8000	  1.0938	   1.094	  64.745
 1295	 24.8000	  1.0938	   1.094	  64.795
 1296	 24.8000	  1.0950	   1.095	  64.845
 1297	 24.8000	  1.0962	   1.096	  64.895
 1298	 24.8100	  1.0962	   1.096	  64.945
 1299	 24.8100	  1.0975	   1.097	  64.995
 1300	 24.8200	  1.0987	   1.099	  65.045
 1301	 24.8200	  1.0987	   1.099	  65.095
 1302	 24.8200	  1.1000	   1.100	  65.145
 1303	 24.8200	  1.1012	   1.101	  65.195
 1304	 24.8300	  1.1012	   1.101	  65.245
 1305	 24.8300	  1.1025	   1.102	  65.295
 1306	 24.8300	  1.1037	   1.104	  65.345
 1307	 24.8400	  1.1037	   1.104	  65.395
 1308	 24.8400	  1.1050	   1.105	  65.445
 1309	 24.8400	  1.1062	   1.106	  65.495
 1310	 24.8500	  1.1062	   1.106	  65.545
 1311	 24.8500	  1.1075	   1.107	  65.595
 1312	 24.8500	  1.1087	   1.109	  65.645
 1313	 24.8600	  1.1087	   1.109	  65.695
 1314	 24.8600	  1.1100	   1.110	  65.745
 1315	 24.8600	  1.1112	   1.111	  65.795
 1316	 24.8700	  1.1112	   1.111	  65.845
 1317	 24.8700	  1.1125	   1.112	  65.895
 1318	 24.8700	  1.1137	   1.114	  65.945
 1319	 24.8800	  1.1137	   1.114	  65.995
 1320	 24.8800	  1.1150	   1.115	  66.045
 1321	 24.8800	  1.1162	   1.116	  66.095
 1322	 24.8900	  1.1162	   1.116	  66.145
 1323	 24.8900	  1.1175	   1.117	  66.195
 1324	 24.8900	  1.1187	   1.119	  66.245
 1325	 24.8900	  1.1187	   1.119	  66.295
 1326	 24.9000	  1.1200	   1.120	  66.345
 1327	 24.9000	  1.1213	   1.121	  66.395
 1328	 24.9100	  1.1213	   1.121	  66.445
 1329	 24.9100	  1.1225	   1.122	  66.495
 1330	 24.9100	  1.1237	   1.124	  66.545
 1331	 24.9200	  1.1237	   1.124	  66.595
 1332	 24.9200	  1.1250	   1.125	  66.645
 1333	 24.9200	  1.1263	   1.126	  66.695
 1334	 24.9300	  1.1263	   1.126	  66.745
 1335	 24.9300	  1.1275	   1.127	  66.795
 1336	 24.9300	  1.1287	   1.129	  66.845
 1337	 24.9400	  1.1287	   1.129	  66.895
 1338	 24.9400	  1.1300	   1.130	  66.945
 1339	 24.9400	  1.1313	   1.131	  66.995
 1340	 24.9400	  1.1325	   1.132	  67.045
 1341	 24.9500	  1.1325	   1.132	  67.095
 1342	 24.9500	  1.1337	   1.134	  67.145
 1343	 24.9600	  1.1337	   1.134	  67.195
 1344	 24.9600	  1.1350	   1.135	  67.245
 1345	 24.9600	  1.1363	   1.136	  67.295
 1346	 24.9600	  1.1363	   1.136	  67.345
 1347	 24.9700	  1.1375	   1.137	  67.395
 1348	 24.9700	  1.1387	   1.139	  67.445
 1349	 24.9700	  1.1400	   1.140	  67.495
 1350	 24.9800	  1.1400	   1.140	  67.545
 1351	 24.9800	  1.1413	   1.141	  67.595
 1352	 24.9800	  1.1425	   1.142	  67.645
 1353	 24.9900	  1.1425	   1.142	  67.695
 1354	 24.9900	  1.1437	   1.144	  67.745
 1355	 24.9900	  1.1450	   1.145	  67.795
 1356	 25.0000	  1.1450	   1.145	  67.845
 1357	 25.0000	  1.1463	   1.146	  67.895
 1358	 25.0000	  1.1475	   1.147	  67.945
 1359	 25.0000	  1.1475	   1.147	  67.995
 1360	 25.0100	  1.1487	   1.149	  68.045
 1361	 25.0100	  1.1500	   1.150	  68.095
 1362	 25.0100	  1.1500	   1.150	  68.145
 1363	 25.0200	  1.1513	   1.151	  68.195
 1364	 25.0200	  1.1525	   1.153	  68.245
 1365	 25.0200	  1.1525	   1.153	  68.295
 1366	 25.0300	  1.1537	   1.154	  68.345
 1367	 25.0300	  1.1550	   1.155	  68.395
 1368	 25.0300	  1.1550	   1.155	  68.445
 1369	 25.0400	  1.1562	   1.156	  68.495
 1370	 25.0400	  1.1575	   1.158	  68.545
 1371	 25.0400	  1.1575	   1.158	  68.595
 1372	 25.0500	  1.1587	   1.159	  68.645
 1373	 25.0500	  1.1600	   1.160	  68.695
 1374	 25.0600	  1.1600	   1.160	  68.745
 1375	 25.0600	  1.1612	   1.161	  68.795
 1376	 25.0600	  1.1625	   1.163	  68.845
 1377	 25.0600	  1.1625	   1.163	  68.895
 1378	 25.0700	  1.1637	   1.164	  68.945
 1379	 25.0700	  1.1650	   1.165	  68.995
 1380	 25.0700	  1.1650	   1.165	  69.045
 1381	 25.0800	  1.1662	   1.166	  69.095
 1382	 25.0800	  1.1675	   1.168	  69.145
 1383	 25.0800	  1.1675	   1.168	  69.195
 1384	 25.0800	  1.1687	   1.169	  69.245
 1385	 25.0900	  1.1700	   1.170	  69.295
 1386	 25.0900	  1.1700	   1.170	  69.345
 1387	 25.0900	  1.1712	   1.171	  69.395
 1388	 25.1000	  1.1725	   1.173	  69.445
 1389	 25.1000	  1.1725	   1.173	  69.495
 1390	 25.1000	  1.1737	   1.174	  69.545
 1391	 25.1100	  1.1750	   1.175	  69.595
 1392	 25.1100	  1.1750	   1.175	  69.645
 1393	 25.1100	  1.1762	   1.176	  69.695
 1394	 25.1200	  1.1775	   1.178	  69.745
 1395	 25.1200	  1.1775	   1.178	  69.795
 1396	 25.1200	  1.1787	   1.179	  69.845
 1397	 25.1200	  1.1800	   1.180	  69.895
 1398	 25.1300	  1.1800	   1.180	  69.945
 1399	 25.1300	  1.1812	   1.181	  69.995
 1400	 25.1300	  1.1825	   1.183	  70.045
 1401	 25.1400	  1.1825	   1.183	  70.095
 1402	 25.1400	  1.1837	   1.184	  70.145
 1403	 25.1400	  1.1850	   1.185	  70.195
 1404	 25.1500	  1.1862	   1.186	  70.245
 1405	 25.1500	  1.1862	   1.186	  70.295
 1406	 25.1500	  1.1875	   1.188	  70.345
 1407	 25.1500	  1.1875	   1.188	  70.395
 1408	 25.1600	  1.1888	   1.189	  70.445
 1409	 25.1600	  1.1900	   1.190	  70.495
 1410	 25.1700	  1.1900	   1.190	  70.545
 1411	 25.1700	  1.1912	   1.191	  70.595
 1412	 25.1700	  1.1925	   1.192	  70.645
 1413	 25.1700	  1.1925	   1.192	  70.695
 1414	 25.1800	  1.1938	   1.194	  70.745
 1415	 25.1800	  1.1950	   1.195	  70.795
 1416	 25.1800	  1.1962	   1.196	  70.845
 1417	 25.1800	  1.1962	   1.196	  70.895
 1418	 25.1900	  1.1975	   1.197	  70.945
 1419	 25.1900	  1.1988	   1.199	  70.995
 1420	 25.2000	  1.1988	   1.199	  71.045
 1421	 25.2000	  1.2000	   1.200	  71.095
 1422	 25.2000	  1.2012	   1.201	  71.145
 1423	 25.2000	  1.2012	   1.201	  71.195
 1424	 25.2100	  1.2025	   1.202	  71.245
 1425	 25.2100	  1.2025	   1.202	  71.295
 1426	 25.2100	  1.2038	   1.204	  71.345
 1427	 25.2100	  1.2050	   1.205	  71.395
 1428	 25.2100	  1.2062	   1.206	  71.445
 1429	 25.2200	  1.2062	   1.206	  71.495
 1430	 25.2200	  1.2075	   1.207	  71.545
 1431	 25.2300	  1.2088	   1.209	  71.595
 1432	 25.2300	  1.2088	   1.209	  71.645
 1433	 25.2300	  1.2100	   1.210	  71.695
 1434	 25.2300	  1.2112	   1.211	  71.745
 1435	 25.2400	  1.2112	   1.211	  71.795
 1436	 25.2400	  1.2125	   1.212	  71.845
 1437	 25.2400	  1.2125	   1.212	  71.895
 1438	 25.2500	  1.2138	   1.214	  71.945
 1439	 25.2500	  1.2150	   1.215	  71.995
 1440	 25.2500	  1.2150	   1.215	  72.045
 1441	 25.2600	  1.2162	   1.216	  72.095
 1442	 25.2600	  1.2175	   1.217	  72.145
 1443	 25.2600	  1.2175	   1.217	  72.195
 1444	 25.2700	  1.2188	   1.219	  72.245
 1445	 25.2700	  1.2200	   1.220	  72.295
 1446	 25.2700	  1.2200	   1.220	  72.345
 1447	 25.2800	  1.2212	   1.221	  72.395
 1448	 25.2800	  1.2225	   1.222	  72.445
 1449	 25.2800	  1.2225	   1.222	  72.495
 1450	 25.2800	  1.2237	   1.224	  72.545
 1451	 25.2900	  1.2250	   1.225	  72.595
 1452	 25.2900	  1.2250	   1.225	  72.645
 1453	 25.2900	  1.2262	   1.226	  72.695
 1454	 25.3000	  1.2275	   1.227	  72.745
 1455	 25.3000	  1.2275	   1.227	  72.795
 1456	 25.3000	  1.2287	   1.229	  72.845
 1457	 25.3100	  1.2300	   1.230	  72.895
 1458	 25.3100	  1.2300	   1.230	  72.945
 1459	 25.3100	  1.2312	   1.231	  72.995
 1460	 25.3200	  1.2325	   1.232	  73.045
 1461	 25.3200	  1.2325	   1.232	  73.095
 1462	 25.3200	  1.2337	   1.234	  73.145
 1463	 25.3200	  1.2350	   1.235	  73.195
 1464	 25.3300	  1.2362	   1.236	  73.245
 1465	 25.3300	  1.2362	   1.236	  73.295
 1466	 25.3300	  1.2375	   1.237	  73.345
 1467	 25.3300	  1.2387	   1.239	  73.395
 1468	 25.3400	  1.2387	   1.239	  73.445
 1469	 25.3400	  1.2400	   1.240	  73.495
 1470	 25.3400	  1.2412	   1.241	  73.545
 1471	 25.3500	  1.2412	   1.241	  73.595
 1472	 25.3500	  1.2425	   1.242	  73.645
 1473	 25.3500	  1.2425	   1.242	  73.695
 1474	 25.3600	  1.2437	   1.244	  73.745
 1475	 25.3600	  1.2450	   1.245	  73.795
 1476	 25.3600	  1.2462	   1.246	  73.845
 1477	 25.3600	  1.2462	   1.246	  73.895
 1478	 25.3700	  1.2475	   1.247	  73.945
 1479	 25.3700	  1.2487	   1.249	  73.995
 1480	 25.3700	  1.2487	   1.249	  74.045
 1481	 25.3700	  1.2500	   1.250	  74.095
 1482	 25.3800	  1.2513	   1.251	  74.145
 1483	 25.3800	  1.2513	   1.251	  74.195
 1484	 25.3800	  1.2525	   1.252	  74.245
 1485	 25.3900	  1.2537	   1.254	  74.295
 1486	 25.3900	  1.2537	   1.254	  74.345
 1487	 25.3900	  1.2550	   1.255	  74.395
 1488	 25.4000	  1.2563	   1.256	  74.445
 1489	 25.4000	  1.2563	   1.256	  74.495
 1490	 25.4000	  1.2575	   1.257	  74.545
 1491	 25.4100	  1.2587	   1.259	  74.595
 1492	 25.4100	  1.2587	   1.259	  74.645
 1493	 25.4100	  1.2600	   1.260	  74.695
 1494	 25.4100	  1.2613	   1.261	  74.745
 1495	 25.4200	  1.2613	   1.261	  74.795
 1496	 25.4200	  1.2625	   1.262	  74.845
 1497	 25.4200	  1.2637	   1.264	  74.895
 1498	 25.4200	  1.2637	   1.264	  74.945
 1499	 25.4300	  1.2650	   1.265	  74.995
 1500	 25.4300	  1.2663	   1.266	  75.045
 1501	 25.4300	  1.2663	   1.266	  75.095
 1502	 25.4400	  1.2675	   1.267	  75.145
 1503	 25.4400	  1.2687	   1.269	  75.195
 1504	 25.4400	  1.2687	   1.269	  75.245
 1505	 25.4500	  1.2700	   1.270	  75.295
 1506	 25.4500	  1.2713	   1.271	  75.345
 1507	 25.4500	  1.2713	   1.271	  75.395
 1508	 25.4600	  1.2725	   1.272	  75.445
 1509	 25.4600	  1.2737	   1.274	  75.495
 1510	 25.4600	  1.2737	   1.274	  75.545
 1511	 25.4600	  1.2750	   1.275	  75.595
 1512	 25.4600	  1.2763	   1.276	  75.645
 1513	 25.4700	  1.2763	   1.276	  75.695
 1514	 25.4700	  1.2775	   1.277	  75.745
 1515	 25.4700	  1.2787	   1.279	  75.795
 1516	 25.4800	  1.2787	   1.279	  75.845
 1517	 25.4800	  1.2800	   1.280	  75.895
 1518	 25.4800	  1.2812	   1.281	  75.945
 1519	 25.4800	  1.2812	   1.281	  75.995
 1520	 25.4900	  1.2825	   1.283	  76.045
 1521	 25.4900	  1.2837	   1.284	  76.095
 1522	 25.4900	  1.2837	   1.284	  76.145
 1523	 25.5000	  1.2850	   1.285	  76.195
 1524	 25.5000	  1.2862	   1.286	  76.245
 1525	 25.5000	  1.2862	   1.286	  76.295
 1526	 25.5000	  1.2875	   1.288	  76.345
 1527	 25.5100	  1.2887	   1.289	  76.395
 1528	 25.5100	  1.2887	   1.289	  76.445
 1529	 25.5100	  1.2900	   1.290	  76.495
 1530	 25.5200	  1.2912	   1.291	  76.545
 1531	 25.5200	  1.2912	   1.291	  76.595
 1532	 25.5200	  1.2925	   1.293	  76.645
 1533	 25.5200	  1.2937	   1.294	  76.695
 1534	 25.5300	  1.2937	   1.294	  76.745
 1535	 25.5300	  1.2950	   1.295	  76.795
 1536	 25.5300	  1.2962	   1.296	  76.845
 1537	 25.5400	  1.2962	   1.296	  76.895
 1538	 25.5400	  1.2975	   1.298	  76.945
 1539	 25.5400	  1.2987	   1.299	  76.995
 1540	 25.5400	  1.2987	   1.299	  77.045
 1541	 25.5500	  1.3000	   1.300	  77.095
 1542	 25.5500	  1.3012	   1.301	  77.145
 1543	 25.5500	  1.3025	   1.303	  77.195
 1544	 25.5500	  1.3025	   1.303	  77.245
 1545	 25.5600	  1.3037	   1.304	  77.295
 1546	 25.5600	  1.3037	   1.304	  77.345
 1547	 25.5600	  1.3050	   1.305	  77.395
 1548	 25.5600	  1.3062	   1.306	  77.445
 1549	 25.5700	  1.3062	   1.306	  77.495
 1550	 25.5700	  1.3075	   1.308	  77.545
 1551	 25.5700	  1.3087	   1.309	  77.595
 1552	 25.5800	  1.3100	   1.310	  77.645
 1553	 25.5800	  1.3100	   1.310	  77.695
 1554	 25.5800	  1.3112	   1.311	  77.745
 1555	 25.5800	  1.3125	   1.312	  77.795
 1556	 25.5900	  1.3125	   1.312	  77.845
 1557	 25.5900	  1.3138	   1.314	  77.895
 1558	 25.5900	  1.3150	   1.315	  77.945
 1559	 25.6000	  1.3150	   1.315	  77.995
 1560	 25.6000	  1.3162	   1.316	  78.045
 1561	 25.6000	  1.3175	   1.317	  78.095
 1562	 25.6000	  1.3175	   1.317	  78.145
 1563	 25.6100	  1.3188	   1.319	  78.195
 1564	 25.6100	  1.3200	   1.320	  78.245
 1565	 25.6100	  1.3200	   1.320	  78.295
 1566	 25.6200	  1.3212	   1.321	  78.345
 1567	 25.6200	  1.3225	   1.322	  78.395
 1568	 25.6200	  1.3225	   1.322	  78.445
 1569	 25.6200	  1.3238	   1.324	  78.495
 1570	 25.6300	  1.3250	   1.325	  78.545
 1571	 25.6300	  1.3250	   1.325	  78.595
 1572	 25.6300	  1.3262	   1.326	  78.645
 1573	 25.6300	  1.3275	   1.327	  78.695
 1574	 25.6400	  1.3275	   1.327	  78.745
 1575	 25.6400	  1.3288	   1.329	  78.795
 1576	 25.6400	  1.3300	   1.330	  78.845
 1577	 25.6400	  1.3300	   1.330	  78.895
 1578	 25.6500	  1.3312	   1.331	  78.945
 1579	 25.6500	  1.3325	   1.332	  78.995
 1580	 25.6500	  1.3325	   1.332	  79.045
 1581	 25.6600	  1.3338	   1.334	  79.095
 1582	 25.6600	  1.3350	   1.335	  79.145
 1583	 25.6600	  1.3350	   1.335	  79.195
 1584	 25.6600	  1.3362	   1.336	  79.245
 1585	 25.6600	  1.3375	   1.337	  79.295
 1586	 25.6700	  1.3375	   1.337	  79.345
 1587	 25.6700	  1.3388	   1.339	  79.395
 1588	 25.6700	  1.3400	   1.340	  79.445
 1589	 25.6800	  1.3400	   1.340	  79.495
 1590	 25.6800	  1.3412	   1.341	  79.545
 1591	 25.6800	  1.3425	   1.342	  79.595
 1592	 25.6900	  1.3425	   1.342	  79.645
 1593	 25.6900	  1.3438	   1.344	  79.695
 1594	 25.6900	  1.3450	   1.345	  79.745
 1595	 25.6900	  1.3450	   1.345	  79.795
 1596	 25.7000	  1.3462	   1.346	  79.845
 1597	 25.7000	  1.3475	   1.347	  79.895
 1598	 25.7000	  1.3475	   1.347	  79.945
 1599	 25.7000	  1.3487	   1.349	  79.995
 1600	 25.7100	  1.3500	   1.350	  80.045
 1601	 25.7100	  1.3500	   1.350	  80.095
 1602	 25.7100	  1.3512	   1.351	  80.145
 1603	 25.7100	  1.3525	   1.352	  80.195
 1604	 25.7100	  1.3525	   1.352	  80.245
 1605	 25.7200	  1.3537	   1.354	  80.295
 1606	 25.7200	  1.3550	   1.355	  80.345
 1607	 25.7200	  1.3550	   1.355	  80.395
 1608	 25.7300	  1.3562	   1.356	  80.445
 1609	 25.7300	  1.3575	   1.357	  80.495
 1610	 25.7300	  1.3575	   1.357	  80.545
 1611	 25.7400	  1.3587	   1.359	  80.595
 1612	 25.7400	  1.3600	   1.360	  80.645
 1613	 25.7400	  1.3600	   1.360	  80.695
 1614	 25.7400	  1.3612	   1.361	  80.745
 1615	 25.7400	  1.3625	   1.362	  80.795
