0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	336
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
   77	  1.1170	  0.6475	   0.647	   3.895
   78	  1.1360	  0.6550	   0.655	   3.945
   79	  1.1550	  0.6637	   0.664	   3.995
   80	  1.1730	  0.6725	   0.673	   4.045
   81	  1.1920	  0.6800	   0.680	   4.095
   82	  1.2100	  0.6887	   0.689	   4.145
   83	  1.2290	  0.6975	   0.697	   4.195
   84	  1.2480	  0.7050	   0.705	   4.245
   85	  1.2660	  0.7138	   0.714	   4.295
   86	  1.2850	  0.7225	   0.722	   4.345
   87	  1.3030	  0.7300	   0.730	   4.395
   88	  1.3220	  0.7387	   0.739	   4.445
   89	  1.3410	  0.7475	   0.748	   4.495
   90	  1.3610	  0.7550	   0.755	   4.545
   91	  1.3810	  0.7637	   0.764	   4.595
   92	  1.4010	  0.7725	   0.772	   4.645
   93	  1.4210	  0.7800	   0.780	   4.695
   94	  1.4420	  0.7887	   0.789	   4.745
   95	  1.4630	  0.7975	   0.797	   4.795
   96	  1.4840	  0.8050	   0.805	   4.845
   97	  1.5050	  0.8137	   0.814	   4.895
   98	  1.5270	  0.8225	   0.822	   4.945
   99	  1.5480	  0.8300	   0.830	   4.995
  100	  1.5690	  0.8388	   0.839	   5.045
  101	  1.5900	  0.8475	   0.847	   5.095
  102	  1.6110	  0.8550	   0.855	   5.145
  103	  1.6330	  0.8637	   0.864	   5.195
  104	  1.6540	  0.8725	   0.873	   5.245
  105	  1.6750	  0.8800	   0.880	   5.295
  106	  1.6960	  0.8887	   0.889	   5.345
  107	  1.7170	  0.8975	   0.897	   5.395
  108	  1.7390	  0.9050	   0.905	   5.445
  109	  1.7600	  0.9137	   0.914	   5.495
  110	  1.7820	  0.9225	   0.922	   5.545
  111	  1.8030	  0.9300	   0.930	   5.595
  112	  1.8250	  0.9387	   0.939	   5.645
  113	  1.8480	  0.9475	   0.947	   5.695
  114	  1.8710	  0.9562	   0.956	   5.745
  115	  1.8940	  0.9638	   0.964	   5.795
  116	  1.9180	  0.9725	   0.972	   5.845
  117	  1.9410	  0.9812	   0.981	   5.895
  118	  1.9650	  0.9887	   0.989	   5.945
  119	  1.9890	  0.9975	   0.998	   5.995
  120	  2.0140	  1.0050	   1.005	   6.045
  121	  2.0380	  1.0137	   1.014	   6.095
  122	  2.0610	  1.0225	   1.022	   6.145
  123	  2.0850	  1.0300	   1.030	   6.195
  124	  2.1100	  1.0387	   1.039	   6.245
  125	  2.1350	  1.0475	   1.048	   6.295
  126	  2.1600	  1.0550	   1.055	   6.345
  127	  2.1840	  1.0638	   1.064	   6.395
  128	  2.2090	  1.0725	   1.072	   6.445
  129	  2.2340	  1.0800	   1.080	   6.495
  130	  2.2590	  1.0888	   1.089	   6.545
  131	  2.2830	  1.0975	   1.097	   6.595
  132	  2.3080	  1.1062	   1.106	   6.645
  133	  2.3340	  1.1137	   1.114	   6.695
  134	  2.3590	  1.1225	   1.122	   6.745
  135	  2.3840	  1.1313	   1.131	   6.795
  136	  2.4090	  1.1387	   1.139	   6.845
  137	  2.4330	  1.1475	   1.147	   6.895
  138	  2.4570	  1.1562	   1.156	   6.945
  139	  2.4820	  1.1637	   1.164	   6.995
  140	  2.5060	  1.1725	   1.173	   7.045
  141	  2.5310	  1.1812	   1.181	   7.095
  142	  2.5550	  1.1888	   1.189	   7.145
  143	  2.5780	  1.1975	   1.197	   7.195
  144	  2.6030	  1.2062	   1.206	   7.245
  145	  2.6280	  1.2150	   1.215	   7.295
  146	  2.6510	  1.2225	   1.222	   7.345
  147	  2.6750	  1.2312	   1.231	   7.395
  148	  2.6990	  1.2387	   1.239	   7.445
  149	  2.7230	  1.2475	   1.247	   7.495
  150	  2.7450	  1.2563	   1.256	   7.545
  151	  2.7690	  1.2637	   1.264	   7.595
  152	  2.7920	  1.2725	   1.272	   7.645
  153	  2.8150	  1.2812	   1.281	   7.695
  154	  2.8380	  1.2887	   1.289	   7.745
  155	  2.8610	  1.2975	   1.298	   7.795
  156	  2.8840	  1.3062	   1.306	   7.845
  157	  2.9060	  1.3138	   1.314	   7.895
  158	  2.9280	  1.3225	   1.322	   7.945
  159	  2.9440	  1.3312	   1.331	   7.995
  160	  2.9640	  1.3388	   1.339	   8.045
  161	  2.9860	  1.3475	   1.347	   8.095
  162	  3.0090	  1.3562	   1.356	   8.145
  163	  3.0320	  1.3650	   1.365	   8.195
  164	  3.0550	  1.3725	   1.372	   8.245
  165	  3.0780	  1.3813	   1.381	   8.295
  166	  3.1010	  1.3900	   1.390	   8.345
  167	  3.1230	  1.3975	   1.397	   8.395
  168	  3.1450	  1.4062	   1.406	   8.445
  169	  3.1670	  1.4150	   1.415	   8.495
  170	  3.1900	  1.4225	   1.423	   8.545
  171	  3.2100	  1.4312	   1.431	   8.595
  172	  3.2310	  1.4400	   1.440	   8.645
  173	  3.2520	  1.4475	   1.447	   8.695
  174	  3.2720	  1.4562	   1.456	   8.745
  175	  3.2940	  1.4650	   1.465	   8.795
  176	  3.3150	  1.4725	   1.472	   8.845
  177	  3.3350	  1.4812	   1.481	   8.895
  178	  3.3560	  1.4887	   1.489	   8.945
  179	  3.3770	  1.4975	   1.497	   8.995
  180	  3.3970	  1.5063	   1.506	   9.045
  181	  2.6020	  1.5150	   1.515	   9.095
  182	  1.6990	  1.5225	   1.522	   9.145
  183	  1.7140	  1.5312	   1.531	   9.195
  184	  1.7370	  1.5400	   1.540	   9.245
  185	  1.7590	  1.5487	   1.549	   9.295
  186	  1.7820	  1.5562	   1.556	   9.345
  187	  1.8040	  1.5650	   1.565	   9.395
  188	  1.8250	  1.5738	   1.574	   9.445
  189	  1.8470	  1.5812	   1.581	   9.495
  190	  1.8680	  1.5900	   1.590	   9.545
  191	  1.8880	  1.5987	   1.599	   9.595
  192	  1.9070	  1.6075	   1.607	   9.645
  193	  1.9250	  1.6150	   1.615	   9.695
  194	  1.9430	  1.6237	   1.624	   9.745
  195	  1.9600	  1.6325	   1.632	   9.795
  196	  1.9780	  1.6413	   1.641	   9.845
  197	  1.9940	  1.6487	   1.649	   9.895
  198	  2.0100	  1.6575	   1.657	   9.945
  199	  2.0250	  1.6662	   1.666	   9.995
  200	  2.0120	  1.6750	   1.675	  10.045
  201	  1.9960	  1.6825	   1.683	  10.095
  202	  2.0080	  1.6912	   1.691	  10.145
  203	  2.0210	  1.6988	   1.699	  10.195
  204	  2.0330	  1.7075	   1.707	  10.245
  205	  2.0450	  1.7162	   1.716	  10.295
  206	  2.0570	  1.7250	   1.725	  10.345
  207	  2.0680	  1.7325	   1.732	  10.395
  208	  2.0790	  1.7412	   1.741	  10.445
  209	  2.0800	  1.7500	   1.750	  10.495
  210	  2.0820	  1.7575	   1.757	  10.545
  211	  2.0890	  1.7663	   1.766	  10.595
  212	  2.0940	  1.7750	   1.775	  10.645
  213	  2.0990	  1.7837	   1.784	  10.695
  214	  2.1050	  1.7912	   1.791	  10.745
  215	  2.1110	  1.8000	   1.800	  10.795
  216	  2.1170	  1.8087	   1.809	  10.845
  217	  2.1220	  1.8162	   1.816	  10.895
  218	  2.1180	  1.8250	   1.825	  10.945
  219	  2.1210	  1.8338	   1.834	  10.995
  220	  2.1240	  1.8425	   1.842	  11.045
  221	  2.1280	  1.8500	   1.850	  11.095
  222	  2.1330	  1.8587	   1.859	  11.145
  223	  2.1300	  1.8675	   1.867	  11.195
  224	  2.0430	  1.8750	   1.875	  11.245
  225	  2.0250	  1.8837	   1.884	  11.295
  226	  2.0180	  1.8925	   1.892	  11.345
  227	  2.0140	  1.9013	   1.901	  11.395
  228	  2.0090	  1.9087	   1.909	  11.445
  229	  2.0060	  1.9175	   1.917	  11.495
  230	  2.0030	  1.9262	   1.926	  11.545
  231	  2.0010	  1.9337	   1.934	  11.595
  232	  1.9990	  1.9425	   1.942	  11.645
  233	  1.9960	  1.9512	   1.951	  11.695
  234	  1.9550	  1.9600	   1.960	  11.745
  235	  1.5140	  1.9675	   1.967	  11.795
  236	  1.2510	  1.9762	   1.976	  11.845
  237	  1.1310	  1.9850	   1.985	  11.895
  238	  1.1130	  1.9925	   1.992	  11.945
  239	  1.1060	  2.0013	   2.001	  11.995
  240	  1.1020	  2.0100	   2.010	  12.045
  241	  1.0990	  2.0187	   2.019	  12.095
  242	  1.0980	  2.0262	   2.026	  12.145
  243	  1.0950	  2.0350	   2.035	  12.195
  244	  1.0920	  2.0438	   2.044	  12.245
  245	  1.0900	  2.0512	   2.051	  12.295
  246	  1.0880	  2.0600	   2.060	  12.345
  247	  1.0860	  2.0687	   2.069	  12.395
  248	  1.0840	  2.0775	   2.077	  12.445
  249	  1.0800	  2.0850	   2.085	  12.495
  250	  1.0770	  2.0938	   2.094	  12.545
  251	  1.0700	  2.1025	   2.102	  12.595
  252	  1.0630	  2.1100	   2.110	  12.645
  253	  1.0600	  2.1187	   2.119	  12.695
  254	  1.0580	  2.1275	   2.128	  12.745
  255	  1.0550	  2.1350	   2.135	  12.795
  256	  1.0510	  2.1437	   2.144	  12.845
  257	  1.0480	  2.1525	   2.152	  12.895
  258	  1.0440	  2.1612	   2.161	  12.945
  259	  1.0400	  2.1688	   2.169	  12.995
  260	  1.0330	  2.1775	   2.178	  13.045
  261	  1.0280	  2.1862	   2.186	  13.095
  262	  1.0230	  2.1937	   2.194	  13.145
  263	  1.0170	  2.2025	   2.202	  13.195
  264	  1.0110	  2.2113	   2.211	  13.245
  265	  0.9980	  2.2200	   2.220	  13.295
  266	  0.9850	  2.2275	   2.227	  13.345
  267	  0.9740	  2.2362	   2.236	  13.395
  268	  0.9600	  2.2450	   2.245	  13.445
  269	  0.9310	  2.2537	   2.254	  13.495
  270	  0.6970	  2.2613	   2.261	  13.545
  271	  0.6210	  2.2700	   2.270	  13.595
  272	  0.6020	  2.2787	   2.279	  13.645
  273	  0.5890	  2.2862	   2.286	  13.695
  274	  0.5750	  2.2950	   2.295	  13.745
  275	  0.5650	  2.3038	   2.304	  13.795
  276	  0.5580	  2.3112	   2.311	  13.845
  277	  0.5510	  2.3200	   2.320	  13.895
  278	  0.5450	  2.3287	   2.329	  13.945
  279	  0.5360	  2.3375	   2.337	  13.995
  280	  0.5230	  2.3450	   2.345	  14.045
  281	  0.5080	  2.3537	   2.354	  14.095
  282	  0.4900	  2.3625	   2.362	  14.145
  283	  0.4670	  2.3712	   2.371	  14.195
  284	  0.4440	  2.3787	   2.379	  14.245
  285	  0.4200	  2.3875	   2.388	  14.295
  286	  0.3950	  2.3963	   2.396	  14.345
  287	  0.3340	  2.4037	   2.404	  14.395
  288	  0.2590	  2.4125	   2.412	  14.445
  289	  0.2350	  2.4212	   2.421	  14.495
  290	  0.2170	  2.4288	   2.429	  14.545
  291	  0.2070	  2.4375	   2.438	  14.595
  292	  0.2020	  2.4462	   2.446	  14.645
  293	  0.1980	  2.4550	   2.455	  14.695
  294	  0.1940	  2.4625	   2.462	  14.745
  295	  0.1900	  2.4713	   2.471	  14.795
  296	  0.1710	  2.4800	   2.480	  14.845
  297	  0.1640	  2.4875	   2.487	  14.895
  298	  0.1340	  2.4962	   2.496	  14.945
  299	  0.1250	  2.5050	   2.505	  14.995
  300	  0.1210	  2.5137	   2.514	  15.045
  301	  0.1170	  2.5213	   2.521	  15.095
  302	  0.1120	  2.5300	   2.530	  15.145
  303	  0.1080	  2.5387	   2.539	  15.195
  304	  0.1040	  2.5462	   2.546	  15.245
  305	  0.1020	  2.5550	   2.555	  15.295
  306	  0.0980	  2.5638	   2.564	  15.345
  307	  0.0950	  2.5712	   2.571	  15.395
  308	  0.0910	  2.5800	   2.580	  15.445
  309	  0.0890	  2.5887	   2.589	  15.495
  310	  0.0870	  2.5963	   2.596	  15.545
  311	  0.0850	  2.6050	   2.605	  15.595
  312	  0.0830	  2.6137	   2.614	  15.645
  313	  0.0820	  2.6225	   2.622	  15.695
  314	  0.0800	  2.6300	   2.630	  15.745
  315	  0.0790	  2.6387	   2.639	  15.795
  316	  0.0790	  2.6475	   2.648	  15.845
  317	  0.0780	  2.6550	   2.655	  15.895
  318	  0.0770	  2.6637	   2.664	  15.945
  319	  0.0760	  2.6725	   2.672	  15.995
  320	  0.0750	  2.6812	   2.681	  16.045
  321	  0.0740	  2.6888	   2.689	  16.095
  322	  0.0730	  2.6975	   2.697	  16.145
  323	  0.0720	  2.7062	   2.706	  16.195
  324	  0.0710	  2.7137	   2.714	  16.245
  325	  0.0710	  2.7225	   2.722	  16.295
  326	  0.0700	  2.7313	   2.731	  16.345
  327	  0.0700	  2.7387	   2.739	  16.395
  328	  0.0690	  2.7475	   2.747	  16.445
  329	  0.0670	  2.7562	   2.756	  16.495
  330	  0.0660	  2.7650	   2.765	  16.545
  331	  0.0650	  2.7725	   2.773	  16.595
  332	  0.0640	  2.7812	   2.781	  16.645
  333	  0.0630	  2.7900	   2.790	  16.695
  334	  0.0630	  2.7975	   2.797	  16.745
  335	  0.0630	  2.8062	   2.806	  16.795
ControlMode:	0
Rate:	 10.0000
(null)
4
step	1
0
5.000000
0.000000
1
1
0.500000
2
step	2
1
5.000000
0.000000
1
1
2.000000
3
step	3
5
2.000000
0.000000
1
0
30.000000
4
step	4
8
0.000000
0.000000
0
0
0.000000
0
2
