Index,Load (kN),Defor (mm)
3645,29.72,3.0575
3646,29.72,3.0587
3647,29.72,3.0587
3648,29.73,3.06
3649,29.73,3.0612
3650,29.73,3.0612
3651,29.73,3.0625
3652,29.73,3.0638
3653,29.73,3.0638
3654,29.74,3.065
3655,29.74,3.0662
3656,29.74,3.0662
3657,29.74,3.0675
3658,29.74,3.0687
3659,29.75,3.0687
3660,29.75,3.07
3661,29.75,3.0712
3662,29.75,3.0712
3663,29.75,3.0725
3664,29.75,3.0738
3665,29.76,3.0738
3666,29.76,3.075
3667,29.76,3.0762
3668,29.76,3.0762
3669,29.77,3.0775
3670,29.77,3.0787
3671,29.77,3.0787
3672,29.77,3.08
3673,29.77,3.0812
3674,29.77,3.0812
3675,29.78,3.0825
3676,29.78,3.0838
3677,29.78,3.0838
3678,29.78,3.085
3679,29.79,3.0862
3680,29.79,3.0862
3681,29.79,3.0875
3682,29.79,3.0887
3683,29.79,3.0887
3684,29.79,3.09
3685,29.79,3.0912
3686,29.8,3.0912
3687,29.79,3.0925
3688,29.8,3.0938
3689,29.8,3.0938
3690,29.8,3.095
3691,29.8,3.0962
3692,29.8,3.0962
3693,29.81,3.0975
3694,29.81,3.0987
3695,29.81,3.0987
3696,29.81,3.1
3697,29.81,3.1012
3698,29.82,3.1025
3699,29.82,3.1025
3700,29.82,3.1037
3701,29.82,3.1037
3702,29.82,3.105
3703,29.82,3.1063
3704,29.82,3.1063
3705,29.83,3.1075
3706,29.83,3.1087
3707,29.83,3.11
3708,29.83,3.11
3709,29.84,3.1112
3710,29.84,3.1125
3711,29.84,3.1125
3712,29.84,3.1137
3713,29.84,3.115
3714,29.84,3.115
3715,29.84,3.1163
3716,29.85,3.1175
3717,29.85,3.1175
3718,29.85,3.1187
3719,29.86,3.12
3720,29.86,3.12
3721,29.86,3.1212
3722,29.86,3.1225
3723,29.86,3.1225
3724,29.86,3.1237
3725,29.86,3.125
3726,29.86,3.125
3727,29.87,3.1263
3728,29.87,3.1275
3729,29.87,3.1275
3730,29.87,3.1287
3731,29.87,3.13
3732,29.88,3.13
3733,29.88,3.1312
3734,29.88,3.1325
3735,29.88,3.1325
3736,29.88,3.1337
3737,29.88,3.135
3738,29.89,3.135
3739,29.89,3.1363
3740,29.89,3.1375
3741,29.89,3.1375
3742,29.89,3.1387
3743,29.89,3.14
3744,29.9,3.14
3745,29.89,3.1412
3746,29.9,3.1425
3747,29.9,3.1425
3748,29.91,3.1437
3749,29.91,3.145
3750,29.91,3.145
3751,29.91,3.1463
3752,29.91,3.1475
3753,29.91,3.1475
3754,29.91,3.1487
3755,29.92,3.15
3756,29.92,3.15
3757,29.92,3.1512
3758,29.92,3.1525
3759,29.92,3.1525
3760,29.93,3.1537
3761,29.93,3.155
3762,29.93,3.155
3763,29.93,3.1562
3764,29.94,3.1575
3765,29.93,3.1575
3766,29.94,3.1587
3767,29.94,3.16
3768,29.94,3.16
3769,29.94,3.1612
3770,29.95,3.1625
3771,29.95,3.1625
3772,29.95,3.1637
3773,29.95,3.165
3774,29.95,3.165
3775,29.95,3.1662
3776,29.95,3.1675
3777,29.96,3.1675
3778,29.96,3.1688
3779,29.96,3.17
3780,29.96,3.17
3781,29.97,3.1712
3782,29.97,3.1725
3783,29.97,3.1725
3784,29.97,3.1737
3785,29.97,3.175
3786,29.97,3.175
3787,29.98,3.1762
3788,29.98,3.1775
3789,29.98,3.1788
3790,29.98,3.1788
3791,29.98,3.18
3792,29.98,3.18
3793,29.99,3.1812
3794,29.99,3.1825
3795,29.99,3.1825
3796,29.99,3.1837
3797,29.99,3.185
3798,29.99,3.185
3799,30.0,3.1862
3800,30.0,3.1875
3801,30.0,3.1875
3802,30.0,3.1888
3803,30.01,3.19
3804,30.01,3.19
3805,30.01,3.1912
3806,30.0,3.1925
3807,30.01,3.1925
3808,30.01,3.1937
3809,30.02,3.195
3810,30.02,3.195
3811,30.02,3.1962
3812,30.02,3.1975
3813,30.03,3.1975
3814,30.03,3.1988
3815,30.03,3.2
3816,30.03,3.2
3817,30.03,3.2012
3818,30.03,3.2025
3819,30.04,3.2025
3820,30.04,3.2037
3821,30.04,3.205
3822,30.04,3.205
3823,30.05,3.2062
3824,30.04,3.2075
3825,30.05,3.2075
3826,30.05,3.2088
3827,30.05,3.21
3828,30.05,3.21
3829,30.05,3.2112
3830,30.05,3.2125
3831,30.06,3.2125
3832,30.06,3.2137
3833,30.06,3.215
3834,30.06,3.2162
3835,30.07,3.2162
3836,30.06,3.2175
3837,30.07,3.2188
3838,30.07,3.2188
3839,30.07,3.22
3840,30.08,3.2212
3841,30.08,3.2212
3842,30.08,3.2225
3843,30.08,3.2237
3844,30.08,3.2237
3845,30.08,3.225
3846,30.08,3.2262
3847,30.09,3.2262
3848,30.09,3.2275
3849,30.09,3.2287
3850,30.09,3.2287
3851,30.09,3.23
3852,30.1,3.2312
3853,30.1,3.2312
3854,30.1,3.2325
3855,30.1,3.2337
3856,30.1,3.2337
3857,30.11,3.235
3858,30.11,3.2362
3859,30.11,3.2362
3860,30.11,3.2375
3861,30.11,3.2387
3862,30.11,3.2387
3863,30.12,3.24
3864,30.12,3.2413
3865,30.12,3.2413
3866,30.12,3.2425
3867,30.12,3.2437
3868,30.12,3.2437
3869,30.13,3.245
3870,30.13,3.2462
3871,30.13,3.2462
3872,30.13,3.2475
3873,30.13,3.2487
3874,30.14,3.2487
3875,30.14,3.25
3876,30.14,3.2513
3877,30.14,3.2513
3878,30.14,3.2525
3879,30.14,3.2537
3880,30.15,3.2537
3881,30.15,3.255
3882,30.15,3.2562
3883,30.15,3.2562
3884,30.15,3.2575
3885,30.16,3.2587
3886,30.16,3.2587
3887,30.16,3.26
3888,30.16,3.2613
3889,30.16,3.2613
3890,30.16,3.2625
3891,30.16,3.2637
3892,30.17,3.2637
3893,30.17,3.265
3894,30.17,3.2662
3895,30.17,3.2662
3896,30.18,3.2675
3897,30.18,3.2687
3898,30.18,3.2687
3899,30.18,3.27
3900,30.18,3.2713
3901,30.18,3.2713
3902,30.19,3.2725
3903,30.19,3.2737
3904,30.19,3.2737
3905,30.19,3.275
3906,30.19,3.2762
3907,30.2,3.2762
3908,30.2,3.2775
3909,30.2,3.2787
3910,30.2,3.2787
3911,30.2,3.28
3912,30.21,3.2812
3913,30.2,3.2812
3914,30.21,3.2825
3915,30.21,3.2837
3916,30.21,3.2837
3917,30.21,3.285
3918,30.22,3.2862
3919,30.22,3.2862
3920,30.22,3.2875
3921,30.22,3.2887
3922,30.22,3.2887
3923,30.22,3.29
3924,30.23,3.2912
3925,30.23,3.2912
3926,30.23,3.2925
3927,30.23,3.2937
3928,30.23,3.2937
3929,30.24,3.295
3930,30.24,3.2962
3931,30.24,3.2962
3932,30.24,3.2975
3933,30.24,3.2987
3934,30.25,3.2987
3935,30.25,3.3
3936,30.25,3.3012
3937,30.25,3.3012
3938,30.25,3.3025
3939,30.26,3.3038
3940,30.26,3.3038
3941,30.26,3.305
3942,30.26,3.3062
3943,30.26,3.3062
3944,30.26,3.3075
3945,30.27,3.3087
3946,30.27,3.3087
3947,30.27,3.31
3948,30.27,3.3112
3949,30.27,3.3112
3950,30.27,3.3125
3951,30.28,3.3138
3952,30.28,3.3138
3953,30.28,3.315
3954,30.28,3.3162
3955,30.29,3.3162
3956,30.29,3.3175
3957,30.29,3.3187
3958,30.29,3.3187
3959,30.29,3.32
3960,30.29,3.3212
3961,30.29,3.3212
3962,30.3,3.3225
3963,30.3,3.3238
3964,30.3,3.3238
3965,30.3,3.325
3966,30.3,3.3262
3967,30.3,3.3262
3968,30.31,3.3275
3969,30.31,3.3287
3970,30.31,3.3287
3971,30.32,3.33
3972,30.31,3.3312
3973,30.31,3.3312
3974,30.32,3.3325
3975,30.32,3.3338
3976,30.32,3.3338
3977,30.32,3.335
3978,30.33,3.3362
3979,30.33,3.3362
3980,30.33,3.3375
3981,30.33,3.3387
3982,30.33,3.3387
3983,30.33,3.34
3984,30.33,3.3412
3985,30.34,3.3412
3986,30.34,3.3425
3987,30.34,3.3438
3988,30.35,3.3438
3989,30.35,3.345
3990,30.35,3.3462
3991,30.35,3.3462
3992,30.36,3.3475
3993,30.36,3.3487
3994,30.36,3.3487
3995,30.36,3.35
3996,30.36,3.3512
3997,30.36,3.3512
3998,30.37,3.3525
3999,30.36,3.3537
4000,30.37,3.3537
4001,30.37,3.355
4002,30.37,3.3562
4003,30.37,3.3562
4004,30.38,3.3575
4005,30.37,3.3587
4006,30.38,3.3587
4007,30.38,3.36
4008,30.38,3.3612
4009,30.38,3.3612
4010,30.39,3.3625
4011,30.39,3.3637
4012,30.39,3.3637
4013,30.39,3.365
4014,30.39,3.3663
4015,30.39,3.3663
4016,30.39,3.3675
4017,30.39,3.3687
4018,30.4,3.3687
4019,30.4,3.37
4020,30.4,3.3712
4021,30.41,3.3712
4022,30.41,3.3725
4023,30.41,3.3737
4024,30.41,3.3737
4025,30.41,3.375
4026,30.41,3.3763
4027,30.41,3.3763
4028,30.42,3.3775
4029,30.42,3.3787
4030,30.42,3.3787
4031,30.42,3.38
4032,30.43,3.3812
4033,30.43,3.3812
4034,30.43,3.3825
4035,30.43,3.3837
4036,30.43,3.3837
4037,30.44,3.385
4038,30.44,3.3863
4039,30.44,3.3863
4040,30.44,3.3875
4041,30.45,3.3887
4042,30.45,3.3887
4043,30.45,3.39
4044,30.45,3.3912
4045,30.45,3.3912
4046,30.45,3.3925
4047,30.46,3.3937
4048,30.46,3.3937
4049,30.46,3.395
4050,30.46,3.3963
4051,30.46,3.3963
4052,30.46,3.3975
4053,30.47,3.3987
4054,30.47,3.3987
4055,30.47,3.4
4056,30.47,3.4012
4057,30.47,3.4012
4058,30.47,3.4025
4059,30.47,3.4037
4060,30.48,3.4037
4061,30.48,3.405
4062,30.48,3.4062
4063,30.49,3.4062
4064,30.49,3.4075
4065,30.49,3.4087
4066,30.49,3.4087
4067,30.49,3.41
4068,30.49,3.4112
4069,30.49,3.4112
4070,30.5,3.4125
4071,30.5,3.4137
4072,30.5,3.4137
4073,30.5,3.415
4074,30.5,3.4162
4075,30.51,3.4162
4076,30.51,3.4175
4077,30.51,3.4187
4078,30.51,3.4187
4079,30.51,3.42
4080,30.52,3.4212
4081,30.52,3.4212
4082,30.52,3.4225
4083,30.52,3.4237
4084,30.53,3.4237
4085,30.53,3.425
4086,30.53,3.4262
4087,30.53,3.4262
4088,30.53,3.4275
4089,30.53,3.4288
4090,30.53,3.4288
4091,30.53,3.43
4092,30.54,3.4312
4093,30.54,3.4312
4094,30.54,3.4325
4095,30.54,3.4337
4096,30.54,3.4337
4097,30.54,3.435
4098,30.55,3.4362
4099,30.55,3.4362
4100,30.55,3.4375
4101,30.55,3.4388
4102,30.55,3.4388
4103,30.56,3.44
4104,30.56,3.4412
4105,30.56,3.4412
4106,30.56,3.4425
4107,30.56,3.4437
4108,30.56,3.4437
4109,30.57,3.445
4110,30.57,3.4462
4111,30.57,3.4462
4112,30.57,3.4475
4113,30.58,3.4488
4114,30.57,3.4488
4115,30.58,3.45
4116,30.58,3.4512
4117,30.58,3.4512
4118,30.58,3.4525
4119,30.59,3.4537
4120,30.59,3.4537
4121,30.59,3.455
4122,30.59,3.4562
4123,30.59,3.4562
4124,30.59,3.4575
4125,30.6,3.4588
4126,30.6,3.4588
4127,30.6,3.46
4128,30.6,3.4612
4129,30.61,3.4612
4130,30.61,3.4625
4131,30.61,3.4637
4132,30.61,3.4637
4133,30.61,3.465
4134,30.62,3.4662
4135,30.62,3.4662
4136,30.62,3.4675
4137,30.62,3.4688
4138,30.62,3.4688
4139,30.62,3.47
4140,30.63,3.4712
4141,30.63,3.4712
4142,30.63,3.4725
4143,30.63,3.4737
4144,30.63,3.4737
4145,30.63,3.475
4146,30.64,3.4762
4147,30.64,3.4762
4148,30.64,3.4775
4149,30.64,3.4787
4150,30.64,3.4787
4151,30.64,3.48
4152,30.65,3.4812
4153,30.65,3.4812
4154,30.65,3.4825
4155,30.65,3.4837
4156,30.66,3.4837
4157,30.66,3.485
4158,30.66,3.4862
4159,30.66,3.4862
4160,30.66,3.4875
4161,30.67,3.4887
4162,30.67,3.4887
4163,30.67,3.49
4164,30.67,3.4913
4165,30.67,3.4913
4166,30.67,3.4925
4167,30.68,3.4937
4168,30.68,3.4937
4169,30.68,3.495
4170,30.68,3.4962
4171,30.68,3.4962
4172,30.68,3.4975
4173,30.69,3.4987
4174,30.69,3.4987
4175,30.69,3.5
4176,30.69,3.5013
4177,30.7,3.5013
4178,30.7,3.5025
4179,30.7,3.5037
4180,30.7,3.5037
4181,30.7,3.505
4182,30.7,3.5062
4183,30.7,3.5062
4184,30.71,3.5075
4185,30.71,3.5087
4186,30.71,3.5087
4187,30.72,3.51
4188,30.71,3.5113
4189,30.72,3.5113
4190,30.72,3.5125
4191,30.72,3.5137
4192,30.72,3.5137
4193,30.72,3.515
4194,30.73,3.5162
4195,30.73,3.5162
4196,30.73,3.5175
4197,30.73,3.5187
4198,30.74,3.5187
4199,30.74,3.52
4200,30.74,3.5213
4201,30.74,3.5213
4202,30.74,3.5225
4203,30.75,3.5237
4204,30.75,3.5237
4205,30.75,3.525
4206,30.75,3.5262
4207,30.75,3.5262
4208,30.76,3.5275
4209,30.76,3.5287
4210,30.76,3.5287
4211,30.76,3.53
4212,30.76,3.5312
4213,30.76,3.5312
4214,30.76,3.5325
4215,30.77,3.5337
4216,30.77,3.5337
4217,30.77,3.535
4218,30.77,3.5362
4219,30.77,3.5362
4220,30.77,3.5375
4221,30.77,3.5387
4222,30.78,3.5387
4223,30.78,3.54
4224,30.78,3.5412
4225,30.78,3.5412
4226,30.78,3.5425
4227,30.78,3.5437
4228,30.79,3.5437
4229,30.79,3.545
4230,30.79,3.5462
4231,30.79,3.5462
4232,30.79,3.5475
4233,30.79,3.5487
4234,30.8,3.5487
4235,30.8,3.55
4236,30.8,3.5512
4237,30.8,3.5512
4238,30.81,3.5525
4239,30.81,3.5538
4240,30.81,3.5538
4241,30.81,3.555
4242,30.81,3.5562
4243,30.82,3.5562
4244,30.82,3.5575
4245,30.82,3.5587
4246,30.82,3.5587
4247,30.83,3.56
4248,30.83,3.56
4249,30.83,3.5612
4250,30.83,3.5625
4251,30.83,3.5625
4252,30.83,3.5638
4253,30.84,3.565
4254,30.84,3.5662
4255,30.84,3.5662
4256,30.84,3.5675
4257,30.85,3.5675
4258,30.85,3.5687
4259,30.85,3.57
4260,30.85,3.57
4261,30.85,3.5712
4262,30.85,3.5725
4263,30.85,3.5725
4264,30.85,3.5738
4265,30.86,3.575
4266,30.86,3.575
4267,30.86,3.5762
4268,30.86,3.5775
4269,30.86,3.5775
4270,30.87,3.5787
4271,30.87,3.58
4272,30.87,3.58
4273,30.87,3.5812
4274,30.87,3.5825
4275,30.87,3.5825
4276,30.87,3.5838
4277,30.88,3.585
4278,30.88,3.585
4279,30.88,3.5862
4280,30.89,3.5875
4281,30.89,3.5875
4282,30.89,3.5887
4283,30.89,3.59
4284,30.89,3.59
4285,30.89,3.5912
4286,30.9,3.5925
4287,30.9,3.5925
4288,30.9,3.5938
4289,30.9,3.595
4290,30.91,3.595
4291,30.91,3.5962
4292,30.91,3.5975
4293,30.91,3.5975
4294,30.91,3.5987
4295,30.91,3.6
4296,30.91,3.6
4297,30.92,3.6012
4298,30.92,3.6025
4299,30.92,3.6025
4300,30.93,3.6037
4301,30.93,3.605
4302,30.93,3.605
4303,30.93,3.6062
4304,30.93,3.6075
4305,30.93,3.6075
4306,30.93,3.6087
4307,30.94,3.61
4308,30.94,3.61
4309,30.94,3.6112
4310,30.94,3.6125
4311,30.94,3.6125
4312,30.94,3.6137
4313,30.95,3.615
4314,30.95,3.615
4315,30.95,3.6163
4316,30.95,3.6175
4317,30.95,3.6175
4318,30.96,3.6187
4319,30.96,3.62
4320,30.96,3.62
4321,30.94,3.6212
4322,30.95,3.6225
4323,30.96,3.6225
4324,30.96,3.6237
4325,30.97,3.625
4326,30.97,3.625
4327,30.97,3.6263
4328,30.98,3.6275
4329,30.98,3.6275
4330,30.98,3.6287
4331,30.99,3.63
4332,30.99,3.63
4333,30.99,3.6312
4334,30.99,3.6325
4335,30.99,3.6325
4336,30.99,3.6337
4337,30.99,3.635
4338,31.0,3.635
4339,31.0,3.6363
4340,31.0,3.6375
4341,31.0,3.6375
4342,31.0,3.6387
4343,31.01,3.64
4344,31.01,3.64
4345,31.01,3.6412
4346,31.01,3.6425
4347,31.02,3.6425
4348,31.02,3.6437
4349,31.02,3.645
4350,31.02,3.645
4351,31.02,3.6463
4352,31.02,3.6475
4353,31.03,3.6475
4354,31.03,3.6487
4355,31.03,3.65
4356,31.03,3.65
4357,31.03,3.6512
4358,31.03,3.6525
4359,31.03,3.6525
4360,31.04,3.6537
4361,31.04,3.655
4362,31.04,3.6562
4363,31.04,3.6562
4364,31.05,3.6575
4365,31.05,3.6587
4366,31.05,3.6587
4367,31.05,3.66
4368,31.05,3.6612
4369,31.06,3.6612
4370,31.06,3.6625
4371,31.06,3.6637
4372,31.06,3.6637
4373,31.06,3.665
4374,31.07,3.6662
4375,31.07,3.6662
4376,31.07,3.6675
4377,31.07,3.6687
4378,31.07,3.6687
4379,31.07,3.67
4380,31.07,3.6712
4381,31.08,3.6712
4382,31.08,3.6725
4383,31.08,3.6737
4384,31.08,3.6737
4385,31.09,3.675
4386,31.09,3.6762
4387,31.09,3.6762
4388,31.09,3.6775
4389,31.09,3.6787
4390,31.09,3.6787
4391,31.09,3.68
4392,31.1,3.6812
4393,31.1,3.6812
4394,31.1,3.6825
4395,31.1,3.6837
4396,31.11,3.6837
4397,31.1,3.685
4398,31.11,3.6862
4399,31.11,3.6862
4400,31.11,3.6875
4401,31.11,3.6888
4402,31.12,3.6888
4403,31.12,3.69
4404,31.12,3.6912
4405,31.12,3.6912
4406,31.12,3.6925
4407,31.12,3.6937
4408,31.13,3.6937
4409,31.13,3.695
4410,31.13,3.6962
4411,31.13,3.6962
4412,31.14,3.6975
4413,31.14,3.6988
4414,31.14,3.6988
4415,31.14,3.7
4416,31.14,3.7012
4417,31.15,3.7012
4418,31.15,3.7025
4419,31.15,3.7037
4420,31.15,3.7037
4421,31.15,3.705
4422,31.15,3.7062
4423,31.15,3.7062
4424,31.16,3.7075
4425,31.16,3.7088
4426,31.16,3.7088
4427,31.16,3.71
4428,31.17,3.7112
4429,31.17,3.7112
4430,31.16,3.7125
4431,31.17,3.7137
4432,31.17,3.7137
4433,31.17,3.715
4434,31.17,3.7162
4435,31.18,3.7162
4436,31.18,3.7175
4437,31.18,3.7188
4438,31.18,3.7188
4439,31.18,3.72
4440,31.18,3.7212
4441,31.18,3.7212
4442,31.19,3.7225
4443,31.19,3.7225
4444,31.19,3.7237
4445,31.19,3.725
4446,31.19,3.725
4447,31.2,3.7262
4448,31.2,3.7275
4449,31.2,3.7275
4450,31.21,3.7287
4451,31.21,3.73
4452,31.21,3.73
4453,31.21,3.7312
4454,31.22,3.7325
4455,31.22,3.7325
4456,31.22,3.7337
4457,31.22,3.735
4458,31.22,3.735
4459,31.23,3.7362
4460,31.22,3.7375
4461,31.23,3.7375
4462,31.23,3.7387
4463,31.23,3.74
4464,31.24,3.74
4465,31.24,3.7412
4466,31.24,3.7425
4467,31.24,3.7425
4468,31.24,3.7437
4469,31.24,3.745
4470,31.25,3.745
4471,31.25,3.7462
4472,31.25,3.7475
4473,31.25,3.7475
4474,31.25,3.7487
4475,31.26,3.75
4476,31.26,3.75
4477,31.26,3.7513
4478,31.26,3.7525
4479,31.26,3.7525
4480,31.27,3.7537
4481,31.26,3.755
4482,31.27,3.755
4483,31.27,3.7562
4484,31.27,3.7575
4485,31.27,3.7575
4486,31.28,3.7587
4487,31.28,3.76
4488,31.28,3.76
4489,31.28,3.7613
4490,31.29,3.7625
4491,31.29,3.7625
4492,31.29,3.7637
4493,31.29,3.765
4494,31.29,3.765
4495,31.29,3.7662
4496,31.3,3.7675
4497,31.3,3.7675
4498,31.3,3.7687
4499,31.3,3.77
4500,31.31,3.77
4501,31.31,3.7713
4502,31.31,3.7725
4503,31.31,3.7725
4504,31.31,3.7737
4505,31.31,3.775
4506,31.31,3.775
4507,31.32,3.7762
4508,31.32,3.7775
4509,31.32,3.7775
4510,31.32,3.7787
4511,31.33,3.78
4512,31.33,3.78
4513,31.33,3.7812
4514,31.33,3.7825
4515,31.33,3.7825
4516,31.34,3.7837
4517,31.33,3.785
4518,31.34,3.7862
4519,31.34,3.7862
4520,31.34,3.7875
4521,31.34,3.7875
4522,31.35,3.7887
4523,31.35,3.79
4524,31.35,3.7912
4525,31.35,3.7912
4526,31.35,3.7925
4527,31.36,3.7937
4528,31.36,3.7937
4529,31.36,3.795
4530,31.36,3.7962
4531,31.37,3.7962
4532,31.36,3.7975
4533,31.37,3.7987
4534,31.37,3.7987
4535,31.37,3.8
4536,31.37,3.8012
4537,31.37,3.8012
4538,31.38,3.8025
4539,31.38,3.8037
4540,31.38,3.8037
4541,31.38,3.805
4542,31.38,3.8062
4543,31.39,3.8062
4544,31.39,3.8075
4545,31.39,3.8087
4546,31.39,3.8087
4547,31.39,3.81
4548,31.39,3.8112
4549,31.4,3.8112
4550,31.4,3.8125
4551,31.4,3.8138
4552,31.4,3.8138
4553,31.4,3.815
4554,31.4,3.8162
4555,31.41,3.8162
4556,31.41,3.8175
4557,31.41,3.8187
4558,31.41,3.8187
4559,31.42,3.82
4560,31.42,3.8212
4561,31.42,3.8212
4562,31.42,3.8225
4563,31.42,3.8238
4564,31.42,3.8238
4565,31.42,3.825
4566,31.43,3.8262
4567,31.43,3.8262
4568,31.43,3.8275
4569,31.43,3.8287
4570,31.43,3.8287
4571,31.44,3.83
4572,31.44,3.8312
4573,31.44,3.8312
4574,31.44,3.8325
4575,31.44,3.8325
4576,31.44,3.8338
4577,31.45,3.835
4578,31.45,3.8362
4579,31.46,3.8362
4580,31.45,3.8375
4581,31.46,3.8387
4582,31.46,3.8387
4583,31.46,3.84
4584,31.46,3.8412
4585,31.46,3.8412
4586,31.47,3.8425
4587,31.47,3.8425
4588,31.47,3.8438
4589,31.47,3.845
4590,31.47,3.8462
4591,31.48,3.8462
4592,31.48,3.8475
4593,31.48,3.8487
4594,31.48,3.8487
4595,31.48,3.85
4596,31.48,3.85
4597,31.49,3.8512
4598,31.49,3.8525
4599,31.49,3.8525
4600,31.49,3.8537
4601,31.49,3.855
4602,31.5,3.855
4603,31.5,3.8562
4604,31.5,3.8575
4605,31.5,3.8575
4606,31.5,3.8587
4607,31.5,3.86
4608,31.5,3.86
4609,31.51,3.8612
4610,31.51,3.8625
4611,31.51,3.8625
4612,31.51,3.8637
4613,31.52,3.865
4614,31.52,3.865
4615,31.52,3.8662
4616,31.52,3.8675
4617,31.52,3.8675
4618,31.53,3.8687
4619,31.53,3.87
4620,31.53,3.87
4621,31.54,3.8712
4622,31.53,3.8725
4623,31.54,3.8725
4624,31.54,3.8737
4625,31.54,3.875
4626,31.54,3.875
4627,31.54,3.8763
4628,31.55,3.8775
4629,31.55,3.8775
4630,31.55,3.8787
4631,31.56,3.88
4632,31.55,3.88
4633,31.56,3.8812
4634,31.56,3.8825
4635,31.56,3.8825
4636,31.56,3.8837
4637,31.56,3.885
4638,31.57,3.885
4639,31.57,3.8863
4640,31.57,3.8875
4641,31.57,3.8875
4642,31.57,3.8887
4643,31.58,3.89
4644,31.58,3.89
4645,31.58,3.8912
4646,31.58,3.8925
4647,31.58,3.8925
4648,31.58,3.8937
4649,31.58,3.895
4650,31.59,3.895
4651,31.59,3.8963
4652,31.59,3.8975
4653,31.59,3.8975
4654,31.6,3.8987
4655,31.6,3.9
4656,31.6,3.9
4657,31.6,3.9012
4658,31.6,3.9025
4659,31.6,3.9025
4660,31.6,3.9037
4661,31.6,3.905
4662,31.61,3.905
4663,31.61,3.9062
4664,31.61,3.9062
4665,31.62,3.9075
4666,31.62,3.9087
4667,31.62,3.91
4668,31.62,3.91
4669,31.63,3.9112
4670,31.63,3.9125
4671,31.63,3.9125
4672,31.63,3.9137
4673,31.64,3.915
4674,31.64,3.915
4675,31.64,3.9162
4676,31.64,3.9175
4677,31.64,3.9175
4678,31.65,3.9187
4679,31.65,3.92
4680,31.65,3.92
4681,31.65,3.9212
4682,31.65,3.9225
4683,31.66,3.9225
4684,31.66,3.9237
4685,31.66,3.925
4686,31.66,3.925
4687,31.66,3.9262
4688,31.66,3.9275
4689,31.66,3.9275
4690,31.67,3.9287
4691,31.67,3.93
4692,31.67,3.93
4693,31.67,3.9312
4694,31.68,3.9325
4695,31.68,3.9325
4696,31.68,3.9337
4697,31.68,3.935
4698,31.68,3.935
4699,31.68,3.9362
4700,31.69,3.9375
4701,31.69,3.9375
4702,31.69,3.9388
4703,31.69,3.94
4704,31.69,3.94
4705,31.7,3.9412
4706,31.7,3.9425
4707,31.7,3.9425
4708,31.7,3.9437
4709,31.7,3.945
4710,31.71,3.945
4711,31.71,3.9462
4712,31.71,3.9475
4713,31.71,3.9475
4714,31.72,3.9488
4715,31.72,3.95
4716,31.72,3.95
4717,31.72,3.9512
4718,31.73,3.9525
4719,31.72,3.9525
4720,31.72,3.9537
4721,31.73,3.955
4722,31.73,3.9562
4723,31.73,3.9562
4724,31.74,3.9575
4725,31.74,3.9575
4726,31.74,3.9588
4727,31.74,3.96
4728,31.74,3.9612
4729,31.74,3.9612
4730,31.75,3.9625
4731,31.75,3.9625
4732,31.75,3.9637
4733,31.75,3.965
4734,31.75,3.9662
4735,31.75,3.9662
4736,31.76,3.9675
4737,31.76,3.9688
4738,31.76,3.9688
4739,31.76,3.97
4740,31.76,3.9712
4741,31.77,3.9712
4742,31.77,3.9725
4743,31.77,3.9737
4744,31.77,3.9737
4745,31.77,3.975
4746,31.78,3.9762
4747,31.78,3.9762
4748,31.78,3.9775
4749,31.78,3.9787
4750,31.79,3.9787
4751,31.78,3.98
4752,31.78,3.9812
4753,31.79,3.9812
4754,31.79,3.9825
4755,31.79,3.9837
4756,31.8,3.9837
4757,31.8,3.985
4758,31.8,3.9862
4759,31.8,3.9862
4760,31.8,3.9875
4761,31.81,3.9887
4762,31.81,3.9887
4763,31.81,3.99
4764,31.81,3.9912
4765,31.81,3.9912
4766,31.81,3.9925
4767,31.81,3.9937
4768,31.82,3.9937
4769,31.82,3.995
4770,31.83,3.9962
4771,31.82,3.9962
4772,31.82,3.9975
4773,31.83,3.9987
4774,31.83,3.9987
4775,31.83,4.0
4776,31.83,4.0012
4777,31.84,4.0012
4778,31.84,4.0025
4779,31.84,4.0037
4780,31.84,4.0037
4781,31.84,4.005
4782,31.85,4.0062
4783,31.85,4.0062
4784,31.85,4.0075
4785,31.85,4.0087
4786,31.85,4.0087
4787,31.86,4.01
4788,31.86,4.0113
4789,31.86,4.0113
4790,31.87,4.0125
4791,31.86,4.0138
4792,31.87,4.0138
4793,31.87,4.015
4794,31.87,4.0163
4795,31.87,4.0163
4796,31.87,4.0175
4797,31.87,4.0187
4798,31.88,4.0187
4799,31.88,4.02
4800,31.88,4.0212
4801,31.89,4.0212
4802,31.89,4.0225
4803,31.88,4.0237
4804,31.89,4.0237
4805,31.89,4.025
4806,31.89,4.0262
