Index,Load (kN),Defor (mm)
1269,24.71,1.0725
1270,24.71,1.0738
1271,24.72,1.0738
1272,24.72,1.075
1273,24.72,1.0762
1274,24.73,1.0762
1275,24.73,1.0775
1276,24.73,1.0788
1277,24.74,1.0788
1278,24.74,1.08
1279,24.74,1.0812
1280,24.75,1.0812
1281,24.75,1.0825
1282,24.75,1.0838
1283,24.76,1.0838
1284,24.76,1.085
1285,24.76,1.0862
1286,24.77,1.0862
1287,24.77,1.0875
1288,24.78,1.0888
1289,24.78,1.0888
1290,24.78,1.09
1291,24.79,1.0912
1292,24.79,1.0912
1293,24.79,1.0925
1294,24.8,1.0938
1295,24.8,1.0938
1296,24.8,1.095
1297,24.8,1.0962
1298,24.81,1.0962
1299,24.81,1.0975
1300,24.82,1.0987
1301,24.82,1.0987
1302,24.82,1.1
1303,24.82,1.1012
1304,24.83,1.1012
1305,24.83,1.1025
1306,24.83,1.1037
1307,24.84,1.1037
1308,24.84,1.105
1309,24.84,1.1062
1310,24.85,1.1062
1311,24.85,1.1075
1312,24.85,1.1087
1313,24.86,1.1087
1314,24.86,1.11
1315,24.86,1.1112
1316,24.87,1.1112
1317,24.87,1.1125
1318,24.87,1.1137
1319,24.88,1.1137
1320,24.88,1.115
1321,24.88,1.1162
1322,24.89,1.1162
1323,24.89,1.1175
1324,24.89,1.1187
1325,24.89,1.1187
1326,24.9,1.12
1327,24.9,1.1213
1328,24.91,1.1213
1329,24.91,1.1225
1330,24.91,1.1237
1331,24.92,1.1237
1332,24.92,1.125
1333,24.92,1.1263
1334,24.93,1.1263
1335,24.93,1.1275
1336,24.93,1.1287
1337,24.94,1.1287
1338,24.94,1.13
1339,24.94,1.1313
1340,24.94,1.1325
1341,24.95,1.1325
1342,24.95,1.1337
1343,24.96,1.1337
1344,24.96,1.135
1345,24.96,1.1363
1346,24.96,1.1363
1347,24.97,1.1375
1348,24.97,1.1387
1349,24.97,1.14
1350,24.98,1.14
1351,24.98,1.1413
1352,24.98,1.1425
1353,24.99,1.1425
1354,24.99,1.1437
1355,24.99,1.145
1356,25.0,1.145
1357,25.0,1.1463
1358,25.0,1.1475
1359,25.0,1.1475
1360,25.01,1.1487
1361,25.01,1.15
1362,25.01,1.15
1363,25.02,1.1513
1364,25.02,1.1525
1365,25.02,1.1525
1366,25.03,1.1537
1367,25.03,1.155
1368,25.03,1.155
1369,25.04,1.1562
1370,25.04,1.1575
1371,25.04,1.1575
1372,25.05,1.1587
1373,25.05,1.16
1374,25.06,1.16
1375,25.06,1.1612
1376,25.06,1.1625
1377,25.06,1.1625
1378,25.07,1.1637
1379,25.07,1.165
1380,25.07,1.165
1381,25.08,1.1662
1382,25.08,1.1675
1383,25.08,1.1675
1384,25.08,1.1687
1385,25.09,1.17
1386,25.09,1.17
1387,25.09,1.1712
1388,25.1,1.1725
1389,25.1,1.1725
1390,25.1,1.1737
1391,25.11,1.175
1392,25.11,1.175
1393,25.11,1.1762
1394,25.12,1.1775
1395,25.12,1.1775
1396,25.12,1.1787
1397,25.12,1.18
1398,25.13,1.18
1399,25.13,1.1812
1400,25.13,1.1825
1401,25.14,1.1825
1402,25.14,1.1837
1403,25.14,1.185
1404,25.15,1.1862
1405,25.15,1.1862
1406,25.15,1.1875
1407,25.15,1.1875
1408,25.16,1.1888
1409,25.16,1.19
1410,25.17,1.19
1411,25.17,1.1912
1412,25.17,1.1925
1413,25.17,1.1925
1414,25.18,1.1938
1415,25.18,1.195
1416,25.18,1.1962
1417,25.18,1.1962
1418,25.19,1.1975
1419,25.19,1.1988
1420,25.2,1.1988
1421,25.2,1.2
1422,25.2,1.2012
1423,25.2,1.2012
1424,25.21,1.2025
1425,25.21,1.2025
1426,25.21,1.2038
1427,25.21,1.205
1428,25.21,1.2062
1429,25.22,1.2062
1430,25.22,1.2075
1431,25.23,1.2088
1432,25.23,1.2088
1433,25.23,1.21
1434,25.23,1.2112
1435,25.24,1.2112
1436,25.24,1.2125
1437,25.24,1.2125
1438,25.25,1.2138
1439,25.25,1.215
1440,25.25,1.215
1441,25.26,1.2162
1442,25.26,1.2175
1443,25.26,1.2175
1444,25.27,1.2188
1445,25.27,1.22
1446,25.27,1.22
1447,25.28,1.2212
1448,25.28,1.2225
1449,25.28,1.2225
1450,25.28,1.2237
1451,25.29,1.225
1452,25.29,1.225
1453,25.29,1.2262
1454,25.3,1.2275
1455,25.3,1.2275
1456,25.3,1.2287
1457,25.31,1.23
1458,25.31,1.23
1459,25.31,1.2312
1460,25.32,1.2325
1461,25.32,1.2325
1462,25.32,1.2337
1463,25.32,1.235
1464,25.33,1.2362
1465,25.33,1.2362
1466,25.33,1.2375
1467,25.33,1.2387
1468,25.34,1.2387
1469,25.34,1.24
1470,25.34,1.2412
1471,25.35,1.2412
1472,25.35,1.2425
1473,25.35,1.2425
1474,25.36,1.2437
1475,25.36,1.245
1476,25.36,1.2462
1477,25.36,1.2462
1478,25.37,1.2475
1479,25.37,1.2487
1480,25.37,1.2487
1481,25.37,1.25
1482,25.38,1.2513
1483,25.38,1.2513
1484,25.38,1.2525
1485,25.39,1.2537
1486,25.39,1.2537
1487,25.39,1.255
1488,25.4,1.2563
1489,25.4,1.2563
1490,25.4,1.2575
1491,25.41,1.2587
1492,25.41,1.2587
1493,25.41,1.26
1494,25.41,1.2613
1495,25.42,1.2613
1496,25.42,1.2625
1497,25.42,1.2637
1498,25.42,1.2637
1499,25.43,1.265
1500,25.43,1.2663
1501,25.43,1.2663
1502,25.44,1.2675
1503,25.44,1.2687
1504,25.44,1.2687
1505,25.45,1.27
1506,25.45,1.2713
1507,25.45,1.2713
1508,25.46,1.2725
1509,25.46,1.2737
1510,25.46,1.2737
1511,25.46,1.275
1512,25.46,1.2763
1513,25.47,1.2763
1514,25.47,1.2775
1515,25.47,1.2787
1516,25.48,1.2787
1517,25.48,1.28
1518,25.48,1.2812
1519,25.48,1.2812
1520,25.49,1.2825
1521,25.49,1.2837
1522,25.49,1.2837
1523,25.5,1.285
1524,25.5,1.2862
1525,25.5,1.2862
1526,25.5,1.2875
1527,25.51,1.2887
1528,25.51,1.2887
1529,25.51,1.29
1530,25.52,1.2912
1531,25.52,1.2912
1532,25.52,1.2925
1533,25.52,1.2937
1534,25.53,1.2937
1535,25.53,1.295
1536,25.53,1.2962
1537,25.54,1.2962
1538,25.54,1.2975
1539,25.54,1.2987
1540,25.54,1.2987
1541,25.55,1.3
1542,25.55,1.3012
1543,25.55,1.3025
1544,25.55,1.3025
1545,25.56,1.3037
1546,25.56,1.3037
1547,25.56,1.305
1548,25.56,1.3062
1549,25.57,1.3062
1550,25.57,1.3075
1551,25.57,1.3087
1552,25.58,1.31
1553,25.58,1.31
1554,25.58,1.3112
1555,25.58,1.3125
1556,25.59,1.3125
1557,25.59,1.3138
1558,25.59,1.315
1559,25.6,1.315
1560,25.6,1.3162
1561,25.6,1.3175
1562,25.6,1.3175
1563,25.61,1.3188
1564,25.61,1.32
1565,25.61,1.32
1566,25.62,1.3212
1567,25.62,1.3225
1568,25.62,1.3225
1569,25.62,1.3238
1570,25.63,1.325
1571,25.63,1.325
1572,25.63,1.3262
1573,25.63,1.3275
1574,25.64,1.3275
1575,25.64,1.3288
1576,25.64,1.33
1577,25.64,1.33
1578,25.65,1.3312
1579,25.65,1.3325
1580,25.65,1.3325
1581,25.66,1.3338
1582,25.66,1.335
1583,25.66,1.335
1584,25.66,1.3362
1585,25.66,1.3375
1586,25.67,1.3375
1587,25.67,1.3388
1588,25.67,1.34
1589,25.68,1.34
1590,25.68,1.3412
1591,25.68,1.3425
1592,25.69,1.3425
1593,25.69,1.3438
1594,25.69,1.345
1595,25.69,1.345
1596,25.7,1.3462
1597,25.7,1.3475
1598,25.7,1.3475
1599,25.7,1.3487
1600,25.71,1.35
1601,25.71,1.35
1602,25.71,1.3512
1603,25.71,1.3525
1604,25.71,1.3525
1605,25.72,1.3537
1606,25.72,1.355
1607,25.72,1.355
1608,25.73,1.3562
1609,25.73,1.3575
1610,25.73,1.3575
1611,25.74,1.3587
1612,25.74,1.36
1613,25.74,1.36
1614,25.74,1.3612
1615,25.74,1.3625
1616,25.75,1.3625
1617,25.75,1.3637
1618,25.76,1.365
1619,25.76,1.365
1620,25.76,1.3662
1621,25.76,1.3675
1622,25.76,1.3675
1623,25.77,1.3687
1624,25.77,1.37
1625,25.77,1.37
1626,25.77,1.3712
1627,25.78,1.3725
1628,25.78,1.3725
1629,25.78,1.3737
1630,25.77,1.375
1631,25.78,1.375
1632,25.78,1.3763
1633,25.79,1.3775
1634,25.79,1.3775
1635,25.8,1.3787
1636,25.8,1.38
1637,25.81,1.38
1638,25.81,1.3813
1639,25.81,1.3825
1640,25.81,1.3825
1641,25.81,1.3837
1642,25.82,1.385
1643,25.82,1.385
1644,25.83,1.3863
1645,25.83,1.3875
1646,25.82,1.3875
1647,25.83,1.3887
1648,25.84,1.39
1649,25.84,1.39
1650,25.84,1.3913
1651,25.84,1.3925
1652,25.84,1.3925
1653,25.85,1.3937
1654,25.85,1.395
1655,25.85,1.395
1656,25.85,1.3963
1657,25.86,1.3975
1658,25.86,1.3975
1659,25.86,1.3987
1660,25.87,1.4
1661,25.87,1.4
1662,25.87,1.4013
1663,25.87,1.4025
1664,25.88,1.4025
1665,25.88,1.4037
1666,25.88,1.405
1667,25.88,1.4062
1668,25.88,1.4062
1669,25.89,1.4075
1670,25.89,1.4087
1671,25.89,1.4087
1672,25.9,1.41
1673,25.9,1.4112
1674,25.9,1.4112
1675,25.9,1.4125
1676,25.91,1.4137
1677,25.91,1.4137
1678,25.91,1.415
1679,25.91,1.4162
1680,25.92,1.4162
1681,25.92,1.4175
1682,25.92,1.4187
1683,25.92,1.4187
1684,25.93,1.42
1685,25.93,1.4212
1686,25.93,1.4212
1687,25.93,1.4225
1688,25.93,1.4237
1689,25.94,1.4237
1690,25.94,1.425
1691,25.95,1.4262
1692,25.95,1.4262
1693,25.95,1.4275
1694,25.95,1.4287
1695,25.95,1.4287
1696,25.96,1.43
1697,25.96,1.4312
1698,25.96,1.4312
1699,25.96,1.4325
1700,25.97,1.4337
1701,25.97,1.4337
1702,25.97,1.435
1703,25.97,1.4362
1704,25.98,1.4362
1705,25.98,1.4375
1706,25.98,1.4387
1707,25.99,1.4387
1708,25.99,1.44
1709,25.99,1.4412
1710,25.99,1.4412
1711,25.99,1.4425
1712,26.0,1.4438
1713,26.0,1.4438
1714,26.0,1.445
1715,26.0,1.4462
1716,26.01,1.4462
1717,26.01,1.4475
1718,26.01,1.4488
1719,26.01,1.4488
1720,26.01,1.45
1721,26.02,1.4512
1722,26.02,1.4512
1723,26.02,1.4525
1724,26.02,1.4538
1725,26.03,1.4538
1726,26.03,1.455
1727,26.03,1.4562
1728,26.03,1.4562
1729,26.03,1.4575
1730,26.04,1.4588
1731,26.04,1.4588
1732,26.04,1.46
1733,26.05,1.4612
1734,26.05,1.4612
1735,26.05,1.4625
1736,26.05,1.4638
1737,26.06,1.4638
1738,26.06,1.465
1739,26.06,1.4662
1740,26.06,1.4662
1741,26.07,1.4675
1742,26.07,1.4688
1743,26.07,1.4688
1744,26.07,1.47
1745,26.08,1.4712
1746,26.08,1.4725
1747,26.08,1.4725
1748,26.08,1.4737
1749,26.09,1.4737
1750,26.08,1.475
1751,26.09,1.4762
1752,26.09,1.4762
1753,26.1,1.4775
1754,26.1,1.4787
1755,26.1,1.4787
1756,26.11,1.48
1757,26.11,1.4812
1758,26.11,1.4812
1759,26.11,1.4825
1760,26.11,1.4837
1761,26.11,1.4837
1762,26.12,1.485
1763,26.12,1.4862
1764,26.12,1.4862
1765,26.12,1.4875
1766,26.13,1.4887
1767,26.13,1.4887
1768,26.13,1.49
1769,26.13,1.4912
1770,26.14,1.4912
1771,26.14,1.4925
1772,26.14,1.4937
1773,26.14,1.4937
1774,26.14,1.495
1775,26.15,1.4962
1776,26.15,1.4962
1777,26.15,1.4975
1778,26.16,1.4987
1779,26.16,1.4987
1780,26.16,1.5
1781,26.17,1.5012
1782,26.17,1.5012
1783,26.17,1.5025
1784,26.17,1.5037
1785,26.17,1.5037
1786,26.17,1.505
1787,26.18,1.5063
1788,26.18,1.5063
1789,26.18,1.5075
1790,26.19,1.5087
1791,26.19,1.5087
1792,26.19,1.51
1793,26.19,1.5113
1794,26.2,1.5113
1795,26.2,1.5125
1796,26.2,1.5137
1797,26.2,1.5137
1798,26.21,1.515
1799,26.21,1.5163
1800,26.21,1.5163
1801,26.21,1.5175
1802,26.21,1.5187
1803,26.21,1.5187
1804,26.22,1.52
1805,26.22,1.5213
1806,26.22,1.5213
1807,26.22,1.5225
1808,26.23,1.5237
1809,26.23,1.5237
1810,26.23,1.525
1811,26.24,1.5263
1812,26.24,1.5263
1813,26.24,1.5275
1814,26.24,1.5287
1815,26.24,1.5287
1816,26.25,1.53
1817,26.25,1.5312
1818,26.25,1.5312
1819,26.25,1.5325
1820,26.26,1.5337
1821,26.26,1.5337
1822,26.26,1.535
1823,26.26,1.5362
1824,26.27,1.5362
1825,26.27,1.5375
1826,26.27,1.5387
1827,26.27,1.5387
1828,26.27,1.54
1829,26.28,1.5412
1830,26.28,1.5412
1831,26.28,1.5425
1832,26.29,1.5437
1833,26.29,1.5437
1834,26.29,1.545
1835,26.29,1.5462
1836,26.3,1.5462
1837,26.3,1.5475
1838,26.3,1.5487
1839,26.31,1.5487
1840,26.31,1.55
1841,26.31,1.5512
1842,26.31,1.5512
1843,26.31,1.5525
1844,26.31,1.5537
1845,26.32,1.5537
1846,26.32,1.555
1847,26.32,1.5562
1848,26.32,1.5562
1849,26.33,1.5575
1850,26.33,1.5587
1851,26.33,1.5587
1852,26.33,1.56
1853,26.34,1.5612
1854,26.34,1.5625
1855,26.34,1.5625
1856,26.34,1.5637
1857,26.34,1.565
1858,26.35,1.565
1859,26.35,1.5662
1860,26.35,1.5662
1861,26.35,1.5675
1862,26.36,1.5688
1863,26.36,1.57
1864,26.36,1.57
1865,26.36,1.5712
1866,26.36,1.5725
1867,26.37,1.5725
1868,26.37,1.5738
1869,26.37,1.575
1870,26.38,1.575
1871,26.38,1.5762
1872,26.38,1.5775
1873,26.38,1.5775
1874,26.38,1.5788
1875,26.38,1.58
1876,26.39,1.58
1877,26.39,1.5812
1878,26.39,1.5825
1879,26.4,1.5825
1880,26.4,1.5838
1881,26.4,1.585
1882,26.4,1.585
1883,26.4,1.5862
1884,26.41,1.5875
1885,26.41,1.5875
1886,26.41,1.5888
1887,26.41,1.59
1888,26.42,1.59
1889,26.42,1.5912
1890,26.42,1.5925
1891,26.42,1.5925
1892,26.43,1.5938
1893,26.43,1.595
1894,26.43,1.595
1895,26.43,1.5962
1896,26.43,1.5975
1897,26.44,1.5975
1898,26.44,1.5987
1899,26.44,1.6
1900,26.44,1.6
1901,26.44,1.6012
1902,26.44,1.6025
1903,26.45,1.6025
1904,26.45,1.6037
1905,26.45,1.605
1906,26.45,1.605
1907,26.46,1.6062
1908,26.46,1.6075
1909,26.46,1.6075
1910,26.47,1.6087
1911,26.47,1.61
1912,26.47,1.61
1913,26.47,1.6112
1914,26.48,1.6125
1915,26.48,1.6125
1916,26.48,1.6137
1917,26.48,1.615
1918,26.48,1.615
1919,26.49,1.6162
1920,26.49,1.6175
1921,26.49,1.6187
1922,26.49,1.6187
1923,26.5,1.62
1924,26.5,1.6212
1925,26.5,1.6212
1926,26.5,1.6225
1927,26.5,1.6237
1928,26.51,1.6237
1929,26.51,1.625
1930,26.51,1.6262
1931,26.51,1.6262
1932,26.51,1.6275
1933,26.52,1.6287
1934,26.52,1.6287
1935,26.52,1.63
1936,26.52,1.6312
1937,26.52,1.6312
1938,26.53,1.6325
1939,26.53,1.6337
1940,26.53,1.6337
1941,26.53,1.635
1942,26.53,1.6363
1943,26.54,1.6363
1944,26.54,1.6375
1945,26.54,1.6387
1946,26.54,1.6387
1947,26.55,1.64
1948,26.55,1.6413
1949,26.55,1.6413
1950,26.55,1.6425
1951,26.56,1.6437
1952,26.56,1.6437
1953,26.56,1.645
1954,26.56,1.6463
1955,26.57,1.6463
1956,26.57,1.6475
1957,26.57,1.6487
1958,26.57,1.6487
1959,26.57,1.65
1960,26.58,1.6513
1961,26.58,1.6513
1962,26.58,1.6525
1963,26.58,1.6537
1964,26.59,1.6537
1965,26.59,1.655
1966,26.59,1.6562
1967,26.59,1.6562
1968,26.59,1.6575
1969,26.59,1.6587
1970,26.6,1.6587
1971,26.6,1.66
1972,26.6,1.6612
1973,26.6,1.6612
1974,26.61,1.6625
1975,26.61,1.6637
1976,26.61,1.6637
1977,26.61,1.665
1978,26.62,1.6662
1979,26.62,1.6662
1980,26.62,1.6675
1981,26.62,1.6687
1982,26.62,1.6687
1983,26.62,1.67
1984,26.63,1.6712
1985,26.63,1.6712
1986,26.63,1.6725
1987,26.64,1.6737
1988,26.63,1.6737
1989,26.64,1.675
1990,26.64,1.6762
1991,26.64,1.6762
1992,26.64,1.6775
1993,26.65,1.6787
1994,26.65,1.6787
1995,26.65,1.68
1996,26.66,1.6812
1997,26.66,1.6812
1998,26.66,1.6825
1999,26.66,1.6837
2000,26.66,1.6837
2001,26.66,1.685
2002,26.67,1.6862
2003,26.67,1.6862
2004,26.67,1.6875
2005,26.68,1.6887
2006,26.68,1.6887
2007,26.68,1.69
2008,26.68,1.6912
2009,26.68,1.6912
2010,26.68,1.6925
2011,26.68,1.6937
2012,26.69,1.6937
2013,26.69,1.695
2014,26.69,1.6962
2015,26.69,1.6962
2016,26.7,1.6975
2017,26.7,1.6988
2018,26.7,1.6988
2019,26.7,1.7
2020,26.7,1.7012
2021,26.71,1.7025
2022,26.71,1.7025
2023,26.71,1.7038
2024,26.71,1.7038
2025,26.71,1.705
2026,26.72,1.7062
2027,26.72,1.7062
2028,26.72,1.7075
2029,26.72,1.7088
2030,26.72,1.7088
2031,26.73,1.71
2032,26.73,1.7112
2033,26.73,1.7125
2034,26.74,1.7125
2035,26.74,1.7138
2036,26.74,1.7138
2037,26.74,1.715
2038,26.75,1.7162
2039,26.75,1.7162
2040,26.75,1.7175
2041,26.75,1.7188
2042,26.75,1.7188
2043,26.76,1.72
2044,26.76,1.7212
2045,26.76,1.7225
2046,26.76,1.7225
2047,26.76,1.7237
2048,26.77,1.725
2049,26.77,1.725
2050,26.77,1.7262
2051,26.77,1.7262
2052,26.77,1.7275
2053,26.77,1.7287
2054,26.78,1.73
2055,26.78,1.73
2056,26.78,1.7312
2057,26.78,1.7325
2058,26.79,1.7325
2059,26.79,1.7337
2060,26.79,1.735
2061,26.79,1.735
2062,26.79,1.7362
2063,26.8,1.7375
2064,26.8,1.7375
2065,26.8,1.7387
2066,26.8,1.74
2067,26.8,1.74
2068,26.8,1.7412
2069,26.81,1.7425
2070,26.81,1.7425
2071,26.81,1.7437
2072,26.81,1.745
2073,26.81,1.745
2074,26.82,1.7462
2075,26.82,1.7475
2076,26.82,1.7475
2077,26.82,1.7487
2078,26.83,1.75
2079,26.83,1.75
2080,26.83,1.7512
2081,26.83,1.7525
2082,26.83,1.7525
2083,26.84,1.7537
2084,26.84,1.755
2085,26.84,1.755
2086,26.84,1.7562
2087,26.84,1.7575
2088,26.84,1.7575
2089,26.85,1.7587
2090,26.85,1.76
2091,26.85,1.76
2092,26.85,1.7613
2093,26.86,1.7625
2094,26.86,1.7625
2095,26.86,1.7637
2096,26.86,1.765
2097,26.87,1.765
2098,26.87,1.7663
2099,26.87,1.7675
2100,26.87,1.7675
2101,26.88,1.7687
2102,26.88,1.77
2103,26.88,1.77
2104,26.88,1.7713
2105,26.88,1.7725
2106,26.88,1.7725
2107,26.88,1.7737
2108,26.89,1.7737
2109,26.89,1.775
2110,26.89,1.7763
2111,26.9,1.7763
2112,26.9,1.7775
2113,26.9,1.7787
2114,26.9,1.7787
2115,26.9,1.78
2116,26.9,1.7812
2117,26.9,1.7825
2118,26.91,1.7825
2119,26.91,1.7837
2120,26.91,1.7837
2121,26.92,1.785
2122,26.92,1.7862
2123,26.92,1.7862
2124,26.92,1.7875
2125,26.92,1.7887
2126,26.93,1.7887
2127,26.93,1.79
2128,26.93,1.7912
2129,26.93,1.7925
2130,26.94,1.7925
2131,26.94,1.7937
2132,26.94,1.7937
2133,26.94,1.795
2134,26.94,1.7962
2135,26.94,1.7962
2136,26.95,1.7975
2137,26.95,1.7987
2138,26.95,1.7987
2139,26.95,1.8
2140,26.95,1.8012
2141,26.96,1.8025
2142,26.96,1.8025
2143,26.96,1.8037
2144,26.96,1.805
2145,26.96,1.805
2146,26.97,1.8062
2147,26.97,1.8075
2148,26.97,1.8075
2149,26.97,1.8087
2150,26.97,1.81
2151,26.98,1.81
2152,26.98,1.8112
2153,26.98,1.8125
2154,26.98,1.8125
2155,26.98,1.8137
2156,26.99,1.815
2157,26.99,1.815
2158,26.99,1.8162
2159,26.99,1.8175
2160,26.99,1.8175
2161,27.0,1.8187
2162,27.0,1.82
2163,27.01,1.82
2164,27.01,1.8212
2165,27.01,1.8225
2166,27.01,1.8225
2167,27.01,1.8237
2168,27.01,1.825
2169,27.01,1.825
2170,27.02,1.8262
2171,27.02,1.8275
2172,27.02,1.8275
2173,27.02,1.8288
2174,27.02,1.83
2175,27.03,1.83
2176,27.03,1.8312
2177,27.03,1.8325
2178,27.03,1.8325
2179,27.03,1.8338
2180,27.04,1.835
2181,27.04,1.835
2182,27.04,1.8362
2183,27.04,1.8375
2184,27.05,1.8375
2185,27.05,1.8388
2186,27.05,1.84
2187,27.05,1.84
2188,27.05,1.8412
2189,27.05,1.8425
2190,27.06,1.8425
2191,27.06,1.8438
2192,27.06,1.845
2193,27.06,1.8462
2194,27.06,1.8462
2195,27.07,1.8475
2196,27.07,1.8487
2197,27.07,1.8487
2198,27.07,1.85
2199,27.07,1.8512
2200,27.08,1.8512
2201,27.08,1.8525
2202,27.08,1.8537
2203,27.08,1.8537
2204,27.09,1.855
2205,27.09,1.8562
2206,27.09,1.8562
2207,27.09,1.8575
2208,27.09,1.8587
2209,27.09,1.8587
2210,27.1,1.86
2211,27.1,1.8612
2212,27.1,1.8612
2213,27.1,1.8625
2214,27.1,1.8637
2215,27.11,1.8637
2216,27.11,1.865
2217,27.11,1.8662
2218,27.11,1.8662
2219,27.11,1.8675
2220,27.12,1.8687
2221,27.12,1.8687
2222,27.12,1.87
2223,27.12,1.8712
2224,27.12,1.8712
2225,27.13,1.8725
2226,27.13,1.8737
2227,27.13,1.8737
2228,27.13,1.875
2229,27.13,1.8762
2230,27.13,1.8762
2231,27.14,1.8775
2232,27.14,1.8787
2233,27.14,1.8787
2234,27.14,1.88
2235,27.15,1.8812
2236,27.15,1.8812
2237,27.15,1.8825
2238,27.15,1.8837
2239,27.15,1.8837
2240,27.15,1.885
2241,27.16,1.8862
2242,27.16,1.8862
2243,27.16,1.8875
2244,27.16,1.8887
2245,27.16,1.8887
2246,27.17,1.89
2247,27.17,1.8913
2248,27.17,1.8913
2249,27.17,1.8925
2250,27.17,1.8937
2251,27.18,1.8937
2252,27.18,1.895
2253,27.18,1.8963
2254,27.18,1.8963
2255,27.18,1.8975
2256,27.19,1.8987
2257,27.19,1.8987
2258,27.19,1.9
2259,27.19,1.9013
2260,27.19,1.9025
2261,27.19,1.9025
2262,27.2,1.9037
2263,27.2,1.9037
2264,27.2,1.905
2265,27.2,1.9062
2266,27.21,1.9062
2267,27.21,1.9075
2268,27.21,1.9087
2269,27.21,1.9087
2270,27.21,1.91
2271,27.21,1.9112
2272,27.22,1.9125
2273,27.22,1.9125
2274,27.22,1.9137
2275,27.22,1.9137
2276,27.23,1.915
2277,27.23,1.9162
2278,27.23,1.9162
2279,27.23,1.9175
2280,27.23,1.9187
2281,27.23,1.9187
2282,27.24,1.92
2283,27.24,1.9212
2284,27.24,1.9225
2285,27.24,1.9225
2286,27.25,1.9237
2287,27.25,1.9237
2288,27.25,1.925
2289,27.25,1.9262
2290,27.25,1.9262
2291,27.25,1.9275
2292,27.26,1.9287
2293,27.26,1.9287
2294,27.26,1.93
2295,27.26,1.9312
2296,27.26,1.9325
2297,27.27,1.9325
2298,27.27,1.9337
2299,27.27,1.9337
2300,27.27,1.935
2301,27.27,1.9362
2302,27.27,1.9362
2303,27.28,1.9375
2304,27.28,1.9387
2305,27.28,1.9387
2306,27.28,1.94
2307,27.29,1.9412
2308,27.29,1.9425
2309,27.29,1.9425
2310,27.29,1.9437
2311,27.29,1.9437
2312,27.3,1.945
2313,27.3,1.9462
2314,27.3,1.9462
2315,27.3,1.9475
2316,27.3,1.9487
2317,27.31,1.9487
2318,27.31,1.95
2319,27.31,1.9512
2320,27.31,1.9525
2321,27.31,1.9525
2322,27.32,1.9538
2323,27.32,1.9538
2324,27.32,1.955
2325,27.32,1.9562
2326,27.32,1.9562
2327,27.33,1.9575
2328,27.33,1.9588
2329,27.33,1.9588
2330,27.33,1.96
2331,27.33,1.9612
2332,27.33,1.9625
2333,27.34,1.9625
2334,27.34,1.9638
2335,27.34,1.965
2336,27.34,1.965
2337,27.35,1.9662
2338,27.35,1.9662
2339,27.35,1.9675
2340,27.35,1.9688
2341,27.35,1.97
2342,27.36,1.97
2343,27.36,1.9712
2344,27.36,1.9725
2345,27.36,1.9725
2346,27.36,1.9737
2347,27.37,1.975
2348,27.37,1.975
2349,27.37,1.9762
2350,27.37,1.9775
2351,27.37,1.9775
2352,27.37,1.9787
2353,27.38,1.98
2354,27.38,1.98
2355,27.38,1.9812
2356,27.38,1.9825
2357,27.38,1.9825
2358,27.39,1.9837
2359,27.39,1.985
2360,27.39,1.985
2361,27.39,1.9862
2362,27.39,1.9875
2363,27.39,1.9875
2364,27.4,1.9887
2365,27.4,1.99
2366,27.4,1.99
2367,27.4,1.9912
2368,27.41,1.9925
2369,27.41,1.9925
2370,27.41,1.9937
2371,27.41,1.995
2372,27.41,1.995
2373,27.42,1.9962
2374,27.42,1.9975
2375,27.42,1.9975
2376,27.42,1.9987
2377,27.42,2.0
2378,27.43,2.0
2379,27.43,2.0013
2380,27.43,2.0025
2381,27.43,2.0025
2382,27.43,2.0037
2383,27.43,2.005
2384,27.43,2.005
2385,27.44,2.0062
2386,27.44,2.0075
2387,27.44,2.0075
2388,27.44,2.0087
2389,27.44,2.01
2390,27.45,2.01
2391,27.45,2.0113
2392,27.45,2.0125
2393,27.45,2.0125
2394,27.45,2.0137
2395,27.46,2.015
2396,27.46,2.015
2397,27.46,2.0162
2398,27.46,2.0175
2399,27.46,2.0175
2400,27.46,2.0187
2401,27.47,2.02
2402,27.47,2.02
2403,27.47,2.0213
2404,27.47,2.0225
2405,27.47,2.0225
2406,27.48,2.0238
2407,27.48,2.025
2408,27.48,2.025
2409,27.48,2.0262
2410,27.49,2.0275
2411,27.49,2.0275
2412,27.49,2.0287
2413,27.49,2.03
2414,27.49,2.03
2415,27.49,2.0312
2416,27.49,2.0325
2417,27.5,2.0325
2418,27.5,2.0338
2419,27.5,2.035
2420,27.5,2.035
2421,27.51,2.0362
2422,27.5,2.0375
2423,27.51,2.0375
2424,27.51,2.0387
2425,27.51,2.04
2426,27.51,2.04
2427,27.51,2.0412
2428,27.52,2.0425
2429,27.52,2.0425
2430,27.52,2.0438
2431,27.52,2.045
2432,27.52,2.045
2433,27.53,2.0462
2434,27.53,2.0475
2435,27.53,2.0475
2436,27.53,2.0487
2437,27.53,2.05
2438,27.54,2.05
2439,27.54,2.0512
2440,27.54,2.0525
2441,27.54,2.0525
2442,27.55,2.0538
2443,27.55,2.055
2444,27.55,2.055
2445,27.55,2.0562
2446,27.55,2.0575
2447,27.55,2.0575
2448,27.55,2.0587
2449,27.55,2.06
2450,27.56,2.06
2451,27.56,2.0612
2452,27.56,2.0625
2453,27.56,2.0625
2454,27.57,2.0638
2455,27.57,2.065
2456,27.57,2.0662
