0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	336
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
  149	  1.9680	  1.2462	   1.246	   7.495
  150	  1.9920	  1.2550	   1.255	   7.545
  151	  2.0170	  1.2637	   1.264	   7.595
  152	  2.0420	  1.2713	   1.271	   7.645
  153	  2.0670	  1.2800	   1.280	   7.695
  154	  2.0920	  1.2887	   1.289	   7.745
  155	  2.1160	  1.2962	   1.296	   7.795
  156	  2.1410	  1.3050	   1.305	   7.845
  157	  2.1660	  1.3138	   1.314	   7.895
  158	  2.1910	  1.3225	   1.322	   7.945
  159	  2.2140	  1.3300	   1.330	   7.995
  160	  2.2390	  1.3388	   1.339	   8.045
  161	  2.2620	  1.3475	   1.347	   8.095
  162	  2.2860	  1.3550	   1.355	   8.145
  163	  2.3050	  1.3637	   1.364	   8.195
  164	  2.2980	  1.3725	   1.372	   8.245
  165	  2.3100	  1.3800	   1.380	   8.295
  166	  2.3150	  1.3887	   1.389	   8.345
  167	  2.3060	  1.3975	   1.397	   8.395
  168	  2.3120	  1.4050	   1.405	   8.445
  169	  2.3210	  1.4137	   1.414	   8.495
  170	  2.3090	  1.4225	   1.423	   8.545
  171	  2.2780	  1.4300	   1.430	   8.595
  172	  1.7690	  1.4387	   1.439	   8.645
  173	  1.5450	  1.4475	   1.447	   8.695
  174	  1.5670	  1.4562	   1.456	   8.745
  175	  1.5900	  1.4638	   1.464	   8.795
  176	  1.6120	  1.4725	   1.472	   8.845
  177	  1.6330	  1.4812	   1.481	   8.895
  178	  1.6520	  1.4887	   1.489	   8.945
  179	  1.6700	  1.4975	   1.497	   8.995
  180	  1.6900	  1.5063	   1.506	   9.045
  181	  1.7100	  1.5137	   1.514	   9.095
  182	  1.7290	  1.5225	   1.522	   9.145
  183	  1.7470	  1.5312	   1.531	   9.195
  184	  1.7640	  1.5387	   1.539	   9.245
  185	  1.7810	  1.5475	   1.548	   9.295
  186	  1.7970	  1.5562	   1.556	   9.345
  187	  1.8120	  1.5650	   1.565	   9.395
  188	  1.8280	  1.5725	   1.572	   9.445
  189	  1.8410	  1.5812	   1.581	   9.495
  190	  1.8540	  1.5900	   1.590	   9.545
  191	  1.8690	  1.5975	   1.597	   9.595
  192	  1.8830	  1.6062	   1.606	   9.645
  193	  1.8980	  1.6150	   1.615	   9.695
  194	  1.9110	  1.6225	   1.622	   9.745
  195	  1.9250	  1.6312	   1.631	   9.795
  196	  1.9390	  1.6400	   1.640	   9.845
  197	  1.9500	  1.6475	   1.647	   9.895
  198	  1.9630	  1.6562	   1.656	   9.945
  199	  1.9760	  1.6650	   1.665	   9.995
  200	  1.9880	  1.6725	   1.673	  10.045
  201	  2.0020	  1.6812	   1.681	  10.095
  202	  2.0150	  1.6900	   1.690	  10.145
  203	  2.0280	  1.6975	   1.697	  10.195
  204	  2.0390	  1.7062	   1.706	  10.245
  205	  2.0500	  1.7150	   1.715	  10.295
  206	  2.0610	  1.7225	   1.722	  10.345
  207	  2.0720	  1.7312	   1.731	  10.395
  208	  2.0830	  1.7400	   1.740	  10.445
  209	  2.0930	  1.7487	   1.749	  10.495
  210	  2.1030	  1.7562	   1.756	  10.545
  211	  2.1120	  1.7650	   1.765	  10.595
  212	  2.1210	  1.7737	   1.774	  10.645
  213	  2.1300	  1.7812	   1.781	  10.695
  214	  2.1400	  1.7900	   1.790	  10.745
  215	  2.1500	  1.7987	   1.799	  10.795
  216	  2.1610	  1.8062	   1.806	  10.845
  217	  2.1720	  1.8150	   1.815	  10.895
  218	  2.1810	  1.8237	   1.824	  10.945
  219	  2.1920	  1.8325	   1.832	  10.995
  220	  2.2020	  1.8400	   1.840	  11.045
  221	  2.2110	  1.8487	   1.849	  11.095
  222	  2.2200	  1.8575	   1.857	  11.145
  223	  2.2260	  1.8662	   1.866	  11.195
  224	  2.2320	  1.8737	   1.874	  11.245
  225	  2.2360	  1.8825	   1.882	  11.295
  226	  2.2410	  1.8913	   1.891	  11.345
  227	  2.2470	  1.8987	   1.899	  11.395
  228	  2.2540	  1.9075	   1.907	  11.445
  229	  2.2600	  1.9162	   1.916	  11.495
  230	  2.2640	  1.9237	   1.924	  11.545
  231	  2.2690	  1.9325	   1.933	  11.595
  232	  2.2720	  1.9412	   1.941	  11.645
  233	  2.2760	  1.9487	   1.949	  11.695
  234	  2.2790	  1.9575	   1.957	  11.745
  235	  2.2840	  1.9662	   1.966	  11.795
  236	  2.2900	  1.9737	   1.974	  11.845
  237	  2.2950	  1.9825	   1.982	  11.895
  238	  2.3010	  1.9912	   1.991	  11.945
  239	  2.3060	  2.0000	   2.000	  11.995
  240	  2.3100	  2.0075	   2.007	  12.045
  241	  2.3140	  2.0162	   2.016	  12.095
  242	  2.3170	  2.0250	   2.025	  12.145
  243	  2.3170	  2.0338	   2.034	  12.195
  244	  2.3160	  2.0412	   2.041	  12.245
  245	  2.3030	  2.0500	   2.050	  12.295
  246	  2.1750	  2.0587	   2.059	  12.345
  247	  1.6350	  2.0662	   2.066	  12.395
  248	  1.5730	  2.0750	   2.075	  12.445
  249	  1.5580	  2.0838	   2.084	  12.495
  250	  1.5560	  2.0925	   2.092	  12.545
  251	  1.5560	  2.1000	   2.100	  12.595
  252	  1.5570	  2.1087	   2.109	  12.645
  253	  1.5620	  2.1175	   2.118	  12.695
  254	  1.5660	  2.1263	   2.126	  12.745
  255	  1.5710	  2.1337	   2.134	  12.795
  256	  1.5770	  2.1425	   2.142	  12.845
  257	  1.5830	  2.1512	   2.151	  12.895
  258	  1.5890	  2.1588	   2.159	  12.945
  259	  1.5950	  2.1675	   2.168	  12.995
  260	  1.6000	  2.1762	   2.176	  13.045
  261	  1.6040	  2.1837	   2.184	  13.095
  262	  1.6070	  2.1925	   2.192	  13.145
  263	  1.6100	  2.2012	   2.201	  13.195
  264	  1.6120	  2.2100	   2.210	  13.245
  265	  1.6130	  2.2175	   2.217	  13.295
  266	  1.6090	  2.2262	   2.226	  13.345
  267	  1.5900	  2.2350	   2.235	  13.395
  268	  1.5790	  2.2425	   2.243	  13.445
  269	  1.5740	  2.2513	   2.251	  13.495
  270	  1.5500	  2.2600	   2.260	  13.545
  271	  1.5140	  2.2675	   2.267	  13.595
  272	  1.4920	  2.2762	   2.276	  13.645
  273	  1.4730	  2.2850	   2.285	  13.695
  274	  1.4510	  2.2938	   2.294	  13.745
  275	  1.4350	  2.3012	   2.301	  13.795
  276	  1.4130	  2.3100	   2.310	  13.845
  277	  0.6560	  2.3187	   2.319	  13.895
  278	  0.5050	  2.3275	   2.327	  13.945
  279	  0.4850	  2.3350	   2.335	  13.995
  280	  0.4740	  2.3438	   2.344	  14.045
  281	  0.4670	  2.3525	   2.352	  14.095
  282	  0.4620	  2.3600	   2.360	  14.145
  283	  0.4580	  2.3687	   2.369	  14.195
  284	  0.4540	  2.3775	   2.378	  14.245
  285	  0.4510	  2.3863	   2.386	  14.295
  286	  0.4470	  2.3937	   2.394	  14.345
  287	  0.4450	  2.4025	   2.402	  14.395
  288	  0.4420	  2.4112	   2.411	  14.445
  289	  0.4390	  2.4188	   2.419	  14.495
  290	  0.4350	  2.4275	   2.428	  14.545
  291	  0.4310	  2.4362	   2.436	  14.595
  292	  0.4270	  2.4450	   2.445	  14.645
  293	  0.4210	  2.4525	   2.452	  14.695
  294	  0.4160	  2.4612	   2.461	  14.745
  295	  0.4120	  2.4700	   2.470	  14.795
  296	  0.4080	  2.4775	   2.477	  14.845
  297	  0.4030	  2.4862	   2.486	  14.895
  298	  0.3990	  2.4950	   2.495	  14.945
  299	  0.3940	  2.5037	   2.504	  14.995
  300	  0.3890	  2.5113	   2.511	  15.045
  301	  0.3860	  2.5200	   2.520	  15.095
  302	  0.3810	  2.5287	   2.529	  15.145
  303	  0.3780	  2.5362	   2.536	  15.195
  304	  0.3730	  2.5450	   2.545	  15.245
  305	  0.3700	  2.5538	   2.554	  15.295
  306	  0.3670	  2.5612	   2.561	  15.345
  307	  0.3630	  2.5700	   2.570	  15.395
  308	  0.3600	  2.5787	   2.579	  15.445
  309	  0.3570	  2.5875	   2.587	  15.495
  310	  0.3530	  2.5950	   2.595	  15.545
  311	  0.3490	  2.6037	   2.604	  15.595
  312	  0.3440	  2.6125	   2.612	  15.645
  313	  0.3400	  2.6200	   2.620	  15.695
  314	  0.3360	  2.6287	   2.629	  15.745
  315	  0.3300	  2.6375	   2.638	  15.795
  316	  0.3240	  2.6450	   2.645	  15.845
  317	  0.3150	  2.6537	   2.654	  15.895
  318	  0.3060	  2.6625	   2.662	  15.945
  319	  0.2940	  2.6712	   2.671	  15.995
  320	  0.2820	  2.6788	   2.679	  16.045
  321	  0.2750	  2.6875	   2.688	  16.095
  322	  0.2700	  2.6962	   2.696	  16.145
  323	  0.2630	  2.7050	   2.705	  16.195
  324	  0.2530	  2.7125	   2.712	  16.245
  325	  0.2450	  2.7213	   2.721	  16.295
  326	  0.2390	  2.7287	   2.729	  16.345
  327	  0.2330	  2.7375	   2.737	  16.395
  328	  0.2280	  2.7462	   2.746	  16.445
  329	  0.2240	  2.7550	   2.755	  16.495
  330	  0.2190	  2.7625	   2.763	  16.545
  331	  0.2140	  2.7713	   2.771	  16.595
  332	  0.2070	  2.7800	   2.780	  16.645
  333	  0.2020	  2.7875	   2.787	  16.695
  334	  0.1950	  2.7962	   2.796	  16.745
  335	  0.1880	  2.8050	   2.805	  16.795
ControlMode:	0
Rate:	 10.0000
(null)
4
step	1
0
5.000000
0.000000
1
1
0.500000
2
step	2
1
5.000000
0.000000
1
1
2.000000
3
step	3
5
2.000000
0.000000
1
0
30.000000
4
step	4
8
0.000000
0.000000
0
0
0.000000
0
2
