0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	418
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
   74	  0.8460	  0.6262	   0.626	   3.745
   75	  0.8640	  0.6350	   0.635	   3.795
   76	  0.8810	  0.6425	   0.642	   3.845
   77	  0.9000	  0.6513	   0.651	   3.895
   78	  0.9180	  0.6600	   0.660	   3.945
   79	  0.9370	  0.6675	   0.667	   3.995
   80	  0.9560	  0.6762	   0.676	   4.045
   81	  0.9750	  0.6850	   0.685	   4.095
   82	  0.9950	  0.6937	   0.694	   4.145
   83	  1.0150	  0.7012	   0.701	   4.195
   84	  1.0360	  0.7100	   0.710	   4.245
   85	  1.0570	  0.7188	   0.719	   4.295
   86	  1.0770	  0.7262	   0.726	   4.345
   87	  1.0980	  0.7350	   0.735	   4.395
   88	  1.1200	  0.7437	   0.744	   4.445
   89	  1.1420	  0.7512	   0.751	   4.495
   90	  1.1640	  0.7600	   0.760	   4.545
   91	  1.1860	  0.7688	   0.769	   4.595
   92	  1.2080	  0.7763	   0.776	   4.645
   93	  1.2300	  0.7850	   0.785	   4.695
   94	  1.2530	  0.7937	   0.794	   4.745
   95	  1.2750	  0.8025	   0.803	   4.795
   96	  1.2980	  0.8100	   0.810	   4.845
   97	  1.3210	  0.8187	   0.819	   4.895
   98	  1.3430	  0.8275	   0.827	   4.945
   99	  1.3650	  0.8350	   0.835	   4.995
  100	  1.3870	  0.8438	   0.844	   5.045
  101	  1.4100	  0.8512	   0.851	   5.095
  102	  1.4330	  0.8587	   0.859	   5.145
  103	  1.4560	  0.8675	   0.868	   5.195
  104	  1.4790	  0.8762	   0.876	   5.245
  105	  1.5000	  0.8850	   0.885	   5.295
  106	  1.5210	  0.8925	   0.892	   5.345
  107	  1.5410	  0.9013	   0.901	   5.395
  108	  1.5630	  0.9100	   0.910	   5.445
  109	  1.5860	  0.9175	   0.917	   5.495
  110	  1.6060	  0.9262	   0.926	   5.545
  111	  1.6270	  0.9350	   0.935	   5.595
  112	  1.3870	  0.9437	   0.944	   5.645
  113	  0.9000	  0.9512	   0.951	   5.695
  114	  0.8970	  0.9600	   0.960	   5.745
  115	  0.9090	  0.9688	   0.969	   5.795
  116	  0.9200	  0.9762	   0.976	   5.845
  117	  0.9320	  0.9850	   0.985	   5.895
  118	  0.9440	  0.9937	   0.994	   5.945
  119	  0.9560	  1.0013	   1.001	   5.995
  120	  0.9670	  1.0100	   1.010	   6.045
  121	  0.9760	  1.0187	   1.019	   6.095
  122	  0.9860	  1.0275	   1.028	   6.145
  123	  0.9940	  1.0350	   1.035	   6.195
  124	  1.0040	  1.0437	   1.044	   6.245
  125	  1.0110	  1.0525	   1.053	   6.295
  126	  1.0180	  1.0600	   1.060	   6.345
  127	  1.0240	  1.0688	   1.069	   6.395
  128	  1.0330	  1.0775	   1.077	   6.445
  129	  1.0420	  1.0862	   1.086	   6.495
  130	  1.0510	  1.0938	   1.094	   6.545
  131	  1.0590	  1.1025	   1.102	   6.595
  132	  1.0660	  1.1112	   1.111	   6.645
  133	  1.0740	  1.1187	   1.119	   6.695
  134	  1.0820	  1.1275	   1.127	   6.745
  135	  1.0890	  1.1363	   1.136	   6.795
  136	  1.0970	  1.1437	   1.144	   6.845
  137	  1.1040	  1.1525	   1.153	   6.895
  138	  1.1100	  1.1612	   1.161	   6.945
  139	  1.1160	  1.1687	   1.169	   6.995
  140	  1.1170	  1.1775	   1.178	   7.045
  141	  1.1200	  1.1862	   1.186	   7.095
  142	  1.1130	  1.1950	   1.195	   7.145
  143	  1.1140	  1.2025	   1.202	   7.195
  144	  1.1180	  1.2112	   1.211	   7.245
  145	  1.1230	  1.2200	   1.220	   7.295
  146	  1.1280	  1.2275	   1.227	   7.345
  147	  1.1340	  1.2362	   1.236	   7.395
  148	  1.1390	  1.2450	   1.245	   7.445
  149	  1.1440	  1.2537	   1.254	   7.495
  150	  1.1490	  1.2613	   1.261	   7.545
  151	  1.1550	  1.2700	   1.270	   7.595
  152	  1.1620	  1.2787	   1.279	   7.645
  153	  1.1700	  1.2862	   1.286	   7.695
  154	  1.1780	  1.2950	   1.295	   7.745
  155	  1.1850	  1.3037	   1.304	   7.795
  156	  1.1920	  1.3112	   1.311	   7.845
  157	  1.1990	  1.3200	   1.320	   7.895
  158	  1.2080	  1.3288	   1.329	   7.945
  159	  1.2160	  1.3362	   1.336	   7.995
  160	  1.2240	  1.3450	   1.345	   8.045
  161	  1.2320	  1.3537	   1.354	   8.095
  162	  1.2400	  1.3612	   1.361	   8.145
  163	  1.2490	  1.3700	   1.370	   8.195
  164	  1.2570	  1.3787	   1.379	   8.245
  165	  1.2640	  1.3863	   1.386	   8.295
  166	  1.2710	  1.3950	   1.395	   8.345
  167	  1.2760	  1.4037	   1.404	   8.395
  168	  1.2780	  1.4112	   1.411	   8.445
  169	  1.2850	  1.4200	   1.420	   8.495
  170	  1.2920	  1.4287	   1.429	   8.545
  171	  1.3010	  1.4362	   1.436	   8.595
  172	  1.3080	  1.4450	   1.445	   8.645
  173	  1.3150	  1.4538	   1.454	   8.695
  174	  1.3230	  1.4612	   1.461	   8.745
  175	  1.3310	  1.4700	   1.470	   8.795
  176	  1.3390	  1.4787	   1.479	   8.845
  177	  1.3480	  1.4875	   1.487	   8.895
  178	  1.3550	  1.4950	   1.495	   8.945
  179	  1.3620	  1.5037	   1.504	   8.995
  180	  1.3690	  1.5125	   1.512	   9.045
  181	  1.3760	  1.5200	   1.520	   9.095
  182	  1.3840	  1.5287	   1.529	   9.145
  183	  1.3920	  1.5375	   1.538	   9.195
  184	  1.3990	  1.5450	   1.545	   9.245
  185	  1.4070	  1.5537	   1.554	   9.295
  186	  1.4140	  1.5625	   1.562	   9.345
  187	  1.4220	  1.5712	   1.571	   9.395
  188	  1.4300	  1.5788	   1.579	   9.445
  189	  1.4370	  1.5875	   1.587	   9.495
  190	  1.4440	  1.5962	   1.596	   9.545
  191	  1.4510	  1.6037	   1.604	   9.595
  192	  1.4460	  1.6125	   1.612	   9.645
  193	  1.4360	  1.6212	   1.621	   9.695
  194	  1.4410	  1.6287	   1.629	   9.745
  195	  1.4490	  1.6375	   1.637	   9.795
  196	  1.4260	  1.6463	   1.646	   9.845
  197	  1.4180	  1.6537	   1.654	   9.895
  198	  1.4210	  1.6625	   1.662	   9.945
  199	  1.4270	  1.6712	   1.671	   9.995
  200	  1.4330	  1.6787	   1.679	  10.045
  201	  1.4390	  1.6875	   1.688	  10.095
  202	  1.4440	  1.6962	   1.696	  10.145
  203	  1.4490	  1.7050	   1.705	  10.195
  204	  1.4540	  1.7125	   1.712	  10.245
  205	  1.4580	  1.7212	   1.721	  10.295
  206	  1.4620	  1.7300	   1.730	  10.345
  207	  1.4660	  1.7387	   1.739	  10.395
  208	  1.4700	  1.7462	   1.746	  10.445
  209	  1.4740	  1.7550	   1.755	  10.495
  210	  1.4790	  1.7637	   1.764	  10.545
  211	  1.4820	  1.7713	   1.771	  10.595
  212	  1.4870	  1.7800	   1.780	  10.645
  213	  1.4910	  1.7887	   1.789	  10.695
  214	  1.4950	  1.7962	   1.796	  10.745
  215	  1.4980	  1.8050	   1.805	  10.795
  216	  1.5020	  1.8137	   1.814	  10.845
  217	  1.5060	  1.8212	   1.821	  10.895
  218	  1.5090	  1.8300	   1.830	  10.945
  219	  1.5140	  1.8388	   1.839	  10.995
  220	  1.5170	  1.8462	   1.846	  11.045
  221	  1.5210	  1.8550	   1.855	  11.095
  222	  1.5260	  1.8637	   1.864	  11.145
  223	  1.5310	  1.8725	   1.872	  11.195
  224	  1.5350	  1.8800	   1.880	  11.245
  225	  1.5390	  1.8887	   1.889	  11.295
  226	  1.5400	  1.8975	   1.897	  11.345
  227	  1.5420	  1.9062	   1.906	  11.395
  228	  1.5440	  1.9137	   1.914	  11.445
  229	  1.5460	  1.9225	   1.923	  11.495
  230	  1.5480	  1.9300	   1.930	  11.545
  231	  1.5520	  1.9387	   1.939	  11.595
  232	  1.5550	  1.9475	   1.947	  11.645
  233	  1.5560	  1.9550	   1.955	  11.695
  234	  1.5440	  1.9638	   1.964	  11.745
  235	  1.5340	  1.9725	   1.972	  11.795
  236	  1.5290	  1.9800	   1.980	  11.845
  237	  1.5230	  1.9887	   1.989	  11.895
  238	  1.5150	  1.9975	   1.997	  11.945
  239	  1.4890	  2.0062	   2.006	  11.995
  240	  1.4400	  2.0150	   2.015	  12.045
  241	  1.4260	  2.0225	   2.023	  12.095
  242	  1.4140	  2.0312	   2.031	  12.145
  243	  1.4010	  2.0400	   2.040	  12.195
  244	  1.3840	  2.0487	   2.049	  12.245
  245	  1.3720	  2.0562	   2.056	  12.295
  246	  1.3660	  2.0650	   2.065	  12.345
  247	  1.3620	  2.0738	   2.074	  12.395
  248	  1.3580	  2.0812	   2.081	  12.445
  249	  1.3530	  2.0900	   2.090	  12.495
  250	  1.3430	  2.0987	   2.099	  12.545
  251	  1.3350	  2.1063	   2.106	  12.595
  252	  1.3310	  2.1150	   2.115	  12.645
  253	  1.3230	  2.1237	   2.124	  12.695
  254	  1.3180	  2.1312	   2.131	  12.745
  255	  1.3150	  2.1400	   2.140	  12.795
  256	  1.3100	  2.1488	   2.149	  12.845
  257	  1.3080	  2.1562	   2.156	  12.895
  258	  1.3080	  2.1650	   2.165	  12.945
  259	  1.3090	  2.1737	   2.174	  12.995
  260	  1.3100	  2.1812	   2.181	  13.045
  261	  1.3120	  2.1900	   2.190	  13.095
  262	  1.3140	  2.1988	   2.199	  13.145
  263	  1.3160	  2.2062	   2.206	  13.195
  264	  1.3170	  2.2150	   2.215	  13.245
  265	  1.3180	  2.2237	   2.224	  13.295
  266	  1.3200	  2.2313	   2.231	  13.345
  267	  1.3200	  2.2400	   2.240	  13.395
  268	  1.3050	  2.2487	   2.249	  13.445
  269	  1.3000	  2.2562	   2.256	  13.495
  270	  1.2970	  2.2650	   2.265	  13.545
  271	  1.2950	  2.2738	   2.274	  13.595
  272	  1.2950	  2.2825	   2.283	  13.645
  273	  1.2940	  2.2900	   2.290	  13.695
  274	  1.2900	  2.2987	   2.299	  13.745
  275	  1.2820	  2.3075	   2.307	  13.795
  276	  1.2750	  2.3150	   2.315	  13.845
  277	  1.2710	  2.3238	   2.324	  13.895
  278	  1.2690	  2.3325	   2.332	  13.945
  279	  1.2680	  2.3400	   2.340	  13.995
  280	  1.2690	  2.3487	   2.349	  14.045
  281	  1.2690	  2.3575	   2.357	  14.095
  282	  1.2680	  2.3650	   2.365	  14.145
  283	  1.2680	  2.3737	   2.374	  14.195
  284	  1.2700	  2.3825	   2.382	  14.245
  285	  1.2700	  2.3900	   2.390	  14.295
  286	  1.2720	  2.3987	   2.399	  14.345
  287	  1.2730	  2.4075	   2.408	  14.395
  288	  1.2750	  2.4150	   2.415	  14.445
  289	  1.2760	  2.4237	   2.424	  14.495
  290	  1.2770	  2.4325	   2.432	  14.545
  291	  1.2790	  2.4400	   2.440	  14.595
  292	  1.2800	  2.4488	   2.449	  14.645
  293	  1.2810	  2.4575	   2.457	  14.695
  294	  1.2810	  2.4650	   2.465	  14.745
  295	  1.2820	  2.4737	   2.474	  14.795
  296	  1.2830	  2.4825	   2.482	  14.845
  297	  1.2840	  2.4900	   2.490	  14.895
  298	  1.2860	  2.4987	   2.499	  14.945
  299	  1.2870	  2.5075	   2.507	  14.995
  300	  1.2880	  2.5150	   2.515	  15.045
  301	  1.2900	  2.5237	   2.524	  15.095
  302	  1.2910	  2.5325	   2.533	  15.145
  303	  1.2930	  2.5412	   2.541	  15.195
  304	  1.2940	  2.5487	   2.549	  15.245
  305	  1.2950	  2.5575	   2.557	  15.295
  306	  1.2970	  2.5650	   2.565	  15.345
  307	  1.2980	  2.5738	   2.574	  15.395
  308	  1.3000	  2.5825	   2.582	  15.445
  309	  1.3020	  2.5912	   2.591	  15.495
  310	  1.3040	  2.5987	   2.599	  15.545
  311	  1.3060	  2.6075	   2.607	  15.595
  312	  1.3090	  2.6163	   2.616	  15.645
  313	  1.3070	  2.6237	   2.624	  15.695
  314	  1.3000	  2.6325	   2.632	  15.745
  315	  1.3000	  2.6412	   2.641	  15.795
  316	  1.3020	  2.6487	   2.649	  15.845
  317	  1.3030	  2.6575	   2.658	  15.895
  318	  1.3050	  2.6662	   2.666	  15.945
  319	  1.3070	  2.6737	   2.674	  15.995
  320	  1.3090	  2.6825	   2.682	  16.045
  321	  1.3090	  2.6900	   2.690	  16.095
  322	  1.3110	  2.6988	   2.699	  16.145
  323	  1.3060	  2.7075	   2.707	  16.195
  324	  1.2970	  2.7162	   2.716	  16.245
  325	  1.2950	  2.7237	   2.724	  16.295
  326	  1.2930	  2.7325	   2.732	  16.345
  327	  1.2940	  2.7413	   2.741	  16.395
  328	  1.2950	  2.7487	   2.749	  16.445
  329	  1.2960	  2.7575	   2.757	  16.495
  330	  1.2960	  2.7662	   2.766	  16.545
  331	  1.2970	  2.7737	   2.774	  16.595
  332	  1.2960	  2.7825	   2.783	  16.645
  333	  1.2960	  2.7912	   2.791	  16.695
  334	  1.2960	  2.7987	   2.799	  16.745
  335	  1.2950	  2.8075	   2.807	  16.795
  336	  1.2930	  2.8162	   2.816	  16.845
  337	  1.2920	  2.8250	   2.825	  16.895
  338	  1.2900	  2.8325	   2.832	  16.945
  339	  1.2880	  2.8412	   2.841	  16.995
  340	  1.2860	  2.8500	   2.850	  17.045
  341	  1.2860	  2.8575	   2.857	  17.095
  342	  1.2850	  2.8663	   2.866	  17.145
  343	  1.2830	  2.8750	   2.875	  17.195
  344	  1.2590	  2.8825	   2.882	  17.245
  345	  0.7300	  2.8912	   2.891	  17.295
  346	  0.4970	  2.8987	   2.899	  17.345
  347	  0.4670	  2.9075	   2.908	  17.395
  348	  0.4540	  2.9162	   2.916	  17.445
  349	  0.4450	  2.9250	   2.925	  17.495
  350	  0.4390	  2.9325	   2.932	  17.545
  351	  0.4360	  2.9412	   2.941	  17.595
  352	  0.4350	  2.9500	   2.950	  17.645
  353	  0.4350	  2.9575	   2.957	  17.695
  354	  0.4340	  2.9662	   2.966	  17.745
  355	  0.4340	  2.9750	   2.975	  17.795
  356	  0.4350	  2.9825	   2.982	  17.845
  357	  0.4370	  2.9913	   2.991	  17.895
  358	  0.4380	  3.0000	   3.000	  17.945
  359	  0.4390	  3.0075	   3.007	  17.995
  360	  0.4400	  3.0162	   3.016	  18.045
  361	  0.4410	  3.0250	   3.025	  18.095
  362	  0.4420	  3.0325	   3.033	  18.145
  363	  0.4420	  3.0412	   3.041	  18.195
  364	  0.4280	  3.0500	   3.050	  18.245
  365	  0.3950	  3.0575	   3.057	  18.295
  366	  0.3780	  3.0662	   3.066	  18.345
  367	  0.3680	  3.0750	   3.075	  18.395
  368	  0.3540	  3.0825	   3.082	  18.445
  369	  0.3300	  3.0912	   3.091	  18.495
  370	  0.3220	  3.1000	   3.100	  18.545
  371	  0.3190	  3.1075	   3.107	  18.595
  372	  0.3170	  3.1163	   3.116	  18.645
  373	  0.3180	  3.1250	   3.125	  18.695
  374	  0.3160	  3.1325	   3.132	  18.745
  375	  0.3130	  3.1412	   3.141	  18.795
  376	  0.3010	  3.1487	   3.149	  18.845
  377	  0.2980	  3.1575	   3.158	  18.895
  378	  0.2980	  3.1662	   3.166	  18.945
  379	  0.2980	  3.1750	   3.175	  18.995
  380	  0.2970	  3.1825	   3.182	  19.045
  381	  0.2950	  3.1912	   3.191	  19.095
  382	  0.2950	  3.1988	   3.199	  19.145
  383	  0.2940	  3.2075	   3.207	  19.195
  384	  0.2920	  3.2162	   3.216	  19.245
  385	  0.2920	  3.2237	   3.224	  19.295
  386	  0.2910	  3.2325	   3.232	  19.345
  387	  0.2910	  3.2413	   3.241	  19.395
  388	  0.2900	  3.2487	   3.249	  19.445
  389	  0.2900	  3.2575	   3.257	  19.495
  390	  0.2900	  3.2662	   3.266	  19.545
  391	  0.2900	  3.2737	   3.274	  19.595
  392	  0.2900	  3.2825	   3.283	  19.645
  393	  0.2900	  3.2912	   3.291	  19.695
  394	  0.2880	  3.2987	   3.299	  19.745
  395	  0.2860	  3.3075	   3.307	  19.795
  396	  0.2840	  3.3150	   3.315	  19.845
  397	  0.2830	  3.3238	   3.324	  19.895
  398	  0.2820	  3.3325	   3.332	  19.945
  399	  0.2810	  3.3400	   3.340	  19.995
  400	  0.2790	  3.3487	   3.349	  20.045
  401	  0.2780	  3.3575	   3.357	  20.095
  402	  0.2780	  3.3650	   3.365	  20.145
  403	  0.2780	  3.3737	   3.374	  20.195
  404	  0.2660	  3.3825	   3.382	  20.245
  405	  0.2540	  3.3900	   3.390	  20.295
  406	  0.2510	  3.3987	   3.399	  20.345
  407	  0.2500	  3.4075	   3.408	  20.395
  408	  0.2500	  3.4150	   3.415	  20.445
  409	  0.2500	  3.4237	   3.424	  20.495
  410	  0.2500	  3.4312	   3.431	  20.545
  411	  0.2490	  3.4400	   3.440	  20.595
  412	  0.2490	  3.4488	   3.449	  20.645
  413	  0.2490	  3.4562	   3.456	  20.695
  414	  0.2490	  3.4650	   3.465	  20.745
  415	  0.2480	  3.4737	   3.474	  20.795
  416	  0.2480	  3.4812	   3.481	  20.845
  417	  0.2470	  3.4900	   3.490	  20.895
ControlMode:	0
Rate:	 10.0000
(null)
4
step	1
0
5.000000
0.000000
1
1
0.500000
2
step	2
1
5.000000
0.000000
1
1
2.000000
3
step	3
5
2.000000
0.000000
1
0
30.000000
4
step	4
8
0.000000
0.000000
0
0
0.000000
0
2
