0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	3212
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
  885	  0.1224	  7.4062	   7.406	  44.295
  886	  0.1228	  7.4150	   7.415	  44.345
  887	  0.1232	  7.4225	   7.422	  44.395
  888	  0.1228	  7.4312	   7.431	  44.445
  889	  0.1232	  7.4400	   7.440	  44.495
  890	  0.1232	  7.4488	   7.449	  44.545
  891	  0.1232	  7.4562	   7.456	  44.595
  892	  0.1232	  7.4650	   7.465	  44.645
  893	  0.1236	  7.4737	   7.474	  44.695
  894	  0.1240	  7.4812	   7.481	  44.745
  895	  0.1240	  7.4900	   7.490	  44.795
  896	  0.1252	  7.4987	   7.499	  44.845
  897	  0.1248	  7.5062	   7.506	  44.895
  898	  0.1248	  7.5150	   7.515	  44.945
  899	  0.1252	  7.5237	   7.524	  44.995
  900	  0.1244	  7.5312	   7.531	  45.045
  901	  0.1252	  7.5400	   7.540	  45.095
  902	  0.1248	  7.5475	   7.547	  45.145
  903	  0.1252	  7.5562	   7.556	  45.195
  904	  0.1252	  7.5650	   7.565	  45.245
  905	  0.1256	  7.5725	   7.572	  45.295
  906	  0.1252	  7.5812	   7.581	  45.345
  907	  0.1252	  7.5900	   7.590	  45.395
  908	  0.1260	  7.5987	   7.599	  45.445
  909	  0.1260	  7.6062	   7.606	  45.495
  910	  0.1260	  7.6150	   7.615	  45.545
  911	  0.1264	  7.6225	   7.622	  45.595
  912	  0.1264	  7.6312	   7.631	  45.645
  913	  0.1268	  7.6400	   7.640	  45.695
  914	  0.1268	  7.6475	   7.648	  45.745
  915	  0.1268	  7.6562	   7.656	  45.795
  916	  0.1272	  7.6650	   7.665	  45.845
  917	  0.1276	  7.6725	   7.672	  45.895
  918	  0.1276	  7.6812	   7.681	  45.945
  919	  0.1280	  7.6900	   7.690	  45.995
  920	  0.1280	  7.6975	   7.697	  46.045
  921	  0.1276	  7.7062	   7.706	  46.095
  922	  0.1284	  7.7150	   7.715	  46.145
  923	  0.1276	  7.7237	   7.724	  46.195
  924	  0.1280	  7.7312	   7.731	  46.245
  925	  0.1280	  7.7400	   7.740	  46.295
  926	  0.1284	  7.7487	   7.749	  46.345
  927	  0.1280	  7.7562	   7.756	  46.395
  928	  0.1284	  7.7650	   7.765	  46.445
  929	  0.1284	  7.7737	   7.774	  46.495
  930	  0.1284	  7.7812	   7.781	  46.545
  931	  0.1284	  7.7900	   7.790	  46.595
  932	  0.1280	  7.7975	   7.797	  46.645
  933	  0.1292	  7.8062	   7.806	  46.695
  934	  0.1292	  7.8150	   7.815	  46.745
  935	  0.1292	  7.8225	   7.822	  46.795
  936	  0.1288	  7.8312	   7.831	  46.845
  937	  0.1292	  7.8400	   7.840	  46.895
  938	  0.1292	  7.8475	   7.847	  46.945
  939	  0.1296	  7.8562	   7.856	  46.995
  940	  0.1300	  7.8650	   7.865	  47.045
  941	  0.1300	  7.8725	   7.872	  47.095
  942	  0.1296	  7.8812	   7.881	  47.145
  943	  0.1296	  7.8900	   7.890	  47.195
  944	  0.1300	  7.8987	   7.899	  47.245
  945	  0.1304	  7.9062	   7.906	  47.295
  946	  0.1296	  7.9150	   7.915	  47.345
  947	  0.1300	  7.9237	   7.924	  47.395
  948	  0.1304	  7.9312	   7.931	  47.445
  949	  0.1308	  7.9400	   7.940	  47.495
  950	  0.1312	  7.9488	   7.949	  47.545
  951	  0.1308	  7.9562	   7.956	  47.595
  952	  0.1312	  7.9650	   7.965	  47.645
  953	  0.1308	  7.9737	   7.974	  47.695
  954	  0.1312	  7.9812	   7.981	  47.745
  955	  0.1316	  7.9900	   7.990	  47.795
  956	  0.1316	  7.9987	   7.999	  47.845
  957	  0.1316	  8.0062	   8.006	  47.895
  958	  0.1316	  8.0150	   8.015	  47.945
  959	  0.1316	  8.0237	   8.024	  47.995
  960	  0.1312	  8.0312	   8.031	  48.045
  961	  0.1316	  8.0400	   8.040	  48.095
  962	  0.1324	  8.0487	   8.049	  48.145
  963	  0.1320	  8.0575	   8.057	  48.195
  964	  0.1320	  8.0650	   8.065	  48.245
  965	  0.1324	  8.0737	   8.074	  48.295
  966	  0.1328	  8.0813	   8.081	  48.345
  967	  0.1332	  8.0900	   8.090	  48.395
  968	  0.1324	  8.0988	   8.099	  48.445
  969	  0.1324	  8.1062	   8.106	  48.495
  970	  0.1332	  8.1150	   8.115	  48.545
  971	  0.1332	  8.1237	   8.124	  48.595
  972	  0.1332	  8.1312	   8.131	  48.645
  973	  0.1336	  8.1400	   8.140	  48.695
  974	  0.1328	  8.1487	   8.149	  48.745
  975	  0.1336	  8.1575	   8.158	  48.795
  976	  0.1340	  8.1650	   8.165	  48.845
  977	  0.1336	  8.1737	   8.174	  48.895
  978	  0.1340	  8.1825	   8.182	  48.945
  979	  0.1340	  8.1900	   8.190	  48.995
  980	  0.1336	  8.1987	   8.199	  49.045
  981	  0.1344	  8.2075	   8.207	  49.095
  982	  0.1348	  8.2150	   8.215	  49.145
  983	  0.1344	  8.2238	   8.224	  49.195
  984	  0.1344	  8.2325	   8.233	  49.245
  985	  0.1356	  8.2413	   8.241	  49.295
  986	  0.1344	  8.2487	   8.249	  49.345
  987	  0.1352	  8.2575	   8.257	  49.395
  988	  0.1356	  8.2650	   8.265	  49.445
  989	  0.1360	  8.2737	   8.274	  49.495
  990	  0.1352	  8.2825	   8.283	  49.545
  991	  0.1356	  8.2913	   8.291	  49.595
  992	  0.1364	  8.2987	   8.299	  49.645
  993	  0.1364	  8.3075	   8.307	  49.695
  994	  0.1360	  8.3162	   8.316	  49.745
  995	  0.1368	  8.3237	   8.324	  49.795
  996	  0.1376	  8.3325	   8.332	  49.845
  997	  0.1368	  8.3412	   8.341	  49.895
  998	  0.1368	  8.3488	   8.349	  49.945
  999	  0.1372	  8.3575	   8.358	  49.995
 1000	  0.1368	  8.3650	   8.365	  50.045
 1001	  0.1376	  8.3737	   8.374	  50.095
 1002	  0.1372	  8.3825	   8.382	  50.145
 1003	  0.1372	  8.3912	   8.391	  50.195
 1004	  0.1376	  8.3987	   8.399	  50.245
 1005	  0.1372	  8.4075	   8.408	  50.295
 1006	  0.1380	  8.4163	   8.416	  50.345
 1007	  0.1388	  8.4237	   8.424	  50.395
 1008	  0.1376	  8.4325	   8.432	  50.445
 1009	  0.1384	  8.4412	   8.441	  50.495
 1010	  0.1384	  8.4500	   8.450	  50.545
 1011	  0.1388	  8.4575	   8.457	  50.595
 1012	  0.1392	  8.4662	   8.466	  50.645
 1013	  0.1392	  8.4750	   8.475	  50.695
 1014	  0.1388	  8.4825	   8.483	  50.745
 1015	  0.1396	  8.4913	   8.491	  50.795
 1016	  0.1396	  8.5000	   8.500	  50.845
 1017	  0.1388	  8.5075	   8.507	  50.895
 1018	  0.1396	  8.5162	   8.516	  50.945
 1019	  0.1396	  8.5250	   8.525	  50.995
 1020	  0.1400	  8.5325	   8.533	  51.045
 1021	  0.1400	  8.5413	   8.541	  51.095
 1022	  0.1396	  8.5500	   8.550	  51.145
 1023	  0.1404	  8.5575	   8.557	  51.195
 1024	  0.1396	  8.5662	   8.566	  51.245
 1025	  0.1396	  8.5750	   8.575	  51.295
 1026	  0.1400	  8.5825	   8.582	  51.345
 1027	  0.1404	  8.5912	   8.591	  51.395
 1028	  0.1404	  8.6000	   8.600	  51.445
 1029	  0.1404	  8.6075	   8.608	  51.495
 1030	  0.1408	  8.6163	   8.616	  51.545
 1031	  0.1404	  8.6250	   8.625	  51.595
 1032	  0.1408	  8.6325	   8.632	  51.645
 1033	  0.1408	  8.6412	   8.641	  51.695
 1034	  0.1408	  8.6500	   8.650	  51.745
 1035	  0.1408	  8.6575	   8.658	  51.795
 1036	  0.1408	  8.6663	   8.666	  51.845
 1037	  0.1412	  8.6750	   8.675	  51.895
 1038	  0.1412	  8.6825	   8.682	  51.945
 1039	  0.1412	  8.6912	   8.691	  51.995
 1040	  0.1424	  8.7000	   8.700	  52.045
 1041	  0.1424	  8.7087	   8.709	  52.095
 1042	  0.1420	  8.7162	   8.716	  52.145
 1043	  0.1416	  8.7250	   8.725	  52.195
 1044	  0.1420	  8.7337	   8.734	  52.245
 1045	  0.1420	  8.7413	   8.741	  52.295
 1046	  0.1424	  8.7500	   8.750	  52.345
 1047	  0.1428	  8.7587	   8.759	  52.395
 1048	  0.1428	  8.7662	   8.766	  52.445
 1049	  0.1432	  8.7750	   8.775	  52.495
 1050	  0.1424	  8.7837	   8.784	  52.545
 1051	  0.1420	  8.7913	   8.791	  52.595
 1052	  0.1428	  8.8000	   8.800	  52.645
 1053	  0.1428	  8.8088	   8.809	  52.695
 1054	  0.1436	  8.8162	   8.816	  52.745
 1055	  0.1436	  8.8250	   8.825	  52.795
 1056	  0.1432	  8.8337	   8.834	  52.845
 1057	  0.1424	  8.8412	   8.841	  52.895
 1058	  0.1436	  8.8500	   8.850	  52.945
 1059	  0.1436	  8.8587	   8.859	  52.995
 1060	  0.1436	  8.8663	   8.866	  53.045
 1061	  0.1432	  8.8750	   8.875	  53.095
 1062	  0.1440	  8.8837	   8.884	  53.145
 1063	  0.1436	  8.8912	   8.891	  53.195
 1064	  0.1436	  8.9000	   8.900	  53.245
 1065	  0.1440	  8.9087	   8.909	  53.295
 1066	  0.1440	  8.9163	   8.916	  53.345
 1067	  0.1444	  8.9250	   8.925	  53.395
 1068	  0.1444	  8.9338	   8.934	  53.445
 1069	  0.1444	  8.9412	   8.941	  53.495
 1070	  0.1432	  8.9500	   8.950	  53.545
 1071	  0.1440	  8.9587	   8.959	  53.595
 1072	  0.1444	  8.9675	   8.967	  53.645
 1073	  0.1448	  8.9750	   8.975	  53.695
 1074	  0.1448	  8.9837	   8.984	  53.745
 1075	  0.1448	  8.9925	   8.992	  53.795
 1076	  0.1456	  9.0000	   9.000	  53.845
 1077	  0.1456	  9.0087	   9.009	  53.895
 1078	  0.1452	  9.0175	   9.017	  53.945
 1079	  0.1448	  9.0250	   9.025	  53.995
 1080	  0.1452	  9.0337	   9.034	  54.045
 1081	  0.1456	  9.0425	   9.042	  54.095
 1082	  0.1460	  9.0500	   9.050	  54.145
 1083	  0.1456	  9.0588	   9.059	  54.195
 1084	  0.1460	  9.0675	   9.068	  54.245
 1085	  0.1468	  9.0750	   9.075	  54.295
 1086	  0.1464	  9.0837	   9.084	  54.345
 1087	  0.1464	  9.0925	   9.092	  54.395
 1088	  0.1460	  9.1012	   9.101	  54.445
 1089	  0.1460	  9.1087	   9.109	  54.495
 1090	  0.1464	  9.1175	   9.117	  54.545
 1091	  0.1468	  9.1263	   9.126	  54.595
 1092	  0.1464	  9.1337	   9.134	  54.645
 1093	  0.1472	  9.1425	   9.142	  54.695
 1094	  0.1472	  9.1512	   9.151	  54.745
 1095	  0.1484	  9.1600	   9.160	  54.795
 1096	  0.1476	  9.1675	   9.167	  54.845
 1097	  0.1476	  9.1762	   9.176	  54.895
 1098	  0.1472	  9.1850	   9.185	  54.945
 1099	  0.1480	  9.1925	   9.193	  54.995
 1100	  0.1484	  9.2013	   9.201	  55.045
 1101	  0.1480	  9.2100	   9.210	  55.095
 1102	  0.1480	  9.2175	   9.217	  55.145
 1103	  0.1484	  9.2262	   9.226	  55.195
 1104	  0.1480	  9.2350	   9.235	  55.245
 1105	  0.1480	  9.2437	   9.244	  55.295
 1106	  0.1480	  9.2513	   9.251	  55.345
 1107	  0.1480	  9.2600	   9.260	  55.395
 1108	  0.1484	  9.2688	   9.269	  55.445
 1109	  0.1484	  9.2775	   9.278	  55.495
 1110	  0.1492	  9.2850	   9.285	  55.545
 1111	  0.1488	  9.2937	   9.294	  55.595
 1112	  0.1484	  9.3025	   9.302	  55.645
 1113	  0.1484	  9.3112	   9.311	  55.695
 1114	  0.1488	  9.3187	   9.319	  55.745
 1115	  0.1492	  9.3275	   9.327	  55.795
 1116	  0.1492	  9.3362	   9.336	  55.845
 1117	  0.1492	  9.3438	   9.344	  55.895
 1118	  0.1488	  9.3525	   9.352	  55.945
 1119	  0.1496	  9.3612	   9.361	  55.995
 1120	  0.1496	  9.3687	   9.369	  56.045
 1121	  0.1496	  9.3775	   9.377	  56.095
 1122	  0.1492	  9.3862	   9.386	  56.145
 1123	  0.1492	  9.3950	   9.395	  56.195
 1124	  0.1500	  9.4025	   9.403	  56.245
 1125	  0.1504	  9.4113	   9.411	  56.295
 1126	  0.1504	  9.4200	   9.420	  56.345
 1127	  0.1508	  9.4288	   9.429	  56.395
 1128	  0.1500	  9.4362	   9.436	  56.445
 1129	  0.1500	  9.4450	   9.445	  56.495
 1130	  0.1500	  9.4537	   9.454	  56.545
 1131	  0.1504	  9.4612	   9.461	  56.595
 1132	  0.1504	  9.4700	   9.470	  56.645
 1133	  0.1504	  9.4788	   9.479	  56.695
 1134	  0.1504	  9.4875	   9.488	  56.745
 1135	  0.1508	  9.4950	   9.495	  56.795
 1136	  0.1508	  9.5037	   9.504	  56.845
 1137	  0.1516	  9.5125	   9.512	  56.895
 1138	  0.1516	  9.5212	   9.521	  56.945
 1139	  0.1512	  9.5287	   9.529	  56.995
 1140	  0.1512	  9.5375	   9.537	  57.045
 1141	  0.1516	  9.5462	   9.546	  57.095
 1142	  0.1512	  9.5550	   9.555	  57.145
 1143	  0.1516	  9.5625	   9.562	  57.195
 1144	  0.1512	  9.5712	   9.571	  57.245
 1145	  0.1512	  9.5800	   9.580	  57.295
 1146	  0.1512	  9.5875	   9.587	  57.345
 1147	  0.1520	  9.5962	   9.596	  57.395
 1148	  0.1520	  9.6050	   9.605	  57.445
 1149	  0.1524	  9.6137	   9.614	  57.495
 1150	  0.1516	  9.6213	   9.621	  57.545
 1151	  0.1520	  9.6300	   9.630	  57.595
 1152	  0.1516	  9.6388	   9.639	  57.645
 1153	  0.1524	  9.6462	   9.646	  57.695
 1154	  0.1520	  9.6550	   9.655	  57.745
 1155	  0.1524	  9.6637	   9.664	  57.795
 1156	  0.1524	  9.6725	   9.672	  57.845
 1157	  0.1520	  9.6800	   9.680	  57.895
 1158	  0.1528	  9.6887	   9.689	  57.945
 1159	  0.1532	  9.6975	   9.698	  57.995
 1160	  0.1528	  9.7063	   9.706	  58.045
 1161	  0.1532	  9.7137	   9.714	  58.095
 1162	  0.1536	  9.7225	   9.722	  58.145
 1163	  0.1540	  9.7312	   9.731	  58.195
 1164	  0.1528	  9.7400	   9.740	  58.245
 1165	  0.1540	  9.7475	   9.747	  58.295
 1166	  0.1540	  9.7562	   9.756	  58.345
 1167	  0.1536	  9.7650	   9.765	  58.395
 1168	  0.1540	  9.7725	   9.773	  58.445
 1169	  0.1540	  9.7812	   9.781	  58.495
 1170	  0.1536	  9.7900	   9.790	  58.545
 1171	  0.1544	  9.7975	   9.797	  58.595
 1172	  0.1544	  9.8062	   9.806	  58.645
 1173	  0.1540	  9.8150	   9.815	  58.695
 1174	  0.1540	  9.8237	   9.824	  58.745
 1175	  0.1544	  9.8325	   9.832	  58.795
 1176	  0.1540	  9.8400	   9.840	  58.845
 1177	  0.1544	  9.8488	   9.849	  58.895
 1178	  0.1540	  9.8575	   9.858	  58.945
 1179	  0.1540	  9.8650	   9.865	  58.995
 1180	  0.1540	  9.8737	   9.874	  59.045
 1181	  0.1536	  9.8825	   9.882	  59.095
 1182	  0.1540	  9.8900	   9.890	  59.145
 1183	  0.1548	  9.8987	   9.899	  59.195
 1184	  0.1548	  9.9075	   9.907	  59.245
 1185	  0.1552	  9.9150	   9.915	  59.295
 1186	  0.1556	  9.9237	   9.924	  59.345
 1187	  0.1548	  9.9325	   9.932	  59.395
 1188	  0.1560	  9.9412	   9.941	  59.445
 1189	  0.1560	  9.9487	   9.949	  59.495
 1190	  0.1560	  9.9575	   9.957	  59.545
 1191	  0.1564	  9.9662	   9.966	  59.595
 1192	  0.1560	  9.9738	   9.974	  59.645
 1193	  0.1556	  9.9825	   9.983	  59.695
 1194	  0.1556	  9.9913	   9.991	  59.745
 1195	  0.1560	 10.0000	  10.000	  59.795
 1196	  0.1564	 10.0075	  10.007	  59.845
 1197	  0.1560	 10.0162	  10.016	  59.895
 1198	  0.1568	 10.0250	  10.025	  59.945
 1199	  0.1576	 10.0325	  10.032	  59.995
 1200	  0.1572	 10.0413	  10.041	  60.045
 1201	  0.1576	 10.0500	  10.050	  60.095
 1202	  0.1572	 10.0575	  10.057	  60.145
 1203	  0.1572	 10.0662	  10.066	  60.195
 1204	  0.1580	 10.0750	  10.075	  60.245
 1205	  0.1584	 10.0837	  10.084	  60.295
 1206	  0.1580	 10.0912	  10.091	  60.345
 1207	  0.1576	 10.1000	  10.100	  60.395
 1208	  0.1580	 10.1087	  10.109	  60.445
 1209	  0.1576	 10.1163	  10.116	  60.495
 1210	  0.1584	 10.1250	  10.125	  60.545
 1211	  0.1588	 10.1337	  10.134	  60.595
 1212	  0.1584	 10.1412	  10.141	  60.645
 1213	  0.1584	 10.1500	  10.150	  60.695
 1214	  0.1580	 10.1587	  10.159	  60.745
 1215	  0.1580	 10.1663	  10.166	  60.795
 1216	  0.1584	 10.1750	  10.175	  60.845
 1217	  0.1584	 10.1838	  10.184	  60.895
 1218	  0.1588	 10.1925	  10.193	  60.945
 1219	  0.1592	 10.2000	  10.200	  60.995
 1220	  0.1592	 10.2087	  10.209	  61.045
 1221	  0.1584	 10.2175	  10.217	  61.095
 1222	  0.1580	 10.2250	  10.225	  61.145
 1223	  0.1584	 10.2337	  10.234	  61.195
 1224	  0.1588	 10.2425	  10.242	  61.245
 1225	  0.1588	 10.2500	  10.250	  61.295
 1226	  0.1584	 10.2587	  10.259	  61.345
 1227	  0.1588	 10.2675	  10.267	  61.395
 1228	  0.1592	 10.2762	  10.276	  61.445
 1229	  0.1592	 10.2837	  10.284	  61.495
 1230	  0.1600	 10.2925	  10.292	  61.545
 1231	  0.1600	 10.3012	  10.301	  61.595
 1232	  0.1600	 10.3088	  10.309	  61.645
 1233	  0.1596	 10.3175	  10.318	  61.695
 1234	  0.1596	 10.3250	  10.325	  61.745
 1235	  0.1600	 10.3337	  10.334	  61.795
 1236	  0.1604	 10.3425	  10.342	  61.845
 1237	  0.1604	 10.3500	  10.350	  61.895
 1238	  0.1600	 10.3587	  10.359	  61.945
 1239	  0.1600	 10.3675	  10.367	  61.995
 1240	  0.1608	 10.3750	  10.375	  62.045
 1241	  0.1612	 10.3837	  10.384	  62.095
 1242	  0.1612	 10.3925	  10.392	  62.145
 1243	  0.1608	 10.4012	  10.401	  62.195
 1244	  0.1608	 10.4087	  10.409	  62.245
 1245	  0.1612	 10.4175	  10.417	  62.295
 1246	  0.1612	 10.4250	  10.425	  62.345
 1247	  0.1612	 10.4338	  10.434	  62.395
 1248	  0.1612	 10.4425	  10.443	  62.445
 1249	  0.1616	 10.4513	  10.451	  62.495
 1250	  0.1608	 10.4587	  10.459	  62.545
 1251	  0.1604	 10.4675	  10.467	  62.595
 1252	  0.1608	 10.4750	  10.475	  62.645
 1253	  0.1612	 10.4837	  10.484	  62.695
 1254	  0.1616	 10.4925	  10.492	  62.745
 1255	  0.1616	 10.5012	  10.501	  62.795
 1256	  0.1624	 10.5087	  10.509	  62.845
 1257	  0.1616	 10.5175	  10.517	  62.895
 1258	  0.1616	 10.5262	  10.526	  62.945
 1259	  0.1616	 10.5337	  10.534	  62.995
 1260	  0.1616	 10.5425	  10.542	  63.045
 1261	  0.1620	 10.5512	  10.551	  63.095
 1262	  0.1616	 10.5600	  10.560	  63.145
 1263	  0.1620	 10.5675	  10.568	  63.195
 1264	  0.1624	 10.5763	  10.576	  63.245
 1265	  0.1624	 10.5837	  10.584	  63.295
 1266	  0.1628	 10.5925	  10.592	  63.345
 1267	  0.1628	 10.6012	  10.601	  63.395
 1268	  0.1632	 10.6087	  10.609	  63.445
 1269	  0.1628	 10.6175	  10.617	  63.495
 1270	  0.1636	 10.6262	  10.626	  63.545
 1271	  0.1624	 10.6337	  10.634	  63.595
 1272	  0.1632	 10.6425	  10.642	  63.645
 1273	  0.1636	 10.6512	  10.651	  63.695
 1274	  0.1632	 10.6587	  10.659	  63.745
 1275	  0.1636	 10.6675	  10.667	  63.795
 1276	  0.1636	 10.6762	  10.676	  63.845
 1277	  0.1648	 10.6838	  10.684	  63.895
 1278	  0.1648	 10.6925	  10.693	  63.945
 1279	  0.1640	 10.7013	  10.701	  63.995
 1280	  0.1640	 10.7087	  10.709	  64.045
 1281	  0.1644	 10.7175	  10.717	  64.095
 1282	  0.1644	 10.7250	  10.725	  64.145
 1283	  0.1640	 10.7337	  10.734	  64.195
 1284	  0.1648	 10.7425	  10.742	  64.245
 1285	  0.1648	 10.7512	  10.751	  64.295
 1286	  0.1644	 10.7587	  10.759	  64.345
 1287	  0.1644	 10.7675	  10.767	  64.395
 1288	  0.1644	 10.7762	  10.776	  64.445
 1289	  0.1644	 10.7837	  10.784	  64.495
 1290	  0.1648	 10.7925	  10.792	  64.545
 1291	  0.1644	 10.8012	  10.801	  64.595
 1292	  0.1652	 10.8088	  10.809	  64.645
 1293	  0.1644	 10.8175	  10.818	  64.695
 1294	  0.1648	 10.8263	  10.826	  64.745
 1295	  0.1644	 10.8350	  10.835	  64.795
 1296	  0.1656	 10.8425	  10.842	  64.845
 1297	  0.1652	 10.8512	  10.851	  64.895
 1298	  0.1652	 10.8587	  10.859	  64.945
 1299	  0.1660	 10.8675	  10.867	  64.995
 1300	  0.1660	 10.8762	  10.876	  65.045
 1301	  0.1660	 10.8837	  10.884	  65.095
 1302	  0.1660	 10.8925	  10.892	  65.145
 1303	  0.1656	 10.9012	  10.901	  65.195
 1304	  0.1660	 10.9087	  10.909	  65.245
 1305	  0.1656	 10.9175	  10.917	  65.295
 1306	  0.1664	 10.9250	  10.925	  65.345
 1307	  0.1664	 10.9338	  10.934	  65.395
 1308	  0.1664	 10.9425	  10.943	  65.445
 1309	  0.1660	 10.9513	  10.951	  65.495
 1310	  0.1668	 10.9587	  10.959	  65.545
 1311	  0.1660	 10.9675	  10.967	  65.595
 1312	  0.1664	 10.9762	  10.976	  65.645
 1313	  0.1664	 10.9837	  10.984	  65.695
 1314	  0.1664	 10.9925	  10.992	  65.745
 1315	  0.1668	 11.0012	  11.001	  65.795
 1316	  0.1672	 11.0087	  11.009	  65.845
 1317	  0.1672	 11.0175	  11.017	  65.895
 1318	  0.1672	 11.0262	  11.026	  65.945
 1319	  0.1672	 11.0337	  11.034	  65.995
 1320	  0.1676	 11.0425	  11.042	  66.045
 1321	  0.1680	 11.0512	  11.051	  66.095
 1322	  0.1676	 11.0588	  11.059	  66.145
 1323	  0.1680	 11.0675	  11.068	  66.195
 1324	  0.1680	 11.0763	  11.076	  66.245
 1325	  0.1680	 11.0837	  11.084	  66.295
 1326	  0.1684	 11.0925	  11.092	  66.345
 1327	  0.1688	 11.1012	  11.101	  66.395
 1328	  0.1684	 11.1087	  11.109	  66.445
 1329	  0.1676	 11.1175	  11.117	  66.495
 1330	  0.1680	 11.1262	  11.126	  66.545
 1331	  0.1684	 11.1337	  11.134	  66.595
 1332	  0.1680	 11.1425	  11.142	  66.645
 1333	  0.1684	 11.1512	  11.151	  66.695
 1334	  0.1684	 11.1587	  11.159	  66.745
 1335	  0.1688	 11.1675	  11.167	  66.795
 1336	  0.1688	 11.1762	  11.176	  66.845
 1337	  0.1692	 11.1838	  11.184	  66.895
 1338	  0.1692	 11.1925	  11.193	  66.945
 1339	  0.1688	 11.2013	  11.201	  66.995
 1340	  0.1684	 11.2087	  11.209	  67.045
 1341	  0.1688	 11.2175	  11.217	  67.095
 1342	  0.1688	 11.2262	  11.226	  67.145
 1343	  0.1692	 11.2337	  11.234	  67.195
 1344	  0.1688	 11.2425	  11.242	  67.245
 1345	  0.1688	 11.2512	  11.251	  67.295
 1346	  0.1684	 11.2587	  11.259	  67.345
 1347	  0.1688	 11.2675	  11.267	  67.395
 1348	  0.1696	 11.2762	  11.276	  67.445
 1349	  0.1696	 11.2837	  11.284	  67.495
 1350	  0.1696	 11.2925	  11.292	  67.545
 1351	  0.1696	 11.3012	  11.301	  67.595
 1352	  0.1700	 11.3088	  11.309	  67.645
 1353	  0.1704	 11.3175	  11.318	  67.695
 1354	  0.1704	 11.3263	  11.326	  67.745
 1355	  0.1700	 11.3337	  11.334	  67.795
 1356	  0.1700	 11.3425	  11.342	  67.845
 1357	  0.1696	 11.3512	  11.351	  67.895
 1358	  0.1704	 11.3600	  11.360	  67.945
 1359	  0.1708	 11.3675	  11.367	  67.995
 1360	  0.1704	 11.3762	  11.376	  68.045
 1361	  0.1704	 11.3837	  11.384	  68.095
 1362	  0.1708	 11.3925	  11.392	  68.145
 1363	  0.1708	 11.4012	  11.401	  68.195
 1364	  0.1708	 11.4087	  11.409	  68.245
 1365	  0.1712	 11.4175	  11.417	  68.295
 1366	  0.1708	 11.4262	  11.426	  68.345
 1367	  0.1708	 11.4338	  11.434	  68.395
 1368	  0.1712	 11.4425	  11.443	  68.445
 1369	  0.1708	 11.4513	  11.451	  68.495
 1370	  0.1708	 11.4587	  11.459	  68.545
 1371	  0.1708	 11.4675	  11.467	  68.595
 1372	  0.1704	 11.4762	  11.476	  68.645
 1373	  0.1708	 11.4837	  11.484	  68.695
 1374	  0.1704	 11.4925	  11.492	  68.745
 1375	  0.1716	 11.5012	  11.501	  68.795
 1376	  0.1712	 11.5087	  11.509	  68.845
 1377	  0.1716	 11.5175	  11.517	  68.895
 1378	  0.1716	 11.5262	  11.526	  68.945
 1379	  0.1720	 11.5337	  11.534	  68.995
 1380	  0.1724	 11.5425	  11.542	  69.045
 1381	  0.1716	 11.5512	  11.551	  69.095
 1382	  0.1716	 11.5588	  11.559	  69.145
 1383	  0.1724	 11.5675	  11.568	  69.195
 1384	  0.1720	 11.5763	  11.576	  69.245
 1385	  0.1716	 11.5837	  11.584	  69.295
 1386	  0.1724	 11.5925	  11.592	  69.345
 1387	  0.1732	 11.6012	  11.601	  69.395
 1388	  0.1720	 11.6100	  11.610	  69.445
 1389	  0.1728	 11.6175	  11.617	  69.495
 1390	  0.1732	 11.6262	  11.626	  69.545
 1391	  0.1732	 11.6350	  11.635	  69.595
 1392	  0.1732	 11.6425	  11.642	  69.645
 1393	  0.1732	 11.6512	  11.651	  69.695
 1394	  0.1732	 11.6600	  11.660	  69.745
 1395	  0.1736	 11.6675	  11.667	  69.795
 1396	  0.1724	 11.6762	  11.676	  69.845
 1397	  0.1732	 11.6838	  11.684	  69.895
 1398	  0.1732	 11.6925	  11.693	  69.945
 1399	  0.1732	 11.7013	  11.701	  69.995
 1400	  0.1732	 11.7087	  11.709	  70.045
 1401	  0.1728	 11.7175	  11.717	  70.095
 1402	  0.1728	 11.7250	  11.725	  70.145
 1403	  0.1728	 11.7337	  11.734	  70.195
 1404	  0.1732	 11.7425	  11.742	  70.245
 1405	  0.1728	 11.7512	  11.751	  70.295
 1406	  0.1732	 11.7587	  11.759	  70.345
 1407	  0.1728	 11.7675	  11.767	  70.395
 1408	  0.1736	 11.7762	  11.776	  70.445
 1409	  0.1740	 11.7837	  11.784	  70.495
 1410	  0.1740	 11.7925	  11.792	  70.545
 1411	  0.1740	 11.8012	  11.801	  70.595
 1412	  0.1740	 11.8088	  11.809	  70.645
 1413	  0.1740	 11.8175	  11.818	  70.695
 1414	  0.1740	 11.8263	  11.826	  70.745
 1415	  0.1744	 11.8337	  11.834	  70.795
 1416	  0.1744	 11.8425	  11.842	  70.845
 1417	  0.1744	 11.8512	  11.851	  70.895
 1418	  0.1744	 11.8587	  11.859	  70.945
 1419	  0.1748	 11.8675	  11.867	  70.995
 1420	  0.1744	 11.8762	  11.876	  71.045
 1421	  0.1744	 11.8837	  11.884	  71.095
 1422	  0.1752	 11.8925	  11.892	  71.145
 1423	  0.1744	 11.9012	  11.901	  71.195
