0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	3009
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
  835	  0.1148	  6.9825	   6.983	  41.795
  836	  0.1152	  6.9900	   6.990	  41.845
  837	  0.1152	  6.9987	   6.999	  41.895
  838	  0.1152	  7.0075	   7.007	  41.945
  839	  0.1148	  7.0150	   7.015	  41.995
  840	  0.1148	  7.0237	   7.024	  42.045
  841	  0.1156	  7.0325	   7.032	  42.095
  842	  0.1152	  7.0400	   7.040	  42.145
  843	  0.1156	  7.0487	   7.049	  42.195
  844	  0.1156	  7.0575	   7.057	  42.245
  845	  0.1156	  7.0662	   7.066	  42.295
  846	  0.1160	  7.0738	   7.074	  42.345
  847	  0.1160	  7.0825	   7.082	  42.395
  848	  0.1156	  7.0912	   7.091	  42.445
  849	  0.1160	  7.1000	   7.100	  42.495
  850	  0.1160	  7.1075	   7.108	  42.545
  851	  0.1168	  7.1163	   7.116	  42.595
  852	  0.1168	  7.1250	   7.125	  42.645
  853	  0.1164	  7.1325	   7.132	  42.695
  854	  0.1164	  7.1412	   7.141	  42.745
  855	  0.1168	  7.1500	   7.150	  42.795
  856	  0.1164	  7.1575	   7.157	  42.845
  857	  0.1168	  7.1662	   7.166	  42.895
  858	  0.1172	  7.1737	   7.174	  42.945
  859	  0.1168	  7.1825	   7.182	  42.995
  860	  0.1176	  7.1912	   7.191	  43.045
  861	  0.1180	  7.2000	   7.200	  43.095
  862	  0.1180	  7.2075	   7.207	  43.145
  863	  0.1176	  7.2162	   7.216	  43.195
  864	  0.1180	  7.2250	   7.225	  43.245
  865	  0.1184	  7.2337	   7.234	  43.295
  866	  0.1184	  7.2413	   7.241	  43.345
  867	  0.1184	  7.2500	   7.250	  43.395
  868	  0.1184	  7.2587	   7.259	  43.445
  869	  0.1184	  7.2675	   7.267	  43.495
  870	  0.1188	  7.2750	   7.275	  43.545
  871	  0.1188	  7.2838	   7.284	  43.595
  872	  0.1196	  7.2925	   7.293	  43.645
  873	  0.1188	  7.3000	   7.300	  43.695
  874	  0.1188	  7.3087	   7.309	  43.745
  875	  0.1192	  7.3175	   7.317	  43.795
  876	  0.1192	  7.3250	   7.325	  43.845
  877	  0.1188	  7.3337	   7.334	  43.895
  878	  0.1192	  7.3425	   7.342	  43.945
  879	  0.1188	  7.3512	   7.351	  43.995
  880	  0.1200	  7.3600	   7.360	  44.045
  881	  0.1196	  7.3675	   7.367	  44.095
  882	  0.1200	  7.3762	   7.376	  44.145
  883	  0.1200	  7.3850	   7.385	  44.195
  884	  0.1200	  7.3925	   7.392	  44.245
  885	  0.1200	  7.4012	   7.401	  44.295
  886	  0.1208	  7.4100	   7.410	  44.345
  887	  0.1212	  7.4175	   7.418	  44.395
  888	  0.1208	  7.4262	   7.426	  44.445
  889	  0.1208	  7.4350	   7.435	  44.495
  890	  0.1204	  7.4425	   7.442	  44.545
  891	  0.1212	  7.4512	   7.451	  44.595
  892	  0.1212	  7.4600	   7.460	  44.645
  893	  0.1220	  7.4675	   7.467	  44.695
  894	  0.1220	  7.4762	   7.476	  44.745
  895	  0.1216	  7.4850	   7.485	  44.795
  896	  0.1220	  7.4937	   7.494	  44.845
  897	  0.1220	  7.5012	   7.501	  44.895
  898	  0.1224	  7.5100	   7.510	  44.945
  899	  0.1220	  7.5187	   7.519	  44.995
  900	  0.1228	  7.5275	   7.527	  45.045
  901	  0.1228	  7.5350	   7.535	  45.095
  902	  0.1232	  7.5437	   7.544	  45.145
  903	  0.1228	  7.5525	   7.552	  45.195
  904	  0.1232	  7.5600	   7.560	  45.245
  905	  0.1232	  7.5687	   7.569	  45.295
  906	  0.1228	  7.5775	   7.577	  45.345
  907	  0.1232	  7.5850	   7.585	  45.395
  908	  0.1228	  7.5938	   7.594	  45.445
  909	  0.1232	  7.6025	   7.602	  45.495
  910	  0.1236	  7.6112	   7.611	  45.545
  911	  0.1240	  7.6187	   7.619	  45.595
  912	  0.1240	  7.6275	   7.628	  45.645
  913	  0.1236	  7.6363	   7.636	  45.695
  914	  0.1228	  7.6437	   7.644	  45.745
  915	  0.1232	  7.6525	   7.652	  45.795
  916	  0.1240	  7.6612	   7.661	  45.845
  917	  0.1236	  7.6700	   7.670	  45.895
  918	  0.1236	  7.6775	   7.677	  45.945
  919	  0.1236	  7.6862	   7.686	  45.995
  920	  0.1240	  7.6950	   7.695	  46.045
  921	  0.1240	  7.7025	   7.702	  46.095
  922	  0.1244	  7.7112	   7.711	  46.145
  923	  0.1248	  7.7200	   7.720	  46.195
  924	  0.1252	  7.7275	   7.727	  46.245
  925	  0.1252	  7.7362	   7.736	  46.295
  926	  0.1256	  7.7450	   7.745	  46.345
  927	  0.1252	  7.7537	   7.754	  46.395
  928	  0.1248	  7.7613	   7.761	  46.445
  929	  0.1252	  7.7700	   7.770	  46.495
  930	  0.1256	  7.7787	   7.779	  46.545
  931	  0.1256	  7.7862	   7.786	  46.595
  932	  0.1260	  7.7950	   7.795	  46.645
  933	  0.1260	  7.8038	   7.804	  46.695
  934	  0.1252	  7.8125	   7.812	  46.745
  935	  0.1256	  7.8200	   7.820	  46.795
  936	  0.1260	  7.8287	   7.829	  46.845
  937	  0.1260	  7.8375	   7.837	  46.895
  938	  0.1264	  7.8450	   7.845	  46.945
  939	  0.1260	  7.8537	   7.854	  46.995
  940	  0.1264	  7.8625	   7.862	  47.045
  941	  0.1272	  7.8700	   7.870	  47.095
  942	  0.1272	  7.8787	   7.879	  47.145
  943	  0.1272	  7.8863	   7.886	  47.195
  944	  0.1272	  7.8950	   7.895	  47.245
  945	  0.1272	  7.9037	   7.904	  47.295
  946	  0.1268	  7.9125	   7.912	  47.345
  947	  0.1268	  7.9200	   7.920	  47.395
  948	  0.1268	  7.9288	   7.929	  47.445
  949	  0.1280	  7.9375	   7.938	  47.495
  950	  0.1276	  7.9450	   7.945	  47.545
  951	  0.1280	  7.9537	   7.954	  47.595
  952	  0.1276	  7.9625	   7.962	  47.645
  953	  0.1276	  7.9700	   7.970	  47.695
  954	  0.1284	  7.9787	   7.979	  47.745
  955	  0.1288	  7.9875	   7.987	  47.795
  956	  0.1284	  7.9950	   7.995	  47.845
  957	  0.1288	  8.0037	   8.004	  47.895
  958	  0.1288	  8.0125	   8.012	  47.945
  959	  0.1292	  8.0200	   8.020	  47.995
  960	  0.1292	  8.0287	   8.029	  48.045
  961	  0.1288	  8.0375	   8.037	  48.095
  962	  0.1296	  8.0462	   8.046	  48.145
  963	  0.1296	  8.0538	   8.054	  48.195
  964	  0.1292	  8.0625	   8.062	  48.245
  965	  0.1292	  8.0712	   8.071	  48.295
  966	  0.1292	  8.0787	   8.079	  48.345
  967	  0.1292	  8.0875	   8.087	  48.395
  968	  0.1288	  8.0962	   8.096	  48.445
  969	  0.1300	  8.1050	   8.105	  48.495
  970	  0.1300	  8.1125	   8.113	  48.545
  971	  0.1300	  8.1213	   8.121	  48.595
  972	  0.1292	  8.1300	   8.130	  48.645
  973	  0.1300	  8.1375	   8.137	  48.695
  974	  0.1300	  8.1462	   8.146	  48.745
  975	  0.1296	  8.1550	   8.155	  48.795
  976	  0.1300	  8.1625	   8.162	  48.845
  977	  0.1300	  8.1712	   8.171	  48.895
  978	  0.1300	  8.1800	   8.180	  48.945
  979	  0.1308	  8.1875	   8.188	  48.995
  980	  0.1308	  8.1962	   8.196	  49.045
  981	  0.1308	  8.2050	   8.205	  49.095
  982	  0.1316	  8.2125	   8.212	  49.145
  983	  0.1320	  8.2212	   8.221	  49.195
  984	  0.1312	  8.2300	   8.230	  49.245
  985	  0.1312	  8.2375	   8.238	  49.295
  986	  0.1320	  8.2463	   8.246	  49.345
  987	  0.1324	  8.2550	   8.255	  49.395
  988	  0.1320	  8.2625	   8.262	  49.445
  989	  0.1324	  8.2712	   8.271	  49.495
  990	  0.1320	  8.2800	   8.280	  49.545
  991	  0.1320	  8.2875	   8.287	  49.595
  992	  0.1324	  8.2962	   8.296	  49.645
  993	  0.1324	  8.3050	   8.305	  49.695
  994	  0.1324	  8.3138	   8.314	  49.745
  995	  0.1324	  8.3212	   8.321	  49.795
  996	  0.1328	  8.3300	   8.330	  49.845
  997	  0.1332	  8.3387	   8.339	  49.895
  998	  0.1328	  8.3462	   8.346	  49.945
  999	  0.1332	  8.3550	   8.355	  49.995
 1000	  0.1332	  8.3637	   8.364	  50.045
 1001	  0.1332	  8.3725	   8.372	  50.095
 1002	  0.1332	  8.3800	   8.380	  50.145
 1003	  0.1340	  8.3888	   8.389	  50.195
 1004	  0.1336	  8.3975	   8.398	  50.245
 1005	  0.1340	  8.4050	   8.405	  50.295
 1006	  0.1344	  8.4137	   8.414	  50.345
 1007	  0.1344	  8.4225	   8.422	  50.395
 1008	  0.1344	  8.4300	   8.430	  50.445
 1009	  0.1344	  8.4388	   8.439	  50.495
 1010	  0.1344	  8.4475	   8.448	  50.545
 1011	  0.1348	  8.4550	   8.455	  50.595
 1012	  0.1348	  8.4637	   8.464	  50.645
 1013	  0.1348	  8.4725	   8.472	  50.695
 1014	  0.1352	  8.4812	   8.481	  50.745
 1015	  0.1344	  8.4887	   8.489	  50.795
 1016	  0.1352	  8.4975	   8.497	  50.845
 1017	  0.1352	  8.5050	   8.505	  50.895
 1018	  0.1356	  8.5138	   8.514	  50.945
 1019	  0.1356	  8.5225	   8.523	  50.995
 1020	  0.1352	  8.5312	   8.531	  51.045
 1021	  0.1356	  8.5387	   8.539	  51.095
 1022	  0.1356	  8.5475	   8.547	  51.145
 1023	  0.1352	  8.5562	   8.556	  51.195
 1024	  0.1352	  8.5638	   8.564	  51.245
 1025	  0.1360	  8.5725	   8.573	  51.295
 1026	  0.1360	  8.5813	   8.581	  51.345
 1027	  0.1360	  8.5887	   8.589	  51.395
 1028	  0.1356	  8.5975	   8.597	  51.445
 1029	  0.1364	  8.6062	   8.606	  51.495
 1030	  0.1368	  8.6150	   8.615	  51.545
 1031	  0.1368	  8.6225	   8.622	  51.595
 1032	  0.1364	  8.6312	   8.631	  51.645
 1033	  0.1364	  8.6400	   8.640	  51.695
 1034	  0.1368	  8.6475	   8.648	  51.745
 1035	  0.1372	  8.6562	   8.656	  51.795
 1036	  0.1368	  8.6650	   8.665	  51.845
 1037	  0.1368	  8.6737	   8.674	  51.895
 1038	  0.1364	  8.6812	   8.681	  51.945
 1039	  0.1368	  8.6900	   8.690	  51.995
 1040	  0.1372	  8.6975	   8.698	  52.045
 1041	  0.1376	  8.7063	   8.706	  52.095
 1042	  0.1372	  8.7150	   8.715	  52.145
 1043	  0.1372	  8.7238	   8.724	  52.195
 1044	  0.1372	  8.7312	   8.731	  52.245
 1045	  0.1376	  8.7400	   8.740	  52.295
 1046	  0.1380	  8.7487	   8.749	  52.345
 1047	  0.1380	  8.7562	   8.756	  52.395
 1048	  0.1384	  8.7650	   8.765	  52.445
 1049	  0.1380	  8.7737	   8.774	  52.495
 1050	  0.1376	  8.7812	   8.781	  52.545
 1051	  0.1380	  8.7900	   8.790	  52.595
 1052	  0.1376	  8.7987	   8.799	  52.645
 1053	  0.1384	  8.8062	   8.806	  52.695
 1054	  0.1384	  8.8150	   8.815	  52.745
 1055	  0.1388	  8.8237	   8.824	  52.795
 1056	  0.1384	  8.8313	   8.831	  52.845
 1057	  0.1384	  8.8400	   8.840	  52.895
 1058	  0.1388	  8.8488	   8.849	  52.945
 1059	  0.1392	  8.8562	   8.856	  52.995
 1060	  0.1392	  8.8650	   8.865	  53.045
 1061	  0.1388	  8.8737	   8.874	  53.095
 1062	  0.1392	  8.8825	   8.882	  53.145
 1063	  0.1396	  8.8900	   8.890	  53.195
 1064	  0.1400	  8.8987	   8.899	  53.245
 1065	  0.1400	  8.9075	   8.908	  53.295
 1066	  0.1396	  8.9150	   8.915	  53.345
 1067	  0.1400	  8.9237	   8.924	  53.395
 1068	  0.1400	  8.9325	   8.932	  53.445
 1069	  0.1404	  8.9400	   8.940	  53.495
 1070	  0.1400	  8.9487	   8.949	  53.545
 1071	  0.1400	  8.9575	   8.957	  53.595
 1072	  0.1400	  8.9650	   8.965	  53.645
 1073	  0.1400	  8.9738	   8.974	  53.695
 1074	  0.1408	  8.9825	   8.983	  53.745
 1075	  0.1404	  8.9900	   8.990	  53.795
 1076	  0.1396	  8.9987	   8.999	  53.845
 1077	  0.1404	  9.0075	   9.007	  53.895
 1078	  0.1404	  9.0150	   9.015	  53.945
 1079	  0.1404	  9.0237	   9.024	  53.995
 1080	  0.1408	  9.0325	   9.033	  54.045
 1081	  0.1400	  9.0400	   9.040	  54.095
 1082	  0.1400	  9.0487	   9.049	  54.145
 1083	  0.1408	  9.0575	   9.057	  54.195
 1084	  0.1408	  9.0662	   9.066	  54.245
 1085	  0.1412	  9.0737	   9.074	  54.295
 1086	  0.1408	  9.0825	   9.082	  54.345
 1087	  0.1408	  9.0912	   9.091	  54.395
 1088	  0.1416	  9.0988	   9.099	  54.445
 1089	  0.1412	  9.1075	   9.108	  54.495
 1090	  0.1412	  9.1163	   9.116	  54.545
 1091	  0.1416	  9.1237	   9.124	  54.595
 1092	  0.1416	  9.1325	   9.132	  54.645
 1093	  0.1416	  9.1400	   9.140	  54.695
 1094	  0.1408	  9.1487	   9.149	  54.745
 1095	  0.1412	  9.1575	   9.158	  54.795
 1096	  0.1416	  9.1663	   9.166	  54.845
 1097	  0.1416	  9.1737	   9.174	  54.895
 1098	  0.1420	  9.1825	   9.182	  54.945
 1099	  0.1416	  9.1912	   9.191	  54.995
 1100	  0.1424	  9.2000	   9.200	  55.045
 1101	  0.1420	  9.2075	   9.207	  55.095
 1102	  0.1416	  9.2162	   9.216	  55.145
 1103	  0.1416	  9.2238	   9.224	  55.195
 1104	  0.1424	  9.2325	   9.233	  55.245
 1105	  0.1428	  9.2413	   9.241	  55.295
 1106	  0.1428	  9.2487	   9.249	  55.345
 1107	  0.1424	  9.2575	   9.257	  55.395
 1108	  0.1428	  9.2662	   9.266	  55.445
 1109	  0.1432	  9.2737	   9.274	  55.495
 1110	  0.1424	  9.2825	   9.283	  55.545
 1111	  0.1424	  9.2913	   9.291	  55.595
 1112	  0.1432	  9.2987	   9.299	  55.645
 1113	  0.1432	  9.3075	   9.307	  55.695
 1114	  0.1444	  9.3162	   9.316	  55.745
 1115	  0.1432	  9.3250	   9.325	  55.795
 1116	  0.1428	  9.3325	   9.332	  55.845
 1117	  0.1436	  9.3412	   9.341	  55.895
 1118	  0.1432	  9.3500	   9.350	  55.945
 1119	  0.1436	  9.3575	   9.358	  55.995
 1120	  0.1440	  9.3663	   9.366	  56.045
 1121	  0.1436	  9.3750	   9.375	  56.095
 1122	  0.1444	  9.3825	   9.382	  56.145
 1123	  0.1444	  9.3912	   9.391	  56.195
 1124	  0.1440	  9.4000	   9.400	  56.245
 1125	  0.1440	  9.4075	   9.407	  56.295
 1126	  0.1440	  9.4163	   9.416	  56.345
 1127	  0.1440	  9.4250	   9.425	  56.395
 1128	  0.1444	  9.4325	   9.432	  56.445
 1129	  0.1444	  9.4412	   9.441	  56.495
 1130	  0.1440	  9.4500	   9.450	  56.545
 1131	  0.1444	  9.4587	   9.459	  56.595
 1132	  0.1444	  9.4662	   9.466	  56.645
 1133	  0.1452	  9.4750	   9.475	  56.695
 1134	  0.1448	  9.4837	   9.484	  56.745
 1135	  0.1448	  9.4913	   9.491	  56.795
 1136	  0.1452	  9.5000	   9.500	  56.845
 1137	  0.1456	  9.5087	   9.509	  56.895
 1138	  0.1464	  9.5162	   9.516	  56.945
 1139	  0.1460	  9.5250	   9.525	  56.995
 1140	  0.1456	  9.5337	   9.534	  57.045
 1141	  0.1456	  9.5413	   9.541	  57.095
 1142	  0.1456	  9.5500	   9.550	  57.145
 1143	  0.1448	  9.5575	   9.557	  57.195
 1144	  0.1456	  9.5662	   9.566	  57.245
 1145	  0.1464	  9.5750	   9.575	  57.295
 1146	  0.1460	  9.5837	   9.584	  57.345
 1147	  0.1464	  9.5912	   9.591	  57.395
 1148	  0.1460	  9.6000	   9.600	  57.445
 1149	  0.1464	  9.6087	   9.609	  57.495
 1150	  0.1468	  9.6175	   9.617	  57.545
 1151	  0.1468	  9.6250	   9.625	  57.595
 1152	  0.1468	  9.6337	   9.634	  57.645
 1153	  0.1464	  9.6425	   9.642	  57.695
 1154	  0.1464	  9.6500	   9.650	  57.745
 1155	  0.1468	  9.6587	   9.659	  57.795
 1156	  0.1468	  9.6675	   9.667	  57.845
 1157	  0.1468	  9.6750	   9.675	  57.895
 1158	  0.1468	  9.6838	   9.684	  57.945
 1159	  0.1472	  9.6925	   9.693	  57.995
 1160	  0.1476	  9.7000	   9.700	  58.045
 1161	  0.1476	  9.7087	   9.709	  58.095
 1162	  0.1472	  9.7175	   9.717	  58.145
 1163	  0.1476	  9.7250	   9.725	  58.195
 1164	  0.1488	  9.7337	   9.734	  58.245
 1165	  0.1476	  9.7425	   9.742	  58.295
 1166	  0.1480	  9.7512	   9.751	  58.345
 1167	  0.1480	  9.7587	   9.759	  58.395
 1168	  0.1480	  9.7675	   9.767	  58.445
 1169	  0.1484	  9.7762	   9.776	  58.495
 1170	  0.1488	  9.7837	   9.784	  58.545
 1171	  0.1488	  9.7925	   9.792	  58.595
 1172	  0.1492	  9.8000	   9.800	  58.645
 1173	  0.1488	  9.8088	   9.809	  58.695
 1174	  0.1484	  9.8175	   9.818	  58.745
 1175	  0.1488	  9.8250	   9.825	  58.795
 1176	  0.1492	  9.8337	   9.834	  58.845
 1177	  0.1496	  9.8425	   9.842	  58.895
 1178	  0.1496	  9.8512	   9.851	  58.945
 1179	  0.1496	  9.8587	   9.859	  58.995
 1180	  0.1488	  9.8675	   9.867	  59.045
 1181	  0.1492	  9.8762	   9.876	  59.095
 1182	  0.1496	  9.8837	   9.884	  59.145
 1183	  0.1492	  9.8925	   9.892	  59.195
 1184	  0.1496	  9.9012	   9.901	  59.245
 1185	  0.1496	  9.9087	   9.909	  59.295
 1186	  0.1492	  9.9175	   9.917	  59.345
 1187	  0.1492	  9.9262	   9.926	  59.395
 1188	  0.1492	  9.9338	   9.934	  59.445
 1189	  0.1492	  9.9425	   9.943	  59.495
 1190	  0.1492	  9.9513	   9.951	  59.545
 1191	  0.1492	  9.9587	   9.959	  59.595
 1192	  0.1496	  9.9675	   9.967	  59.645
 1193	  0.1504	  9.9762	   9.976	  59.695
 1194	  0.1500	  9.9850	   9.985	  59.745
 1195	  0.1500	  9.9925	   9.992	  59.795
 1196	  0.1492	 10.0012	  10.001	  59.845
 1197	  0.1508	 10.0100	  10.010	  59.895
 1198	  0.1508	 10.0175	  10.017	  59.945
 1199	  0.1500	 10.0262	  10.026	  59.995
 1200	  0.1508	 10.0350	  10.035	  60.045
 1201	  0.1504	 10.0425	  10.042	  60.095
 1202	  0.1508	 10.0512	  10.051	  60.145
 1203	  0.1504	 10.0600	  10.060	  60.195
 1204	  0.1508	 10.0675	  10.068	  60.245
 1205	  0.1512	 10.0763	  10.076	  60.295
 1206	  0.1512	 10.0850	  10.085	  60.345
 1207	  0.1512	 10.0925	  10.092	  60.395
 1208	  0.1508	 10.1012	  10.101	  60.445
 1209	  0.1504	 10.1100	  10.110	  60.495
 1210	  0.1516	 10.1175	  10.117	  60.545
 1211	  0.1512	 10.1262	  10.126	  60.595
 1212	  0.1520	 10.1350	  10.135	  60.645
 1213	  0.1516	 10.1425	  10.142	  60.695
 1214	  0.1512	 10.1512	  10.151	  60.745
 1215	  0.1512	 10.1600	  10.160	  60.795
 1216	  0.1520	 10.1687	  10.169	  60.845
 1217	  0.1524	 10.1762	  10.176	  60.895
 1218	  0.1516	 10.1850	  10.185	  60.945
 1219	  0.1520	 10.1937	  10.194	  60.995
 1220	  0.1520	 10.2013	  10.201	  61.045
 1221	  0.1520	 10.2100	  10.210	  61.095
 1222	  0.1516	 10.2188	  10.219	  61.145
 1223	  0.1516	 10.2262	  10.226	  61.195
 1224	  0.1516	 10.2350	  10.235	  61.245
 1225	  0.1520	 10.2437	  10.244	  61.295
 1226	  0.1520	 10.2512	  10.251	  61.345
 1227	  0.1528	 10.2600	  10.260	  61.395
 1228	  0.1528	 10.2688	  10.269	  61.445
 1229	  0.1524	 10.2762	  10.276	  61.495
 1230	  0.1520	 10.2850	  10.285	  61.545
 1231	  0.1524	 10.2937	  10.294	  61.595
 1232	  0.1524	 10.3012	  10.301	  61.645
 1233	  0.1528	 10.3100	  10.310	  61.695
 1234	  0.1528	 10.3187	  10.319	  61.745
 1235	  0.1536	 10.3275	  10.327	  61.795
 1236	  0.1532	 10.3350	  10.335	  61.845
 1237	  0.1532	 10.3438	  10.344	  61.895
 1238	  0.1536	 10.3512	  10.351	  61.945
 1239	  0.1540	 10.3600	  10.360	  61.995
 1240	  0.1536	 10.3687	  10.369	  62.045
 1241	  0.1540	 10.3775	  10.377	  62.095
 1242	  0.1540	 10.3850	  10.385	  62.145
 1243	  0.1540	 10.3938	  10.394	  62.195
 1244	  0.1536	 10.4025	  10.403	  62.245
 1245	  0.1540	 10.4100	  10.410	  62.295
 1246	  0.1536	 10.4187	  10.419	  62.345
 1247	  0.1536	 10.4275	  10.427	  62.395
 1248	  0.1536	 10.4350	  10.435	  62.445
 1249	  0.1540	 10.4437	  10.444	  62.495
 1250	  0.1540	 10.4525	  10.452	  62.545
 1251	  0.1544	 10.4612	  10.461	  62.595
 1252	  0.1540	 10.4688	  10.469	  62.645
 1253	  0.1540	 10.4775	  10.477	  62.695
 1254	  0.1552	 10.4862	  10.486	  62.745
 1255	  0.1552	 10.4937	  10.494	  62.795
 1256	  0.1552	 10.5025	  10.502	  62.845
 1257	  0.1552	 10.5112	  10.511	  62.895
 1258	  0.1556	 10.5188	  10.519	  62.945
 1259	  0.1556	 10.5275	  10.528	  62.995
 1260	  0.1548	 10.5363	  10.536	  63.045
 1261	  0.1548	 10.5437	  10.544	  63.095
 1262	  0.1552	 10.5525	  10.552	  63.145
 1263	  0.1552	 10.5612	  10.561	  63.195
 1264	  0.1552	 10.5700	  10.570	  63.245
 1265	  0.1556	 10.5775	  10.577	  63.295
 1266	  0.1556	 10.5862	  10.586	  63.345
 1267	  0.1548	 10.5950	  10.595	  63.395
 1268	  0.1560	 10.6025	  10.602	  63.445
 1269	  0.1556	 10.6112	  10.611	  63.495
 1270	  0.1560	 10.6200	  10.620	  63.545
 1271	  0.1556	 10.6275	  10.627	  63.595
 1272	  0.1564	 10.6362	  10.636	  63.645
 1273	  0.1556	 10.6438	  10.644	  63.695
 1274	  0.1564	 10.6525	  10.653	  63.745
 1275	  0.1564	 10.6613	  10.661	  63.795
 1276	  0.1560	 10.6700	  10.670	  63.845
 1277	  0.1556	 10.6775	  10.677	  63.895
 1278	  0.1556	 10.6862	  10.686	  63.945
 1279	  0.1560	 10.6950	  10.695	  63.995
 1280	  0.1556	 10.7037	  10.704	  64.045
 1281	  0.1564	 10.7112	  10.711	  64.095
 1282	  0.1564	 10.7200	  10.720	  64.145
 1283	  0.1560	 10.7275	  10.727	  64.195
 1284	  0.1568	 10.7362	  10.736	  64.245
 1285	  0.1568	 10.7450	  10.745	  64.295
 1286	  0.1572	 10.7537	  10.754	  64.345
 1287	  0.1576	 10.7612	  10.761	  64.395
 1288	  0.1576	 10.7700	  10.770	  64.445
 1289	  0.1572	 10.7787	  10.779	  64.495
 1290	  0.1568	 10.7863	  10.786	  64.545
 1291	  0.1572	 10.7950	  10.795	  64.595
 1292	  0.1576	 10.8038	  10.804	  64.645
 1293	  0.1572	 10.8112	  10.811	  64.695
 1294	  0.1572	 10.8200	  10.820	  64.745
 1295	  0.1576	 10.8287	  10.829	  64.795
 1296	  0.1580	 10.8375	  10.837	  64.845
 1297	  0.1580	 10.8450	  10.845	  64.895
 1298	  0.1572	 10.8538	  10.854	  64.945
 1299	  0.1572	 10.8625	  10.863	  64.995
 1300	  0.1572	 10.8700	  10.870	  65.045
 1301	  0.1576	 10.8787	  10.879	  65.095
 1302	  0.1584	 10.8875	  10.887	  65.145
 1303	  0.1576	 10.8950	  10.895	  65.195
 1304	  0.1584	 10.9037	  10.904	  65.245
 1305	  0.1588	 10.9125	  10.912	  65.295
 1306	  0.1584	 10.9200	  10.920	  65.345
 1307	  0.1592	 10.9288	  10.929	  65.395
 1308	  0.1592	 10.9375	  10.938	  65.445
 1309	  0.1592	 10.9462	  10.946	  65.495
 1310	  0.1596	 10.9537	  10.954	  65.545
 1311	  0.1596	 10.9625	  10.962	  65.595
 1312	  0.1596	 10.9712	  10.971	  65.645
 1313	  0.1596	 10.9788	  10.979	  65.695
 1314	  0.1596	 10.9875	  10.988	  65.745
 1315	  0.1592	 10.9963	  10.996	  65.795
 1316	  0.1596	 11.0050	  11.005	  65.845
 1317	  0.1600	 11.0125	  11.012	  65.895
 1318	  0.1600	 11.0212	  11.021	  65.945
 1319	  0.1600	 11.0300	  11.030	  65.995
 1320	  0.1596	 11.0375	  11.037	  66.045
 1321	  0.1600	 11.0462	  11.046	  66.095
 1322	  0.1596	 11.0550	  11.055	  66.145
 1323	  0.1592	 11.0625	  11.062	  66.195
 1324	  0.1592	 11.0712	  11.071	  66.245
 1325	  0.1596	 11.0800	  11.080	  66.295
 1326	  0.1604	 11.0875	  11.087	  66.345
 1327	  0.1604	 11.0962	  11.096	  66.395
 1328	  0.1608	 11.1050	  11.105	  66.445
 1329	  0.1608	 11.1125	  11.113	  66.495
 1330	  0.1604	 11.1213	  11.121	  66.545
 1331	  0.1604	 11.1300	  11.130	  66.595
 1332	  0.1612	 11.1375	  11.137	  66.645
 1333	  0.1608	 11.1462	  11.146	  66.695
 1334	  0.1608	 11.1550	  11.155	  66.745
 1335	  0.1612	 11.1637	  11.164	  66.795
 1336	  0.1612	 11.1712	  11.171	  66.845
 1337	  0.1616	 11.1800	  11.180	  66.895
 1338	  0.1616	 11.1887	  11.189	  66.945
 1339	  0.1616	 11.1962	  11.196	  66.995
 1340	  0.1620	 11.2050	  11.205	  67.045
 1341	  0.1620	 11.2137	  11.214	  67.095
 1342	  0.1616	 11.2212	  11.221	  67.145
 1343	  0.1616	 11.2300	  11.230	  67.195
 1344	  0.1620	 11.2387	  11.239	  67.245
 1345	  0.1616	 11.2475	  11.247	  67.295
 1346	  0.1620	 11.2550	  11.255	  67.345
 1347	  0.1620	 11.2638	  11.264	  67.395
 1348	  0.1624	 11.2725	  11.273	  67.445
 1349	  0.1620	 11.2812	  11.281	  67.495
 1350	  0.1624	 11.2887	  11.289	  67.545
 1351	  0.1624	 11.2975	  11.297	  67.595
 1352	  0.1624	 11.3062	  11.306	  67.645
 1353	  0.1616	 11.3137	  11.314	  67.695
 1354	  0.1620	 11.3225	  11.322	  67.745
 1355	  0.1624	 11.3313	  11.331	  67.795
 1356	  0.1628	 11.3387	  11.339	  67.845
 1357	  0.1624	 11.3475	  11.347	  67.895
 1358	  0.1624	 11.3550	  11.355	  67.945
 1359	  0.1620	 11.3637	  11.364	  67.995
 1360	  0.1620	 11.3725	  11.372	  68.045
 1361	  0.1620	 11.3812	  11.381	  68.095
 1362	  0.1624	 11.3888	  11.389	  68.145
 1363	  0.1624	 11.3975	  11.398	  68.195
 1364	  0.1620	 11.4062	  11.406	  68.245
 1365	  0.1620	 11.4137	  11.414	  68.295
 1366	  0.1628	 11.4225	  11.422	  68.345
 1367	  0.1624	 11.4312	  11.431	  68.395
 1368	  0.1616	 11.4400	  11.440	  68.445
 1369	  0.1616	 11.4475	  11.447	  68.495
 1370	  0.1624	 11.4563	  11.456	  68.545
 1371	  0.1624	 11.4650	  11.465	  68.595
 1372	  0.1624	 11.4738	  11.474	  68.645
 1373	  0.1620	 11.4812	  11.481	  68.695
 1374	  0.1624	 11.4900	  11.490	  68.745
 1375	  0.1628	 11.4987	  11.499	  68.795
