0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	3009
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 1376	  0.1624	 11.5062	  11.506	  68.845
 1377	  0.1620	 11.5150	  11.515	  68.895
 1378	  0.1624	 11.5237	  11.524	  68.945
 1379	  0.1628	 11.5325	  11.532	  68.995
 1380	  0.1632	 11.5400	  11.540	  69.045
 1381	  0.1628	 11.5487	  11.549	  69.095
 1382	  0.1628	 11.5575	  11.557	  69.145
 1383	  0.1636	 11.5650	  11.565	  69.195
 1384	  0.1628	 11.5737	  11.574	  69.245
 1385	  0.1628	 11.5825	  11.582	  69.295
 1386	  0.1628	 11.5900	  11.590	  69.345
 1387	  0.1632	 11.5988	  11.599	  69.395
 1388	  0.1628	 11.6075	  11.608	  69.445
 1389	  0.1628	 11.6163	  11.616	  69.495
 1390	  0.1640	 11.6237	  11.624	  69.545
 1391	  0.1632	 11.6325	  11.632	  69.595
 1392	  0.1636	 11.6412	  11.641	  69.645
 1393	  0.1640	 11.6487	  11.649	  69.695
 1394	  0.1636	 11.6575	  11.657	  69.745
 1395	  0.1632	 11.6662	  11.666	  69.795
 1396	  0.1628	 11.6737	  11.674	  69.845
 1397	  0.1632	 11.6825	  11.682	  69.895
 1398	  0.1636	 11.6912	  11.691	  69.945
 1399	  0.1636	 11.7000	  11.700	  69.995
 1400	  0.1644	 11.7075	  11.707	  70.045
 1401	  0.1644	 11.7162	  11.716	  70.095
 1402	  0.1644	 11.7250	  11.725	  70.145
 1403	  0.1644	 11.7325	  11.733	  70.195
 1404	  0.1644	 11.7413	  11.741	  70.245
 1405	  0.1636	 11.7500	  11.750	  70.295
 1406	  0.1640	 11.7575	  11.757	  70.345
 1407	  0.1640	 11.7662	  11.766	  70.395
 1408	  0.1640	 11.7750	  11.775	  70.445
 1409	  0.1648	 11.7837	  11.784	  70.495
 1410	  0.1652	 11.7912	  11.791	  70.545
 1411	  0.1648	 11.8000	  11.800	  70.595
 1412	  0.1648	 11.8088	  11.809	  70.645
 1413	  0.1652	 11.8162	  11.816	  70.695
 1414	  0.1648	 11.8250	  11.825	  70.745
 1415	  0.1652	 11.8337	  11.834	  70.795
 1416	  0.1656	 11.8412	  11.841	  70.845
 1417	  0.1656	 11.8500	  11.850	  70.895
 1418	  0.1660	 11.8587	  11.859	  70.945
 1419	  0.1660	 11.8675	  11.867	  70.995
 1420	  0.1656	 11.8750	  11.875	  71.045
 1421	  0.1656	 11.8837	  11.884	  71.095
 1422	  0.1656	 11.8925	  11.892	  71.145
 1423	  0.1656	 11.9000	  11.900	  71.195
 1424	  0.1656	 11.9087	  11.909	  71.245
 1425	  0.1660	 11.9175	  11.917	  71.295
 1426	  0.1664	 11.9250	  11.925	  71.345
 1427	  0.1660	 11.9338	  11.934	  71.395
 1428	  0.1664	 11.9425	  11.943	  71.445
 1429	  0.1668	 11.9513	  11.951	  71.495
 1430	  0.1668	 11.9587	  11.959	  71.545
 1431	  0.1672	 11.9675	  11.967	  71.595
 1432	  0.1660	 11.9762	  11.976	  71.645
 1433	  0.1660	 11.9837	  11.984	  71.695
 1434	  0.1668	 11.9925	  11.992	  71.745
 1435	  0.1668	 12.0012	  12.001	  71.795
 1436	  0.1672	 12.0087	  12.009	  71.845
 1437	  0.1672	 12.0175	  12.017	  71.895
 1438	  0.1676	 12.0262	  12.026	  71.945
 1439	  0.1676	 12.0350	  12.035	  71.995
 1440	  0.1672	 12.0425	  12.042	  72.045
 1441	  0.1672	 12.0512	  12.051	  72.095
 1442	  0.1676	 12.0600	  12.060	  72.145
 1443	  0.1680	 12.0675	  12.068	  72.195
 1444	  0.1680	 12.0763	  12.076	  72.245
 1445	  0.1680	 12.0850	  12.085	  72.295
 1446	  0.1684	 12.0938	  12.094	  72.345
 1447	  0.1680	 12.1012	  12.101	  72.395
 1448	  0.1684	 12.1100	  12.110	  72.445
 1449	  0.1680	 12.1187	  12.119	  72.495
 1450	  0.1680	 12.1262	  12.126	  72.545
 1451	  0.1680	 12.1350	  12.135	  72.595
 1452	  0.1684	 12.1438	  12.144	  72.645
 1453	  0.1684	 12.1512	  12.151	  72.695
 1454	  0.1688	 12.1600	  12.160	  72.745
 1455	  0.1688	 12.1687	  12.169	  72.795
 1456	  0.1684	 12.1762	  12.176	  72.845
 1457	  0.1684	 12.1850	  12.185	  72.895
 1458	  0.1688	 12.1937	  12.194	  72.945
 1459	  0.1692	 12.2013	  12.201	  72.995
 1460	  0.1688	 12.2100	  12.210	  73.045
 1461	  0.1692	 12.2188	  12.219	  73.095
 1462	  0.1692	 12.2262	  12.226	  73.145
 1463	  0.1696	 12.2350	  12.235	  73.195
 1464	  0.1696	 12.2437	  12.244	  73.245
 1465	  0.1692	 12.2525	  12.252	  73.295
 1466	  0.1688	 12.2600	  12.260	  73.345
 1467	  0.1692	 12.2688	  12.269	  73.395
 1468	  0.1696	 12.2775	  12.278	  73.445
 1469	  0.1692	 12.2850	  12.285	  73.495
 1470	  0.1692	 12.2937	  12.294	  73.545
 1471	  0.1692	 12.3025	  12.302	  73.595
 1472	  0.1696	 12.3100	  12.310	  73.645
 1473	  0.1692	 12.3187	  12.319	  73.695
 1474	  0.1696	 12.3275	  12.327	  73.745
 1475	  0.1696	 12.3350	  12.335	  73.795
 1476	  0.1696	 12.3438	  12.344	  73.845
 1477	  0.1704	 12.3525	  12.352	  73.895
 1478	  0.1704	 12.3600	  12.360	  73.945
 1479	  0.1704	 12.3687	  12.369	  73.995
 1480	  0.1700	 12.3775	  12.377	  74.045
 1481	  0.1696	 12.3862	  12.386	  74.095
 1482	  0.1696	 12.3938	  12.394	  74.145
 1483	  0.1700	 12.4025	  12.403	  74.195
 1484	  0.1700	 12.4113	  12.411	  74.245
 1485	  0.1700	 12.4187	  12.419	  74.295
 1486	  0.1700	 12.4275	  12.427	  74.345
 1487	  0.1704	 12.4362	  12.436	  74.395
 1488	  0.1700	 12.4437	  12.444	  74.445
 1489	  0.1704	 12.4525	  12.452	  74.495
 1490	  0.1704	 12.4612	  12.461	  74.545
 1491	  0.1700	 12.4688	  12.469	  74.595
 1492	  0.1696	 12.4775	  12.477	  74.645
 1493	  0.1704	 12.4862	  12.486	  74.695
 1494	  0.1704	 12.4950	  12.495	  74.745
 1495	  0.1708	 12.5025	  12.502	  74.795
 1496	  0.1708	 12.5112	  12.511	  74.845
 1497	  0.1708	 12.5200	  12.520	  74.895
 1498	  0.1708	 12.5275	  12.528	  74.945
 1499	  0.1704	 12.5363	  12.536	  74.995
 1500	  0.1704	 12.5450	  12.545	  75.045
 1501	  0.1708	 12.5538	  12.554	  75.095
 1502	  0.1712	 12.5612	  12.561	  75.145
 1503	  0.1704	 12.5700	  12.570	  75.195
 1504	  0.1712	 12.5787	  12.579	  75.245
 1505	  0.1708	 12.5862	  12.586	  75.295
 1506	  0.1712	 12.5950	  12.595	  75.345
 1507	  0.1712	 12.6037	  12.604	  75.395
 1508	  0.1716	 12.6112	  12.611	  75.445
 1509	  0.1716	 12.6200	  12.620	  75.495
 1510	  0.1712	 12.6287	  12.629	  75.545
 1511	  0.1716	 12.6362	  12.636	  75.595
 1512	  0.1716	 12.6450	  12.645	  75.645
 1513	  0.1712	 12.6537	  12.654	  75.695
 1514	  0.1708	 12.6613	  12.661	  75.745
 1515	  0.1712	 12.6700	  12.670	  75.795
 1516	  0.1716	 12.6788	  12.679	  75.845
 1517	  0.1716	 12.6862	  12.686	  75.895
 1518	  0.1720	 12.6950	  12.695	  75.945
 1519	  0.1720	 12.7037	  12.704	  75.995
 1520	  0.1720	 12.7112	  12.711	  76.045
 1521	  0.1724	 12.7200	  12.720	  76.095
 1522	  0.1720	 12.7275	  12.727	  76.145
 1523	  0.1720	 12.7362	  12.736	  76.195
 1524	  0.1724	 12.7450	  12.745	  76.245
 1525	  0.1724	 12.7525	  12.752	  76.295
 1526	  0.1728	 12.7612	  12.761	  76.345
 1527	  0.1728	 12.7700	  12.770	  76.395
 1528	  0.1724	 12.7775	  12.778	  76.445
 1529	  0.1732	 12.7863	  12.786	  76.495
 1530	  0.1728	 12.7950	  12.795	  76.545
 1531	  0.1724	 12.8038	  12.804	  76.595
 1532	  0.1728	 12.8112	  12.811	  76.645
 1533	  0.1728	 12.8200	  12.820	  76.695
 1534	  0.1724	 12.8287	  12.829	  76.745
 1535	  0.1724	 12.8362	  12.836	  76.795
 1536	  0.1732	 12.8450	  12.845	  76.845
 1537	  0.1728	 12.8537	  12.854	  76.895
 1538	  0.1724	 12.8612	  12.861	  76.945
 1539	  0.1724	 12.8700	  12.870	  76.995
 1540	  0.1724	 12.8787	  12.879	  77.045
 1541	  0.1728	 12.8862	  12.886	  77.095
 1542	  0.1728	 12.8950	  12.895	  77.145
 1543	  0.1724	 12.9037	  12.904	  77.195
 1544	  0.1736	 12.9113	  12.911	  77.245
 1545	  0.1724	 12.9200	  12.920	  77.295
 1546	  0.1732	 12.9288	  12.929	  77.345
 1547	  0.1724	 12.9362	  12.936	  77.395
 1548	  0.1732	 12.9450	  12.945	  77.445
 1549	  0.1728	 12.9537	  12.954	  77.495
 1550	  0.1736	 12.9612	  12.961	  77.545
 1551	  0.1740	 12.9700	  12.970	  77.595
 1552	  0.1740	 12.9787	  12.979	  77.645
 1553	  0.1744	 12.9862	  12.986	  77.695
 1554	  0.1740	 12.9950	  12.995	  77.745
 1555	  0.1736	 13.0037	  13.004	  77.795
 1556	  0.1740	 13.0112	  13.011	  77.845
 1557	  0.1740	 13.0200	  13.020	  77.895
 1558	  0.1736	 13.0275	  13.028	  77.945
 1559	  0.1744	 13.0363	  13.036	  77.995
 1560	  0.1744	 13.0450	  13.045	  78.045
 1561	  0.1740	 13.0538	  13.054	  78.095
 1562	  0.1744	 13.0612	  13.061	  78.145
 1563	  0.1740	 13.0700	  13.070	  78.195
 1564	  0.1736	 13.0787	  13.079	  78.245
 1565	  0.1736	 13.0862	  13.086	  78.295
 1566	  0.1736	 13.0950	  13.095	  78.345
 1567	  0.1736	 13.1037	  13.104	  78.395
 1568	  0.1740	 13.1112	  13.111	  78.445
 1569	  0.1740	 13.1200	  13.120	  78.495
 1570	  0.1744	 13.1287	  13.129	  78.545
 1571	  0.1744	 13.1362	  13.136	  78.595
 1572	  0.1748	 13.1450	  13.145	  78.645
 1573	  0.1748	 13.1537	  13.154	  78.695
 1574	  0.1748	 13.1613	  13.161	  78.745
 1575	  0.1748	 13.1700	  13.170	  78.795
 1576	  0.1740	 13.1788	  13.179	  78.845
 1577	  0.1748	 13.1862	  13.186	  78.895
 1578	  0.1752	 13.1950	  13.195	  78.945
 1579	  0.1752	 13.2037	  13.204	  78.995
 1580	  0.1752	 13.2125	  13.212	  79.045
 1581	  0.1756	 13.2200	  13.220	  79.095
 1582	  0.1752	 13.2287	  13.229	  79.145
 1583	  0.1748	 13.2375	  13.237	  79.195
 1584	  0.1752	 13.2450	  13.245	  79.245
 1585	  0.1752	 13.2537	  13.254	  79.295
 1586	  0.1748	 13.2625	  13.262	  79.345
 1587	  0.1752	 13.2700	  13.270	  79.395
 1588	  0.1752	 13.2787	  13.279	  79.445
 1589	  0.1760	 13.2875	  13.287	  79.495
 1590	  0.1760	 13.2950	  13.295	  79.545
 1591	  0.1760	 13.3038	  13.304	  79.595
 1592	  0.1760	 13.3125	  13.312	  79.645
 1593	  0.1752	 13.3200	  13.320	  79.695
 1594	  0.1752	 13.3287	  13.329	  79.745
 1595	  0.1752	 13.3375	  13.337	  79.795
 1596	  0.1756	 13.3462	  13.346	  79.845
 1597	  0.1756	 13.3537	  13.354	  79.895
 1598	  0.1760	 13.3625	  13.362	  79.945
 1599	  0.1756	 13.3713	  13.371	  79.995
 1600	  0.1756	 13.3800	  13.380	  80.045
 1601	  0.1756	 13.3875	  13.387	  80.095
 1602	  0.1752	 13.3962	  13.396	  80.145
 1603	  0.1752	 13.4037	  13.404	  80.195
 1604	  0.1764	 13.4125	  13.412	  80.245
 1605	  0.1764	 13.4212	  13.421	  80.295
 1606	  0.1760	 13.4288	  13.429	  80.345
 1607	  0.1764	 13.4375	  13.438	  80.395
 1608	  0.1768	 13.4462	  13.446	  80.445
 1609	  0.1760	 13.4550	  13.455	  80.495
 1610	  0.1764	 13.4625	  13.462	  80.545
 1611	  0.1764	 13.4712	  13.471	  80.595
 1612	  0.1768	 13.4800	  13.480	  80.645
 1613	  0.1764	 13.4875	  13.487	  80.695
 1614	  0.1768	 13.4963	  13.496	  80.745
 1615	  0.1764	 13.5050	  13.505	  80.795
 1616	  0.1768	 13.5125	  13.512	  80.845
 1617	  0.1772	 13.5212	  13.521	  80.895
 1618	  0.1768	 13.5300	  13.530	  80.945
 1619	  0.1776	 13.5375	  13.537	  80.995
 1620	  0.1772	 13.5462	  13.546	  81.045
 1621	  0.1772	 13.5550	  13.555	  81.095
 1622	  0.1772	 13.5625	  13.562	  81.145
 1623	  0.1772	 13.5712	  13.571	  81.195
 1624	  0.1772	 13.5800	  13.580	  81.245
 1625	  0.1772	 13.5875	  13.587	  81.295
 1626	  0.1776	 13.5962	  13.596	  81.345
 1627	  0.1772	 13.6050	  13.605	  81.395
 1628	  0.1780	 13.6137	  13.614	  81.445
 1629	  0.1780	 13.6213	  13.621	  81.495
 1630	  0.1784	 13.6300	  13.630	  81.545
 1631	  0.1780	 13.6388	  13.639	  81.595
 1632	  0.1788	 13.6462	  13.646	  81.645
 1633	  0.1784	 13.6550	  13.655	  81.695
 1634	  0.1784	 13.6637	  13.664	  81.745
 1635	  0.1784	 13.6725	  13.672	  81.795
 1636	  0.1784	 13.6800	  13.680	  81.845
 1637	  0.1772	 13.6887	  13.689	  81.895
 1638	  0.1772	 13.6975	  13.697	  81.945
 1639	  0.1772	 13.7050	  13.705	  81.995
 1640	  0.1776	 13.7137	  13.714	  82.045
 1641	  0.1772	 13.7225	  13.722	  82.095
 1642	  0.1776	 13.7300	  13.730	  82.145
 1643	  0.1780	 13.7387	  13.739	  82.195
 1644	  0.1780	 13.7475	  13.747	  82.245
 1645	  0.1784	 13.7562	  13.756	  82.295
 1646	  0.1788	 13.7638	  13.764	  82.345
 1647	  0.1780	 13.7725	  13.773	  82.395
 1648	  0.1772	 13.7812	  13.781	  82.445
 1649	  0.1784	 13.7887	  13.789	  82.495
 1650	  0.1784	 13.7975	  13.797	  82.545
 1651	  0.1784	 13.8062	  13.806	  82.595
 1652	  0.1788	 13.8137	  13.814	  82.645
 1653	  0.1784	 13.8225	  13.822	  82.695
 1654	  0.1776	 13.8312	  13.831	  82.745
 1655	  0.1784	 13.8387	  13.839	  82.795
 1656	  0.1792	 13.8475	  13.847	  82.845
 1657	  0.1796	 13.8562	  13.856	  82.895
 1658	  0.1792	 13.8637	  13.864	  82.945
 1659	  0.1788	 13.8725	  13.872	  82.995
 1660	  0.1788	 13.8812	  13.881	  83.045
 1661	  0.1796	 13.8900	  13.890	  83.095
 1662	  0.1796	 13.8975	  13.898	  83.145
 1663	  0.1792	 13.9050	  13.905	  83.195
 1664	  0.1796	 13.9137	  13.914	  83.245
 1665	  0.1800	 13.9212	  13.921	  83.295
 1666	  0.1800	 13.9300	  13.930	  83.345
 1667	  0.1800	 13.9387	  13.939	  83.395
 1668	  0.1796	 13.9462	  13.946	  83.445
 1669	  0.1796	 13.9550	  13.955	  83.495
 1670	  0.1796	 13.9625	  13.962	  83.545
 1671	  0.1796	 13.9712	  13.971	  83.595
 1672	  0.1796	 13.9800	  13.980	  83.645
 1673	  0.1800	 13.9875	  13.987	  83.695
 1674	  0.1800	 13.9963	  13.996	  83.745
 1675	  0.1796	 14.0050	  14.005	  83.795
 1676	  0.1800	 14.0125	  14.012	  83.845
 1677	  0.1808	 14.0212	  14.021	  83.895
 1678	  0.1800	 14.0300	  14.030	  83.945
 1679	  0.1800	 14.0387	  14.039	  83.995
 1680	  0.1800	 14.0462	  14.046	  84.045
 1681	  0.1796	 14.0550	  14.055	  84.095
 1682	  0.1800	 14.0637	  14.064	  84.145
 1683	  0.1800	 14.0712	  14.071	  84.195
 1684	  0.1804	 14.0800	  14.080	  84.245
 1685	  0.1800	 14.0887	  14.089	  84.295
 1686	  0.1804	 14.0962	  14.096	  84.345
 1687	  0.1808	 14.1050	  14.105	  84.395
 1688	  0.1808	 14.1125	  14.112	  84.445
 1689	  0.1804	 14.1213	  14.121	  84.495
 1690	  0.1800	 14.1300	  14.130	  84.545
 1691	  0.1800	 14.1375	  14.137	  84.595
 1692	  0.1808	 14.1462	  14.146	  84.645
 1693	  0.1808	 14.1550	  14.155	  84.695
 1694	  0.1812	 14.1625	  14.162	  84.745
 1695	  0.1812	 14.1712	  14.171	  84.795
 1696	  0.1816	 14.1800	  14.180	  84.845
 1697	  0.1816	 14.1875	  14.188	  84.895
 1698	  0.1820	 14.1962	  14.196	  84.945
 1699	  0.1816	 14.2050	  14.205	  84.995
 1700	  0.1812	 14.2125	  14.212	  85.045
 1701	  0.1816	 14.2212	  14.221	  85.095
 1702	  0.1816	 14.2300	  14.230	  85.145
 1703	  0.1812	 14.2375	  14.237	  85.195
 1704	  0.1816	 14.2463	  14.246	  85.245
 1705	  0.1812	 14.2550	  14.255	  85.295
 1706	  0.1812	 14.2625	  14.262	  85.345
 1707	  0.1812	 14.2712	  14.271	  85.395
 1708	  0.1812	 14.2787	  14.279	  85.445
 1709	  0.1820	 14.2875	  14.287	  85.495
 1710	  0.1820	 14.2962	  14.296	  85.545
 1711	  0.1816	 14.3038	  14.304	  85.595
 1712	  0.1816	 14.3125	  14.312	  85.645
 1713	  0.1824	 14.3212	  14.321	  85.695
 1714	  0.1820	 14.3287	  14.329	  85.745
 1715	  0.1820	 14.3375	  14.337	  85.795
 1716	  0.1820	 14.3462	  14.346	  85.845
 1717	  0.1820	 14.3537	  14.354	  85.895
 1718	  0.1820	 14.3625	  14.362	  85.945
 1719	  0.1824	 14.3713	  14.371	  85.995
 1720	  0.1824	 14.3787	  14.379	  86.045
 1721	  0.1824	 14.3875	  14.387	  86.095
 1722	  0.1824	 14.3962	  14.396	  86.145
 1723	  0.1824	 14.4037	  14.404	  86.195
 1724	  0.1828	 14.4125	  14.412	  86.245
 1725	  0.1824	 14.4212	  14.421	  86.295
 1726	  0.1828	 14.4288	  14.429	  86.345
 1727	  0.1832	 14.4375	  14.438	  86.395
 1728	  0.1828	 14.4462	  14.446	  86.445
 1729	  0.1828	 14.4550	  14.455	  86.495
 1730	  0.1824	 14.4625	  14.462	  86.545
 1731	  0.1828	 14.4712	  14.471	  86.595
 1732	  0.1828	 14.4787	  14.479	  86.645
 1733	  0.1828	 14.4875	  14.487	  86.695
 1734	  0.1828	 14.4963	  14.496	  86.745
 1735	  0.1832	 14.5037	  14.504	  86.795
 1736	  0.1836	 14.5125	  14.512	  86.845
 1737	  0.1832	 14.5212	  14.521	  86.895
 1738	  0.1836	 14.5287	  14.529	  86.945
 1739	  0.1836	 14.5375	  14.537	  86.995
 1740	  0.1832	 14.5462	  14.546	  87.045
 1741	  0.1828	 14.5538	  14.554	  87.095
 1742	  0.1832	 14.5625	  14.562	  87.145
 1743	  0.1836	 14.5712	  14.571	  87.195
 1744	  0.1836	 14.5800	  14.580	  87.245
 1745	  0.1828	 14.5875	  14.587	  87.295
 1746	  0.1836	 14.5962	  14.596	  87.345
 1747	  0.1836	 14.6050	  14.605	  87.395
 1748	  0.1832	 14.6125	  14.612	  87.445
 1749	  0.1836	 14.6212	  14.621	  87.495
 1750	  0.1832	 14.6300	  14.630	  87.545
 1751	  0.1836	 14.6375	  14.637	  87.595
 1752	  0.1844	 14.6462	  14.646	  87.645
 1753	  0.1836	 14.6550	  14.655	  87.695
 1754	  0.1844	 14.6625	  14.662	  87.745
 1755	  0.1844	 14.6712	  14.671	  87.795
 1756	  0.1840	 14.6800	  14.680	  87.845
 1757	  0.1840	 14.6875	  14.688	  87.895
 1758	  0.1840	 14.6962	  14.696	  87.945
 1759	  0.1844	 14.7050	  14.705	  87.995
 1760	  0.1840	 14.7125	  14.712	  88.045
 1761	  0.1840	 14.7212	  14.721	  88.095
 1762	  0.1844	 14.7300	  14.730	  88.145
 1763	  0.1844	 14.7375	  14.737	  88.195
 1764	  0.1848	 14.7462	  14.746	  88.245
 1765	  0.1848	 14.7550	  14.755	  88.295
 1766	  0.1844	 14.7638	  14.764	  88.345
 1767	  0.1848	 14.7712	  14.771	  88.395
 1768	  0.1848	 14.7800	  14.780	  88.445
 1769	  0.1852	 14.7887	  14.789	  88.495
 1770	  0.1848	 14.7962	  14.796	  88.545
 1771	  0.1844	 14.8050	  14.805	  88.595
 1772	  0.1848	 14.8125	  14.812	  88.645
 1773	  0.1852	 14.8212	  14.821	  88.695
 1774	  0.1852	 14.8300	  14.830	  88.745
 1775	  0.1848	 14.8387	  14.839	  88.795
 1776	  0.1844	 14.8462	  14.846	  88.845
 1777	  0.1848	 14.8550	  14.855	  88.895
 1778	  0.1848	 14.8637	  14.864	  88.945
 1779	  0.1848	 14.8725	  14.872	  88.995
 1780	  0.1844	 14.8800	  14.880	  89.045
 1781	  0.1848	 14.8888	  14.889	  89.095
 1782	  0.1844	 14.8962	  14.896	  89.145
 1783	  0.1848	 14.9050	  14.905	  89.195
 1784	  0.1852	 14.9137	  14.914	  89.245
 1785	  0.1848	 14.9225	  14.922	  89.295
 1786	  0.1844	 14.9300	  14.930	  89.345
 1787	  0.1848	 14.9387	  14.939	  89.395
 1788	  0.1844	 14.9462	  14.946	  89.445
 1789	  0.1852	 14.9550	  14.955	  89.495
 1790	  0.1856	 14.9637	  14.964	  89.545
 1791	  0.1856	 14.9725	  14.972	  89.595
 1792	  0.1856	 14.9800	  14.980	  89.645
 1793	  0.1852	 14.9887	  14.989	  89.695
 1794	  0.1856	 14.9975	  14.997	  89.745
 1795	  0.1860	 15.0050	  15.005	  89.795
 1796	  0.1860	 15.0138	  15.014	  89.845
 1797	  0.1856	 15.0225	  15.023	  89.895
 1798	  0.1860	 15.0300	  15.030	  89.945
 1799	  0.1860	 15.0387	  15.039	  89.995
 1800	  0.1864	 15.0475	  15.047	  90.045
 1801	  0.1864	 15.0550	  15.055	  90.095
 1802	  0.1860	 15.0637	  15.064	  90.145
 1803	  0.1860	 15.0725	  15.072	  90.195
 1804	  0.1860	 15.0812	  15.081	  90.245
 1805	  0.1856	 15.0887	  15.089	  90.295
 1806	  0.1860	 15.0975	  15.097	  90.345
 1807	  0.1852	 15.1062	  15.106	  90.395
 1808	  0.1856	 15.1137	  15.114	  90.445
 1809	  0.1856	 15.1225	  15.122	  90.495
 1810	  0.1852	 15.1312	  15.131	  90.545
 1811	  0.1864	 15.1388	  15.139	  90.595
 1812	  0.1864	 15.1475	  15.148	  90.645
 1813	  0.1864	 15.1562	  15.156	  90.695
 1814	  0.1864	 15.1650	  15.165	  90.745
 1815	  0.1864	 15.1725	  15.172	  90.795
 1816	  0.1864	 15.1812	  15.181	  90.845
 1817	  0.1864	 15.1900	  15.190	  90.895
 1818	  0.1864	 15.1975	  15.197	  90.945
 1819	  0.1864	 15.2062	  15.206	  90.995
 1820	  0.1864	 15.2137	  15.214	  91.045
 1821	  0.1864	 15.2225	  15.222	  91.095
 1822	  0.1864	 15.2312	  15.231	  91.145
 1823	  0.1864	 15.2387	  15.239	  91.195
 1824	  0.1864	 15.2475	  15.247	  91.245
 1825	  0.1868	 15.2562	  15.256	  91.295
 1826	  0.1864	 15.2650	  15.265	  91.345
 1827	  0.1864	 15.2725	  15.273	  91.395
 1828	  0.1868	 15.2812	  15.281	  91.445
 1829	  0.1868	 15.2900	  15.290	  91.495
 1830	  0.1868	 15.2987	  15.299	  91.545
 1831	  0.1872	 15.3062	  15.306	  91.595
 1832	  0.1868	 15.3150	  15.315	  91.645
 1833	  0.1868	 15.3225	  15.322	  91.695
 1834	  0.1868	 15.3312	  15.331	  91.745
 1835	  0.1868	 15.3400	  15.340	  91.795
 1836	  0.1868	 15.3488	  15.349	  91.845
 1837	  0.1864	 15.3562	  15.356	  91.895
 1838	  0.1864	 15.3650	  15.365	  91.945
 1839	  0.1868	 15.3737	  15.374	  91.995
 1840	  0.1872	 15.3812	  15.381	  92.045
 1841	  0.1868	 15.3900	  15.390	  92.095
 1842	  0.1876	 15.3987	  15.399	  92.145
 1843	  0.1876	 15.4062	  15.406	  92.195
 1844	  0.1868	 15.4150	  15.415	  92.245
 1845	  0.1876	 15.4237	  15.424	  92.295
 1846	  0.1876	 15.4325	  15.432	  92.345
 1847	  0.1876	 15.4400	  15.440	  92.395
 1848	  0.1876	 15.4487	  15.449	  92.445
 1849	  0.1876	 15.4575	  15.457	  92.495
 1850	  0.1884	 15.4662	  15.466	  92.545
 1851	  0.1884	 15.4738	  15.474	  92.595
 1852	  0.1876	 15.4825	  15.483	  92.645
 1853	  0.1872	 15.4900	  15.490	  92.695
 1854	  0.1876	 15.4987	  15.499	  92.745
 1855	  0.1880	 15.5075	  15.507	  92.795
 1856	  0.1876	 15.5150	  15.515	  92.845
 1857	  0.1876	 15.5237	  15.524	  92.895
 1858	  0.1880	 15.5325	  15.532	  92.945
 1859	  0.1880	 15.5412	  15.541	  92.995
 1860	  0.1884	 15.5487	  15.549	  93.045
 1861	  0.1884	 15.5575	  15.557	  93.095
 1862	  0.1888	 15.5662	  15.566	  93.145
 1863	  0.1880	 15.5737	  15.574	  93.195
 1864	  0.1888	 15.5825	  15.582	  93.245
 1865	  0.1884	 15.5912	  15.591	  93.295
 1866	  0.1888	 15.6000	  15.600	  93.345
 1867	  0.1892	 15.6075	  15.608	  93.395
 1868	  0.1884	 15.6163	  15.616	  93.445
 1869	  0.1884	 15.6250	  15.625	  93.495
 1870	  0.1888	 15.6325	  15.632	  93.545
 1871	  0.1888	 15.6412	  15.641	  93.595
 1872	  0.1888	 15.6500	  15.650	  93.645
 1873	  0.1888	 15.6575	  15.657	  93.695
 1874	  0.1892	 15.6662	  15.666	  93.745
 1875	  0.1884	 15.6750	  15.675	  93.795
 1876	  0.1880	 15.6837	  15.684	  93.845
 1877	  0.1888	 15.6912	  15.691	  93.895
 1878	  0.1888	 15.7000	  15.700	  93.945
 1879	  0.1892	 15.7087	  15.709	  93.995
 1880	  0.1888	 15.7162	  15.716	  94.045
 1881	  0.1892	 15.7250	  15.725	  94.095
 1882	  0.1900	 15.7337	  15.734	  94.145
 1883	  0.1900	 15.7425	  15.742	  94.195
 1884	  0.1896	 15.7500	  15.750	  94.245
 1885	  0.1900	 15.7587	  15.759	  94.295
 1886	  0.1900	 15.7662	  15.766	  94.345
 1887	  0.1892	 15.7750	  15.775	  94.395
 1888	  0.1892	 15.7837	  15.784	  94.445
 1889	  0.1892	 15.7925	  15.792	  94.495
 1890	  0.1884	 15.8000	  15.800	  94.545
 1891	  0.1896	 15.8087	  15.809	  94.595
 1892	  0.1892	 15.8175	  15.818	  94.645
 1893	  0.1896	 15.8250	  15.825	  94.695
 1894	  0.1896	 15.8337	  15.834	  94.745
 1895	  0.1892	 15.8425	  15.842	  94.795
 1896	  0.1892	 15.8512	  15.851	  94.845
 1897	  0.1896	 15.8587	  15.859	  94.895
 1898	  0.1892	 15.8675	  15.867	  94.945
 1899	  0.1888	 15.8762	  15.876	  94.995
 1900	  0.1892	 15.8850	  15.885	  95.045
 1901	  0.1892	 15.8925	  15.892	  95.095
 1902	  0.1888	 15.9012	  15.901	  95.145
 1903	  0.1896	 15.9100	  15.910	  95.195
 1904	  0.1892	 15.9175	  15.917	  95.245
 1905	  0.1896	 15.9262	  15.926	  95.295
 1906	  0.1892	 15.9350	  15.935	  95.345
 1907	  0.1900	 15.9425	  15.943	  95.395
 1908	  0.1900	 15.9513	  15.951	  95.445
 1909	  0.1904	 15.9600	  15.960	  95.495
