0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	5987
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
    0	  0.0096	  0.0088	   0.009	   0.045
    1	  0.0092	  0.0162	   0.016	   0.095
    2	  0.0096	  0.0250	   0.025	   0.145
    3	  0.0096	  0.0325	   0.032	   0.195
    4	  0.0100	  0.0412	   0.041	   0.245
    5	  0.0092	  0.0500	   0.050	   0.295
    6	  0.0096	  0.0575	   0.057	   0.345
    7	  0.0092	  0.0662	   0.066	   0.395
    8	  0.0092	  0.0750	   0.075	   0.445
    9	  0.0092	  0.0825	   0.082	   0.495
   10	  0.0088	  0.0912	   0.091	   0.545
   11	  0.0092	  0.1000	   0.100	   0.595
   12	  0.0100	  0.1088	   0.109	   0.645
   13	  0.0100	  0.1163	   0.116	   0.695
   14	  0.0104	  0.1250	   0.125	   0.745
   15	  0.0104	  0.1337	   0.134	   0.795
   16	  0.0108	  0.1412	   0.141	   0.845
   17	  0.0104	  0.1500	   0.150	   0.895
   18	  0.0104	  0.1575	   0.157	   0.945
   19	  0.0100	  0.1662	   0.166	   0.995
   20	  0.0100	  0.1750	   0.175	   1.045
   21	  0.0100	  0.1825	   0.182	   1.095
   22	  0.0096	  0.1912	   0.191	   1.145
   23	  0.0100	  0.2000	   0.200	   1.195
   24	  0.0104	  0.2075	   0.207	   1.245
   25	  0.0100	  0.2163	   0.216	   1.295
   26	  0.0096	  0.2250	   0.225	   1.345
   27	  0.0104	  0.2325	   0.233	   1.395
   28	  0.0100	  0.2412	   0.241	   1.445
   29	  0.0100	  0.2500	   0.250	   1.495
   30	  0.0104	  0.2587	   0.259	   1.545
   31	  0.0096	  0.2662	   0.266	   1.595
   32	  0.0100	  0.2750	   0.275	   1.645
   33	  0.0096	  0.2837	   0.284	   1.695
   34	  0.0100	  0.2912	   0.291	   1.745
   35	  0.0096	  0.3000	   0.300	   1.795
   36	  0.0100	  0.3088	   0.309	   1.845
   37	  0.0096	  0.3162	   0.316	   1.895
   38	  0.0096	  0.3250	   0.325	   1.945
   39	  0.0100	  0.3325	   0.332	   1.995
   40	  0.0104	  0.3413	   0.341	   2.045
   41	  0.0096	  0.3500	   0.350	   2.095
   42	  0.0100	  0.3575	   0.357	   2.145
   43	  0.0100	  0.3662	   0.366	   2.195
   44	  0.0104	  0.3750	   0.375	   2.245
   45	  0.0112	  0.3837	   0.384	   2.295
   46	  0.0104	  0.3912	   0.391	   2.345
   47	  0.0112	  0.4000	   0.400	   2.395
   48	  0.0100	  0.4087	   0.409	   2.445
   49	  0.0100	  0.4162	   0.416	   2.495
   50	  0.0096	  0.4250	   0.425	   2.545
   51	  0.0100	  0.4325	   0.433	   2.595
   52	  0.0104	  0.4412	   0.441	   2.645
   53	  0.0104	  0.4500	   0.450	   2.695
   54	  0.0100	  0.4575	   0.457	   2.745
   55	  0.0100	  0.4663	   0.466	   2.795
   56	  0.0108	  0.4750	   0.475	   2.845
   57	  0.0112	  0.4825	   0.482	   2.895
   58	  0.0104	  0.4912	   0.491	   2.945
   59	  0.0104	  0.5000	   0.500	   2.995
   60	  0.0104	  0.5075	   0.507	   3.045
   61	  0.0104	  0.5163	   0.516	   3.095
   62	  0.0112	  0.5250	   0.525	   3.145
   63	  0.0108	  0.5325	   0.532	   3.195
   64	  0.0108	  0.5412	   0.541	   3.245
   65	  0.0100	  0.5500	   0.550	   3.295
   66	  0.0104	  0.5587	   0.559	   3.345
   67	  0.0104	  0.5662	   0.566	   3.395
   68	  0.0108	  0.5750	   0.575	   3.445
   69	  0.0112	  0.5838	   0.584	   3.495
   70	  0.0108	  0.5913	   0.591	   3.545
   71	  0.0112	  0.6000	   0.600	   3.595
   72	  0.0116	  0.6087	   0.609	   3.645
   73	  0.0108	  0.6162	   0.616	   3.695
   74	  0.0112	  0.6250	   0.625	   3.745
   75	  0.0108	  0.6337	   0.634	   3.795
   76	  0.0112	  0.6413	   0.641	   3.845
   77	  0.0112	  0.6500	   0.650	   3.895
   78	  0.0112	  0.6587	   0.659	   3.945
   79	  0.0112	  0.6662	   0.666	   3.995
   80	  0.0116	  0.6750	   0.675	   4.045
   81	  0.0120	  0.6837	   0.684	   4.095
   82	  0.0116	  0.6912	   0.691	   4.145
   83	  0.0116	  0.7000	   0.700	   4.195
   84	  0.0116	  0.7088	   0.709	   4.245
   85	  0.0112	  0.7163	   0.716	   4.295
   86	  0.0112	  0.7250	   0.725	   4.345
   87	  0.0120	  0.7337	   0.734	   4.395
   88	  0.0120	  0.7412	   0.741	   4.445
   89	  0.0120	  0.7500	   0.750	   4.495
   90	  0.0124	  0.7587	   0.759	   4.545
   91	  0.0120	  0.7675	   0.767	   4.595
   92	  0.0112	  0.7750	   0.775	   4.645
   93	  0.0116	  0.7837	   0.784	   4.695
   94	  0.0128	  0.7925	   0.792	   4.745
   95	  0.0124	  0.8000	   0.800	   4.795
   96	  0.0124	  0.8087	   0.809	   4.845
   97	  0.0120	  0.8175	   0.817	   4.895
   98	  0.0120	  0.8262	   0.826	   4.945
   99	  0.0120	  0.8338	   0.834	   4.995
  100	  0.0124	  0.8425	   0.842	   5.045
  101	  0.0120	  0.8512	   0.851	   5.095
  102	  0.0120	  0.8587	   0.859	   5.145
  103	  0.0124	  0.8675	   0.868	   5.195
  104	  0.0124	  0.8762	   0.876	   5.245
  105	  0.0128	  0.8837	   0.884	   5.295
  106	  0.0124	  0.8925	   0.892	   5.345
  107	  0.0120	  0.9013	   0.901	   5.395
  108	  0.0124	  0.9087	   0.909	   5.445
  109	  0.0132	  0.9175	   0.917	   5.495
  110	  0.0124	  0.9262	   0.926	   5.545
  111	  0.0128	  0.9350	   0.935	   5.595
  112	  0.0128	  0.9425	   0.942	   5.645
  113	  0.0136	  0.9512	   0.951	   5.695
  114	  0.0132	  0.9600	   0.960	   5.745
  115	  0.0132	  0.9675	   0.967	   5.795
  116	  0.0128	  0.9762	   0.976	   5.845
  117	  0.0136	  0.9850	   0.985	   5.895
  118	  0.0136	  0.9925	   0.993	   5.945
  119	  0.0128	  1.0013	   1.001	   5.995
  120	  0.0132	  1.0100	   1.010	   6.045
  121	  0.0128	  1.0175	   1.017	   6.095
  122	  0.0124	  1.0263	   1.026	   6.145
  123	  0.0128	  1.0350	   1.035	   6.195
  124	  0.0128	  1.0425	   1.043	   6.245
  125	  0.0128	  1.0512	   1.051	   6.295
  126	  0.0124	  1.0600	   1.060	   6.345
  127	  0.0136	  1.0675	   1.067	   6.395
  128	  0.0128	  1.0762	   1.076	   6.445
  129	  0.0140	  1.0850	   1.085	   6.495
  130	  0.0136	  1.0938	   1.094	   6.545
  131	  0.0136	  1.1012	   1.101	   6.595
  132	  0.0136	  1.1100	   1.110	   6.645
  133	  0.0140	  1.1187	   1.119	   6.695
  134	  0.0144	  1.1263	   1.126	   6.745
  135	  0.0140	  1.1350	   1.135	   6.795
  136	  0.0136	  1.1437	   1.144	   6.845
  137	  0.0136	  1.1513	   1.151	   6.895
  138	  0.0144	  1.1600	   1.160	   6.945
  139	  0.0140	  1.1687	   1.169	   6.995
  140	  0.0148	  1.1762	   1.176	   7.045
  141	  0.0136	  1.1850	   1.185	   7.095
  142	  0.0136	  1.1938	   1.194	   7.145
  143	  0.0140	  1.2012	   1.201	   7.195
  144	  0.0144	  1.2100	   1.210	   7.245
  145	  0.0144	  1.2188	   1.219	   7.295
  146	  0.0144	  1.2262	   1.226	   7.345
  147	  0.0148	  1.2350	   1.235	   7.395
  148	  0.0144	  1.2437	   1.244	   7.445
  149	  0.0144	  1.2513	   1.251	   7.495
  150	  0.0148	  1.2600	   1.260	   7.545
  151	  0.0144	  1.2687	   1.269	   7.595
  152	  0.0144	  1.2775	   1.277	   7.645
  153	  0.0148	  1.2850	   1.285	   7.695
  154	  0.0144	  1.2937	   1.294	   7.745
  155	  0.0144	  1.3025	   1.303	   7.795
  156	  0.0148	  1.3100	   1.310	   7.845
  157	  0.0148	  1.3188	   1.319	   7.895
  158	  0.0144	  1.3275	   1.327	   7.945
  159	  0.0148	  1.3350	   1.335	   7.995
  160	  0.0148	  1.3438	   1.344	   8.045
  161	  0.0148	  1.3525	   1.352	   8.095
  162	  0.0148	  1.3612	   1.361	   8.145
  163	  0.0148	  1.3687	   1.369	   8.195
  164	  0.0152	  1.3775	   1.377	   8.245
  165	  0.0152	  1.3863	   1.386	   8.295
  166	  0.0148	  1.3937	   1.394	   8.345
  167	  0.0148	  1.4025	   1.402	   8.395
  168	  0.0156	  1.4112	   1.411	   8.445
  169	  0.0156	  1.4187	   1.419	   8.495
  170	  0.0156	  1.4275	   1.428	   8.545
  171	  0.0160	  1.4362	   1.436	   8.595
  172	  0.0152	  1.4438	   1.444	   8.645
  173	  0.0156	  1.4525	   1.452	   8.695
  174	  0.0164	  1.4612	   1.461	   8.745
  175	  0.0164	  1.4688	   1.469	   8.795
  176	  0.0164	  1.4775	   1.477	   8.845
  177	  0.0152	  1.4862	   1.486	   8.895
  178	  0.0148	  1.4937	   1.494	   8.945
  179	  0.0156	  1.5025	   1.502	   8.995
  180	  0.0156	  1.5113	   1.511	   9.045
  181	  0.0156	  1.5200	   1.520	   9.095
  182	  0.0160	  1.5275	   1.527	   9.145
  183	  0.0164	  1.5362	   1.536	   9.195
  184	  0.0160	  1.5437	   1.544	   9.245
  185	  0.0160	  1.5525	   1.553	   9.295
  186	  0.0164	  1.5612	   1.561	   9.345
  187	  0.0164	  1.5700	   1.570	   9.395
  188	  0.0168	  1.5775	   1.577	   9.445
  189	  0.0168	  1.5862	   1.586	   9.495
  190	  0.0168	  1.5950	   1.595	   9.545
  191	  0.0164	  1.6025	   1.602	   9.595
  192	  0.0164	  1.6112	   1.611	   9.645
  193	  0.0164	  1.6200	   1.620	   9.695
  194	  0.0164	  1.6287	   1.629	   9.745
  195	  0.0168	  1.6363	   1.636	   9.795
  196	  0.0172	  1.6450	   1.645	   9.845
  197	  0.0164	  1.6537	   1.654	   9.895
  198	  0.0164	  1.6625	   1.662	   9.945
  199	  0.0168	  1.6700	   1.670	   9.995
  200	  0.0168	  1.6787	   1.679	  10.045
  201	  0.0172	  1.6875	   1.688	  10.095
  202	  0.0172	  1.6950	   1.695	  10.145
  203	  0.0172	  1.7038	   1.704	  10.195
  204	  0.0168	  1.7125	   1.712	  10.245
  205	  0.0164	  1.7200	   1.720	  10.295
  206	  0.0168	  1.7287	   1.729	  10.345
  207	  0.0172	  1.7375	   1.737	  10.395
  208	  0.0168	  1.7450	   1.745	  10.445
  209	  0.0168	  1.7537	   1.754	  10.495
  210	  0.0164	  1.7625	   1.762	  10.545
  211	  0.0172	  1.7700	   1.770	  10.595
  212	  0.0168	  1.7787	   1.779	  10.645
  213	  0.0176	  1.7875	   1.787	  10.695
  214	  0.0168	  1.7962	   1.796	  10.745
  215	  0.0176	  1.8037	   1.804	  10.795
  216	  0.0184	  1.8125	   1.812	  10.845
  217	  0.0184	  1.8212	   1.821	  10.895
  218	  0.0184	  1.8288	   1.829	  10.945
  219	  0.0188	  1.8375	   1.837	  10.995
  220	  0.0192	  1.8462	   1.846	  11.045
  221	  0.0184	  1.8550	   1.855	  11.095
  222	  0.0196	  1.8625	   1.862	  11.145
  223	  0.0188	  1.8712	   1.871	  11.195
  224	  0.0188	  1.8800	   1.880	  11.245
  225	  0.0188	  1.8875	   1.887	  11.295
  226	  0.0188	  1.8963	   1.896	  11.345
  227	  0.0184	  1.9050	   1.905	  11.395
  228	  0.0180	  1.9137	   1.914	  11.445
  229	  0.0188	  1.9212	   1.921	  11.495
  230	  0.0188	  1.9300	   1.930	  11.545
  231	  0.0192	  1.9387	   1.939	  11.595
  232	  0.0192	  1.9462	   1.946	  11.645
  233	  0.0188	  1.9550	   1.955	  11.695
  234	  0.0188	  1.9638	   1.964	  11.745
  235	  0.0196	  1.9712	   1.971	  11.795
  236	  0.0196	  1.9800	   1.980	  11.845
  237	  0.0192	  1.9887	   1.989	  11.895
  238	  0.0188	  1.9962	   1.996	  11.945
  239	  0.0196	  2.0050	   2.005	  11.995
  240	  0.0192	  2.0137	   2.014	  12.045
  241	  0.0192	  2.0225	   2.023	  12.095
  242	  0.0196	  2.0300	   2.030	  12.145
  243	  0.0192	  2.0387	   2.039	  12.195
  244	  0.0192	  2.0475	   2.047	  12.245
  245	  0.0192	  2.0550	   2.055	  12.295
  246	  0.0196	  2.0638	   2.064	  12.345
  247	  0.0204	  2.0725	   2.072	  12.395
  248	  0.0200	  2.0800	   2.080	  12.445
  249	  0.0196	  2.0887	   2.089	  12.495
  250	  0.0200	  2.0975	   2.097	  12.545
  251	  0.0204	  2.1063	   2.106	  12.595
  252	  0.0200	  2.1137	   2.114	  12.645
  253	  0.0200	  2.1225	   2.122	  12.695
  254	  0.0204	  2.1312	   2.131	  12.745
  255	  0.0208	  2.1400	   2.140	  12.795
  256	  0.0212	  2.1475	   2.148	  12.845
  257	  0.0208	  2.1562	   2.156	  12.895
  258	  0.0212	  2.1650	   2.165	  12.945
  259	  0.0212	  2.1725	   2.172	  12.995
  260	  0.0208	  2.1812	   2.181	  13.045
  261	  0.0216	  2.1900	   2.190	  13.095
  262	  0.0220	  2.1975	   2.197	  13.145
  263	  0.0216	  2.2062	   2.206	  13.195
  264	  0.0220	  2.2150	   2.215	  13.245
  265	  0.0216	  2.2225	   2.222	  13.295
  266	  0.0208	  2.2313	   2.231	  13.345
  267	  0.0208	  2.2400	   2.240	  13.395
  268	  0.0208	  2.2475	   2.247	  13.445
  269	  0.0204	  2.2562	   2.256	  13.495
  270	  0.0208	  2.2650	   2.265	  13.545
  271	  0.0208	  2.2725	   2.273	  13.595
  272	  0.0204	  2.2812	   2.281	  13.645
  273	  0.0216	  2.2900	   2.290	  13.695
  274	  0.0216	  2.2975	   2.297	  13.745
  275	  0.0216	  2.3062	   2.306	  13.795
  276	  0.0212	  2.3150	   2.315	  13.845
  277	  0.0216	  2.3225	   2.322	  13.895
  278	  0.0224	  2.3312	   2.331	  13.945
  279	  0.0220	  2.3400	   2.340	  13.995
  280	  0.0224	  2.3487	   2.349	  14.045
  281	  0.0220	  2.3563	   2.356	  14.095
  282	  0.0220	  2.3650	   2.365	  14.145
  283	  0.0224	  2.3737	   2.374	  14.195
  284	  0.0220	  2.3812	   2.381	  14.245
  285	  0.0220	  2.3900	   2.390	  14.295
  286	  0.0224	  2.3987	   2.399	  14.345
  287	  0.0232	  2.4062	   2.406	  14.395
  288	  0.0228	  2.4150	   2.415	  14.445
  289	  0.0224	  2.4237	   2.424	  14.495
  290	  0.0224	  2.4312	   2.431	  14.545
  291	  0.0224	  2.4400	   2.440	  14.595
  292	  0.0224	  2.4488	   2.449	  14.645
  293	  0.0228	  2.4562	   2.456	  14.695
  294	  0.0236	  2.4650	   2.465	  14.745
  295	  0.0236	  2.4737	   2.474	  14.795
  296	  0.0232	  2.4825	   2.482	  14.845
  297	  0.0232	  2.4900	   2.490	  14.895
  298	  0.0232	  2.4987	   2.499	  14.945
  299	  0.0236	  2.5075	   2.507	  14.995
  300	  0.0236	  2.5150	   2.515	  15.045
  301	  0.0240	  2.5237	   2.524	  15.095
  302	  0.0248	  2.5325	   2.533	  15.145
  303	  0.0244	  2.5400	   2.540	  15.195
  304	  0.0244	  2.5487	   2.549	  15.245
  305	  0.0244	  2.5575	   2.557	  15.295
  306	  0.0244	  2.5650	   2.565	  15.345
  307	  0.0244	  2.5738	   2.574	  15.395
  308	  0.0244	  2.5812	   2.581	  15.445
  309	  0.0248	  2.5900	   2.590	  15.495
  310	  0.0244	  2.5987	   2.599	  15.545
  311	  0.0244	  2.6075	   2.607	  15.595
  312	  0.0244	  2.6150	   2.615	  15.645
  313	  0.0252	  2.6237	   2.624	  15.695
  314	  0.0248	  2.6325	   2.632	  15.745
  315	  0.0248	  2.6412	   2.641	  15.795
  316	  0.0248	  2.6487	   2.649	  15.845
  317	  0.0252	  2.6575	   2.658	  15.895
  318	  0.0252	  2.6662	   2.666	  15.945
  319	  0.0252	  2.6737	   2.674	  15.995
  320	  0.0252	  2.6825	   2.682	  16.045
  321	  0.0252	  2.6912	   2.691	  16.095
  322	  0.0252	  2.6988	   2.699	  16.145
  323	  0.0260	  2.7075	   2.707	  16.195
  324	  0.0252	  2.7162	   2.716	  16.245
  325	  0.0252	  2.7250	   2.725	  16.295
  326	  0.0260	  2.7325	   2.732	  16.345
  327	  0.0260	  2.7413	   2.741	  16.395
  328	  0.0260	  2.7500	   2.750	  16.445
  329	  0.0260	  2.7575	   2.757	  16.495
  330	  0.0260	  2.7662	   2.766	  16.545
  331	  0.0264	  2.7750	   2.775	  16.595
  332	  0.0268	  2.7837	   2.784	  16.645
  333	  0.0260	  2.7912	   2.791	  16.695
  334	  0.0264	  2.8000	   2.800	  16.745
  335	  0.0264	  2.8087	   2.809	  16.795
  336	  0.0272	  2.8162	   2.816	  16.845
  337	  0.0272	  2.8250	   2.825	  16.895
  338	  0.0272	  2.8338	   2.834	  16.945
  339	  0.0268	  2.8412	   2.841	  16.995
  340	  0.0268	  2.8500	   2.850	  17.045
  341	  0.0272	  2.8587	   2.859	  17.095
  342	  0.0276	  2.8675	   2.867	  17.145
  343	  0.0268	  2.8763	   2.876	  17.195
  344	  0.0272	  2.8837	   2.884	  17.245
  345	  0.0280	  2.8925	   2.892	  17.295
  346	  0.0276	  2.9012	   2.901	  17.345
  347	  0.0276	  2.9087	   2.909	  17.395
  348	  0.0276	  2.9175	   2.918	  17.445
  349	  0.0280	  2.9262	   2.926	  17.495
  350	  0.0268	  2.9350	   2.935	  17.545
  351	  0.0272	  2.9425	   2.942	  17.595
  352	  0.0272	  2.9512	   2.951	  17.645
  353	  0.0276	  2.9600	   2.960	  17.695
  354	  0.0276	  2.9675	   2.967	  17.745
  355	  0.0284	  2.9762	   2.976	  17.795
  356	  0.0288	  2.9850	   2.985	  17.845
  357	  0.0284	  2.9937	   2.994	  17.895
  358	  0.0284	  3.0013	   3.001	  17.945
  359	  0.0288	  3.0100	   3.010	  17.995
  360	  0.0292	  3.0187	   3.019	  18.045
  361	  0.0292	  3.0275	   3.027	  18.095
  362	  0.0292	  3.0350	   3.035	  18.145
  363	  0.0300	  3.0438	   3.044	  18.195
  364	  0.0296	  3.0525	   3.053	  18.245
  365	  0.0296	  3.0612	   3.061	  18.295
  366	  0.0300	  3.0687	   3.069	  18.345
  367	  0.0304	  3.0775	   3.077	  18.395
  368	  0.0300	  3.0862	   3.086	  18.445
  369	  0.0300	  3.0938	   3.094	  18.495
  370	  0.0304	  3.1025	   3.102	  18.545
  371	  0.0312	  3.1112	   3.111	  18.595
  372	  0.0308	  3.1187	   3.119	  18.645
  373	  0.0304	  3.1275	   3.127	  18.695
  374	  0.0304	  3.1363	   3.136	  18.745
  375	  0.0300	  3.1437	   3.144	  18.795
  376	  0.0304	  3.1525	   3.152	  18.845
  377	  0.0304	  3.1612	   3.161	  18.895
  378	  0.0304	  3.1700	   3.170	  18.945
  379	  0.0312	  3.1775	   3.178	  18.995
  380	  0.0312	  3.1862	   3.186	  19.045
  381	  0.0316	  3.1950	   3.195	  19.095
  382	  0.0312	  3.2037	   3.204	  19.145
  383	  0.0312	  3.2112	   3.211	  19.195
  384	  0.0312	  3.2200	   3.220	  19.245
  385	  0.0316	  3.2287	   3.229	  19.295
  386	  0.0316	  3.2362	   3.236	  19.345
  387	  0.0320	  3.2450	   3.245	  19.395
  388	  0.0316	  3.2537	   3.254	  19.445
  389	  0.0316	  3.2613	   3.261	  19.495
  390	  0.0328	  3.2700	   3.270	  19.545
  391	  0.0324	  3.2787	   3.279	  19.595
  392	  0.0324	  3.2862	   3.286	  19.645
  393	  0.0324	  3.2950	   3.295	  19.695
  394	  0.0328	  3.3038	   3.304	  19.745
  395	  0.0328	  3.3125	   3.312	  19.795
  396	  0.0328	  3.3200	   3.320	  19.845
  397	  0.0332	  3.3287	   3.329	  19.895
  398	  0.0332	  3.3362	   3.336	  19.945
  399	  0.0336	  3.3450	   3.345	  19.995
  400	  0.0336	  3.3537	   3.354	  20.045
  401	  0.0336	  3.3625	   3.362	  20.095
  402	  0.0332	  3.3700	   3.370	  20.145
  403	  0.0332	  3.3787	   3.379	  20.195
  404	  0.0336	  3.3875	   3.387	  20.245
  405	  0.0340	  3.3950	   3.395	  20.295
  406	  0.0336	  3.4037	   3.404	  20.345
  407	  0.0340	  3.4125	   3.412	  20.395
  408	  0.0340	  3.4200	   3.420	  20.445
  409	  0.0340	  3.4288	   3.429	  20.495
  410	  0.0336	  3.4375	   3.438	  20.545
  411	  0.0336	  3.4462	   3.446	  20.595
  412	  0.0336	  3.4537	   3.454	  20.645
  413	  0.0336	  3.4625	   3.462	  20.695
  414	  0.0340	  3.4712	   3.471	  20.745
  415	  0.0332	  3.4787	   3.479	  20.795
  416	  0.0336	  3.4875	   3.487	  20.845
  417	  0.0340	  3.4962	   3.496	  20.895
  418	  0.0344	  3.5037	   3.504	  20.945
  419	  0.0348	  3.5125	   3.512	  20.995
  420	  0.0352	  3.5200	   3.520	  21.045
  421	  0.0352	  3.5287	   3.529	  21.095
  422	  0.0352	  3.5375	   3.537	  21.145
  423	  0.0352	  3.5450	   3.545	  21.195
  424	  0.0356	  3.5538	   3.554	  21.245
  425	  0.0360	  3.5625	   3.562	  21.295
  426	  0.0364	  3.5700	   3.570	  21.345
  427	  0.0364	  3.5787	   3.579	  21.395
  428	  0.0372	  3.5875	   3.587	  21.445
  429	  0.0368	  3.5950	   3.595	  21.495
  430	  0.0372	  3.6037	   3.604	  21.545
  431	  0.0376	  3.6125	   3.612	  21.595
  432	  0.0372	  3.6200	   3.620	  21.645
  433	  0.0372	  3.6287	   3.629	  21.695
  434	  0.0368	  3.6375	   3.637	  21.745
  435	  0.0372	  3.6450	   3.645	  21.795
  436	  0.0372	  3.6537	   3.654	  21.845
  437	  0.0372	  3.6625	   3.662	  21.895
  438	  0.0376	  3.6700	   3.670	  21.945
  439	  0.0376	  3.6787	   3.679	  21.995
  440	  0.0380	  3.6875	   3.688	  22.045
  441	  0.0376	  3.6962	   3.696	  22.095
  442	  0.0384	  3.7037	   3.704	  22.145
  443	  0.0388	  3.7125	   3.712	  22.195
  444	  0.0388	  3.7200	   3.720	  22.245
  445	  0.0384	  3.7287	   3.729	  22.295
  446	  0.0388	  3.7375	   3.737	  22.345
  447	  0.0392	  3.7462	   3.746	  22.395
  448	  0.0392	  3.7537	   3.754	  22.445
  449	  0.0392	  3.7625	   3.762	  22.495
  450	  0.0392	  3.7713	   3.771	  22.545
  451	  0.0400	  3.7787	   3.779	  22.595
  452	  0.0396	  3.7875	   3.787	  22.645
  453	  0.0392	  3.7950	   3.795	  22.695
  454	  0.0388	  3.8037	   3.804	  22.745
  455	  0.0396	  3.8125	   3.812	  22.795
  456	  0.0400	  3.8200	   3.820	  22.845
  457	  0.0404	  3.8287	   3.829	  22.895
  458	  0.0400	  3.8362	   3.836	  22.945
  459	  0.0408	  3.8450	   3.845	  22.995
  460	  0.0404	  3.8537	   3.854	  23.045
  461	  0.0404	  3.8625	   3.862	  23.095
  462	  0.0412	  3.8700	   3.870	  23.145
  463	  0.0412	  3.8787	   3.879	  23.195
  464	  0.0412	  3.8863	   3.886	  23.245
  465	  0.0408	  3.8950	   3.895	  23.295
  466	  0.0412	  3.9037	   3.904	  23.345
  467	  0.0420	  3.9125	   3.912	  23.395
  468	  0.0420	  3.9200	   3.920	  23.445
  469	  0.0420	  3.9287	   3.929	  23.495
  470	  0.0416	  3.9375	   3.938	  23.545
  471	  0.0416	  3.9450	   3.945	  23.595
  472	  0.0420	  3.9537	   3.954	  23.645
  473	  0.0424	  3.9625	   3.962	  23.695
  474	  0.0424	  3.9700	   3.970	  23.745
  475	  0.0428	  3.9787	   3.979	  23.795
  476	  0.0424	  3.9875	   3.987	  23.845
  477	  0.0428	  3.9950	   3.995	  23.895
  478	  0.0432	  4.0037	   4.004	  23.945
  479	  0.0432	  4.0125	   4.012	  23.995
  480	  0.0428	  4.0200	   4.020	  24.045
  481	  0.0428	  4.0287	   4.029	  24.095
  482	  0.0432	  4.0375	   4.037	  24.145
  483	  0.0432	  4.0450	   4.045	  24.195
  484	  0.0436	  4.0538	   4.054	  24.245
  485	  0.0440	  4.0612	   4.061	  24.295
  486	  0.0444	  4.0700	   4.070	  24.345
  487	  0.0444	  4.0788	   4.079	  24.395
  488	  0.0444	  4.0862	   4.086	  24.445
  489	  0.0440	  4.0950	   4.095	  24.495
  490	  0.0444	  4.1037	   4.104	  24.545
  491	  0.0448	  4.1112	   4.111	  24.595
  492	  0.0448	  4.1200	   4.120	  24.645
  493	  0.0448	  4.1287	   4.129	  24.695
  494	  0.0452	  4.1363	   4.136	  24.745
  495	  0.0452	  4.1450	   4.145	  24.795
  496	  0.0452	  4.1537	   4.154	  24.845
  497	  0.0452	  4.1625	   4.162	  24.895
  498	  0.0456	  4.1700	   4.170	  24.945
  499	  0.0452	  4.1788	   4.179	  24.995
  500	  0.0456	  4.1862	   4.186	  25.045
  501	  0.0464	  4.1950	   4.195	  25.095
  502	  0.0464	  4.2038	   4.204	  25.145
  503	  0.0468	  4.2112	   4.211	  25.195
  504	  0.0468	  4.2200	   4.220	  25.245
  505	  0.0472	  4.2287	   4.229	  25.295
  506	  0.0468	  4.2362	   4.236	  25.345
  507	  0.0476	  4.2450	   4.245	  25.395
  508	  0.0468	  4.2537	   4.254	  25.445
  509	  0.0464	  4.2625	   4.262	  25.495
  510	  0.0472	  4.2700	   4.270	  25.545
  511	  0.0472	  4.2787	   4.279	  25.595
  512	  0.0468	  4.2875	   4.287	  25.645
  513	  0.0480	  4.2950	   4.295	  25.695
  514	  0.0480	  4.3038	   4.304	  25.745
  515	  0.0476	  4.3112	   4.311	  25.795
  516	  0.0476	  4.3200	   4.320	  25.845
  517	  0.0484	  4.3288	   4.329	  25.895
  518	  0.0484	  4.3362	   4.336	  25.945
  519	  0.0488	  4.3450	   4.345	  25.995
  520	  0.0492	  4.3525	   4.352	  26.045
  521	  0.0492	  4.3612	   4.361	  26.095
  522	  0.0488	  4.3700	   4.370	  26.145
  523	  0.0488	  4.3775	   4.378	  26.195
  524	  0.0492	  4.3863	   4.386	  26.245
  525	  0.0492	  4.3950	   4.395	  26.295
  526	  0.0492	  4.4025	   4.402	  26.345
  527	  0.0484	  4.4113	   4.411	  26.395
  528	  0.0484	  4.4200	   4.420	  26.445
  529	  0.0492	  4.4275	   4.427	  26.495
  530	  0.0496	  4.4362	   4.436	  26.545
  531	  0.0504	  4.4450	   4.445	  26.595
  532	  0.0496	  4.4538	   4.454	  26.645
  533	  0.0500	  4.4612	   4.461	  26.695
  534	  0.0508	  4.4700	   4.470	  26.745
  535	  0.0512	  4.4787	   4.479	  26.795
  536	  0.0512	  4.4862	   4.486	  26.845
  537	  0.0508	  4.4950	   4.495	  26.895
  538	  0.0512	  4.5037	   4.504	  26.945
  539	  0.0520	  4.5113	   4.511	  26.995
  540	  0.0520	  4.5200	   4.520	  27.045
  541	  0.0520	  4.5287	   4.529	  27.095
  542	  0.0528	  4.5363	   4.536	  27.145
  543	  0.0520	  4.5450	   4.545	  27.195
  544	  0.0528	  4.5538	   4.554	  27.245
  545	  0.0528	  4.5612	   4.561	  27.295
  546	  0.0524	  4.5700	   4.570	  27.345
  547	  0.0520	  4.5788	   4.579	  27.395
  548	  0.0524	  4.5862	   4.586	  27.445
  549	  0.0524	  4.5950	   4.595	  27.495
  550	  0.0524	  4.6037	   4.604	  27.545
  551	  0.0528	  4.6112	   4.611	  27.595
  552	  0.0528	  4.6200	   4.620	  27.645
  553	  0.0528	  4.6275	   4.628	  27.695
  554	  0.0536	  4.6363	   4.636	  27.745
  555	  0.0544	  4.6450	   4.645	  27.795
