Index,Load (kN),Defor (mm)
5620,14.036,1.026
5621,14.036,1.0273
5622,14.036,1.0285
5623,14.036,1.0285
5624,14.04,1.0298
5625,14.036,1.031
5626,14.04,1.031
5627,14.04,1.0323
5628,14.04,1.0335
5629,14.04,1.0335
5630,14.04,1.0348
5631,14.04,1.0348
5632,14.04,1.036
5633,14.04,1.0373
5634,14.04,1.0385
5635,14.04,1.0385
5636,14.04,1.0398
5637,14.04,1.041
5638,14.044,1.041
5639,14.04,1.0423
5640,14.044,1.0435
5641,14.044,1.0435
5642,14.044,1.0448
5643,14.044,1.0448
5644,14.044,1.046
5645,14.044,1.0473
5646,14.044,1.0485
5647,14.044,1.0485
5648,14.044,1.0498
5649,14.044,1.051
5650,14.044,1.051
5651,14.044,1.0523
5652,14.044,1.0535
5653,14.048,1.0535
5654,14.048,1.0548
5655,14.048,1.056
5656,14.048,1.056
5657,14.048,1.0573
5658,14.048,1.0585
5659,14.048,1.0585
5660,14.048,1.0598
5661,14.052,1.061
5662,14.048,1.061
5663,14.048,1.0623
5664,14.048,1.0635
5665,14.048,1.0635
5666,14.052,1.0648
5667,14.052,1.066
5668,14.052,1.066
5669,14.052,1.0673
5670,14.052,1.0685
5671,14.052,1.0685
5672,14.052,1.0698
5673,14.052,1.071
5674,14.052,1.071
5675,14.052,1.0723
5676,14.052,1.0735
5677,14.052,1.0735
5678,14.056,1.0748
5679,14.052,1.076
5680,14.052,1.076
5681,14.052,1.0773
5682,14.056,1.0785
5683,14.056,1.0785
5684,14.056,1.0798
5685,14.056,1.081
5686,14.056,1.081
5687,14.056,1.0823
5688,14.056,1.0835
5689,14.056,1.0835
5690,14.056,1.0848
5691,14.06,1.086
5692,14.056,1.086
5693,14.056,1.0873
5694,14.06,1.0885
5695,14.06,1.0885
5696,14.06,1.0898
5697,14.06,1.091
5698,14.056,1.091
5699,14.06,1.0923
5700,14.06,1.0935
5701,14.06,1.0935
5702,14.06,1.0948
5703,14.06,1.096
5704,14.06,1.096
5705,14.064,1.0973
5706,14.06,1.0985
5707,14.06,1.0985
5708,14.06,1.0998
5709,14.06,1.101
5710,14.06,1.101
5711,14.06,1.1023
5712,14.064,1.1035
5713,14.064,1.1035
5714,14.064,1.1048
5715,14.064,1.106
5716,14.064,1.106
5717,14.064,1.1073
5718,14.064,1.1085
5719,14.064,1.1085
5720,14.064,1.1098
5721,14.064,1.111
5722,14.068,1.111
5723,14.064,1.1123
5724,14.064,1.1135
5725,14.068,1.1135
5726,14.068,1.1148
5727,14.068,1.116
5728,14.068,1.116
5729,14.068,1.1173
5730,14.068,1.1185
5731,14.068,1.1185
5732,14.068,1.1198
5733,14.068,1.121
5734,14.068,1.121
5735,14.068,1.1223
5736,14.068,1.1235
5737,14.068,1.1235
5738,14.072,1.1248
5739,14.072,1.126
5740,14.072,1.126
5741,14.072,1.1273
5742,14.072,1.1285
5743,14.072,1.1285
5744,14.072,1.1298
5745,14.072,1.131
5746,14.072,1.131
5747,14.072,1.1323
5748,14.072,1.1335
5749,14.072,1.1335
5750,14.072,1.1348
5751,14.076,1.136
5752,14.072,1.136
5753,14.076,1.1373
5754,14.076,1.1385
5755,14.072,1.1385
5756,14.076,1.1398
5757,14.076,1.141
5758,14.076,1.141
5759,14.076,1.1423
5760,14.076,1.1435
5761,14.076,1.1435
5762,14.076,1.1448
5763,14.076,1.146
5764,14.076,1.146
5765,14.076,1.1473
5766,14.076,1.1485
5767,14.08,1.1485
5768,14.08,1.1498
5769,14.08,1.151
5770,14.076,1.151
5771,14.08,1.1523
5772,14.08,1.1535
5773,14.08,1.1535
5774,14.08,1.1548
5775,14.08,1.156
5776,14.08,1.156
5777,14.08,1.1573
5778,14.08,1.1585
5779,14.08,1.1585
5780,14.08,1.1598
5781,14.08,1.161
5782,14.08,1.161
5783,14.08,1.1623
5784,14.084,1.1635
5785,14.08,1.1635
5786,14.084,1.1648
5787,14.084,1.166
5788,14.084,1.166
5789,14.084,1.1673
5790,14.084,1.1685
5791,14.084,1.1685
5792,14.084,1.1698
5793,14.084,1.171
5794,14.084,1.171
5795,14.088,1.1723
5796,14.084,1.1735
5797,14.088,1.1735
5798,14.088,1.1748
5799,14.084,1.1748
5800,14.088,1.176
5801,14.084,1.1773
5802,14.088,1.1785
5803,14.088,1.1785
5804,14.088,1.1798
5805,14.088,1.181
5806,14.088,1.181
5807,14.088,1.1823
5808,14.092,1.1835
5809,14.088,1.1835
5810,14.088,1.1848
5811,14.088,1.1848
5812,14.092,1.186
5813,14.088,1.1873
5814,14.092,1.1885
5815,14.092,1.1885
5816,14.092,1.1898
5817,14.092,1.191
5818,14.092,1.191
5819,14.092,1.1923
5820,14.092,1.1935
5821,14.092,1.1935
5822,14.092,1.1948
5823,14.092,1.196
5824,14.092,1.196
5825,14.092,1.1973
5826,14.096,1.1985
5827,14.096,1.1985
5828,14.096,1.1998
5829,14.096,1.201
5830,14.096,1.201
5831,14.096,1.2023
5832,14.096,1.2035
5833,14.096,1.2035
5834,14.096,1.2048
5835,14.096,1.206
5836,14.096,1.206
5837,14.096,1.2073
5838,14.096,1.2085
5839,14.096,1.2085
5840,14.096,1.2098
5841,14.1,1.211
5842,14.096,1.211
5843,14.1,1.2123
5844,14.1,1.2135
5845,14.1,1.2135
5846,14.1,1.2148
5847,14.1,1.216
5848,14.1,1.216
5849,14.1,1.2173
5850,14.1,1.2185
5851,14.1,1.2185
5852,14.1,1.2198
5853,14.1,1.221
5854,14.1,1.221
5855,14.1,1.2223
5856,14.1,1.2235
5857,14.104,1.2235
5858,14.104,1.2248
5859,14.104,1.226
5860,14.104,1.226
5861,14.104,1.2273
5862,14.104,1.2285
5863,14.104,1.2285
5864,14.104,1.2298
5865,14.104,1.231
5866,14.108,1.231
5867,14.104,1.2323
5868,14.104,1.2335
5869,14.104,1.2335
5870,14.104,1.2348
5871,14.108,1.236
5872,14.108,1.236
5873,14.104,1.2373
5874,14.104,1.2385
5875,14.108,1.2385
5876,14.108,1.2398
5877,14.108,1.241
5878,14.108,1.241
5879,14.108,1.2423
5880,14.108,1.2435
5881,14.112,1.2435
5882,14.108,1.2448
5883,14.112,1.246
5884,14.108,1.246
5885,14.108,1.2473
5886,14.112,1.2485
5887,14.112,1.2485
5888,14.112,1.2498
5889,14.112,1.251
5890,14.112,1.251
5891,14.112,1.2523
5892,14.112,1.2535
5893,14.112,1.2535
5894,14.112,1.2548
5895,14.112,1.256
5896,14.116,1.256
5897,14.112,1.2573
5898,14.112,1.2585
5899,14.112,1.2598
5900,14.112,1.2598
5901,14.112,1.261
5902,14.116,1.261
5903,14.116,1.2623
5904,14.116,1.2635
5905,14.116,1.2635
5906,14.116,1.2648
5907,14.116,1.266
5908,14.116,1.266
5909,14.116,1.2673
5910,14.112,1.2685
5911,14.116,1.2685
5912,14.116,1.2698
5913,14.116,1.271
5914,14.116,1.271
5915,14.116,1.2723
5916,14.116,1.2735
5917,14.116,1.2735
5918,14.116,1.2748
5919,14.116,1.276
5920,14.116,1.276
5921,14.116,1.2773
5922,14.12,1.2785
5923,14.12,1.2785
5924,14.12,1.2798
5925,14.12,1.281
5926,14.12,1.281
5927,14.12,1.2823
5928,14.12,1.2835
5929,14.12,1.2835
5930,14.12,1.2848
5931,14.12,1.286
5932,14.12,1.286
5933,14.12,1.2873
5934,14.12,1.2885
5935,14.12,1.2885
5936,14.12,1.2898
5937,14.124,1.291
5938,14.124,1.291
5939,14.124,1.2923
5940,14.124,1.2935
5941,14.124,1.2935
5942,14.124,1.2948
5943,14.124,1.296
5944,14.124,1.296
5945,14.128,1.2973
5946,14.124,1.2985
5947,14.124,1.2985
5948,14.128,1.2998
5949,14.124,1.301
5950,14.124,1.301
5951,14.124,1.3023
5952,14.124,1.3035
5953,14.128,1.3035
5954,14.128,1.3048
5955,14.128,1.306
5956,14.128,1.306
5957,14.128,1.3073
5958,14.128,1.3085
5959,14.128,1.3085
5960,14.128,1.3098
5961,14.132,1.311
5962,14.128,1.311
5963,14.128,1.3123
5964,14.132,1.3135
5965,14.128,1.3135
5966,14.132,1.3148
5967,14.128,1.316
5968,14.128,1.316
5969,14.132,1.3173
5970,14.132,1.3185
5971,14.132,1.3185
5972,14.132,1.3198
5973,14.132,1.321
5974,14.132,1.321
5975,14.132,1.3223
5976,14.132,1.3235
5977,14.132,1.3235
5978,14.132,1.3248
5979,14.136,1.326
5980,14.136,1.326
5981,14.136,1.3273
5982,14.136,1.3285
5983,14.136,1.3285
5984,14.136,1.3298
5985,14.136,1.331
5986,14.136,1.331
5987,14.136,1.3323
5988,14.14,1.3335
5989,14.136,1.3335
5990,14.136,1.3348
5991,14.136,1.336
5992,14.136,1.336
5993,14.136,1.3373
5994,14.136,1.3385
5995,14.14,1.3385
5996,14.14,1.3398
5997,14.14,1.341
5998,14.14,1.341
5999,14.14,1.3423
6000,14.14,1.3435
6001,14.14,1.3435
6002,14.14,1.3448
6003,14.14,1.346
6004,14.14,1.346
6005,14.14,1.3473
6006,14.14,1.3485
6007,14.14,1.3485
6008,14.14,1.3498
6009,14.14,1.351
6010,14.14,1.351
6011,14.144,1.3523
6012,14.144,1.3535
6013,14.144,1.3535
6014,14.144,1.3548
6015,14.144,1.356
6016,14.144,1.356
6017,14.144,1.3573
6018,14.144,1.3585
6019,14.144,1.3585
6020,14.144,1.3598
6021,14.144,1.361
6022,14.144,1.361
6023,14.144,1.3623
6024,14.144,1.3635
6025,14.148,1.3635
6026,14.148,1.3648
6027,14.148,1.366
6028,14.148,1.366
6029,14.148,1.3673
6030,14.148,1.3685
6031,14.148,1.3685
6032,14.148,1.3698
6033,14.148,1.371
6034,14.148,1.371
6035,14.148,1.3723
6036,14.148,1.3735
6037,14.148,1.3735
6038,14.148,1.3748
6039,14.152,1.376
6040,14.152,1.376
6041,14.148,1.3773
6042,14.152,1.3785
6043,14.148,1.3785
6044,14.152,1.3798
6045,14.152,1.381
6046,14.152,1.381
6047,14.152,1.3823
6048,14.152,1.3835
6049,14.152,1.3835
6050,14.152,1.3848
6051,14.152,1.386
6052,14.152,1.386
6053,14.156,1.3873
6054,14.152,1.3885
6055,14.152,1.3885
6056,14.156,1.3898
6057,14.156,1.391
6058,14.156,1.391
6059,14.156,1.3923
6060,14.156,1.3935
6061,14.152,1.3948
6062,14.156,1.3948
6063,14.156,1.396
6064,14.156,1.3973
6065,14.156,1.3973
6066,14.156,1.3985
6067,14.156,1.3998
6068,14.156,1.3998
6069,14.156,1.401
6070,14.156,1.401
6071,14.156,1.4023
6072,14.156,1.4035
6073,14.156,1.4035
6074,14.156,1.4048
6075,14.156,1.406
6076,14.156,1.406
6077,14.156,1.4073
6078,14.16,1.4085
6079,14.16,1.4098
6080,14.156,1.4098
6081,14.16,1.411
6082,14.16,1.411
6083,14.16,1.4123
6084,14.16,1.4135
6085,14.16,1.4135
6086,14.16,1.4148
6087,14.16,1.416
6088,14.16,1.416
6089,14.16,1.4173
6090,14.16,1.4185
6091,14.164,1.4185
6092,14.16,1.4198
6093,14.16,1.421
6094,14.164,1.421
6095,14.164,1.4223
6096,14.164,1.4235
6097,14.164,1.4235
6098,14.164,1.4248
6099,14.164,1.426
6100,14.164,1.426
6101,14.164,1.4273
6102,14.164,1.4285
6103,14.164,1.4298
6104,14.168,1.4298
6105,14.164,1.431
6106,14.168,1.431
6107,14.168,1.4323
6108,14.168,1.4335
6109,14.168,1.4348
6110,14.168,1.4348
6111,14.168,1.436
6112,14.168,1.436
6113,14.168,1.4373
6114,14.168,1.4385
6115,14.168,1.4398
6116,14.168,1.4398
6117,14.168,1.441
6118,14.168,1.4423
6119,14.168,1.4423
6120,14.168,1.4435
6121,14.172,1.4448
6122,14.172,1.4448
6123,14.172,1.446
6124,14.172,1.4473
6125,14.172,1.4473
6126,14.172,1.4485
6127,14.172,1.4498
6128,14.172,1.4498
6129,14.172,1.451
6130,14.172,1.4523
6131,14.172,1.4523
6132,14.172,1.4535
6133,14.172,1.4548
6134,14.172,1.4548
6135,14.172,1.456
6136,14.172,1.4573
6137,14.176,1.4573
6138,14.176,1.4585
6139,14.176,1.4598
6140,14.176,1.4598
6141,14.176,1.461
6142,14.176,1.4623
6143,14.176,1.4623
6144,14.176,1.4635
6145,14.176,1.4648
6146,14.176,1.4648
6147,14.176,1.466
6148,14.176,1.4673
6149,14.176,1.4673
6150,14.18,1.4685
6151,14.18,1.4698
6152,14.176,1.4698
6153,14.176,1.471
6154,14.176,1.4723
6155,14.18,1.4723
6156,14.18,1.4735
6157,14.18,1.4748
6158,14.18,1.4748
6159,14.18,1.476
6160,14.18,1.4773
6161,14.18,1.4773
6162,14.18,1.4785
6163,14.18,1.4798
6164,14.18,1.4798
6165,14.18,1.481
6166,14.18,1.4823
6167,14.18,1.4823
6168,14.18,1.4835
6169,14.18,1.4848
6170,14.18,1.4848
6171,14.18,1.486
6172,14.18,1.4873
6173,14.18,1.4873
6174,14.18,1.4885
6175,14.18,1.4898
6176,14.184,1.4898
6177,14.184,1.491
6178,14.184,1.4923
6179,14.184,1.4923
6180,14.184,1.4935
6181,14.184,1.4948
6182,14.184,1.4948
6183,14.184,1.496
6184,14.184,1.4973
6185,14.184,1.4973
6186,14.188,1.4985
6187,14.184,1.4998
6188,14.184,1.501
6189,14.188,1.501
6190,14.184,1.5023
6191,14.188,1.5023
6192,14.188,1.5035
6193,14.188,1.5048
6194,14.188,1.5048
6195,14.188,1.506
6196,14.188,1.5073
6197,14.188,1.5085
6198,14.188,1.5085
6199,14.188,1.5098
6200,14.188,1.511
6201,14.188,1.511
6202,14.188,1.5123
6203,14.188,1.5135
6204,14.188,1.5135
6205,14.188,1.5148
6206,14.188,1.5148
6207,14.188,1.516
6208,14.188,1.5173
6209,14.192,1.5173
6210,14.192,1.5185
6211,14.192,1.5198
6212,14.192,1.521
6213,14.192,1.521
6214,14.192,1.5223
6215,14.192,1.5235
6216,14.192,1.5235
6217,14.192,1.5248
6218,14.192,1.5248
6219,14.192,1.526
6220,14.192,1.5273
6221,14.192,1.5273
6222,14.192,1.5285
6223,14.192,1.5298
6224,14.192,1.531
6225,14.196,1.531
6226,14.192,1.5323
6227,14.192,1.5323
6228,14.196,1.5335
6229,14.196,1.5348
6230,14.196,1.5348
6231,14.196,1.536
6232,14.196,1.5373
6233,14.196,1.5373
6234,14.196,1.5385
6235,14.196,1.5398
6236,14.196,1.541
6237,14.196,1.541
6238,14.196,1.5423
6239,14.196,1.5423
6240,14.196,1.5435
6241,14.196,1.5448
6242,14.196,1.5448
6243,14.196,1.546
6244,14.196,1.5473
6245,14.196,1.5473
6246,14.196,1.5485
6247,14.196,1.5498
6248,14.2,1.5498
6249,14.196,1.551
6250,14.196,1.5523
6251,14.196,1.5523
6252,14.2,1.5535
6253,14.2,1.5548
6254,14.2,1.5548
6255,14.2,1.556
6256,14.2,1.5573
6257,14.2,1.5573
6258,14.2,1.5585
6259,14.2,1.5598
6260,14.2,1.5598
6261,14.2,1.561
6262,14.2,1.5623
6263,14.2,1.5623
6264,14.204,1.5635
6265,14.204,1.5648
6266,14.204,1.5648
6267,14.204,1.566
6268,14.204,1.5673
6269,14.204,1.5673
6270,14.204,1.5685
6271,14.204,1.5698
6272,14.204,1.5698
6273,14.204,1.571
6274,14.204,1.5723
6275,14.208,1.5723
6276,14.204,1.5735
6277,14.204,1.5748
6278,14.208,1.5748
6279,14.208,1.576
6280,14.208,1.5773
6281,14.204,1.5773
6282,14.208,1.5785
6283,14.208,1.5798
6284,14.208,1.5798
6285,14.208,1.581
6286,14.208,1.5823
6287,14.208,1.5823
6288,14.208,1.5835
6289,14.208,1.5848
6290,14.208,1.5848
6291,14.208,1.586
6292,14.208,1.5873
6293,14.208,1.5873
6294,14.208,1.5885
6295,14.208,1.5898
6296,14.208,1.5898
6297,14.208,1.591
6298,14.208,1.5923
6299,14.208,1.5923
6300,14.212,1.5935
6301,14.208,1.5948
6302,14.208,1.5948
6303,14.212,1.596
6304,14.212,1.5973
6305,14.212,1.5973
6306,14.212,1.5985
6307,14.212,1.5998
6308,14.212,1.5998
6309,14.212,1.601
6310,14.212,1.6023
6311,14.216,1.6023
6312,14.212,1.6035
6313,14.216,1.6048
6314,14.212,1.6048
6315,14.216,1.606
6316,14.216,1.6073
6317,14.216,1.6073
6318,14.216,1.6085
6319,14.216,1.6098
6320,14.216,1.6098
6321,14.216,1.611
6322,14.216,1.6123
6323,14.216,1.6123
6324,14.216,1.6135
6325,14.22,1.6148
6326,14.22,1.6148
6327,14.216,1.616
6328,14.22,1.6173
6329,14.22,1.6173
6330,14.22,1.6185
6331,14.22,1.6198
6332,14.22,1.6198
6333,14.22,1.621
6334,14.22,1.6223
6335,14.22,1.6223
6336,14.22,1.6235
6337,14.22,1.6248
6338,14.22,1.6248
6339,14.22,1.626
6340,14.22,1.6273
6341,14.22,1.6273
6342,14.22,1.6285
6343,14.22,1.6298
6344,14.22,1.6298
6345,14.22,1.631
6346,14.224,1.6323
6347,14.224,1.6323
6348,14.224,1.6335
6349,14.224,1.6348
6350,14.224,1.6348
6351,14.224,1.636
6352,14.224,1.6373
6353,14.224,1.6373
6354,14.224,1.6385
6355,14.224,1.6398
6356,14.224,1.6398
6357,14.224,1.641
6358,14.224,1.6423
6359,14.224,1.6423
6360,14.228,1.6435
6361,14.224,1.6448
6362,14.228,1.6448
6363,14.224,1.646
6364,14.228,1.6473
6365,14.228,1.6473
6366,14.228,1.6485
6367,14.228,1.6498
6368,14.228,1.6498
6369,14.228,1.651
6370,14.228,1.6523
6371,14.228,1.6523
6372,14.228,1.6535
6373,14.228,1.6548
6374,14.228,1.6548
6375,14.228,1.656
6376,14.228,1.6573
6377,14.228,1.6573
6378,14.228,1.6585
6379,14.228,1.6598
6380,14.228,1.661
6381,14.228,1.661
6382,14.228,1.6623
6383,14.228,1.6623
6384,14.228,1.6635
6385,14.228,1.6648
6386,14.232,1.6648
6387,14.232,1.666
6388,14.228,1.6673
6389,14.228,1.6673
6390,14.232,1.6685
6391,14.232,1.6698
6392,14.232,1.671
6393,14.232,1.671
6394,14.232,1.6723
6395,14.232,1.6723
6396,14.232,1.6735
6397,14.232,1.6748
6398,14.232,1.6748
6399,14.232,1.676
6400,14.232,1.6773
6401,14.232,1.6773
6402,14.232,1.6785
6403,14.236,1.6798
6404,14.232,1.681
6405,14.232,1.681
6406,14.236,1.6823
6407,14.236,1.6823
6408,14.236,1.6835
6409,14.236,1.6848
6410,14.236,1.6848
6411,14.236,1.686
6412,14.236,1.6873
6413,14.236,1.6873
6414,14.236,1.6885
6415,14.236,1.6898
6416,14.236,1.691
6417,14.236,1.691
6418,14.236,1.6923
6419,14.236,1.6923
6420,14.236,1.6935
6421,14.236,1.6948
6422,14.236,1.6948
6423,14.236,1.696
6424,14.236,1.6973
6425,14.236,1.6973
6426,14.236,1.6985
6427,14.24,1.6998
6428,14.24,1.6998
6429,14.24,1.701
6430,14.24,1.7023
6431,14.24,1.7023
6432,14.24,1.7035
6433,14.24,1.7048
6434,14.24,1.7048
6435,14.24,1.706
6436,14.24,1.7073
6437,14.24,1.7073
6438,14.244,1.7085
6439,14.244,1.7098
6440,14.244,1.711
6441,14.244,1.711
6442,14.244,1.7123
6443,14.244,1.7123
6444,14.244,1.7135
6445,14.244,1.7148
6446,14.244,1.7148
6447,14.244,1.716
6448,14.244,1.7173
6449,14.244,1.7173
6450,14.244,1.7185
6451,14.244,1.7198
6452,14.244,1.721
6453,14.244,1.721
6454,14.244,1.7223
6455,14.248,1.7223
6456,14.248,1.7235
6457,14.244,1.7248
6458,14.244,1.7248
6459,14.248,1.726
6460,14.248,1.7273
6461,14.248,1.7273
6462,14.248,1.7285
6463,14.248,1.7298
6464,14.248,1.731
6465,14.248,1.731
6466,14.248,1.7323
6467,14.248,1.7323
6468,14.248,1.7335
6469,14.248,1.7348
6470,14.248,1.7348
6471,14.248,1.736
6472,14.248,1.7373
6473,14.252,1.7373
6474,14.248,1.7385
6475,14.252,1.7398
6476,14.248,1.741
6477,14.248,1.741
6478,14.252,1.7423
6479,14.252,1.7435
6480,14.252,1.7435
6481,14.252,1.7448
6482,14.252,1.746
6483,14.252,1.746
6484,14.252,1.7473
6485,14.252,1.7485
6486,14.252,1.7485
6487,14.252,1.7498
6488,14.252,1.751
6489,14.252,1.751
6490,14.252,1.7523
6491,14.252,1.7535
6492,14.252,1.7535
6493,14.252,1.7548
6494,14.256,1.756
6495,14.256,1.756
6496,14.256,1.7573
6497,14.256,1.7585
6498,14.256,1.7585
6499,14.256,1.7598
6500,14.256,1.761
6501,14.256,1.761
6502,14.256,1.7623
6503,14.256,1.7635
6504,14.256,1.7635
6505,14.256,1.7648
6506,14.256,1.766
6507,14.256,1.766
6508,14.256,1.7673
6509,14.256,1.7685
6510,14.256,1.7685
6511,14.256,1.7698
6512,14.256,1.771
6513,14.256,1.771
6514,14.256,1.7723
6515,14.256,1.7735
6516,14.256,1.7735
6517,14.256,1.7748
6518,14.256,1.776
6519,14.256,1.776
6520,14.26,1.7773
6521,14.26,1.7785
6522,14.26,1.7785
6523,14.26,1.7798
6524,14.256,1.781
6525,14.256,1.781
6526,14.256,1.7823
6527,14.26,1.7835
6528,14.26,1.7848
6529,14.26,1.7848
6530,14.26,1.786
6531,14.26,1.7873
6532,14.26,1.7873
6533,14.26,1.7885
6534,14.26,1.7898
6535,14.26,1.7898
6536,14.264,1.791
6537,14.26,1.791
6538,14.26,1.7923
6539,14.264,1.7935
6540,14.26,1.7948
6541,14.26,1.7948
6542,14.26,1.796
6543,14.264,1.7973
6544,14.264,1.7973
6545,14.264,1.7985
6546,14.264,1.7998
6547,14.264,1.7998
6548,14.264,1.801
6549,14.268,1.8098
6550,14.268,1.811
6551,14.268,1.811
6552,14.268,1.8123
6553,14.268,1.8135
6554,14.268,1.8135
6555,14.268,1.8148
6556,14.268,1.816
6557,14.268,1.816
6558,14.268,1.8173
6559,14.268,1.8185
6560,14.268,1.8185
6561,14.268,1.8198
6562,14.268,1.821
6563,14.268,1.821
6564,14.268,1.8223
6565,14.268,1.8223
6566,14.272,1.8235
6567,14.268,1.8248
6568,14.272,1.8248
6569,14.272,1.826
6570,14.268,1.8273
6571,14.272,1.8273
6572,14.272,1.8285
6573,14.272,1.8298
6574,14.272,1.8298
6575,14.272,1.831
6576,14.272,1.8323
6577,14.272,1.8323
6578,14.272,1.8335
6579,14.272,1.8348
6580,14.272,1.8348
6581,14.272,1.836
6582,14.276,1.8373
6583,14.272,1.8373
6584,14.272,1.8385
6585,14.272,1.8398
6586,14.272,1.8398
6587,14.272,1.841
6588,14.276,1.8423
6589,14.276,1.8423
6590,14.276,1.8435
6591,14.276,1.8448
6592,14.276,1.8448
6593,14.276,1.846
6594,14.276,1.8473
6595,14.276,1.8473
6596,14.276,1.8485
6597,14.276,1.8498
6598,14.276,1.8498
6599,14.276,1.851
6600,14.276,1.8523
6601,14.276,1.8523
6602,14.28,1.8535
6603,14.276,1.8548
6604,14.276,1.8548
6605,14.28,1.856
6606,14.28,1.8573
6607,14.276,1.8573
6608,14.28,1.8585
6609,14.28,1.8598
6610,14.28,1.8598
6611,14.28,1.861
6612,14.28,1.8623
6613,14.28,1.8623
6614,14.28,1.8635
6615,14.28,1.8648
6616,14.28,1.8648
6617,14.28,1.866
6618,14.284,1.8673
6619,14.28,1.8673
6620,14.28,1.8685
6621,14.28,1.8698
6622,14.284,1.8698
6623,14.284,1.871
6624,14.284,1.8723
6625,14.284,1.8723
6626,14.28,1.8735
6627,14.284,1.8748
6628,14.284,1.8748
6629,14.284,1.876
6630,14.284,1.8773
6631,14.284,1.8773
6632,14.284,1.8785
6633,14.284,1.8798
6634,14.284,1.8798
6635,14.284,1.881
6636,14.284,1.8823
6637,14.284,1.8823
6638,14.284,1.8835
6639,14.284,1.8848
6640,14.284,1.8848
6641,14.284,1.886
6642,14.284,1.8873
6643,14.284,1.8873
6644,14.284,1.8885
6645,14.288,1.8898
6646,14.288,1.8898
6647,14.284,1.891
6648,14.288,1.8923
6649,14.288,1.8923
6650,14.284,1.8935
6651,14.288,1.8948
6652,14.284,1.8948
6653,14.288,1.896
6654,14.284,1.8973
6655,14.288,1.8973
6656,14.288,1.8985
6657,14.288,1.8998
6658,14.288,1.901
6659,14.288,1.901
6660,14.288,1.9023
6661,14.288,1.9035
6662,14.288,1.9035
6663,14.288,1.9048
6664,14.288,1.9048
6665,14.288,1.906
6666,14.292,1.9073
6667,14.288,1.9073
6668,14.292,1.9085
6669,14.292,1.9098
6670,14.292,1.911
6671,14.292,1.911
6672,14.292,1.9123
6673,14.292,1.9135
6674,14.292,1.9135
6675,14.292,1.9148
6676,14.292,1.916
6677,14.292,1.916
6678,14.292,1.9173
6679,14.292,1.9185
6680,14.292,1.9185
6681,14.292,1.9198
6682,14.292,1.921
6683,14.292,1.921
6684,14.292,1.9223
6685,14.292,1.9235
6686,14.292,1.9235
6687,14.292,1.9248
6688,14.292,1.926
6689,14.292,1.926
6690,14.292,1.9273
6691,14.292,1.9285
6692,14.292,1.9285
6693,14.296,1.9298
6694,14.296,1.931
6695,14.296,1.931
6696,14.296,1.9323
6697,14.296,1.9335
6698,14.296,1.9335
6699,14.296,1.9348
6700,14.296,1.936
6701,14.296,1.936
6702,14.296,1.9373
6703,14.296,1.9385
6704,14.296,1.9385
6705,14.296,1.9398
6706,14.296,1.941
6707,14.296,1.941
6708,14.296,1.9423
6709,14.296,1.9435
6710,14.296,1.9435
6711,14.3,1.9448
6712,14.3,1.946
6713,14.3,1.946
6714,14.296,1.9473
6715,14.296,1.9485
6716,14.3,1.9485
6717,14.3,1.9498
6718,14.3,1.951
6719,14.3,1.951
6720,14.3,1.9523
6721,14.3,1.9535
6722,14.3,1.9535
6723,14.3,1.9548
6724,14.3,1.956
6725,14.3,1.956
6726,14.3,1.9573
6727,14.3,1.9585
6728,14.3,1.9585
6729,14.3,1.9598
6730,14.3,1.961
6731,14.304,1.961
6732,14.3,1.9623
6733,14.3,1.9635
6734,14.3,1.9635
6735,14.3,1.9648
6736,14.3,1.966
6737,14.3,1.966
6738,14.3,1.9673
6739,14.3,1.9685
6740,14.3,1.9685
6741,14.304,1.9698
6742,14.304,1.971
6743,14.304,1.971
6744,14.304,1.9723
6745,14.304,1.9735
6746,14.304,1.9735
6747,14.304,1.9748
6748,14.304,1.976
6749,14.304,1.976
6750,14.304,1.9773
6751,14.304,1.9785
6752,14.304,1.9785
6753,14.304,1.9798
6754,14.304,1.981
6755,14.304,1.981
6756,14.304,1.9823
6757,14.304,1.9823
6758,14.304,1.9835
6759,14.304,1.9848
6760,14.304,1.9848
6761,14.304,1.986
6762,14.304,1.9873
6763,14.308,1.9873
6764,14.308,1.9885
6765,14.308,1.9898
6766,14.308,1.991
6767,14.308,1.991
6768,14.308,1.9923
6769,14.308,1.9923
6770,14.308,1.9935
6771,14.308,1.9948
6772,14.308,1.9948
6773,14.308,1.996
6774,14.308,1.9973
6775,14.312,1.9973
6776,14.308,1.9985
6777,14.308,1.9998
6778,14.308,2.001
6779,14.308,2.001
6780,14.308,2.0023
6781,14.308,2.0023
6782,14.308,2.0035
6783,14.312,2.0048
6784,14.312,2.0048
6785,14.312,2.006
6786,14.312,2.0073
6787,14.308,2.0073
6788,14.312,2.0085
6789,14.312,2.0098
6790,14.312,2.011
6791,14.312,2.011
6792,14.312,2.0123
6793,14.312,2.0123
6794,14.312,2.0135
6795,14.312,2.0148
6796,14.312,2.0148
6797,14.312,2.016
6798,14.312,2.0173
6799,14.312,2.0173
6800,14.312,2.0185
6801,14.316,2.0198
6802,14.316,2.021
6803,14.312,2.021
6804,14.316,2.0223
6805,14.316,2.0235
6806,14.316,2.0235
6807,14.316,2.0248
6808,14.312,2.0248
6809,14.312,2.026
6810,14.316,2.0273
6811,14.316,2.0285
