Index,Load (kN),Defor (mm)
2922,9.088,0.1176
2923,9.092,0.1176
2924,9.096,0.118
2925,9.096,0.118
2926,9.096,0.118
2927,9.104,0.118
2928,9.104,0.118
2929,9.108,0.118
2930,9.108,0.118
2931,9.112,0.118
2932,9.116,0.118
2933,9.12,0.1184
2934,9.12,0.1184
2935,9.124,0.1184
2936,9.124,0.1184
2937,9.128,0.1184
2938,9.132,0.1184
2939,9.132,0.1184
2940,9.136,0.1184
2941,9.14,0.1184
2942,9.14,0.1184
2943,9.144,0.1188
2944,9.148,0.1188
2945,9.152,0.1188
2946,9.152,0.1188
2947,9.152,0.1188
2948,9.156,0.1188
2949,9.16,0.1188
2950,9.16,0.1188
2951,9.168,0.1188
2952,9.168,0.1192
2953,9.172,0.1192
2954,9.172,0.1192
2955,9.176,0.1192
2956,9.18,0.1192
2957,9.184,0.1192
2958,9.188,0.1192
2959,9.188,0.1192
2960,9.192,0.1192
2961,9.192,0.1192
2962,9.196,0.1192
2963,9.196,0.1192
2964,9.2,0.1196
2965,9.204,0.1196
2966,9.204,0.1196
2967,9.208,0.1196
2968,9.212,0.1196
2969,9.212,0.1196
2970,9.216,0.1196
2971,9.22,0.1196
2972,9.22,0.1196
2973,9.224,0.1196
2974,9.228,0.1196
2975,9.232,0.12
2976,9.232,0.12
2977,9.236,0.12
2978,9.24,0.12
2979,9.24,0.12
2980,9.244,0.12
2981,9.244,0.12
2982,9.248,0.12
2983,9.252,0.12
2984,9.252,0.12
2985,9.256,0.1204
2986,9.26,0.1204
2987,9.264,0.1204
2988,9.264,0.1204
2989,9.268,0.1204
2990,9.272,0.1204
2991,9.272,0.1208
2992,9.276,0.1204
2993,9.276,0.1204
2994,9.28,0.1208
2995,9.284,0.1204
2996,9.288,0.1204
2997,9.288,0.1208
2998,9.292,0.1208
2999,9.296,0.1208
3000,9.296,0.1204
3001,9.3,0.1208
3002,9.3,0.1208
3003,9.304,0.1208
3004,9.308,0.1212
3005,9.312,0.1208
3006,9.312,0.1208
3007,9.316,0.1208
3008,9.32,0.1208
3009,9.32,0.1208
3010,9.324,0.1208
3011,9.328,0.1208
3012,9.332,0.1212
3013,9.332,0.1212
3014,9.336,0.1212
3015,9.34,0.1212
3016,9.34,0.1212
3017,9.344,0.1216
3018,9.344,0.1212
3019,9.348,0.1212
3020,9.352,0.1216
3021,9.352,0.1212
3022,9.356,0.1212
3023,9.36,0.1212
3024,9.364,0.1216
3025,9.364,0.1216
3026,9.368,0.1216
3027,9.368,0.1216
3028,9.372,0.1216
3029,9.376,0.1216
3030,9.376,0.1216
3031,9.384,0.122
3032,9.384,0.122
3033,9.388,0.122
3034,9.388,0.122
3035,9.392,0.1216
3036,9.396,0.1216
3037,9.396,0.1216
3038,9.4,0.1216
3039,9.404,0.122
3040,9.404,0.122
3041,9.408,0.122
3042,9.412,0.122
3043,9.416,0.122
3044,9.416,0.122
3045,9.42,0.122
3046,9.42,0.122
3047,9.424,0.122
3048,9.428,0.122
3049,9.428,0.1224
3050,9.432,0.1224
3051,9.436,0.1224
3052,9.44,0.1224
3053,9.44,0.1224
3054,9.444,0.1224
3055,9.448,0.1224
3056,9.448,0.1224
3057,9.452,0.1224
3058,9.456,0.1228
3059,9.456,0.1228
3060,9.46,0.1228
3061,9.464,0.1228
3062,9.464,0.1232
3063,9.464,0.1228
3064,9.468,0.1232
3065,9.472,0.1232
3066,9.476,0.1228
3067,9.476,0.1232
3068,9.48,0.1228
3069,9.484,0.1232
3070,9.484,0.1232
3071,9.488,0.1232
3072,9.492,0.1232
3073,9.496,0.1232
3074,9.496,0.1232
3075,9.5,0.1232
3076,9.504,0.1232
3077,9.504,0.1232
3078,9.508,0.1236
3079,9.512,0.1236
3080,9.512,0.1232
3081,9.516,0.1236
3082,9.52,0.1232
3083,9.52,0.1236
3084,9.524,0.1236
3085,9.524,0.1236
3086,9.528,0.1236
3087,9.532,0.1236
3088,9.536,0.1236
3089,9.536,0.1236
3090,9.54,0.1236
3091,9.544,0.124
3092,9.544,0.124
3093,9.548,0.124
3094,9.548,0.124
3095,9.552,0.124
3096,9.556,0.124
3097,9.556,0.124
3098,9.56,0.124
3099,9.56,0.124
3100,9.564,0.1244
3101,9.568,0.124
3102,9.572,0.124
3103,9.572,0.124
3104,9.576,0.1244
3105,9.58,0.1244
3106,9.58,0.1244
3107,9.584,0.1244
3108,9.588,0.1244
3109,9.592,0.1248
3110,9.592,0.1248
3111,9.596,0.1248
3112,9.596,0.1248
3113,9.6,0.1248
3114,9.604,0.1248
3115,9.604,0.1248
3116,9.612,0.1248
3117,9.612,0.1248
3118,9.616,0.1248
3119,9.616,0.1248
3120,9.62,0.1252
3121,9.624,0.1248
3122,9.624,0.1248
3123,9.628,0.1248
3124,9.632,0.1248
3125,9.636,0.1252
3126,9.632,0.1252
3127,9.64,0.1252
3128,9.64,0.1252
3129,9.644,0.1252
3130,9.648,0.1252
3131,9.648,0.1252
3132,9.652,0.1256
3133,9.656,0.1252
3134,9.656,0.1256
3135,9.66,0.1256
3136,9.66,0.1256
3137,9.668,0.1256
3138,9.668,0.1256
3139,9.672,0.1256
3140,9.676,0.1256
3141,9.676,0.1256
3142,9.676,0.1256
3143,9.68,0.126
3144,9.684,0.126
3145,9.688,0.126
3146,9.688,0.126
3147,9.692,0.1256
3148,9.696,0.126
3149,9.696,0.126
3150,9.7,0.126
3151,9.704,0.126
3152,9.704,0.1264
3153,9.708,0.1264
3154,9.712,0.1264
3155,9.716,0.1264
3156,9.72,0.1264
3157,9.72,0.126
3158,9.724,0.1264
3159,9.724,0.1264
3160,9.728,0.1264
3161,9.732,0.1264
3162,9.732,0.1264
3163,9.736,0.1264
3164,9.74,0.1264
3165,9.744,0.1264
3166,9.744,0.1264
3167,9.748,0.1264
3168,9.752,0.1268
3169,9.756,0.1264
3170,9.756,0.1268
3171,9.76,0.1264
3172,9.76,0.1268
3173,9.764,0.1268
3174,9.764,0.1268
3175,9.768,0.1268
3176,9.772,0.1268
3177,9.776,0.1268
3178,9.776,0.1272
3179,9.78,0.1272
3180,9.78,0.1272
3181,9.788,0.1272
3182,9.788,0.1272
3183,9.792,0.1272
3184,9.792,0.1272
3185,9.796,0.1272
3186,9.8,0.1276
3187,9.8,0.1276
3188,9.804,0.1276
3189,9.808,0.1276
3190,9.812,0.1276
3191,9.812,0.1276
3192,9.816,0.1276
3193,9.816,0.1276
3194,9.824,0.1276
3195,9.824,0.128
3196,9.828,0.1276
3197,9.828,0.1276
3198,9.832,0.128
3199,9.836,0.128
3200,9.84,0.128
3201,9.84,0.128
3202,9.844,0.128
3203,9.844,0.128
3204,9.848,0.128
3205,9.852,0.128
3206,9.852,0.128
3207,9.856,0.128
3208,9.86,0.128
3209,9.86,0.128
3210,9.864,0.128
3211,9.868,0.128
3212,9.868,0.128
3213,9.872,0.128
3214,9.876,0.128
3215,9.88,0.1284
3216,9.88,0.1284
3217,9.884,0.1284
3218,9.888,0.1284
3219,9.888,0.1284
3220,9.892,0.1284
3221,9.896,0.1284
3222,9.896,0.1288
3223,9.9,0.1288
3224,9.904,0.1288
3225,9.904,0.1288
3226,9.908,0.1288
3227,9.912,0.1288
3228,9.912,0.1288
3229,9.916,0.1288
3230,9.92,0.1288
3231,9.92,0.1288
3232,9.924,0.1292
3233,9.928,0.1292
3234,9.932,0.1292
3235,9.932,0.1292
3236,9.936,0.1292
3237,9.94,0.1292
3238,9.944,0.1292
3239,9.944,0.1292
3240,9.948,0.1292
3241,9.948,0.1292
3242,9.952,0.1292
3243,9.956,0.1296
3244,9.96,0.1296
3245,9.96,0.1296
3246,9.964,0.1296
3247,9.968,0.1296
3248,9.968,0.1296
3249,9.972,0.1296
3250,9.976,0.1296
3251,9.976,0.1296
3252,9.98,0.1296
3253,9.98,0.1296
3254,9.984,0.1296
3255,9.988,0.13
3256,9.992,0.13
3257,9.992,0.13
3258,9.996,0.13
3259,10.0,0.13
3260,10.0,0.13
3261,10.004,0.13
3262,10.008,0.1304
3263,10.008,0.1304
3264,10.012,0.1304
3265,10.016,0.13
3266,10.016,0.1304
3267,10.02,0.1304
3268,10.02,0.1304
3269,10.024,0.1304
3270,10.028,0.1304
3271,10.032,0.1304
3272,10.032,0.1304
3273,10.036,0.1304
3274,10.04,0.1304
3275,10.044,0.1304
3276,10.044,0.1304
3277,10.048,0.1308
3278,10.052,0.1308
3279,10.052,0.1312
3280,10.056,0.1308
3281,10.06,0.1308
3282,10.06,0.1308
3283,10.064,0.1312
3284,10.068,0.1312
3285,10.072,0.1312
3286,10.072,0.1312
3287,10.072,0.1312
3288,10.076,0.1312
3289,10.08,0.1312
3290,10.084,0.1312
3291,10.088,0.1312
3292,10.088,0.1312
3293,10.088,0.1312
3294,10.092,0.1312
3295,10.096,0.1312
3296,10.1,0.1312
3297,10.1,0.1312
3298,10.104,0.1316
3299,10.104,0.1316
3300,10.112,0.1316
3301,10.112,0.1316
3302,10.112,0.1316
3303,10.12,0.1316
3304,10.12,0.1316
3305,10.124,0.1316
3306,10.124,0.1316
3307,10.128,0.132
3308,10.132,0.132
3309,10.132,0.132
3310,10.136,0.132
3311,10.14,0.132
3312,10.144,0.132
3313,10.144,0.132
3314,10.148,0.132
3315,10.152,0.132
3316,10.156,0.132
3317,10.156,0.1324
3318,10.16,0.132
3319,10.16,0.132
3320,10.164,0.1324
3321,10.168,0.1324
3322,10.172,0.1324
3323,10.172,0.1328
3324,10.176,0.1324
3325,10.18,0.1324
3326,10.18,0.1324
3327,10.184,0.1324
3328,10.188,0.1324
3329,10.192,0.1328
3330,10.192,0.1328
3331,10.196,0.1328
3332,10.196,0.1328
3333,10.2,0.1328
3334,10.204,0.1328
3335,10.208,0.1328
3336,10.208,0.1328
3337,10.212,0.1332
3338,10.212,0.1332
3339,10.216,0.1328
3340,10.22,0.1328
3341,10.22,0.1328
3342,10.224,0.1332
3343,10.228,0.1332
3344,10.232,0.1332
3345,10.232,0.1332
3346,10.236,0.1332
3347,10.24,0.1332
3348,10.24,0.1332
3349,10.244,0.1336
3350,10.244,0.1336
3351,10.248,0.1336
3352,10.252,0.1336
3353,10.256,0.1336
3354,10.256,0.1336
3355,10.26,0.1336
3356,10.264,0.1336
3357,10.268,0.1336
3358,10.268,0.1336
3359,10.272,0.134
3360,10.276,0.134
3361,10.28,0.134
3362,10.28,0.134
3363,10.284,0.134
3364,10.288,0.134
3365,10.288,0.134
3366,10.292,0.134
3367,10.296,0.134
3368,10.296,0.134
3369,10.3,0.134
3370,10.304,0.1344
3371,10.304,0.1344
3372,10.308,0.1344
3373,10.312,0.1344
3374,10.316,0.1344
3375,10.316,0.1344
3376,10.32,0.1344
3377,10.32,0.1344
3378,10.324,0.1344
3379,10.324,0.1344
3380,10.328,0.1344
3381,10.332,0.1344
3382,10.336,0.1348
3383,10.34,0.1348
3384,10.34,0.1348
3385,10.344,0.1348
3386,10.348,0.1348
3387,10.348,0.1348
3388,10.352,0.1348
3389,10.352,0.1348
3390,10.356,0.1348
3391,10.36,0.1348
3392,10.36,0.1352
3393,10.364,0.1352
3394,10.364,0.1352
3395,10.368,0.1352
3396,10.372,0.1352
3397,10.376,0.1352
3398,10.38,0.1352
3399,10.38,0.1352
3400,10.384,0.1352
3401,10.384,0.1352
3402,10.388,0.1352
3403,10.392,0.1352
3404,10.392,0.1356
3405,10.396,0.1356
3406,10.4,0.1356
3407,10.404,0.1356
3408,10.404,0.1356
3409,10.408,0.1356
3410,10.408,0.1356
3411,10.412,0.1356
3412,10.416,0.1356
3413,10.42,0.1356
3414,10.42,0.136
3415,10.424,0.1356
3416,10.428,0.136
3417,10.432,0.136
3418,10.432,0.136
3419,10.436,0.136
3420,10.44,0.136
3421,10.44,0.136
3422,10.444,0.136
3423,10.444,0.1364
3424,10.448,0.1364
3425,10.452,0.1364
3426,10.452,0.1364
3427,10.456,0.1364
3428,10.46,0.136
3429,10.464,0.1364
3430,10.464,0.1364
3431,10.468,0.1364
3432,10.472,0.1364
3433,10.472,0.1364
3434,10.476,0.1364
3435,10.48,0.1364
3436,10.48,0.1364
3437,10.484,0.1368
3438,10.488,0.1368
3439,10.492,0.1368
3440,10.492,0.1368
3441,10.496,0.1368
3442,10.5,0.1368
3443,10.504,0.1368
3444,10.504,0.1372
3445,10.508,0.1372
3446,10.512,0.1368
3447,10.516,0.1372
3448,10.516,0.1372
3449,10.52,0.1372
3450,10.524,0.1372
3451,10.524,0.1372
3452,10.528,0.1372
3453,10.532,0.1372
3454,10.536,0.1372
3455,10.536,0.1376
3456,10.54,0.1372
3457,10.544,0.1376
3458,10.544,0.1372
3459,10.548,0.1376
3460,10.548,0.1372
3461,10.552,0.1376
3462,10.556,0.1376
3463,10.56,0.1376
3464,10.56,0.1376
3465,10.564,0.1376
3466,10.568,0.1376
3467,10.568,0.1376
3468,10.572,0.1376
3469,10.576,0.1376
3470,10.58,0.1376
3471,10.58,0.138
3472,10.584,0.1376
3473,10.588,0.138
3474,10.588,0.138
3475,10.592,0.1384
3476,10.592,0.138
3477,10.596,0.1384
3478,10.6,0.138
3479,10.6,0.1384
3480,10.604,0.1384
3481,10.608,0.1384
3482,10.612,0.1384
3483,10.616,0.1384
3484,10.616,0.1384
3485,10.62,0.1384
3486,10.624,0.1384
3487,10.624,0.1384
3488,10.628,0.1388
3489,10.632,0.1388
3490,10.632,0.1388
3491,10.636,0.1388
3492,10.64,0.1388
3493,10.644,0.1388
3494,10.644,0.1388
3495,10.648,0.1388
3496,10.652,0.1388
3497,10.652,0.1388
3498,10.656,0.1388
3499,10.66,0.1388
3500,10.66,0.1392
3501,10.664,0.1392
3502,10.668,0.1392
3503,10.668,0.1392
3504,10.672,0.1392
3505,10.676,0.1392
3506,10.676,0.1392
3507,10.68,0.1392
3508,10.684,0.1392
3509,10.688,0.1396
3510,10.688,0.1396
3511,10.692,0.1396
3512,10.696,0.1396
3513,10.696,0.1396
3514,10.7,0.1396
3515,10.704,0.1396
3516,10.704,0.1396
3517,10.708,0.1396
3518,10.712,0.1396
3519,10.716,0.1396
3520,10.716,0.1396
3521,10.72,0.14
3522,10.724,0.14
3523,10.724,0.14
3524,10.728,0.14
3525,10.732,0.14
3526,10.732,0.14
3527,10.736,0.14
3528,10.74,0.14
3529,10.744,0.1404
3530,10.744,0.14
3531,10.748,0.1404
3532,10.752,0.1404
3533,10.752,0.1404
3534,10.756,0.1404
3535,10.76,0.1404
3536,10.764,0.1404
3537,10.764,0.1404
3538,10.768,0.1404
3539,10.768,0.1404
3540,10.776,0.1408
3541,10.776,0.1404
3542,10.78,0.1404
3543,10.784,0.1408
3544,10.784,0.1408
3545,10.788,0.1408
3546,10.788,0.1408
3547,10.792,0.1408
3548,10.796,0.1408
3549,10.796,0.1408
3550,10.8,0.1408
3551,10.804,0.1412
3552,10.808,0.1412
3553,10.808,0.1412
3554,10.812,0.1412
3555,10.816,0.1412
3556,10.816,0.1412
3557,10.82,0.1408
3558,10.82,0.1412
3559,10.824,0.1412
3560,10.828,0.1412
3561,10.832,0.1412
3562,10.836,0.1416
3563,10.836,0.1412
3564,10.84,0.1416
3565,10.844,0.1416
3566,10.848,0.1416
3567,10.848,0.1416
3568,10.852,0.1416
3569,10.852,0.142
3570,10.856,0.142
3571,10.86,0.142
3572,10.864,0.142
3573,10.864,0.1416
3574,10.868,0.1416
3575,10.872,0.142
3576,10.876,0.142
3577,10.876,0.142
3578,10.88,0.142
3579,10.884,0.142
3580,10.884,0.142
3581,10.888,0.1424
3582,10.892,0.1424
3583,10.892,0.142
3584,10.896,0.1424
3585,10.9,0.1424
3586,10.9,0.1424
3587,10.904,0.1424
3588,10.908,0.1428
3589,10.908,0.1428
3590,10.912,0.1428
3591,10.916,0.1424
3592,10.92,0.1424
3593,10.92,0.1424
3594,10.924,0.1428
3595,10.928,0.1428
3596,10.928,0.1428
3597,10.932,0.1428
3598,10.936,0.1428
3599,10.936,0.1428
3600,10.94,0.1428
3601,10.944,0.1428
3602,10.948,0.1428
3603,10.948,0.1428
3604,10.952,0.1428
3605,10.956,0.1428
3606,10.956,0.1428
3607,10.96,0.1432
3608,10.964,0.1432
3609,10.964,0.1432
3610,10.968,0.1432
3611,10.972,0.1432
3612,10.976,0.1432
3613,10.976,0.1432
3614,10.98,0.1436
3615,10.98,0.1436
3616,10.984,0.1436
3617,10.988,0.1436
3618,10.988,0.1436
3619,10.992,0.1436
3620,10.996,0.1436
3621,11.0,0.1436
3622,11.004,0.1436
3623,11.004,0.1436
3624,11.008,0.1436
3625,11.012,0.1436
3626,11.016,0.144
3627,11.016,0.144
3628,11.02,0.144
3629,11.024,0.144
3630,11.024,0.144
3631,11.028,0.144
3632,11.032,0.144
3633,11.032,0.144
3634,11.036,0.1444
3635,11.04,0.1444
3636,11.04,0.1444
3637,11.044,0.1444
3638,11.048,0.1444
3639,11.052,0.1444
3640,11.052,0.1444
3641,11.056,0.1444
3642,11.06,0.1444
3643,11.06,0.1444
3644,11.064,0.1444
3645,11.068,0.1444
3646,11.072,0.1448
3647,11.076,0.1448
3648,11.076,0.1448
3649,11.08,0.1448
3650,11.084,0.1448
3651,11.084,0.1448
3652,11.088,0.1448
3653,11.092,0.1448
3654,11.096,0.1452
3655,11.096,0.1448
3656,11.1,0.1452
3657,11.104,0.1448
3658,11.104,0.1452
3659,11.108,0.1452
3660,11.112,0.1452
3661,11.112,0.1452
3662,11.116,0.1452
3663,11.12,0.1452
3664,11.124,0.1452
3665,11.124,0.1452
3666,11.128,0.1452
3667,11.132,0.1452
3668,11.132,0.1456
3669,11.136,0.1456
3670,11.14,0.1456
3671,11.14,0.1456
3672,11.144,0.1456
3673,11.148,0.146
3674,11.148,0.146
3675,11.152,0.146
3676,11.156,0.146
3677,11.156,0.146
3678,11.16,0.146
3679,11.164,0.146
3680,11.164,0.146
3681,11.168,0.146
3682,11.172,0.146
3683,11.176,0.146
3684,11.18,0.146
3685,11.18,0.146
3686,11.184,0.1464
3687,11.184,0.1464
3688,11.188,0.1464
3689,11.192,0.1464
3690,11.196,0.1464
3691,11.196,0.1464
3692,11.2,0.1468
3693,11.204,0.1464
3694,11.204,0.1468
3695,11.208,0.1468
3696,11.212,0.1468
3697,11.216,0.1468
3698,11.216,0.1468
3699,11.22,0.1468
3700,11.224,0.1468
3701,11.228,0.1468
3702,11.232,0.1468
3703,11.232,0.1468
3704,11.236,0.1468
3705,11.236,0.1472
3706,11.24,0.1472
3707,11.244,0.1472
3708,11.244,0.1472
3709,11.248,0.1472
3710,11.252,0.1472
3711,11.256,0.1472
3712,11.256,0.1472
3713,11.26,0.1472
3714,11.264,0.1472
3715,11.268,0.1472
3716,11.268,0.1476
3717,11.272,0.1476
3718,11.276,0.1476
3719,11.28,0.1476
3720,11.28,0.1476
3721,11.284,0.1476
3722,11.288,0.1476
3723,11.292,0.1476
3724,11.292,0.148
3725,11.296,0.148
3726,11.3,0.148
3727,11.3,0.1476
3728,11.304,0.1476
3729,11.308,0.1476
3730,11.312,0.148
3731,11.316,0.148
3732,11.316,0.148
3733,11.32,0.148
3734,11.324,0.148
3735,11.324,0.148
3736,11.328,0.1484
3737,11.332,0.1484
3738,11.336,0.1484
3739,11.336,0.1484
3740,11.34,0.1484
3741,11.344,0.1484
3742,11.344,0.1484
3743,11.348,0.1484
3744,11.352,0.1484
3745,11.352,0.1484
3746,11.356,0.1488
3747,11.36,0.1488
3748,11.36,0.1488
3749,11.364,0.1488
3750,11.368,0.1488
3751,11.368,0.1488
3752,11.372,0.1488
3753,11.376,0.1488
3754,11.38,0.1488
3755,11.38,0.1492
3756,11.384,0.1488
3757,11.388,0.1488
3758,11.392,0.1492
3759,11.392,0.1492
3760,11.396,0.1492
3761,11.4,0.1492
3762,11.4,0.1492
3763,11.404,0.1492
3764,11.408,0.1492
3765,11.408,0.1492
3766,11.412,0.1492
3767,11.416,0.1492
3768,11.42,0.1492
3769,11.424,0.1496
3770,11.424,0.1496
3771,11.428,0.1496
3772,11.432,0.1496
3773,11.432,0.1496
3774,11.436,0.1496
3775,11.44,0.1496
3776,11.44,0.15
3777,11.444,0.15
3778,11.448,0.15
3779,11.448,0.15
3780,11.452,0.15
3781,11.456,0.15
3782,11.46,0.15
3783,11.46,0.15
3784,11.464,0.15
3785,11.468,0.15
3786,11.472,0.1504
3787,11.472,0.1504
3788,11.476,0.1504
3789,11.48,0.1504
3790,11.48,0.1504
3791,11.484,0.1504
3792,11.484,0.1504
3793,11.492,0.1504
3794,11.492,0.1504
3795,11.496,0.1504
3796,11.496,0.1508
3797,11.5,0.1508
3798,11.504,0.1508
3799,11.508,0.1508
3800,11.508,0.1508
3801,11.512,0.1508
3802,11.516,0.1512
3803,11.52,0.1512
3804,11.52,0.1512
3805,11.524,0.1512
3806,11.528,0.1512
3807,11.528,0.1512
3808,11.532,0.1512
3809,11.536,0.1512
3810,11.54,0.1512
3811,11.54,0.1512
3812,11.544,0.1512
3813,11.548,0.1512
3814,11.552,0.1512
3815,11.556,0.1516
3816,11.56,0.1516
3817,11.56,0.1516
3818,11.564,0.1516
3819,11.568,0.152
3820,11.568,0.152
3821,11.572,0.152
3822,11.576,0.152
3823,11.576,0.152
3824,11.58,0.152
3825,11.584,0.152
3826,11.588,0.152
3827,11.588,0.152
3828,11.592,0.152
3829,11.596,0.152
3830,11.596,0.1524
3831,11.6,0.152
3832,11.604,0.1524
3833,11.608,0.1524
3834,11.608,0.1524
3835,11.612,0.1524
3836,11.616,0.1524
3837,11.616,0.1524
3838,11.624,0.1528
3839,11.624,0.1524
3840,11.624,0.1524
3841,11.628,0.1528
3842,11.632,0.1528
3843,11.636,0.1528
3844,11.64,0.1528
3845,11.64,0.1528
3846,11.644,0.1528
3847,11.648,0.1528
3848,11.648,0.1528
3849,11.656,0.1528
3850,11.656,0.1532
3851,11.66,0.1528
3852,11.664,0.1532
3853,11.664,0.1532
3854,11.668,0.1532
3855,11.672,0.1532
3856,11.676,0.1532
3857,11.676,0.1536
3858,11.68,0.1532
3859,11.684,0.1532
3860,11.684,0.1536
3861,11.688,0.1536
3862,11.692,0.1536
3863,11.696,0.1536
3864,11.696,0.1536
3865,11.7,0.1536
3866,11.704,0.1536
3867,11.708,0.1536
3868,11.712,0.1536
3869,11.712,0.154
3870,11.716,0.1536
3871,11.72,0.1536
3872,11.72,0.1536
3873,11.724,0.1536
3874,11.728,0.154
3875,11.732,0.154
3876,11.732,0.154
3877,11.736,0.1544
3878,11.736,0.154
3879,11.74,0.1544
3880,11.744,0.1544
3881,11.748,0.1544
3882,11.752,0.1544
3883,11.752,0.1544
3884,11.756,0.1548
3885,11.76,0.1548
3886,11.76,0.1548
3887,11.764,0.1548
3888,11.768,0.1548
3889,11.768,0.1548
3890,11.772,0.1544
3891,11.776,0.1548
3892,11.78,0.1548
3893,11.78,0.1548
3894,11.784,0.1548
3895,11.784,0.1548
3896,11.792,0.1548
3897,11.792,0.1548
3898,11.796,0.1552
3899,11.8,0.1552
3900,11.804,0.1552
3901,11.804,0.1552
3902,11.808,0.1556
3903,11.808,0.1552
3904,11.812,0.1552
3905,11.816,0.1556
3906,11.82,0.1556
3907,11.82,0.1556
3908,11.824,0.1556
3909,11.828,0.1556
3910,11.832,0.156
3911,11.832,0.1556
3912,11.836,0.1556
3913,11.84,0.156
3914,11.84,0.156
3915,11.844,0.156
3916,11.848,0.156
3917,11.852,0.156
3918,11.852,0.156
3919,11.856,0.156
3920,11.86,0.156
3921,11.86,0.156
3922,11.864,0.156
3923,11.868,0.156
3924,11.872,0.1564
3925,11.872,0.1564
3926,11.876,0.1564
3927,11.88,0.1564
3928,11.88,0.1564
3929,11.884,0.1564
3930,11.888,0.1564
3931,11.888,0.1568
3932,11.892,0.1568
3933,11.896,0.1568
3934,11.9,0.1568
3935,11.9,0.1568
3936,11.904,0.1568
3937,11.908,0.1568
3938,11.912,0.1572
3939,11.912,0.1572
3940,11.916,0.1572
3941,11.916,0.1572
3942,11.924,0.1572
3943,11.924,0.1572
3944,11.928,0.1572
3945,11.932,0.1572
3946,11.932,0.1572
3947,11.936,0.1572
3948,11.94,0.1572
3949,11.94,0.1576
3950,11.944,0.1576
3951,11.948,0.1576
3952,11.952,0.1576
3953,11.952,0.1576
3954,11.956,0.1576
3955,11.96,0.1576
3956,11.96,0.1576
3957,11.964,0.1576
3958,11.968,0.1576
3959,11.972,0.1576
3960,11.976,0.158
3961,11.976,0.1576
3962,11.98,0.158
3963,11.984,0.158
3964,11.988,0.158
3965,11.988,0.158
3966,11.992,0.158
3967,11.992,0.1584
3968,12.0,0.1584
3969,12.0,0.1584
3970,12.004,0.1584
3971,12.004,0.1584
3972,12.008,0.1584
3973,12.012,0.1584
3974,12.012,0.1584
3975,12.016,0.1584
3976,12.02,0.1584
3977,12.024,0.1584
3978,12.024,0.1584
3979,12.028,0.1588
3980,12.032,0.1584
3981,12.036,0.1588
3982,12.036,0.1588
3983,12.04,0.1588
3984,12.044,0.1588
3985,12.048,0.1588
3986,12.048,0.1592
3987,12.052,0.1588
3988,12.056,0.1592
3989,12.06,0.1592
3990,12.06,0.1592
3991,12.064,0.1592
3992,12.064,0.1592
3993,12.068,0.1592
3994,12.072,0.1596
3995,12.076,0.1592
3996,12.08,0.1596
3997,12.08,0.1596
3998,12.084,0.1596
3999,12.088,0.1596
4000,12.088,0.1596
4001,12.092,0.1596
4002,12.096,0.1596
4003,12.1,0.1596
4004,12.104,0.16
4005,12.104,0.16
4006,12.108,0.16
4007,12.108,0.16
4008,12.112,0.16
4009,12.116,0.1604
4010,12.12,0.1604
4011,12.12,0.1604
4012,12.124,0.1604
4013,12.128,0.16
4014,12.132,0.16
4015,12.132,0.1604
4016,12.136,0.1604
4017,12.136,0.1604
4018,12.14,0.1604
4019,12.144,0.1604
4020,12.148,0.1608
4021,12.152,0.1608
4022,12.152,0.1608
4023,12.156,0.1608
4024,12.156,0.1608
4025,12.16,0.1608
4026,12.164,0.1608
4027,12.168,0.1608
4028,12.168,0.1608
4029,12.172,0.1608
4030,12.176,0.1612
4031,12.176,0.1612
4032,12.18,0.1612
4033,12.18,0.1612
4034,12.184,0.1612
4035,12.188,0.1612
4036,12.192,0.1612
4037,12.196,0.1612
4038,12.196,0.1612
4039,12.2,0.1616
4040,12.204,0.1616
4041,12.204,0.1616
4042,12.208,0.1616
4043,12.212,0.1616
4044,12.216,0.1616
4045,12.22,0.1616
4046,12.22,0.162
4047,12.224,0.162
4048,12.224,0.162
4049,12.228,0.162
4050,12.232,0.162
4051,12.232,0.162
4052,12.236,0.1624
4053,12.24,0.1624
4054,12.244,0.1624
4055,12.244,0.1624
4056,12.248,0.1624
4057,12.248,0.1624
4058,12.252,0.1624
4059,12.256,0.1624
4060,12.26,0.1624
4061,12.26,0.1624
4062,12.268,0.1624
4063,12.268,0.1624
4064,12.272,0.1628
4065,12.276,0.1628
4066,12.276,0.1628
4067,12.28,0.1628
4068,12.284,0.1628
4069,12.284,0.1632
4070,12.288,0.1632
4071,12.292,0.1628
4072,12.296,0.1632
4073,12.296,0.1632
4074,12.3,0.1632
4075,12.304,0.1632
4076,12.304,0.1632
4077,12.308,0.1632
4078,12.312,0.1632
4079,12.316,0.1632
4080,12.316,0.1632
4081,12.32,0.1636
4082,12.32,0.1636
4083,12.324,0.1636
4084,12.328,0.1636
4085,12.332,0.164
4086,12.332,0.164
4087,12.336,0.164
4088,12.34,0.164
4089,12.344,0.164
4090,12.344,0.164
4091,12.348,0.164
4092,12.348,0.1644
4093,12.352,0.164
4094,12.356,0.1644
4095,12.36,0.1644
4096,12.36,0.1644
4097,12.364,0.1644
4098,12.368,0.1644
4099,12.368,0.1644
4100,12.372,0.1644
4101,12.372,0.1644
4102,12.376,0.1644
4103,12.38,0.1644
4104,12.384,0.1644
4105,12.388,0.1648
