0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	11112
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
    0	  0.1080	  0.0012	   0.001	   0.045
    1	  0.1156	  0.0016	   0.001	   0.095
    2	  0.1240	  0.0016	   0.002	   0.145
    3	  0.1320	  0.0016	   0.004	   0.195
    4	  0.1392	  0.0016	   0.004	   0.245
    5	  0.1472	  0.0016	   0.005	   0.295
    6	  0.1552	  0.0020	   0.005	   0.345
    7	  0.1628	  0.0020	   0.006	   0.395
    8	  0.1704	  0.0020	   0.007	   0.445
    9	  0.1780	  0.0020	   0.007	   0.495
   10	  0.1860	  0.0024	   0.009	   0.545
   11	  0.1940	  0.0024	   0.010	   0.595
   12	  0.2020	  0.0024	   0.010	   0.645
   13	  0.2096	  0.0028	   0.011	   0.695
   14	  0.2176	  0.0028	   0.012	   0.745
   15	  0.2256	  0.0028	   0.012	   0.795
   16	  0.2332	  0.0028	   0.014	   0.845
   17	  0.2412	  0.0028	   0.015	   0.895
   18	  0.2484	  0.0032	   0.015	   0.945
   19	  0.2564	  0.0032	   0.016	   0.995
   20	  0.2640	  0.0032	   0.018	   1.045
   21	  0.2716	  0.0032	   0.018	   1.095
   22	  0.2796	  0.0032	   0.019	   1.145
   23	  0.2876	  0.0032	   0.019	   1.195
   24	  0.2960	  0.0036	   0.020	   1.245
   25	  0.3040	  0.0036	   0.021	   1.295
   26	  0.3120	  0.0036	   0.022	   1.345
   27	  0.3192	  0.0040	   0.022	   1.395
   28	  0.3280	  0.0040	   0.024	   1.445
   29	  0.3352	  0.0040	   0.025	   1.495
   30	  0.3432	  0.0040	   0.025	   1.545
   31	  0.3512	  0.0044	   0.026	   1.595
   32	  0.3588	  0.0044	   0.026	   1.645
   33	  0.3668	  0.0044	   0.027	   1.695
   34	  0.3748	  0.0044	   0.029	   1.745
   35	  0.3828	  0.0044	   0.029	   1.795
   36	  0.3900	  0.0048	   0.030	   1.845
   37	  0.3984	  0.0048	   0.031	   1.895
   38	  0.4060	  0.0048	   0.031	   1.945
   39	  0.4140	  0.0048	   0.032	   1.995
   40	  0.4220	  0.0048	   0.034	   2.045
   41	  0.4304	  0.0052	   0.034	   2.095
   42	  0.4384	  0.0052	   0.035	   2.145
   43	  0.4464	  0.0052	   0.036	   2.195
   44	  0.4536	  0.0056	   0.036	   2.245
   45	  0.4620	  0.0056	   0.037	   2.295
   46	  0.4700	  0.0056	   0.039	   2.345
   47	  0.4776	  0.0056	   0.039	   2.395
   48	  0.4852	  0.0056	   0.040	   2.445
   49	  0.4932	  0.0060	   0.041	   2.495
   50	  0.5012	  0.0060	   0.041	   2.545
   51	  0.5088	  0.0060	   0.043	   2.595
   52	  0.5172	  0.0060	   0.044	   2.645
   53	  0.5252	  0.0064	   0.044	   2.695
   54	  0.5332	  0.0064	   0.045	   2.745
   55	  0.5408	  0.0064	   0.046	   2.795
   56	  0.5484	  0.0068	   0.046	   2.845
   57	  0.5564	  0.0068	   0.047	   2.895
   58	  0.5644	  0.0068	   0.049	   2.945
   59	  0.5724	  0.0068	   0.049	   2.995
   60	  0.5804	  0.0068	   0.050	   3.045
   61	  0.5884	  0.0072	   0.051	   3.095
   62	  0.5956	  0.0072	   0.051	   3.145
   63	  0.6036	  0.0072	   0.052	   3.195
   64	  0.6116	  0.0072	   0.054	   3.245
   65	  0.6196	  0.0076	   0.054	   3.295
   66	  0.6272	  0.0076	   0.055	   3.345
   67	  0.6356	  0.0076	   0.056	   3.395
   68	  0.6432	  0.0076	   0.056	   3.445
   69	  0.6512	  0.0080	   0.057	   3.495
   70	  0.6584	  0.0080	   0.059	   3.545
   71	  0.6664	  0.0080	   0.059	   3.595
   72	  0.6748	  0.0080	   0.060	   3.645
   73	  0.6816	  0.0080	   0.061	   3.695
   74	  0.6896	  0.0084	   0.061	   3.745
   75	  0.6976	  0.0084	   0.062	   3.795
   76	  0.7056	  0.0084	   0.062	   3.845
   77	  0.7132	  0.0084	   0.064	   3.895
   78	  0.7204	  0.0088	   0.065	   3.945
   79	  0.7280	  0.0088	   0.065	   3.995
   80	  0.7356	  0.0088	   0.066	   4.045
   81	  0.7436	  0.0088	   0.067	   4.095
   82	  0.7512	  0.0092	   0.067	   4.145
   83	  0.7584	  0.0092	   0.069	   4.195
   84	  0.7656	  0.0092	   0.070	   4.245
   85	  0.7736	  0.0096	   0.070	   4.295
   86	  0.7804	  0.0096	   0.071	   4.345
   87	  0.7868	  0.0096	   0.072	   4.395
   88	  0.7944	  0.0096	   0.072	   4.445
   89	  0.8016	  0.0096	   0.074	   4.495
   90	  0.8084	  0.0096	   0.075	   4.545
   91	  0.8156	  0.0100	   0.075	   4.595
   92	  0.8232	  0.0100	   0.076	   4.645
   93	  0.8300	  0.0100	   0.078	   4.695
   94	  0.8372	  0.0104	   0.078	   4.745
   95	  0.8444	  0.0104	   0.079	   4.795
   96	  0.8516	  0.0104	   0.080	   4.845
   97	  0.8580	  0.0104	   0.080	   4.895
   98	  0.8656	  0.0108	   0.081	   4.945
   99	  0.8724	  0.0104	   0.082	   4.995
  100	  0.8800	  0.0108	   0.082	   5.045
  101	  0.8872	  0.0108	   0.084	   5.095
  102	  0.8940	  0.0108	   0.085	   5.145
  103	  0.9008	  0.0112	   0.085	   5.195
  104	  0.9084	  0.0112	   0.086	   5.245
  105	  0.9160	  0.0112	   0.087	   5.295
  106	  0.9228	  0.0112	   0.087	   5.345
  107	  0.9300	  0.0116	   0.089	   5.395
  108	  0.9372	  0.0112	   0.089	   5.445
  109	  0.9444	  0.0116	   0.090	   5.495
  110	  0.9520	  0.0116	   0.091	   5.545
  111	  0.9580	  0.0116	   0.091	   5.595
  112	  0.9656	  0.0120	   0.093	   5.645
  113	  0.9728	  0.0120	   0.094	   5.695
  114	  0.9796	  0.0120	   0.095	   5.745
  115	  0.9872	  0.0120	   0.095	   5.795
  116	  0.9936	  0.0124	   0.096	   5.845
  117	  1.0012	  0.0124	   0.096	   5.895
  118	  1.0080	  0.0124	   0.097	   5.945
  119	  1.0148	  0.0124	   0.099	   5.995
  120	  1.0220	  0.0128	   0.099	   6.045
  121	  1.0292	  0.0124	   0.100	   6.095
  122	  1.0356	  0.0128	   0.101	   6.145
  123	  1.0436	  0.0128	   0.101	   6.195
  124	  1.0504	  0.0128	   0.102	   6.245
  125	  1.0572	  0.0128	   0.104	   6.295
  126	  1.0644	  0.0128	   0.105	   6.345
  127	  1.0712	  0.0132	   0.105	   6.395
  128	  1.0788	  0.0132	   0.106	   6.445
  129	  1.0856	  0.0132	   0.106	   6.495
  130	  1.0924	  0.0136	   0.107	   6.545
  131	  1.0996	  0.0136	   0.109	   6.595
  132	  1.1064	  0.0136	   0.109	   6.645
  133	  1.1136	  0.0136	   0.110	   6.695
  134	  1.1204	  0.0136	   0.111	   6.745
  135	  1.1272	  0.0140	   0.111	   6.795
  136	  1.1344	  0.0140	   0.112	   6.845
  137	  1.1408	  0.0140	   0.114	   6.895
  138	  1.1480	  0.0140	   0.115	   6.945
  139	  1.1548	  0.0144	   0.115	   6.995
  140	  1.1616	  0.0144	   0.116	   7.045
  141	  1.1688	  0.0144	   0.116	   7.095
  142	  1.1756	  0.0144	   0.117	   7.145
  143	  1.1824	  0.0148	   0.117	   7.195
  144	  1.1892	  0.0148	   0.117	   7.245
  145	  1.1968	  0.0148	   0.119	   7.295
  146	  1.2040	  0.0148	   0.120	   7.345
  147	  1.2100	  0.0148	   0.120	   7.395
  148	  1.2172	  0.0148	   0.121	   7.445
  149	  1.2240	  0.0152	   0.122	   7.495
  150	  1.2308	  0.0152	   0.122	   7.545
  151	  1.2380	  0.0156	   0.124	   7.595
  152	  1.2444	  0.0156	   0.125	   7.645
  153	  1.2516	  0.0156	   0.125	   7.695
  154	  1.2584	  0.0156	   0.126	   7.745
  155	  1.2656	  0.0156	   0.127	   7.795
  156	  1.2724	  0.0156	   0.127	   7.845
  157	  1.2788	  0.0156	   0.129	   7.895
  158	  1.2868	  0.0156	   0.130	   7.945
  159	  1.2928	  0.0160	   0.130	   7.995
  160	  1.2996	  0.0160	   0.131	   8.045
  161	  1.3064	  0.0160	   0.132	   8.095
  162	  1.3136	  0.0164	   0.134	   8.145
  163	  1.3204	  0.0164	   0.134	   8.195
  164	  1.3264	  0.0164	   0.135	   8.245
  165	  1.3332	  0.0164	   0.135	   8.295
  166	  1.3400	  0.0168	   0.136	   8.345
  167	  1.3468	  0.0168	   0.138	   8.395
  168	  1.3532	  0.0168	   0.138	   8.445
  169	  1.3592	  0.0168	   0.139	   8.495
  170	  1.3672	  0.0168	   0.140	   8.545
  171	  1.3736	  0.0172	   0.140	   8.595
  172	  1.3804	  0.0172	   0.141	   8.645
  173	  1.3868	  0.0172	   0.142	   8.695
  174	  1.3932	  0.0172	   0.142	   8.745
  175	  1.4000	  0.0172	   0.144	   8.795
  176	  1.4068	  0.0172	   0.145	   8.845
  177	  1.4132	  0.0176	   0.145	   8.895
  178	  1.4204	  0.0176	   0.146	   8.945
  179	  1.4268	  0.0176	   0.147	   8.995
  180	  1.4328	  0.0176	   0.147	   9.045
  181	  1.4392	  0.0180	   0.149	   9.095
  182	  1.4464	  0.0180	   0.150	   9.145
  183	  1.4528	  0.0180	   0.150	   9.195
  184	  1.4588	  0.0180	   0.151	   9.245
  185	  1.4656	  0.0184	   0.153	   9.295
  186	  1.4720	  0.0180	   0.153	   9.345
  187	  1.4796	  0.0184	   0.154	   9.395
  188	  1.4864	  0.0184	   0.155	   9.445
  189	  1.4920	  0.0184	   0.155	   9.495
  190	  1.4988	  0.0188	   0.156	   9.545
  191	  1.5048	  0.0184	   0.157	   9.595
  192	  1.5116	  0.0188	   0.157	   9.645
  193	  1.5180	  0.0188	   0.159	   9.695
  194	  1.5244	  0.0188	   0.160	   9.745
  195	  1.5312	  0.0188	   0.160	   9.795
  196	  1.5372	  0.0192	   0.161	   9.845
  197	  1.5436	  0.0192	   0.162	   9.895
  198	  1.5504	  0.0192	   0.162	   9.945
  199	  1.5560	  0.0192	   0.164	   9.995
  200	  1.5628	  0.0196	   0.165	  10.045
  201	  1.5700	  0.0196	   0.165	  10.095
  202	  1.5760	  0.0196	   0.166	  10.145
  203	  1.5824	  0.0196	   0.167	  10.195
  204	  1.5884	  0.0196	   0.167	  10.245
  205	  1.5952	  0.0200	   0.169	  10.295
  206	  1.6016	  0.0200	   0.170	  10.345
  207	  1.6076	  0.0196	   0.170	  10.395
  208	  1.6144	  0.0200	   0.171	  10.445
  209	  1.6208	  0.0200	   0.172	  10.495
  210	  1.6280	  0.0204	   0.172	  10.545
  211	  1.6344	  0.0200	   0.174	  10.595
  212	  1.6404	  0.0204	   0.175	  10.645
  213	  1.6460	  0.0204	   0.175	  10.695
  214	  1.6528	  0.0204	   0.176	  10.745
  215	  1.6592	  0.0204	   0.177	  10.795
  216	  1.6660	  0.0208	   0.177	  10.845
  217	  1.6728	  0.0208	   0.179	  10.895
  218	  1.6796	  0.0208	   0.180	  10.945
  219	  1.6852	  0.0208	   0.180	  10.995
  220	  1.6920	  0.0212	   0.181	  11.045
  221	  1.6980	  0.0212	   0.182	  11.095
  222	  1.7044	  0.0212	   0.182	  11.145
  223	  1.7100	  0.0212	   0.184	  11.195
  224	  1.7164	  0.0212	   0.184	  11.245
  225	  1.7232	  0.0216	   0.185	  11.295
  226	  1.7292	  0.0216	   0.186	  11.345
  227	  1.7352	  0.0216	   0.188	  11.395
  228	  1.7416	  0.0216	   0.188	  11.445
  229	  1.7480	  0.0216	   0.189	  11.495
  230	  1.7552	  0.0220	   0.190	  11.545
  231	  1.7616	  0.0220	   0.190	  11.595
  232	  1.7676	  0.0220	   0.191	  11.645
  233	  1.7740	  0.0220	   0.192	  11.695
  234	  1.7804	  0.0224	   0.192	  11.745
  235	  1.7868	  0.0224	   0.194	  11.795
  236	  1.7928	  0.0224	   0.194	  11.845
  237	  1.7988	  0.0224	   0.195	  11.895
  238	  1.8052	  0.0228	   0.196	  11.945
  239	  1.8120	  0.0228	   0.197	  11.995
  240	  1.8176	  0.0228	   0.197	  12.045
  241	  1.8830	  0.0236	   0.206	  12.095
  242	  1.8890	  0.0236	   0.207	  12.145
  243	  1.8950	  0.0236	   0.209	  12.195
  244	  1.9010	  0.0236	   0.209	  12.245
  245	  1.9070	  0.0236	   0.210	  12.295
  246	  1.9130	  0.0240	   0.211	  12.345
  247	  1.9190	  0.0240	   0.211	  12.395
  248	  1.9250	  0.0240	   0.212	  12.445
  249	  1.9310	  0.0240	   0.214	  12.495
  250	  1.9370	  0.0244	   0.214	  12.545
  251	  1.9430	  0.0244	   0.215	  12.595
  252	  1.9490	  0.0244	   0.216	  12.645
  253	  1.9550	  0.0244	   0.218	  12.695
  254	  1.9610	  0.0244	   0.218	  12.745
  255	  1.9660	  0.0244	   0.219	  12.795
  256	  1.9720	  0.0244	   0.219	  12.845
  257	  1.9770	  0.0248	   0.220	  12.895
  258	  1.9830	  0.0248	   0.221	  12.945
  259	  1.9890	  0.0248	   0.221	  12.995
  260	  1.9950	  0.0248	   0.222	  13.045
  261	  2.0010	  0.0248	   0.224	  13.095
  262	  2.0070	  0.0252	   0.224	  13.145
  263	  2.0120	  0.0252	   0.225	  13.195
  264	  2.0180	  0.0252	   0.226	  13.245
  265	  2.0240	  0.0252	   0.226	  13.295
  266	  2.0300	  0.0252	   0.227	  13.345
  267	  2.0360	  0.0256	   0.229	  13.395
  268	  2.0410	  0.0256	   0.229	  13.445
  269	  2.0470	  0.0256	   0.230	  13.495
  270	  2.0530	  0.0256	   0.231	  13.545
  271	  2.0590	  0.0256	   0.231	  13.595
  272	  2.0650	  0.0256	   0.233	  13.645
  273	  2.0700	  0.0260	   0.234	  13.695
  274	  2.0760	  0.0260	   0.234	  13.745
  275	  2.0820	  0.0260	   0.235	  13.795
  276	  2.0870	  0.0260	   0.236	  13.845
  277	  2.0930	  0.0260	   0.236	  13.895
  278	  2.0980	  0.0260	   0.237	  13.945
  279	  2.1030	  0.0264	   0.239	  13.995
  280	  2.1080	  0.0264	   0.239	  14.045
  281	  2.1140	  0.0264	   0.240	  14.095
  282	  2.1200	  0.0264	   0.241	  14.145
  283	  2.1250	  0.0268	   0.241	  14.195
  284	  2.1310	  0.0268	   0.242	  14.245
  285	  2.1360	  0.0268	   0.244	  14.295
  286	  2.1410	  0.0268	   0.244	  14.345
  287	  2.1470	  0.0268	   0.245	  14.395
  288	  2.1520	  0.0268	   0.246	  14.445
  289	  2.1570	  0.0272	   0.246	  14.495
  290	  2.1630	  0.0272	   0.247	  14.545
  291	  2.1680	  0.0272	   0.249	  14.595
  292	  2.1740	  0.0272	   0.249	  14.645
  293	  2.1800	  0.0272	   0.250	  14.695
  294	  2.1850	  0.0276	   0.251	  14.745
  295	  2.1890	  0.0276	   0.251	  14.795
  296	  2.1940	  0.0276	   0.252	  14.845
  297	  2.2000	  0.0276	   0.254	  14.895
  298	  2.2050	  0.0276	   0.254	  14.945
  299	  2.2100	  0.0280	   0.255	  14.995
  300	  2.2150	  0.0276	   0.256	  15.045
  301	  2.2210	  0.0280	   0.256	  15.095
  302	  2.2270	  0.0280	   0.257	  15.145
  303	  2.2310	  0.0280	   0.259	  15.195
  304	  2.2360	  0.0280	   0.259	  15.245
  305	  2.2420	  0.0280	   0.260	  15.295
  306	  2.2470	  0.0284	   0.261	  15.345
  307	  2.2520	  0.0284	   0.261	  15.395
  308	  2.2570	  0.0284	   0.262	  15.445
  309	  2.2620	  0.0284	   0.264	  15.495
  310	  2.2680	  0.0284	   0.264	  15.545
  311	  2.2730	  0.0284	   0.265	  15.595
  312	  2.2780	  0.0288	   0.266	  15.645
  313	  2.2830	  0.0288	   0.266	  15.695
  314	  2.2880	  0.0288	   0.267	  15.745
  315	  2.2930	  0.0288	   0.269	  15.795
  316	  2.2980	  0.0288	   0.269	  15.845
  317	  2.3030	  0.0288	   0.270	  15.895
  318	  2.3070	  0.0288	   0.271	  15.945
  319	  2.3130	  0.0292	   0.271	  15.995
  320	  2.3180	  0.0292	   0.273	  16.045
  321	  2.3230	  0.0292	   0.274	  16.095
  322	  2.3280	  0.0292	   0.274	  16.145
  323	  2.3330	  0.0292	   0.275	  16.195
  324	  2.3380	  0.0292	   0.276	  16.245
  325	  2.3430	  0.0292	   0.276	  16.295
  326	  2.3480	  0.0292	   0.278	  16.345
  327	  2.3530	  0.0296	   0.279	  16.395
  328	  2.3570	  0.0296	   0.279	  16.445
  329	  2.3620	  0.0296	   0.280	  16.495
  330	  2.3670	  0.0296	   0.281	  16.545
  331	  2.3720	  0.0300	   0.281	  16.595
  332	  2.3760	  0.0300	   0.282	  16.645
  333	  2.3810	  0.0296	   0.284	  16.695
  334	  2.3860	  0.0300	   0.284	  16.745
  335	  2.3900	  0.0300	   0.285	  16.795
  336	  2.3940	  0.0300	   0.286	  16.845
  337	  2.3990	  0.0304	   0.286	  16.895
  338	  2.4030	  0.0304	   0.287	  16.945
  339	  2.4080	  0.0304	   0.289	  16.995
  340	  2.4130	  0.0304	   0.289	  17.045
  341	  2.4170	  0.0304	   0.290	  17.095
  342	  2.4210	  0.0304	   0.291	  17.145
  343	  2.4260	  0.0304	   0.291	  17.195
  344	  2.4310	  0.0304	   0.292	  17.245
  345	  2.4350	  0.0304	   0.294	  17.295
  346	  2.4410	  0.0308	   0.294	  17.345
  347	  2.4450	  0.0308	   0.295	  17.395
  348	  2.4490	  0.0308	   0.295	  17.445
  349	  2.4540	  0.0308	   0.296	  17.495
  350	  2.4580	  0.0308	   0.297	  17.545
  351	  2.4630	  0.0308	   0.297	  17.595
  352	  2.4660	  0.0312	   0.299	  17.645
  353	  2.4710	  0.0312	   0.300	  17.695
  354	  2.4760	  0.0312	   0.300	  17.745
  355	  2.4800	  0.0312	   0.301	  17.795
  356	  2.4840	  0.0316	   0.302	  17.845
  357	  2.4890	  0.0316	   0.302	  17.895
  358	  2.4930	  0.0316	   0.304	  17.945
  359	  2.4980	  0.0316	   0.305	  17.995
  360	  2.5020	  0.0316	   0.305	  18.045
  361	  2.5070	  0.0316	   0.306	  18.095
  362	  2.5110	  0.0316	   0.308	  18.145
  363	  2.5150	  0.0316	   0.308	  18.195
  364	  2.5200	  0.0316	   0.309	  18.245
  365	  2.5240	  0.0316	   0.310	  18.295
  366	  2.5280	  0.0320	   0.310	  18.345
  367	  2.5320	  0.0320	   0.311	  18.395
  368	  2.5370	  0.0320	   0.312	  18.445
  369	  2.5410	  0.0324	   0.312	  18.495
  370	  2.5460	  0.0320	   0.314	  18.545
  371	  2.5500	  0.0324	   0.315	  18.595
  372	  2.5530	  0.0324	   0.315	  18.645
  373	  2.5570	  0.0324	   0.316	  18.695
  374	  2.5620	  0.0324	   0.317	  18.745
  375	  2.5660	  0.0324	   0.317	  18.795
  376	  2.5710	  0.0324	   0.319	  18.845
  377	  2.5740	  0.0324	   0.320	  18.895
  378	  2.5790	  0.0328	   0.320	  18.945
  379	  2.5840	  0.0328	   0.321	  18.995
  380	  2.5880	  0.0328	   0.322	  19.045
  381	  2.5920	  0.0328	   0.322	  19.095
  382	  2.5960	  0.0328	   0.324	  19.145
  383	  2.6000	  0.0328	   0.325	  19.195
  384	  2.6040	  0.0328	   0.325	  19.245
  385	  2.6090	  0.0328	   0.326	  19.295
  386	  2.6130	  0.0328	   0.327	  19.345
  387	  2.6180	  0.0328	   0.327	  19.395
  388	  2.6210	  0.0332	   0.329	  19.445
  389	  2.6250	  0.0332	   0.330	  19.495
  390	  2.6290	  0.0332	   0.330	  19.545
  391	  2.6330	  0.0336	   0.331	  19.595
  392	  2.6370	  0.0332	   0.332	  19.645
  393	  2.6400	  0.0332	   0.332	  19.695
  394	  2.6440	  0.0332	   0.334	  19.745
  395	  2.6480	  0.0336	   0.335	  19.795
  396	  2.6520	  0.0336	   0.335	  19.845
  397	  2.6560	  0.0336	   0.336	  19.895
  398	  2.6600	  0.0336	   0.338	  19.945
  399	  2.6640	  0.0336	   0.338	  19.995
  400	  2.6680	  0.0336	   0.339	  20.045
  401	  2.6720	  0.0336	   0.340	  20.095
  402	  2.6760	  0.0340	   0.340	  20.145
  403	  2.6800	  0.0340	   0.341	  20.195
  404	  2.6830	  0.0340	   0.343	  20.245
  405	  2.6870	  0.0340	   0.343	  20.295
  406	  2.6910	  0.0340	   0.344	  20.345
  407	  2.6950	  0.0340	   0.345	  20.395
  408	  2.6990	  0.0340	   0.345	  20.445
  409	  2.7030	  0.0344	   0.346	  20.495
  410	  2.7080	  0.0344	   0.347	  20.545
  411	  2.7110	  0.0344	   0.347	  20.595
  412	  2.7150	  0.0344	   0.349	  20.645
  413	  2.7190	  0.0344	   0.350	  20.695
  414	  2.7230	  0.0344	   0.350	  20.745
  415	  2.7270	  0.0344	   0.351	  20.795
  416	  2.7310	  0.0344	   0.352	  20.845
  417	  2.7350	  0.0348	   0.352	  20.895
  418	  2.7380	  0.0344	   0.354	  20.945
  419	  2.7420	  0.0344	   0.355	  20.995
  420	  2.7460	  0.0348	   0.355	  21.045
  421	  2.7500	  0.0348	   0.356	  21.095
  422	  2.7540	  0.0348	   0.357	  21.145
  423	  2.7570	  0.0348	   0.357	  21.195
  424	  2.7610	  0.0352	   0.359	  21.245
  425	  2.7640	  0.0348	   0.360	  21.295
  426	  2.7680	  0.0348	   0.360	  21.345
  427	  2.7730	  0.0352	   0.361	  21.395
  428	  2.7770	  0.0352	   0.362	  21.445
  429	  2.7810	  0.0352	   0.362	  21.495
  430	  2.7840	  0.0352	   0.364	  21.545
  431	  2.7880	  0.0352	   0.365	  21.595
  432	  2.7920	  0.0352	   0.365	  21.645
  433	  2.7950	  0.0356	   0.366	  21.695
  434	  2.7990	  0.0352	   0.367	  21.745
  435	  2.8020	  0.0352	   0.367	  21.795
  436	  2.8060	  0.0356	   0.369	  21.845
  437	  2.8100	  0.0356	   0.370	  21.895
  438	  2.8140	  0.0356	   0.370	  21.945
  439	  2.8170	  0.0356	   0.371	  21.995
  440	  2.8210	  0.0356	   0.373	  22.045
  441	  2.8240	  0.0356	   0.373	  22.095
  442	  2.8280	  0.0360	   0.374	  22.145
  443	  2.8320	  0.0360	   0.375	  22.195
  444	  2.8350	  0.0360	   0.375	  22.245
  445	  2.8390	  0.0360	   0.376	  22.295
  446	  2.8420	  0.0360	   0.377	  22.345
  447	  2.8460	  0.0360	   0.377	  22.395
  448	  2.8500	  0.0364	   0.379	  22.445
  449	  2.8530	  0.0360	   0.380	  22.495
  450	  2.8560	  0.0360	   0.380	  22.545
  451	  2.8600	  0.0360	   0.381	  22.595
  452	  2.8630	  0.0364	   0.382	  22.645
  453	  2.8660	  0.0364	   0.382	  22.695
  454	  2.8700	  0.0364	   0.384	  22.745
  455	  2.8730	  0.0364	   0.385	  22.795
  456	  2.8760	  0.0364	   0.385	  22.845
  457	  2.8800	  0.0364	   0.386	  22.895
  458	  2.8830	  0.0364	   0.387	  22.945
  459	  2.8870	  0.0364	   0.387	  22.995
  460	  2.8900	  0.0368	   0.389	  23.045
  461	  2.8930	  0.0368	   0.390	  23.095
  462	  2.8960	  0.0368	   0.390	  23.145
  463	  2.9000	  0.0368	   0.391	  23.195
  464	  2.9040	  0.0368	   0.392	  23.245
  465	  2.9060	  0.0364	   0.392	  23.295
  466	  2.9100	  0.0368	   0.394	  23.345
  467	  2.9130	  0.0368	   0.394	  23.395
  468	  2.9160	  0.0372	   0.395	  23.445
  469	  2.9200	  0.0368	   0.396	  23.495
  470	  2.9230	  0.0372	   0.397	  23.545
  471	  2.9260	  0.0372	   0.397	  23.595
  472	  2.9300	  0.0372	   0.399	  23.645
  473	  2.9320	  0.0372	   0.400	  23.695
  474	  2.9350	  0.0372	   0.400	  23.745
  475	  2.9390	  0.0372	   0.401	  23.795
  476	  2.9420	  0.0372	   0.401	  23.845
  477	  2.9450	  0.0372	   0.403	  23.895
  478	  2.9490	  0.0376	   0.404	  23.945
  479	  2.9520	  0.0372	   0.404	  23.995
  480	  2.9550	  0.0376	   0.405	  24.045
  481	  2.9580	  0.0376	   0.406	  24.095
  482	  2.9620	  0.0376	   0.407	  24.145
  483	  2.9650	  0.0376	   0.407	  24.195
  484	  2.9680	  0.0376	   0.409	  24.245
  485	  2.9710	  0.0376	   0.410	  24.295
  486	  2.9740	  0.0376	   0.410	  24.345
  487	  2.9760	  0.0376	   0.411	  24.395
  488	  2.9800	  0.0376	   0.411	  24.445
  489	  2.9820	  0.0376	   0.412	  24.495
  490	  2.9860	  0.0376	   0.414	  24.545
  491	  2.9890	  0.0380	   0.414	  24.595
  492	  2.9920	  0.0380	   0.415	  24.645
  493	  2.9950	  0.0380	   0.416	  24.695
  494	  2.9990	  0.0380	   0.416	  24.745
  495	  3.0020	  0.0380	   0.417	  24.795
  496	  3.0040	  0.0380	   0.419	  24.845
  497	  3.0080	  0.0384	   0.419	  24.895
  498	  3.0100	  0.0384	   0.420	  24.945
  499	  3.0140	  0.0384	   0.421	  24.995
  500	  3.0170	  0.0384	   0.421	  25.045
  501	  3.0200	  0.0384	   0.422	  25.095
  502	  3.0230	  0.0384	   0.424	  25.145
  503	  3.0260	  0.0384	   0.424	  25.195
  504	  3.0280	  0.0384	   0.425	  25.245
  505	  3.0320	  0.0384	   0.426	  25.295
  506	  3.0350	  0.0384	   0.426	  25.345
  507	  3.0370	  0.0384	   0.427	  25.395
  508	  3.0400	  0.0384	   0.429	  25.445
  509	  3.0430	  0.0388	   0.429	  25.495
  510	  3.0470	  0.0388	   0.430	  25.545
  511	  3.0500	  0.0384	   0.431	  25.595
  512	  3.0520	  0.0388	   0.431	  25.645
  513	  3.0550	  0.0388	   0.433	  25.695
  514	  3.0580	  0.0388	   0.434	  25.745
  515	  3.0620	  0.0388	   0.434	  25.795
  516	  3.0640	  0.0388	   0.435	  25.845
  517	  3.0670	  0.0388	   0.436	  25.895
  518	  3.0700	  0.0388	   0.436	  25.945
  519	  3.0730	  0.0388	   0.438	  25.995
  520	  3.0760	  0.0388	   0.439	  26.045
  521	  3.0780	  0.0388	   0.439	  26.095
  522	  3.0820	  0.0392	   0.440	  26.145
  523	  3.0850	  0.0392	   0.441	  26.195
  524	  3.0890	  0.0392	   0.441	  26.245
  525	  3.0910	  0.0392	   0.442	  26.295
  526	  3.0940	  0.0392	   0.444	  26.345
  527	  3.0960	  0.0392	   0.444	  26.395
  528	  3.1000	  0.0396	   0.445	  26.445
  529	  3.1020	  0.0396	   0.446	  26.495
  530	  3.1050	  0.0392	   0.446	  26.545
  531	  3.1080	  0.0396	   0.447	  26.595
  532	  3.1110	  0.0396	   0.449	  26.645
  533	  3.1140	  0.0396	   0.449	  26.695
  534	  3.1170	  0.0392	   0.450	  26.745
  535	  3.1200	  0.0396	   0.451	  26.795
  536	  3.1230	  0.0396	   0.451	  26.845
  537	  3.1260	  0.0396	   0.452	  26.895
  538	  3.1290	  0.0396	   0.454	  26.945
  539	  3.1310	  0.0396	   0.454	  26.995
  540	  3.1340	  0.0396	   0.455	  27.045
  541	  3.1380	  0.0400	   0.456	  27.095
  542	  3.1400	  0.0400	   0.456	  27.145
  543	  3.1430	  0.0400	   0.457	  27.195
  544	  3.1460	  0.0396	   0.459	  27.245
  545	  3.1480	  0.0400	   0.459	  27.295
  546	  3.1510	  0.0400	   0.460	  27.345
  547	  3.1540	  0.0400	   0.461	  27.395
  548	  3.1570	  0.0404	   0.461	  27.445
  549	  3.1600	  0.0404	   0.462	  27.495
  550	  3.1630	  0.0400	   0.464	  27.545
  551	  3.1660	  0.0404	   0.464	  27.595
  552	  3.1680	  0.0404	   0.465	  27.645
  553	  3.1710	  0.0404	   0.466	  27.695
  554	  3.1740	  0.0404	   0.466	  27.745
  555	  3.1770	  0.0404	   0.468	  27.795
