0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	3529
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 1845	  0.1964	 15.4300	  15.430	  92.295
 1846	  0.1964	 15.4375	  15.438	  92.345
 1847	  0.1968	 15.4462	  15.446	  92.395
 1848	  0.1972	 15.4550	  15.455	  92.445
 1849	  0.1976	 15.4625	  15.462	  92.495
 1850	  0.1972	 15.4712	  15.471	  92.545
 1851	  0.1968	 15.4800	  15.480	  92.595
 1852	  0.1968	 15.4875	  15.487	  92.645
 1853	  0.1964	 15.4962	  15.496	  92.695
 1854	  0.1972	 15.5050	  15.505	  92.745
 1855	  0.1972	 15.5125	  15.512	  92.795
 1856	  0.1972	 15.5212	  15.521	  92.845
 1857	  0.1972	 15.5300	  15.530	  92.895
 1858	  0.1976	 15.5375	  15.537	  92.945
 1859	  0.1980	 15.5462	  15.546	  92.995
 1860	  0.1976	 15.5550	  15.555	  93.045
 1861	  0.1976	 15.5625	  15.562	  93.095
 1862	  0.1976	 15.5712	  15.571	  93.145
 1863	  0.1976	 15.5800	  15.580	  93.195
 1864	  0.1972	 15.5875	  15.587	  93.245
 1865	  0.1976	 15.5962	  15.596	  93.295
 1866	  0.1976	 15.6050	  15.605	  93.345
 1867	  0.1976	 15.6137	  15.614	  93.395
 1868	  0.1980	 15.6212	  15.621	  93.445
 1869	  0.1972	 15.6300	  15.630	  93.495
 1870	  0.1976	 15.6388	  15.639	  93.545
 1871	  0.1972	 15.6462	  15.646	  93.595
 1872	  0.1976	 15.6550	  15.655	  93.645
 1873	  0.1976	 15.6637	  15.664	  93.695
 1874	  0.1976	 15.6712	  15.671	  93.745
 1875	  0.1984	 15.6800	  15.680	  93.795
 1876	  0.1980	 15.6887	  15.689	  93.845
 1877	  0.1980	 15.6962	  15.696	  93.895
 1878	  0.1984	 15.7050	  15.705	  93.945
 1879	  0.1984	 15.7137	  15.714	  93.995
 1880	  0.1984	 15.7212	  15.721	  94.045
 1881	  0.1984	 15.7300	  15.730	  94.095
 1882	  0.1980	 15.7387	  15.739	  94.145
 1883	  0.1984	 15.7462	  15.746	  94.195
 1884	  0.1988	 15.7550	  15.755	  94.245
 1885	  0.1992	 15.7638	  15.764	  94.295
 1886	  0.1988	 15.7712	  15.771	  94.345
 1887	  0.1992	 15.7800	  15.780	  94.395
 1888	  0.1992	 15.7887	  15.789	  94.445
 1889	  0.1988	 15.7975	  15.797	  94.495
 1890	  0.1992	 15.8050	  15.805	  94.545
 1891	  0.1992	 15.8137	  15.814	  94.595
 1892	  0.1992	 15.8212	  15.821	  94.645
 1893	  0.1992	 15.8300	  15.830	  94.695
 1894	  0.1992	 15.8387	  15.839	  94.745
 1895	  0.1992	 15.8475	  15.847	  94.795
 1896	  0.1996	 15.8550	  15.855	  94.845
 1897	  0.2008	 15.8637	  15.864	  94.895
 1898	  0.2000	 15.8725	  15.872	  94.945
 1899	  0.2000	 15.8800	  15.880	  94.995
 1900	  0.1992	 15.8888	  15.889	  95.045
 1901	  0.1992	 15.8975	  15.898	  95.095
 1902	  0.1992	 15.9062	  15.906	  95.145
 1903	  0.2000	 15.9137	  15.914	  95.195
 1904	  0.2000	 15.9225	  15.922	  95.245
 1905	  0.2004	 15.9312	  15.931	  95.295
 1906	  0.2004	 15.9387	  15.939	  95.345
 1907	  0.2000	 15.9475	  15.947	  95.395
 1908	  0.2000	 15.9550	  15.955	  95.445
 1909	  0.2000	 15.9637	  15.964	  95.495
 1910	  0.2004	 15.9725	  15.972	  95.545
 1911	  0.2000	 15.9800	  15.980	  95.595
 1912	  0.1996	 15.9887	  15.989	  95.645
 1913	  0.2004	 15.9975	  15.997	  95.695
 1914	  0.2004	 16.0050	  16.005	  95.745
 1915	  0.2008	 16.0138	  16.014	  95.795
 1916	  0.2008	 16.0225	  16.022	  95.845
 1917	  0.2008	 16.0312	  16.031	  95.895
 1918	  0.2000	 16.0387	  16.039	  95.945
 1919	  0.2000	 16.0475	  16.047	  95.995
 1920	  0.2008	 16.0562	  16.056	  96.045
 1921	  0.2004	 16.0637	  16.064	  96.095
 1922	  0.2008	 16.0725	  16.073	  96.145
 1923	  0.2008	 16.0812	  16.081	  96.195
 1924	  0.2008	 16.0887	  16.089	  96.245
 1925	  0.2008	 16.0975	  16.097	  96.295
 1926	  0.2004	 16.1062	  16.106	  96.345
 1927	  0.2008	 16.1138	  16.114	  96.395
 1928	  0.2008	 16.1225	  16.122	  96.445
 1929	  0.2008	 16.1313	  16.131	  96.495
 1930	  0.2012	 16.1400	  16.140	  96.545
 1931	  0.2012	 16.1475	  16.147	  96.595
 1932	  0.2012	 16.1562	  16.156	  96.645
 1933	  0.2012	 16.1650	  16.165	  96.695
 1934	  0.2012	 16.1725	  16.172	  96.745
 1935	  0.2008	 16.1812	  16.181	  96.795
 1936	  0.2012	 16.1900	  16.190	  96.845
 1937	  0.2016	 16.1975	  16.198	  96.895
 1938	  0.2012	 16.2062	  16.206	  96.945
 1939	  0.2020	 16.2150	  16.215	  96.995
 1940	  0.2020	 16.2225	  16.222	  97.045
 1941	  0.2012	 16.2312	  16.231	  97.095
 1942	  0.2016	 16.2400	  16.240	  97.145
 1943	  0.2012	 16.2475	  16.247	  97.195
 1944	  0.2016	 16.2563	  16.256	  97.245
 1945	  0.2016	 16.2650	  16.265	  97.295
 1946	  0.2016	 16.2725	  16.272	  97.345
 1947	  0.2024	 16.2812	  16.281	  97.395
 1948	  0.2016	 16.2900	  16.290	  97.445
 1949	  0.2020	 16.2975	  16.297	  97.495
 1950	  0.2020	 16.3062	  16.306	  97.545
 1951	  0.2020	 16.3150	  16.315	  97.595
 1952	  0.2020	 16.3237	  16.324	  97.645
 1953	  0.2020	 16.3312	  16.331	  97.695
 1954	  0.2016	 16.3400	  16.340	  97.745
 1955	  0.2016	 16.3487	  16.349	  97.795
 1956	  0.2020	 16.3562	  16.356	  97.845
 1957	  0.2020	 16.3650	  16.365	  97.895
 1958	  0.2020	 16.3737	  16.374	  97.945
 1959	  0.2016	 16.3813	  16.381	  97.995
 1960	  0.2012	 16.3900	  16.390	  98.045
 1961	  0.2016	 16.3988	  16.399	  98.095
 1962	  0.2016	 16.4062	  16.406	  98.145
 1963	  0.2016	 16.4150	  16.415	  98.195
 1964	  0.2020	 16.4237	  16.424	  98.245
 1965	  0.2024	 16.4312	  16.431	  98.295
 1966	  0.2024	 16.4400	  16.440	  98.345
 1967	  0.2028	 16.4487	  16.449	  98.395
 1968	  0.2028	 16.4575	  16.458	  98.445
 1969	  0.2024	 16.4650	  16.465	  98.495
 1970	  0.2024	 16.4737	  16.474	  98.545
 1971	  0.2028	 16.4812	  16.481	  98.595
 1972	  0.2032	 16.4900	  16.490	  98.645
 1973	  0.2032	 16.4987	  16.499	  98.695
 1974	  0.2032	 16.5063	  16.506	  98.745
 1975	  0.2024	 16.5150	  16.515	  98.795
 1976	  0.2036	 16.5238	  16.524	  98.845
 1977	  0.2032	 16.5312	  16.531	  98.895
 1978	  0.2032	 16.5400	  16.540	  98.945
 1979	  0.2036	 16.5487	  16.549	  98.995
 1980	  0.2032	 16.5575	  16.557	  99.045
 1981	  0.2036	 16.5650	  16.565	  99.095
 1982	  0.2040	 16.5737	  16.574	  99.145
 1983	  0.2036	 16.5825	  16.583	  99.195
 1984	  0.2040	 16.5900	  16.590	  99.245
 1985	  0.2036	 16.5987	  16.599	  99.295
 1986	  0.2036	 16.6075	  16.608	  99.345
 1987	  0.2040	 16.6150	  16.615	  99.395
 1988	  0.2044	 16.6237	  16.624	  99.445
 1989	  0.2044	 16.6325	  16.632	  99.495
 1990	  0.2040	 16.6412	  16.641	  99.545
 1991	  0.2040	 16.6488	  16.649	  99.595
 1992	  0.2048	 16.6575	  16.657	  99.645
 1993	  0.2044	 16.6663	  16.666	  99.695
 1994	  0.2048	 16.6737	  16.674	  99.745
 1995	  0.2048	 16.6825	  16.682	  99.795
 1996	  0.2052	 16.6912	  16.691	  99.845
 1997	  0.2044	 16.6987	  16.699	  99.895
 1998	  0.2048	 16.7075	  16.708	  99.945
 1999	  0.2056	 16.7162	  16.716	  99.995
 2000	  0.2048	 16.7237	  16.724	 100.045
 2001	  0.2048	 16.7325	  16.733	 100.095
 2002	  0.2048	 16.7412	  16.741	 100.145
 2003	  0.2052	 16.7487	  16.749	 100.195
 2004	  0.2056	 16.7575	  16.757	 100.245
 2005	  0.2048	 16.7662	  16.766	 100.295
 2006	  0.2048	 16.7738	  16.774	 100.345
 2007	  0.2052	 16.7825	  16.782	 100.395
 2008	  0.2048	 16.7913	  16.791	 100.445
 2009	  0.2048	 16.7987	  16.799	 100.495
 2010	  0.2044	 16.8075	  16.807	 100.545
 2011	  0.2048	 16.8162	  16.816	 100.595
 2012	  0.2044	 16.8237	  16.824	 100.645
 2013	  0.2052	 16.8325	  16.833	 100.695
 2014	  0.2052	 16.8412	  16.841	 100.745
 2015	  0.2052	 16.8487	  16.849	 100.795
 2016	  0.2060	 16.8575	  16.858	 100.845
 2017	  0.2056	 16.8662	  16.866	 100.895
 2018	  0.2060	 16.8737	  16.874	 100.945
 2019	  0.2060	 16.8825	  16.882	 100.995
 2020	  0.2056	 16.8912	  16.891	 101.045
 2021	  0.2048	 16.9000	  16.900	 101.095
 2022	  0.2052	 16.9075	  16.907	 101.145
 2023	  0.2052	 16.9163	  16.916	 101.195
 2024	  0.2060	 16.9237	  16.924	 101.245
 2025	  0.2052	 16.9325	  16.932	 101.295
 2026	  0.2060	 16.9412	  16.941	 101.345
 2027	  0.2060	 16.9487	  16.949	 101.395
 2028	  0.2064	 16.9575	  16.958	 101.445
 2029	  0.2068	 16.9662	  16.966	 101.495
 2030	  0.2060	 16.9750	  16.975	 101.545
 2031	  0.2060	 16.9825	  16.983	 101.595
 2032	  0.2064	 16.9912	  16.991	 101.645
 2033	  0.2068	 17.0000	  17.000	 101.695
 2034	  0.2068	 17.0075	  17.007	 101.745
 2035	  0.2060	 17.0162	  17.016	 101.795
 2036	  0.2068	 17.0250	  17.025	 101.845
 2037	  0.2072	 17.0325	  17.032	 101.895
 2038	  0.2072	 17.0413	  17.041	 101.945
 2039	  0.2072	 17.0500	  17.050	 101.995
 2040	  0.2072	 17.0575	  17.057	 102.045
 2041	  0.2072	 17.0662	  17.066	 102.095
 2042	  0.2068	 17.0750	  17.075	 102.145
 2043	  0.2064	 17.0825	  17.083	 102.195
 2044	  0.2068	 17.0912	  17.091	 102.245
 2045	  0.2072	 17.1000	  17.100	 102.295
 2046	  0.2068	 17.1087	  17.109	 102.345
 2047	  0.2064	 17.1162	  17.116	 102.395
 2048	  0.2068	 17.1250	  17.125	 102.445
 2049	  0.2072	 17.1337	  17.134	 102.495
 2050	  0.2072	 17.1412	  17.141	 102.545
 2051	  0.2072	 17.1500	  17.150	 102.595
 2052	  0.2072	 17.1588	  17.159	 102.645
 2053	  0.2068	 17.1675	  17.167	 102.695
 2054	  0.2072	 17.1750	  17.175	 102.745
 2055	  0.2072	 17.1838	  17.184	 102.795
 2056	  0.2076	 17.1925	  17.192	 102.845
 2057	  0.2076	 17.2000	  17.200	 102.895
 2058	  0.2072	 17.2087	  17.209	 102.945
 2059	  0.2064	 17.2175	  17.217	 102.995
 2060	  0.2064	 17.2250	  17.225	 103.045
 2061	  0.2072	 17.2337	  17.234	 103.095
 2062	  0.2076	 17.2425	  17.243	 103.145
 2063	  0.2076	 17.2500	  17.250	 103.195
 2064	  0.2080	 17.2587	  17.259	 103.245
 2065	  0.2076	 17.2675	  17.267	 103.295
 2066	  0.2076	 17.2750	  17.275	 103.345
 2067	  0.2084	 17.2838	  17.284	 103.395
 2068	  0.2076	 17.2925	  17.292	 103.445
 2069	  0.2076	 17.3000	  17.300	 103.495
 2070	  0.2080	 17.3088	  17.309	 103.545
 2071	  0.2084	 17.3175	  17.317	 103.595
 2072	  0.2084	 17.3250	  17.325	 103.645
 2073	  0.2080	 17.3337	  17.334	 103.695
 2074	  0.2076	 17.3425	  17.342	 103.745
 2075	  0.2084	 17.3512	  17.351	 103.795
 2076	  0.2084	 17.3587	  17.359	 103.845
 2077	  0.2088	 17.3675	  17.368	 103.895
 2078	  0.2088	 17.3762	  17.376	 103.945
 2079	  0.2088	 17.3837	  17.384	 103.995
 2080	  0.2088	 17.3925	  17.392	 104.045
 2081	  0.2088	 17.4012	  17.401	 104.095
 2082	  0.2092	 17.4088	  17.409	 104.145
 2083	  0.2092	 17.4175	  17.417	 104.195
 2084	  0.2092	 17.4263	  17.426	 104.245
 2085	  0.2084	 17.4350	  17.435	 104.295
 2086	  0.2084	 17.4425	  17.442	 104.345
 2087	  0.2088	 17.4513	  17.451	 104.395
 2088	  0.2076	 17.4600	  17.460	 104.445
 2089	  0.2084	 17.4675	  17.467	 104.495
 2090	  0.2084	 17.4762	  17.476	 104.545
 2091	  0.2092	 17.4850	  17.485	 104.595
 2092	  0.2092	 17.4925	  17.493	 104.645
 2093	  0.2088	 17.5012	  17.501	 104.695
 2094	  0.2080	 17.5100	  17.510	 104.745
 2095	  0.2084	 17.5187	  17.519	 104.795
 2096	  0.2092	 17.5262	  17.526	 104.845
 2097	  0.2092	 17.5350	  17.535	 104.895
 2098	  0.2088	 17.5437	  17.544	 104.945
 2099	  0.2088	 17.5513	  17.551	 104.995
 2100	  0.2084	 17.5600	  17.560	 105.045
 2101	  0.2084	 17.5688	  17.569	 105.095
 2102	  0.2080	 17.5763	  17.576	 105.145
 2103	  0.2084	 17.5850	  17.585	 105.195
 2104	  0.2084	 17.5938	  17.594	 105.245
 2105	  0.2088	 17.6012	  17.601	 105.295
 2106	  0.2092	 17.6100	  17.610	 105.345
 2107	  0.2088	 17.6187	  17.619	 105.395
 2108	  0.2092	 17.6262	  17.626	 105.445
 2109	  0.2092	 17.6350	  17.635	 105.495
 2110	  0.2096	 17.6437	  17.644	 105.545
 2111	  0.2096	 17.6525	  17.653	 105.595
 2112	  0.2092	 17.6600	  17.660	 105.645
 2113	  0.2096	 17.6687	  17.669	 105.695
 2114	  0.2092	 17.6775	  17.677	 105.745
 2115	  0.2100	 17.6850	  17.685	 105.795
 2116	  0.2104	 17.6938	  17.694	 105.845
 2117	  0.2096	 17.7025	  17.702	 105.895
 2118	  0.2100	 17.7113	  17.711	 105.945
 2119	  0.2100	 17.7188	  17.719	 105.995
 2120	  0.2100	 17.7275	  17.727	 106.045
 2121	  0.2104	 17.7362	  17.736	 106.095
 2122	  0.2104	 17.7437	  17.744	 106.145
 2123	  0.2104	 17.7525	  17.753	 106.195
 2124	  0.2092	 17.7612	  17.761	 106.245
 2125	  0.2096	 17.7687	  17.769	 106.295
 2126	  0.2104	 17.7775	  17.778	 106.345
 2127	  0.2096	 17.7862	  17.786	 106.395
 2128	  0.2096	 17.7937	  17.794	 106.445
 2129	  0.2096	 17.8025	  17.802	 106.495
 2130	  0.2100	 17.8112	  17.811	 106.545
 2131	  0.2104	 17.8188	  17.819	 106.595
 2132	  0.2104	 17.8275	  17.827	 106.645
 2133	  0.2100	 17.8363	  17.836	 106.695
 2134	  0.2100	 17.8438	  17.844	 106.745
 2135	  0.2100	 17.8525	  17.852	 106.795
 2136	  0.2104	 17.8600	  17.860	 106.845
 2137	  0.2100	 17.8687	  17.869	 106.895
 2138	  0.2100	 17.8762	  17.876	 106.945
 2139	  0.2108	 17.8850	  17.885	 106.995
 2140	  0.2104	 17.8937	  17.894	 107.045
 2141	  0.2104	 17.9012	  17.901	 107.095
 2142	  0.2108	 17.9100	  17.910	 107.145
 2143	  0.2108	 17.9187	  17.919	 107.195
 2144	  0.2108	 17.9263	  17.926	 107.245
 2145	  0.2108	 17.9350	  17.935	 107.295
 2146	  0.2108	 17.9438	  17.944	 107.345
 2147	  0.2112	 17.9525	  17.952	 107.395
 2148	  0.2108	 17.9600	  17.960	 107.445
 2149	  0.2116	 17.9688	  17.969	 107.495
 2150	  0.2116	 17.9775	  17.977	 107.545
 2151	  0.2108	 17.9862	  17.986	 107.595
 2152	  0.2112	 17.9937	  17.994	 107.645
 2153	  0.2112	 18.0025	  18.003	 107.695
 2154	  0.2116	 18.0100	  18.010	 107.745
 2155	  0.2112	 18.0187	  18.019	 107.795
 2156	  0.2116	 18.0275	  18.028	 107.845
 2157	  0.2116	 18.0362	  18.036	 107.895
 2158	  0.2112	 18.0437	  18.044	 107.945
 2159	  0.2112	 18.0525	  18.052	 107.995
 2160	  0.2116	 18.0612	  18.061	 108.045
 2161	  0.2116	 18.0688	  18.069	 108.095
 2162	  0.2120	 18.0775	  18.077	 108.145
 2163	  0.2112	 18.0863	  18.086	 108.195
 2164	  0.2116	 18.0938	  18.094	 108.245
 2165	  0.2116	 18.1025	  18.102	 108.295
 2166	  0.2116	 18.1112	  18.111	 108.345
 2167	  0.2116	 18.1200	  18.120	 108.395
 2168	  0.2116	 18.1275	  18.128	 108.445
 2169	  0.2120	 18.1362	  18.136	 108.495
 2170	  0.2116	 18.1450	  18.145	 108.545
 2171	  0.2124	 18.1525	  18.153	 108.595
 2172	  0.2124	 18.1612	  18.161	 108.645
 2173	  0.2120	 18.1700	  18.170	 108.695
 2174	  0.2124	 18.1787	  18.179	 108.745
 2175	  0.2124	 18.1862	  18.186	 108.795
 2176	  0.2120	 18.1950	  18.195	 108.845
 2177	  0.2128	 18.2037	  18.204	 108.895
 2178	  0.2124	 18.2113	  18.211	 108.945
 2179	  0.2124	 18.2200	  18.220	 108.995
 2180	  0.2124	 18.2288	  18.229	 109.045
 2181	  0.2124	 18.2375	  18.237	 109.095
 2182	  0.2128	 18.2450	  18.245	 109.145
 2183	  0.2128	 18.2537	  18.254	 109.195
 2184	  0.2120	 18.2625	  18.262	 109.245
 2185	  0.2124	 18.2712	  18.271	 109.295
 2186	  0.2124	 18.2787	  18.279	 109.345
 2187	  0.2128	 18.2875	  18.288	 109.395
 2188	  0.2128	 18.2962	  18.296	 109.445
 2189	  0.2128	 18.3037	  18.304	 109.495
 2190	  0.2128	 18.3125	  18.312	 109.545
 2191	  0.2128	 18.3212	  18.321	 109.595
 2192	  0.2124	 18.3287	  18.329	 109.645
 2193	  0.2132	 18.3375	  18.337	 109.695
 2194	  0.2132	 18.3463	  18.346	 109.745
 2195	  0.2136	 18.3538	  18.354	 109.795
 2196	  0.2132	 18.3625	  18.362	 109.845
 2197	  0.2132	 18.3713	  18.371	 109.895
 2198	  0.2128	 18.3787	  18.379	 109.945
 2199	  0.2132	 18.3875	  18.387	 109.995
 2200	  0.2136	 18.3962	  18.396	 110.045
 2201	  0.2132	 18.4050	  18.405	 110.095
 2202	  0.2140	 18.4125	  18.413	 110.145
 2203	  0.2136	 18.4212	  18.421	 110.195
 2204	  0.2132	 18.4300	  18.430	 110.245
 2205	  0.2140	 18.4375	  18.438	 110.295
 2206	  0.2136	 18.4462	  18.446	 110.345
 2207	  0.2140	 18.4550	  18.455	 110.395
 2208	  0.2140	 18.4625	  18.462	 110.445
 2209	  0.2136	 18.4713	  18.471	 110.495
 2210	  0.2144	 18.4800	  18.480	 110.545
 2211	  0.2136	 18.4888	  18.489	 110.595
 2212	  0.2144	 18.4963	  18.496	 110.645
 2213	  0.2148	 18.5050	  18.505	 110.695
 2214	  0.2148	 18.5138	  18.514	 110.745
 2215	  0.2144	 18.5212	  18.521	 110.795
 2216	  0.2144	 18.5300	  18.530	 110.845
 2217	  0.2140	 18.5387	  18.539	 110.895
 2218	  0.2144	 18.5462	  18.546	 110.945
 2219	  0.2148	 18.5550	  18.555	 110.995
 2220	  0.2148	 18.5637	  18.564	 111.045
 2221	  0.2144	 18.5725	  18.573	 111.095
 2222	  0.2144	 18.5800	  18.580	 111.145
 2223	  0.2140	 18.5887	  18.589	 111.195
 2224	  0.2144	 18.5975	  18.597	 111.245
 2225	  0.2152	 18.6050	  18.605	 111.295
 2226	  0.2152	 18.6138	  18.614	 111.345
 2227	  0.2144	 18.6225	  18.622	 111.395
 2228	  0.2148	 18.6300	  18.630	 111.445
 2229	  0.2152	 18.6388	  18.639	 111.495
 2230	  0.2152	 18.6475	  18.647	 111.545
 2231	  0.2148	 18.6562	  18.656	 111.595
 2232	  0.2152	 18.6637	  18.664	 111.645
 2233	  0.2152	 18.6725	  18.672	 111.695
 2234	  0.2144	 18.6812	  18.681	 111.745
 2235	  0.2144	 18.6900	  18.690	 111.795
 2236	  0.2152	 18.6975	  18.698	 111.845
 2237	  0.2148	 18.7062	  18.706	 111.895
 2238	  0.2152	 18.7137	  18.714	 111.945
 2239	  0.2148	 18.7225	  18.722	 111.995
 2240	  0.2152	 18.7312	  18.731	 112.045
 2241	  0.2152	 18.7400	  18.740	 112.095
 2242	  0.2152	 18.7475	  18.747	 112.145
 2243	  0.2152	 18.7563	  18.756	 112.195
 2244	  0.2144	 18.7650	  18.765	 112.245
 2245	  0.2144	 18.7725	  18.772	 112.295
 2246	  0.2152	 18.7812	  18.781	 112.345
 2247	  0.2144	 18.7900	  18.790	 112.395
 2248	  0.2148	 18.7975	  18.797	 112.445
 2249	  0.2152	 18.8062	  18.806	 112.495
 2250	  0.2148	 18.8150	  18.815	 112.545
 2251	  0.2152	 18.8237	  18.824	 112.595
 2252	  0.2160	 18.8312	  18.831	 112.645
 2253	  0.2160	 18.8400	  18.840	 112.695
 2254	  0.2164	 18.8487	  18.849	 112.745
 2255	  0.2160	 18.8562	  18.856	 112.795
 2256	  0.2160	 18.8650	  18.865	 112.845
 2257	  0.2164	 18.8737	  18.874	 112.895
 2258	  0.2164	 18.8813	  18.881	 112.945
 2259	  0.2164	 18.8900	  18.890	 112.995
 2260	  0.2160	 18.8988	  18.899	 113.045
 2261	  0.2168	 18.9062	  18.906	 113.095
 2262	  0.2172	 18.9150	  18.915	 113.145
 2263	  0.2168	 18.9237	  18.924	 113.195
 2264	  0.2164	 18.9312	  18.931	 113.245
 2265	  0.2164	 18.9400	  18.940	 113.295
 2266	  0.2164	 18.9487	  18.949	 113.345
 2267	  0.2156	 18.9575	  18.958	 113.395
 2268	  0.2164	 18.9650	  18.965	 113.445
 2269	  0.2160	 18.9737	  18.974	 113.495
 2270	  0.2160	 18.9825	  18.983	 113.545
 2271	  0.2164	 18.9900	  18.990	 113.595
 2272	  0.2168	 18.9987	  18.999	 113.645
 2273	  0.2168	 19.0075	  19.007	 113.695
 2274	  0.2164	 19.0162	  19.016	 113.745
 2275	  0.2164	 19.0238	  19.024	 113.795
 2276	  0.2160	 19.0325	  19.032	 113.845
 2277	  0.2164	 19.0400	  19.040	 113.895
 2278	  0.2164	 19.0487	  19.049	 113.945
 2279	  0.2156	 19.0575	  19.057	 113.995
 2280	  0.2160	 19.0662	  19.066	 114.045
 2281	  0.2160	 19.0737	  19.074	 114.095
 2282	  0.2172	 19.0825	  19.083	 114.145
 2283	  0.2172	 19.0912	  19.091	 114.195
 2284	  0.2172	 19.0987	  19.099	 114.245
 2285	  0.2172	 19.1075	  19.108	 114.295
 2286	  0.2168	 19.1162	  19.116	 114.345
 2287	  0.2172	 19.1237	  19.124	 114.395
 2288	  0.2172	 19.1325	  19.132	 114.445
 2289	  0.2176	 19.1412	  19.141	 114.495
 2290	  0.2172	 19.1488	  19.149	 114.545
 2291	  0.2172	 19.1575	  19.157	 114.595
 2292	  0.2168	 19.1663	  19.166	 114.645
 2293	  0.2168	 19.1737	  19.174	 114.695
 2294	  0.2168	 19.1825	  19.182	 114.745
 2295	  0.2168	 19.1912	  19.191	 114.795
 2296	  0.2176	 19.2000	  19.200	 114.845
 2297	  0.2180	 19.2075	  19.208	 114.895
 2298	  0.2172	 19.2162	  19.216	 114.945
 2299	  0.2176	 19.2250	  19.225	 114.995
 2300	  0.2172	 19.2325	  19.233	 115.045
 2301	  0.2180	 19.2412	  19.241	 115.095
 2302	  0.2180	 19.2500	  19.250	 115.145
 2303	  0.2184	 19.2575	  19.257	 115.195
 2304	  0.2180	 19.2662	  19.266	 115.245
 2305	  0.2180	 19.2750	  19.275	 115.295
 2306	  0.2176	 19.2837	  19.284	 115.345
 2307	  0.2172	 19.2913	  19.291	 115.395
 2308	  0.2184	 19.3000	  19.300	 115.445
 2309	  0.2180	 19.3075	  19.307	 115.495
 2310	  0.2176	 19.3162	  19.316	 115.545
 2311	  0.2180	 19.3250	  19.325	 115.595
 2312	  0.2176	 19.3337	  19.334	 115.645
 2313	  0.2180	 19.3412	  19.341	 115.695
 2314	  0.2180	 19.3500	  19.350	 115.745
 2315	  0.2180	 19.3587	  19.359	 115.795
 2316	  0.2180	 19.3662	  19.366	 115.845
 2317	  0.2184	 19.3750	  19.375	 115.895
 2318	  0.2184	 19.3825	  19.382	 115.945
 2319	  0.2188	 19.3912	  19.391	 115.995
 2320	  0.2184	 19.4000	  19.400	 116.045
 2321	  0.2180	 19.4075	  19.407	 116.095
 2322	  0.2188	 19.4163	  19.416	 116.145
 2323	  0.2184	 19.4250	  19.425	 116.195
 2324	  0.2180	 19.4325	  19.432	 116.245
 2325	  0.2184	 19.4412	  19.441	 116.295
 2326	  0.2188	 19.4500	  19.450	 116.345
 2327	  0.2188	 19.4587	  19.459	 116.395
 2328	  0.2184	 19.4662	  19.466	 116.445
 2329	  0.2180	 19.4750	  19.475	 116.495
 2330	  0.2180	 19.4837	  19.484	 116.545
 2331	  0.2184	 19.4912	  19.491	 116.595
 2332	  0.2184	 19.5000	  19.500	 116.645
 2333	  0.2184	 19.5087	  19.509	 116.695
 2334	  0.2188	 19.5162	  19.516	 116.745
 2335	  0.2184	 19.5250	  19.525	 116.795
 2336	  0.2188	 19.5337	  19.534	 116.845
 2337	  0.2188	 19.5413	  19.541	 116.895
 2338	  0.2200	 19.5500	  19.550	 116.945
 2339	  0.2192	 19.5588	  19.559	 116.995
 2340	  0.2196	 19.5662	  19.566	 117.045
 2341	  0.2196	 19.5750	  19.575	 117.095
 2342	  0.2192	 19.5837	  19.584	 117.145
 2343	  0.2196	 19.5912	  19.591	 117.195
 2344	  0.2200	 19.6000	  19.600	 117.245
 2345	  0.2192	 19.6087	  19.609	 117.295
 2346	  0.2196	 19.6162	  19.616	 117.345
 2347	  0.2188	 19.6250	  19.625	 117.395
 2348	  0.2196	 19.6337	  19.634	 117.445
 2349	  0.2188	 19.6412	  19.641	 117.495
 2350	  0.2200	 19.6500	  19.650	 117.545
 2351	  0.2200	 19.6587	  19.659	 117.595
 2352	  0.2200	 19.6663	  19.666	 117.645
 2353	  0.2200	 19.6750	  19.675	 117.695
 2354	  0.2196	 19.6838	  19.684	 117.745
 2355	  0.2200	 19.6912	  19.691	 117.795
 2356	  0.2196	 19.7000	  19.700	 117.845
 2357	  0.2200	 19.7087	  19.709	 117.895
 2358	  0.2200	 19.7162	  19.716	 117.945
 2359	  0.2200	 19.7250	  19.725	 117.995
 2360	  0.2200	 19.7337	  19.734	 118.045
 2361	  0.2200	 19.7412	  19.741	 118.095
 2362	  0.2196	 19.7500	  19.750	 118.145
 2363	  0.2200	 19.7587	  19.759	 118.195
 2364	  0.2200	 19.7662	  19.766	 118.245
 2365	  0.2200	 19.7750	  19.775	 118.295
 2366	  0.2200	 19.7837	  19.784	 118.345
 2367	  0.2204	 19.7913	  19.791	 118.395
 2368	  0.2204	 19.8000	  19.800	 118.445
 2369	  0.2204	 19.8088	  19.809	 118.495
 2370	  0.2204	 19.8162	  19.816	 118.545
 2371	  0.2200	 19.8250	  19.825	 118.595
 2372	  0.2204	 19.8337	  19.834	 118.645
 2373	  0.2204	 19.8412	  19.841	 118.695
 2374	  0.2204	 19.8500	  19.850	 118.745
 2375	  0.2204	 19.8587	  19.859	 118.795
 2376	  0.2204	 19.8662	  19.866	 118.845
 2377	  0.2200	 19.8750	  19.875	 118.895
 2378	  0.2208	 19.8837	  19.884	 118.945
