0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	3529
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 2379	  0.2208	 19.8912	  19.891	 118.995
 2380	  0.2208	 19.9000	  19.900	 119.045
 2381	  0.2212	 19.9087	  19.909	 119.095
 2382	  0.2212	 19.9175	  19.917	 119.145
 2383	  0.2212	 19.9250	  19.925	 119.195
 2384	  0.2208	 19.9338	  19.934	 119.245
 2385	  0.2216	 19.9425	  19.942	 119.295
 2386	  0.2208	 19.9500	  19.950	 119.345
 2387	  0.2208	 19.9587	  19.959	 119.395
 2388	  0.2216	 19.9675	  19.967	 119.445
 2389	  0.2212	 19.9750	  19.975	 119.495
 2390	  0.2208	 19.9837	  19.984	 119.545
 2391	  0.2208	 19.9925	  19.993	 119.595
 2392	  0.2216	 20.0000	  20.000	 119.645
 2393	  0.2216	 20.0087	  20.009	 119.695
 2394	  0.2212	 20.0175	  20.017	 119.745
 2395	  0.2212	 20.0262	  20.026	 119.795
 2396	  0.2216	 20.0337	  20.034	 119.845
 2397	  0.2220	 20.0425	  20.042	 119.895
 2398	  0.2216	 20.0513	  20.051	 119.945
 2399	  0.2216	 20.0588	  20.059	 119.995
 2400	  0.2224	 20.0675	  20.067	 120.045
 2401	  0.2224	 20.0763	  20.076	 120.095
 2402	  0.2224	 20.0837	  20.084	 120.145
 2403	  0.2220	 20.0925	  20.092	 120.195
 2404	  0.2224	 20.1012	  20.101	 120.245
 2405	  0.2220	 20.1100	  20.110	 120.295
 2406	  0.2224	 20.1175	  20.118	 120.345
 2407	  0.2224	 20.1262	  20.126	 120.395
 2408	  0.2220	 20.1337	  20.134	 120.445
 2409	  0.2224	 20.1425	  20.142	 120.495
 2410	  0.2220	 20.1512	  20.151	 120.545
 2411	  0.2220	 20.1600	  20.160	 120.595
 2412	  0.2224	 20.1675	  20.167	 120.645
 2413	  0.2220	 20.1763	  20.176	 120.695
 2414	  0.2216	 20.1850	  20.185	 120.745
 2415	  0.2224	 20.1925	  20.192	 120.795
 2416	  0.2228	 20.2013	  20.201	 120.845
 2417	  0.2220	 20.2100	  20.210	 120.895
 2418	  0.2228	 20.2175	  20.217	 120.945
 2419	  0.2232	 20.2262	  20.226	 120.995
 2420	  0.2232	 20.2350	  20.235	 121.045
 2421	  0.2228	 20.2425	  20.243	 121.095
 2422	  0.2224	 20.2512	  20.251	 121.145
 2423	  0.2228	 20.2600	  20.260	 121.195
 2424	  0.2228	 20.2687	  20.269	 121.245
 2425	  0.2236	 20.2762	  20.276	 121.295
 2426	  0.2228	 20.2850	  20.285	 121.345
 2427	  0.2232	 20.2937	  20.294	 121.395
 2428	  0.2224	 20.3013	  20.301	 121.445
 2429	  0.2228	 20.3100	  20.310	 121.495
 2430	  0.2232	 20.3188	  20.319	 121.545
 2431	  0.2228	 20.3275	  20.327	 121.595
 2432	  0.2236	 20.3350	  20.335	 121.645
 2433	  0.2232	 20.3438	  20.344	 121.695
 2434	  0.2236	 20.3525	  20.352	 121.745
 2435	  0.2236	 20.3600	  20.360	 121.795
 2436	  0.2232	 20.3687	  20.369	 121.845
 2437	  0.2232	 20.3775	  20.377	 121.895
 2438	  0.2232	 20.3850	  20.385	 121.945
 2439	  0.2228	 20.3937	  20.394	 121.995
 2440	  0.2236	 20.4025	  20.403	 122.045
 2441	  0.2232	 20.4100	  20.410	 122.095
 2442	  0.2240	 20.4187	  20.419	 122.145
 2443	  0.2236	 20.4275	  20.427	 122.195
 2444	  0.2232	 20.4362	  20.436	 122.245
 2445	  0.2236	 20.4438	  20.444	 122.295
 2446	  0.2232	 20.4525	  20.452	 122.345
 2447	  0.2236	 20.4613	  20.461	 122.395
 2448	  0.2236	 20.4688	  20.469	 122.445
 2449	  0.2240	 20.4775	  20.477	 122.495
 2450	  0.2240	 20.4862	  20.486	 122.545
 2451	  0.2236	 20.4937	  20.494	 122.595
 2452	  0.2236	 20.5025	  20.502	 122.645
 2453	  0.2236	 20.5112	  20.511	 122.695
 2454	  0.2236	 20.5187	  20.519	 122.745
 2455	  0.2236	 20.5275	  20.528	 122.795
 2456	  0.2240	 20.5362	  20.536	 122.845
 2457	  0.2244	 20.5437	  20.544	 122.895
 2458	  0.2244	 20.5525	  20.552	 122.945
 2459	  0.2244	 20.5612	  20.561	 122.995
 2460	  0.2244	 20.5700	  20.570	 123.045
 2461	  0.2248	 20.5775	  20.577	 123.095
 2462	  0.2244	 20.5863	  20.586	 123.145
 2463	  0.2244	 20.5950	  20.595	 123.195
 2464	  0.2236	 20.6025	  20.602	 123.245
 2465	  0.2244	 20.6112	  20.611	 123.295
 2466	  0.2244	 20.6200	  20.620	 123.345
 2467	  0.2244	 20.6275	  20.627	 123.395
 2468	  0.2240	 20.6362	  20.636	 123.445
 2469	  0.2248	 20.6450	  20.645	 123.495
 2470	  0.2248	 20.6525	  20.653	 123.545
 2471	  0.2244	 20.6612	  20.661	 123.595
 2472	  0.2248	 20.6687	  20.669	 123.645
 2473	  0.2252	 20.6775	  20.677	 123.695
 2474	  0.2252	 20.6862	  20.686	 123.745
 2475	  0.2252	 20.6938	  20.694	 123.795
 2476	  0.2240	 20.7025	  20.702	 123.845
 2477	  0.2244	 20.7113	  20.711	 123.895
 2478	  0.2244	 20.7188	  20.719	 123.945
 2479	  0.2244	 20.7275	  20.727	 123.995
 2480	  0.2252	 20.7362	  20.736	 124.045
 2481	  0.2248	 20.7450	  20.745	 124.095
 2482	  0.2252	 20.7525	  20.752	 124.145
 2483	  0.2252	 20.7612	  20.761	 124.195
 2484	  0.2252	 20.7700	  20.770	 124.245
 2485	  0.2252	 20.7775	  20.778	 124.295
 2486	  0.2256	 20.7862	  20.786	 124.345
 2487	  0.2252	 20.7950	  20.795	 124.395
 2488	  0.2252	 20.8025	  20.802	 124.445
 2489	  0.2256	 20.8112	  20.811	 124.495
 2490	  0.2252	 20.8200	  20.820	 124.545
 2491	  0.2252	 20.8275	  20.827	 124.595
 2492	  0.2248	 20.8363	  20.836	 124.645
 2493	  0.2248	 20.8438	  20.844	 124.695
 2494	  0.2248	 20.8525	  20.852	 124.745
 2495	  0.2252	 20.8612	  20.861	 124.795
 2496	  0.2248	 20.8700	  20.870	 124.845
 2497	  0.2248	 20.8775	  20.877	 124.895
 2498	  0.2248	 20.8862	  20.886	 124.945
 2499	  0.2252	 20.8937	  20.894	 124.995
 2500	  0.2252	 20.9025	  20.903	 125.045
 2501	  0.2256	 20.9112	  20.911	 125.095
 2502	  0.2252	 20.9187	  20.919	 125.145
 2503	  0.2248	 20.9275	  20.927	 125.195
 2504	  0.2252	 20.9362	  20.936	 125.245
 2505	  0.2252	 20.9438	  20.944	 125.295
 2506	  0.2256	 20.9525	  20.952	 125.345
 2507	  0.2252	 20.9600	  20.960	 125.395
 2508	  0.2248	 20.9688	  20.969	 125.445
 2509	  0.2244	 20.9775	  20.977	 125.495
 2510	  0.2248	 20.9862	  20.986	 125.545
 2511	  0.2252	 20.9937	  20.994	 125.595
 2512	  0.2252	 21.0025	  21.002	 125.645
 2513	  0.2256	 21.0100	  21.010	 125.695
 2514	  0.2248	 21.0187	  21.019	 125.745
 2515	  0.2252	 21.0275	  21.028	 125.795
 2516	  0.2248	 21.0362	  21.036	 125.845
 2517	  0.2252	 21.0437	  21.044	 125.895
 2518	  0.2252	 21.0525	  21.052	 125.945
 2519	  0.2256	 21.0600	  21.060	 125.995
 2520	  0.2252	 21.0688	  21.069	 126.045
 2521	  0.2252	 21.0775	  21.077	 126.095
 2522	  0.2260	 21.0863	  21.086	 126.145
 2523	  0.2260	 21.0938	  21.094	 126.195
 2524	  0.2256	 21.1025	  21.102	 126.245
 2525	  0.2264	 21.1112	  21.111	 126.295
 2526	  0.2256	 21.1187	  21.119	 126.345
 2527	  0.2252	 21.1275	  21.127	 126.395
 2528	  0.2256	 21.1362	  21.136	 126.445
 2529	  0.2252	 21.1437	  21.144	 126.495
 2530	  0.2260	 21.1525	  21.153	 126.545
 2531	  0.2260	 21.1612	  21.161	 126.595
 2532	  0.2260	 21.1687	  21.169	 126.645
 2533	  0.2252	 21.1775	  21.177	 126.695
 2534	  0.2256	 21.1850	  21.185	 126.745
 2535	  0.2256	 21.1938	  21.194	 126.795
 2536	  0.2264	 21.2025	  21.202	 126.845
 2537	  0.2260	 21.2100	  21.210	 126.895
 2538	  0.2260	 21.2188	  21.219	 126.945
 2539	  0.2268	 21.2275	  21.227	 126.995
 2540	  0.2272	 21.2362	  21.236	 127.045
 2541	  0.2264	 21.2437	  21.244	 127.095
 2542	  0.2268	 21.2525	  21.252	 127.145
 2543	  0.2264	 21.2600	  21.260	 127.195
 2544	  0.2272	 21.2687	  21.269	 127.245
 2545	  0.2264	 21.2775	  21.278	 127.295
 2546	  0.2260	 21.2862	  21.286	 127.345
 2547	  0.2264	 21.2937	  21.294	 127.395
 2548	  0.2268	 21.3025	  21.302	 127.445
 2549	  0.2272	 21.3112	  21.311	 127.495
 2550	  0.2268	 21.3188	  21.319	 127.545
 2551	  0.2260	 21.3275	  21.327	 127.595
 2552	  0.2264	 21.3363	  21.336	 127.645
 2553	  0.2268	 21.3438	  21.344	 127.695
 2554	  0.2268	 21.3525	  21.352	 127.745
 2555	  0.2268	 21.3612	  21.361	 127.795
 2556	  0.2268	 21.3687	  21.369	 127.845
 2557	  0.2268	 21.3775	  21.377	 127.895
 2558	  0.2272	 21.3862	  21.386	 127.945
 2559	  0.2268	 21.3937	  21.394	 127.995
 2560	  0.2272	 21.4025	  21.403	 128.045
 2561	  0.2276	 21.4112	  21.411	 128.095
 2562	  0.2268	 21.4187	  21.419	 128.145
 2563	  0.2268	 21.4275	  21.427	 128.195
 2564	  0.2268	 21.4362	  21.436	 128.245
 2565	  0.2276	 21.4450	  21.445	 128.295
 2566	  0.2272	 21.4525	  21.452	 128.345
 2567	  0.2272	 21.4613	  21.461	 128.395
 2568	  0.2272	 21.4700	  21.470	 128.445
 2569	  0.2268	 21.4775	  21.477	 128.495
 2570	  0.2276	 21.4862	  21.486	 128.545
 2571	  0.2272	 21.4950	  21.495	 128.595
 2572	  0.2276	 21.5025	  21.502	 128.645
 2573	  0.2276	 21.5112	  21.511	 128.695
 2574	  0.2276	 21.5200	  21.520	 128.745
 2575	  0.2276	 21.5275	  21.528	 128.795
 2576	  0.2276	 21.5362	  21.536	 128.845
 2577	  0.2280	 21.5450	  21.545	 128.895
 2578	  0.2280	 21.5525	  21.552	 128.945
 2579	  0.2280	 21.5612	  21.561	 128.995
 2580	  0.2280	 21.5700	  21.570	 129.045
 2581	  0.2280	 21.5787	  21.579	 129.095
 2582	  0.2280	 21.5863	  21.586	 129.145
 2583	  0.2280	 21.5950	  21.595	 129.195
 2584	  0.2280	 21.6038	  21.604	 129.245
 2585	  0.2280	 21.6112	  21.611	 129.295
 2586	  0.2288	 21.6200	  21.620	 129.345
 2587	  0.2288	 21.6287	  21.629	 129.395
 2588	  0.2292	 21.6362	  21.636	 129.445
 2589	  0.2292	 21.6450	  21.645	 129.495
 2590	  0.2292	 21.6537	  21.654	 129.545
 2591	  0.2296	 21.6612	  21.661	 129.595
 2592	  0.2296	 21.6700	  21.670	 129.645
 2593	  0.2296	 21.6787	  21.679	 129.695
 2594	  0.2296	 21.6862	  21.686	 129.745
 2595	  0.2296	 21.6950	  21.695	 129.795
 2596	  0.2292	 21.7037	  21.704	 129.845
 2597	  0.2288	 21.7113	  21.711	 129.895
 2598	  0.2300	 21.7200	  21.720	 129.945
 2599	  0.2296	 21.7288	  21.729	 129.995
 2600	  0.2296	 21.7362	  21.736	 130.045
 2601	  0.2296	 21.7450	  21.745	 130.095
 2602	  0.2292	 21.7537	  21.754	 130.145
 2603	  0.2296	 21.7612	  21.761	 130.195
 2604	  0.2296	 21.7700	  21.770	 130.245
 2605	  0.2296	 21.7787	  21.779	 130.295
 2606	  0.2292	 21.7875	  21.788	 130.345
 2607	  0.2296	 21.7950	  21.795	 130.395
 2608	  0.2292	 21.8037	  21.804	 130.445
 2609	  0.2292	 21.8125	  21.812	 130.495
 2610	  0.2288	 21.8200	  21.820	 130.545
 2611	  0.2292	 21.8287	  21.829	 130.595
 2612	  0.2292	 21.8375	  21.837	 130.645
 2613	  0.2292	 21.8462	  21.846	 130.695
 2614	  0.2292	 21.8538	  21.854	 130.745
 2615	  0.2288	 21.8625	  21.862	 130.795
 2616	  0.2288	 21.8713	  21.871	 130.845
 2617	  0.2292	 21.8787	  21.879	 130.895
 2618	  0.2292	 21.8875	  21.887	 130.945
 2619	  0.2296	 21.8962	  21.896	 130.995
 2620	  0.2292	 21.9037	  21.904	 131.045
 2621	  0.2296	 21.9125	  21.913	 131.095
 2622	  0.2288	 21.9212	  21.921	 131.145
 2623	  0.2292	 21.9287	  21.929	 131.195
 2624	  0.2296	 21.9375	  21.938	 131.245
 2625	  0.2296	 21.9462	  21.946	 131.295
 2626	  0.2296	 21.9537	  21.954	 131.345
 2627	  0.2296	 21.9625	  21.962	 131.395
 2628	  0.2300	 21.9712	  21.971	 131.445
 2629	  0.2304	 21.9788	  21.979	 131.495
 2630	  0.2300	 21.9875	  21.987	 131.545
 2631	  0.2300	 21.9963	  21.996	 131.595
 2632	  0.2304	 22.0050	  22.005	 131.645
 2633	  0.2300	 22.0125	  22.012	 131.695
 2634	  0.2300	 22.0212	  22.021	 131.745
 2635	  0.2308	 22.0300	  22.030	 131.795
 2636	  0.2304	 22.0375	  22.038	 131.845
 2637	  0.2308	 22.0462	  22.046	 131.895
 2638	  0.2308	 22.0550	  22.055	 131.945
 2639	  0.2300	 22.0625	  22.062	 131.995
 2640	  0.2304	 22.0712	  22.071	 132.045
 2641	  0.2304	 22.0800	  22.080	 132.095
 2642	  0.2300	 22.0875	  22.087	 132.145
 2643	  0.2304	 22.0962	  22.096	 132.195
 2644	  0.2304	 22.1050	  22.105	 132.245
 2645	  0.2304	 22.1138	  22.114	 132.295
 2646	  0.2296	 22.1213	  22.121	 132.345
 2647	  0.2308	 22.1300	  22.130	 132.395
 2648	  0.2308	 22.1388	  22.139	 132.445
 2649	  0.2308	 22.1462	  22.146	 132.495
 2650	  0.2304	 22.1550	  22.155	 132.545
 2651	  0.2304	 22.1637	  22.164	 132.595
 2652	  0.2304	 22.1712	  22.171	 132.645
 2653	  0.2312	 22.1800	  22.180	 132.695
 2654	  0.2308	 22.1887	  22.189	 132.745
 2655	  0.2312	 22.1962	  22.196	 132.795
 2656	  0.2312	 22.2050	  22.205	 132.845
 2657	  0.2308	 22.2137	  22.214	 132.895
 2658	  0.2308	 22.2212	  22.221	 132.945
 2659	  0.2312	 22.2300	  22.230	 132.995
 2660	  0.2312	 22.2387	  22.239	 133.045
 2661	  0.2308	 22.2475	  22.247	 133.095
 2662	  0.2308	 22.2550	  22.255	 133.145
 2663	  0.2308	 22.2638	  22.264	 133.195
 2664	  0.2308	 22.2725	  22.272	 133.245
 2665	  0.2316	 22.2800	  22.280	 133.295
 2666	  0.2320	 22.2887	  22.289	 133.345
 2667	  0.2316	 22.2975	  22.297	 133.395
 2668	  0.2320	 22.3062	  22.306	 133.445
 2669	  0.2316	 22.3137	  22.314	 133.495
 2670	  0.2320	 22.3225	  22.323	 133.545
 2671	  0.2320	 22.3312	  22.331	 133.595
 2672	  0.2308	 22.3387	  22.339	 133.645
 2673	  0.2320	 22.3475	  22.347	 133.695
 2674	  0.2312	 22.3562	  22.356	 133.745
 2675	  0.2312	 22.3637	  22.364	 133.795
 2676	  0.2320	 22.3725	  22.372	 133.845
 2677	  0.2320	 22.3813	  22.381	 133.895
 2678	  0.2324	 22.3900	  22.390	 133.945
 2679	  0.2328	 22.3975	  22.397	 133.995
 2680	  0.2320	 22.4062	  22.406	 134.045
 2681	  0.2316	 22.4150	  22.415	 134.095
 2682	  0.2316	 22.4225	  22.422	 134.145
 2683	  0.2320	 22.4312	  22.431	 134.195
 2684	  0.2324	 22.4400	  22.440	 134.245
 2685	  0.2328	 22.4487	  22.449	 134.295
 2686	  0.2320	 22.4562	  22.456	 134.345
 2687	  0.2316	 22.4650	  22.465	 134.395
 2688	  0.2320	 22.4737	  22.474	 134.445
 2689	  0.2320	 22.4812	  22.481	 134.495
 2690	  0.2312	 22.4900	  22.490	 134.545
 2691	  0.2320	 22.4987	  22.499	 134.595
 2692	  0.2320	 22.5063	  22.506	 134.645
 2693	  0.2316	 22.5150	  22.515	 134.695
 2694	  0.2320	 22.5238	  22.524	 134.745
 2695	  0.2312	 22.5325	  22.532	 134.795
 2696	  0.2312	 22.5400	  22.540	 134.845
 2697	  0.2316	 22.5487	  22.549	 134.895
 2698	  0.2316	 22.5575	  22.557	 134.945
 2699	  0.2316	 22.5650	  22.565	 134.995
 2700	  0.2316	 22.5737	  22.574	 135.045
 2701	  0.2308	 22.5825	  22.582	 135.095
 2702	  0.2316	 22.5912	  22.591	 135.145
 2703	  0.2316	 22.5987	  22.599	 135.195
 2704	  0.2312	 22.6075	  22.608	 135.245
 2705	  0.2312	 22.6162	  22.616	 135.295
 2706	  0.2316	 22.6237	  22.624	 135.345
 2707	  0.2316	 22.6325	  22.632	 135.395
 2708	  0.2316	 22.6412	  22.641	 135.445
 2709	  0.2316	 22.6488	  22.649	 135.495
 2710	  0.2316	 22.6575	  22.657	 135.545
 2711	  0.2328	 22.6663	  22.666	 135.595
 2712	  0.2328	 22.6737	  22.674	 135.645
 2713	  0.2332	 22.6825	  22.682	 135.695
 2714	  0.2332	 22.6912	  22.691	 135.745
 2715	  0.2332	 22.7000	  22.700	 135.795
 2716	  0.2324	 22.7075	  22.707	 135.845
 2717	  0.2328	 22.7162	  22.716	 135.895
 2718	  0.2324	 22.7250	  22.725	 135.945
 2719	  0.2328	 22.7325	  22.733	 135.995
 2720	  0.2328	 22.7412	  22.741	 136.045
 2721	  0.2328	 22.7500	  22.750	 136.095
 2722	  0.2336	 22.7575	  22.757	 136.145
 2723	  0.2324	 22.7662	  22.766	 136.195
 2724	  0.2336	 22.7750	  22.775	 136.245
 2725	  0.2332	 22.7825	  22.782	 136.295
 2726	  0.2332	 22.7913	  22.791	 136.345
 2727	  0.2328	 22.8000	  22.800	 136.395
 2728	  0.2324	 22.8075	  22.807	 136.445
 2729	  0.2332	 22.8162	  22.816	 136.495
 2730	  0.2332	 22.8250	  22.825	 136.545
 2731	  0.2328	 22.8337	  22.834	 136.595
 2732	  0.2328	 22.8412	  22.841	 136.645
 2733	  0.2328	 22.8500	  22.850	 136.695
 2734	  0.2328	 22.8587	  22.859	 136.745
 2735	  0.2332	 22.8675	  22.868	 136.795
 2736	  0.2336	 22.8750	  22.875	 136.845
 2737	  0.2332	 22.8837	  22.884	 136.895
 2738	  0.2332	 22.8925	  22.892	 136.945
 2739	  0.2340	 22.9000	  22.900	 136.995
 2740	  0.2332	 22.9087	  22.909	 137.045
 2741	  0.2328	 22.9175	  22.917	 137.095
 2742	  0.2332	 22.9250	  22.925	 137.145
 2743	  0.2336	 22.9338	  22.934	 137.195
 2744	  0.2336	 22.9425	  22.942	 137.245
 2745	  0.2328	 22.9500	  22.950	 137.295
 2746	  0.2332	 22.9587	  22.959	 137.345
 2747	  0.2336	 22.9675	  22.967	 137.395
 2748	  0.2336	 22.9762	  22.976	 137.445
 2749	  0.2340	 22.9837	  22.984	 137.495
 2750	  0.2344	 22.9925	  22.993	 137.545
 2751	  0.2340	 23.0012	  23.001	 137.595
 2752	  0.2340	 23.0087	  23.009	 137.645
 2753	  0.2336	 23.0175	  23.017	 137.695
 2754	  0.2336	 23.0262	  23.026	 137.745
 2755	  0.2336	 23.0337	  23.034	 137.795
 2756	  0.2340	 23.0425	  23.042	 137.845
 2757	  0.2344	 23.0512	  23.051	 137.895
 2758	  0.2340	 23.0588	  23.059	 137.945
 2759	  0.2340	 23.0675	  23.067	 137.995
 2760	  0.2340	 23.0763	  23.076	 138.045
 2761	  0.2340	 23.0850	  23.085	 138.095
 2762	  0.2340	 23.0925	  23.092	 138.145
 2763	  0.2336	 23.1012	  23.101	 138.195
 2764	  0.2340	 23.1100	  23.110	 138.245
 2765	  0.2340	 23.1175	  23.118	 138.295
 2766	  0.2336	 23.1262	  23.126	 138.345
 2767	  0.2340	 23.1350	  23.135	 138.395
 2768	  0.2348	 23.1425	  23.142	 138.445
 2769	  0.2348	 23.1512	  23.151	 138.495
 2770	  0.2344	 23.1600	  23.160	 138.545
 2771	  0.2344	 23.1675	  23.167	 138.595
 2772	  0.2348	 23.1762	  23.176	 138.645
 2773	  0.2352	 23.1850	  23.185	 138.695
 2774	  0.2348	 23.1925	  23.192	 138.745
 2775	  0.2348	 23.2013	  23.201	 138.795
 2776	  0.2348	 23.2100	  23.210	 138.845
 2777	  0.2352	 23.2188	  23.219	 138.895
 2778	  0.2348	 23.2262	  23.226	 138.945
 2779	  0.2344	 23.2350	  23.235	 138.995
 2780	  0.2348	 23.2437	  23.244	 139.045
 2781	  0.2348	 23.2525	  23.252	 139.095
 2782	  0.2352	 23.2600	  23.260	 139.145
 2783	  0.2348	 23.2687	  23.269	 139.195
 2784	  0.2348	 23.2775	  23.278	 139.245
 2785	  0.2348	 23.2850	  23.285	 139.295
 2786	  0.2352	 23.2937	  23.294	 139.345
 2787	  0.2344	 23.3025	  23.302	 139.395
 2788	  0.2348	 23.3100	  23.310	 139.445
 2789	  0.2344	 23.3188	  23.319	 139.495
 2790	  0.2352	 23.3275	  23.327	 139.545
 2791	  0.2348	 23.3350	  23.335	 139.595
 2792	  0.2352	 23.3438	  23.344	 139.645
 2793	  0.2356	 23.3525	  23.352	 139.695
 2794	  0.2352	 23.3600	  23.360	 139.745
 2795	  0.2352	 23.3687	  23.369	 139.795
 2796	  0.2352	 23.3775	  23.377	 139.845
 2797	  0.2352	 23.3862	  23.386	 139.895
 2798	  0.2356	 23.3937	  23.394	 139.945
 2799	  0.2356	 23.4025	  23.403	 139.995
 2800	  0.2356	 23.4112	  23.411	 140.045
 2801	  0.2352	 23.4200	  23.420	 140.095
 2802	  0.2356	 23.4275	  23.427	 140.145
 2803	  0.2360	 23.4362	  23.436	 140.195
 2804	  0.2364	 23.4438	  23.444	 140.245
 2805	  0.2360	 23.4525	  23.452	 140.295
 2806	  0.2360	 23.4613	  23.461	 140.345
 2807	  0.2356	 23.4688	  23.469	 140.395
 2808	  0.2352	 23.4775	  23.477	 140.445
 2809	  0.2356	 23.4862	  23.486	 140.495
 2810	  0.2360	 23.4950	  23.495	 140.545
 2811	  0.2356	 23.5025	  23.502	 140.595
 2812	  0.2356	 23.5112	  23.511	 140.645
 2813	  0.2356	 23.5200	  23.520	 140.695
 2814	  0.2360	 23.5275	  23.528	 140.745
 2815	  0.2364	 23.5362	  23.536	 140.795
 2816	  0.2356	 23.5450	  23.545	 140.845
 2817	  0.2356	 23.5525	  23.552	 140.895
 2818	  0.2356	 23.5612	  23.561	 140.945
 2819	  0.2360	 23.5700	  23.570	 140.995
 2820	  0.2360	 23.5775	  23.577	 141.045
 2821	  0.2368	 23.5863	  23.586	 141.095
 2822	  0.2360	 23.5950	  23.595	 141.145
 2823	  0.2356	 23.6025	  23.602	 141.195
 2824	  0.2364	 23.6112	  23.611	 141.245
 2825	  0.2360	 23.6200	  23.620	 141.295
 2826	  0.2364	 23.6287	  23.629	 141.345
 2827	  0.2368	 23.6362	  23.636	 141.395
 2828	  0.2364	 23.6450	  23.645	 141.445
 2829	  0.2364	 23.6537	  23.654	 141.495
 2830	  0.2364	 23.6612	  23.661	 141.545
 2831	  0.2364	 23.6700	  23.670	 141.595
 2832	  0.2360	 23.6787	  23.679	 141.645
 2833	  0.2360	 23.6862	  23.686	 141.695
 2834	  0.2356	 23.6950	  23.695	 141.745
 2835	  0.2356	 23.7037	  23.704	 141.795
 2836	  0.2360	 23.7113	  23.711	 141.845
 2837	  0.2356	 23.7200	  23.720	 141.895
 2838	  0.2352	 23.7288	  23.729	 141.945
 2839	  0.2356	 23.7362	  23.736	 141.995
 2840	  0.2356	 23.7450	  23.745	 142.045
 2841	  0.2352	 23.7537	  23.754	 142.095
 2842	  0.2364	 23.7612	  23.761	 142.145
 2843	  0.2360	 23.7700	  23.770	 142.195
 2844	  0.2364	 23.7787	  23.779	 142.245
 2845	  0.2360	 23.7862	  23.786	 142.295
 2846	  0.2364	 23.7950	  23.795	 142.345
 2847	  0.2364	 23.8037	  23.804	 142.395
 2848	  0.2356	 23.8125	  23.812	 142.445
 2849	  0.2364	 23.8200	  23.820	 142.495
 2850	  0.2364	 23.8287	  23.829	 142.545
 2851	  0.2360	 23.8375	  23.837	 142.595
 2852	  0.2360	 23.8450	  23.845	 142.645
 2853	  0.2364	 23.8538	  23.854	 142.695
 2854	  0.2368	 23.8625	  23.862	 142.745
 2855	  0.2368	 23.8700	  23.870	 142.795
 2856	  0.2368	 23.8787	  23.879	 142.845
 2857	  0.2368	 23.8875	  23.887	 142.895
 2858	  0.2368	 23.8950	  23.895	 142.945
 2859	  0.2372	 23.9037	  23.904	 142.995
 2860	  0.2360	 23.9125	  23.913	 143.045
 2861	  0.2364	 23.9200	  23.920	 143.095
 2862	  0.2364	 23.9287	  23.929	 143.145
 2863	  0.2360	 23.9375	  23.938	 143.195
 2864	  0.2356	 23.9462	  23.946	 143.245
 2865	  0.2364	 23.9537	  23.954	 143.295
 2866	  0.2364	 23.9625	  23.962	 143.345
 2867	  0.2364	 23.9712	  23.971	 143.395
 2868	  0.2364	 23.9788	  23.979	 143.445
 2869	  0.2364	 23.9875	  23.987	 143.495
 2870	  0.2364	 23.9963	  23.996	 143.545
 2871	  0.2372	 24.0037	  24.004	 143.595
 2872	  0.2368	 24.0125	  24.012	 143.645
 2873	  0.2368	 24.0200	  24.020	 143.695
 2874	  0.2372	 24.0287	  24.029	 143.745
 2875	  0.2368	 24.0375	  24.038	 143.795
 2876	  0.2372	 24.0450	  24.045	 143.845
 2877	  0.2368	 24.0537	  24.054	 143.895
 2878	  0.2368	 24.0625	  24.062	 143.945
 2879	  0.2372	 24.0700	  24.070	 143.995
 2880	  0.2372	 24.0787	  24.079	 144.045
 2881	  0.2368	 24.0875	  24.087	 144.095
 2882	  0.2376	 24.0962	  24.096	 144.145
 2883	  0.2380	 24.1038	  24.104	 144.195
 2884	  0.2380	 24.1125	  24.112	 144.245
 2885	  0.2380	 24.1200	  24.120	 144.295
 2886	  0.2380	 24.1287	  24.129	 144.345
 2887	  0.2376	 24.1375	  24.137	 144.395
 2888	  0.2380	 24.1450	  24.145	 144.445
 2889	  0.2380	 24.1537	  24.154	 144.495
 2890	  0.2380	 24.1625	  24.163	 144.545
 2891	  0.2380	 24.1700	  24.170	 144.595
 2892	  0.2384	 24.1787	  24.179	 144.645
 2893	  0.2384	 24.1875	  24.188	 144.695
 2894	  0.2380	 24.1962	  24.196	 144.745
 2895	  0.2376	 24.2037	  24.204	 144.795
 2896	  0.2380	 24.2125	  24.212	 144.845
 2897	  0.2380	 24.2212	  24.221	 144.895
 2898	  0.2380	 24.2288	  24.229	 144.945
 2899	  0.2380	 24.2375	  24.237	 144.995
 2900	  0.2380	 24.2463	  24.246	 145.045
 2901	  0.2376	 24.2537	  24.254	 145.095
 2902	  0.2376	 24.2625	  24.262	 145.145
 2903	  0.2372	 24.2700	  24.270	 145.195
 2904	  0.2380	 24.2787	  24.279	 145.245
 2905	  0.2384	 24.2875	  24.288	 145.295
 2906	  0.2380	 24.2962	  24.296	 145.345
 2907	  0.2380	 24.3037	  24.304	 145.395
 2908	  0.2380	 24.3125	  24.312	 145.445
 2909	  0.2380	 24.3200	  24.320	 145.495
 2910	  0.2384	 24.3287	  24.329	 145.545
 2911	  0.2380	 24.3375	  24.337	 145.595
 2912	  0.2384	 24.3462	  24.346	 145.645
