0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	6462
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 1129	  0.1764	  9.4338	   9.434	  56.495
 1130	  0.1764	  9.4425	   9.443	  56.545
 1131	  0.1764	  9.4513	   9.451	  56.595
 1132	  0.1768	  9.4587	   9.459	  56.645
 1133	  0.1772	  9.4675	   9.467	  56.695
 1134	  0.1776	  9.4750	   9.475	  56.745
 1135	  0.1776	  9.4837	   9.484	  56.795
 1136	  0.1776	  9.4925	   9.492	  56.845
 1137	  0.1784	  9.5000	   9.500	  56.895
 1138	  0.1780	  9.5087	   9.509	  56.945
 1139	  0.1780	  9.5175	   9.517	  56.995
 1140	  0.1788	  9.5262	   9.526	  57.045
 1141	  0.1788	  9.5337	   9.534	  57.095
 1142	  0.1788	  9.5425	   9.542	  57.145
 1143	  0.1788	  9.5512	   9.551	  57.195
 1144	  0.1788	  9.5588	   9.559	  57.245
 1145	  0.1792	  9.5675	   9.568	  57.295
 1146	  0.1796	  9.5763	   9.576	  57.345
 1147	  0.1796	  9.5850	   9.585	  57.395
 1148	  0.1800	  9.5925	   9.592	  57.445
 1149	  0.1796	  9.6012	   9.601	  57.495
 1150	  0.1800	  9.6100	   9.610	  57.545
 1151	  0.1808	  9.6175	   9.617	  57.595
 1152	  0.1816	  9.6262	   9.626	  57.645
 1153	  0.1812	  9.6350	   9.635	  57.695
 1154	  0.1808	  9.6425	   9.642	  57.745
 1155	  0.1808	  9.6512	   9.651	  57.795
 1156	  0.1812	  9.6600	   9.660	  57.845
 1157	  0.1816	  9.6675	   9.667	  57.895
 1158	  0.1816	  9.6762	   9.676	  57.945
 1159	  0.1812	  9.6850	   9.685	  57.995
 1160	  0.1812	  9.6937	   9.694	  58.045
 1161	  0.1812	  9.7013	   9.701	  58.095
 1162	  0.1812	  9.7100	   9.710	  58.145
 1163	  0.1820	  9.7188	   9.719	  58.195
 1164	  0.1820	  9.7275	   9.727	  58.245
 1165	  0.1824	  9.7350	   9.735	  58.295
 1166	  0.1816	  9.7437	   9.744	  58.345
 1167	  0.1820	  9.7525	   9.752	  58.395
 1168	  0.1828	  9.7600	   9.760	  58.445
 1169	  0.1828	  9.7688	   9.769	  58.495
 1170	  0.1832	  9.7775	   9.778	  58.545
 1171	  0.1832	  9.7850	   9.785	  58.595
 1172	  0.1836	  9.7937	   9.794	  58.645
 1173	  0.1840	  9.8025	   9.802	  58.695
 1174	  0.1836	  9.8112	   9.811	  58.745
 1175	  0.1844	  9.8187	   9.819	  58.795
 1176	  0.1844	  9.8275	   9.827	  58.845
 1177	  0.1848	  9.8350	   9.835	  58.895
 1178	  0.1848	  9.8438	   9.844	  58.945
 1179	  0.1852	  9.8525	   9.852	  58.995
 1180	  0.1852	  9.8612	   9.861	  59.045
 1181	  0.1844	  9.8687	   9.869	  59.095
 1182	  0.1852	  9.8775	   9.877	  59.145
 1183	  0.1860	  9.8862	   9.886	  59.195
 1184	  0.1860	  9.8950	   9.895	  59.245
 1185	  0.1864	  9.9025	   9.903	  59.295
 1186	  0.1860	  9.9113	   9.911	  59.345
 1187	  0.1860	  9.9200	   9.920	  59.395
 1188	  0.1868	  9.9275	   9.927	  59.445
 1189	  0.1864	  9.9362	   9.936	  59.495
 1190	  0.1868	  9.9450	   9.945	  59.545
 1191	  0.1872	  9.9537	   9.954	  59.595
 1192	  0.1872	  9.9612	   9.961	  59.645
 1193	  0.1872	  9.9700	   9.970	  59.695
 1194	  0.1872	  9.9788	   9.979	  59.745
 1195	  0.1872	  9.9875	   9.988	  59.795
 1196	  0.1872	  9.9950	   9.995	  59.845
 1197	  0.1880	 10.0037	  10.004	  59.895
 1198	  0.1884	 10.0125	  10.012	  59.945
 1199	  0.1884	 10.0212	  10.021	  59.995
 1200	  0.1888	 10.0287	  10.029	  60.045
 1201	  0.1888	 10.0375	  10.037	  60.095
 1202	  0.1892	 10.0450	  10.045	  60.145
 1203	  0.1896	 10.0538	  10.054	  60.195
 1204	  0.1896	 10.0625	  10.062	  60.245
 1205	  0.1900	 10.0712	  10.071	  60.295
 1206	  0.1900	 10.0787	  10.079	  60.345
 1207	  0.1900	 10.0875	  10.087	  60.395
 1208	  0.1900	 10.0950	  10.095	  60.445
 1209	  0.1904	 10.1038	  10.104	  60.495
 1210	  0.1908	 10.1125	  10.113	  60.545
 1211	  0.1908	 10.1213	  10.121	  60.595
 1212	  0.1912	 10.1287	  10.129	  60.645
 1213	  0.1912	 10.1375	  10.137	  60.695
 1214	  0.1912	 10.1462	  10.146	  60.745
 1215	  0.1912	 10.1550	  10.155	  60.795
 1216	  0.1916	 10.1625	  10.162	  60.845
 1217	  0.1916	 10.1712	  10.171	  60.895
 1218	  0.1916	 10.1800	  10.180	  60.945
 1219	  0.1912	 10.1887	  10.189	  60.995
 1220	  0.1916	 10.1962	  10.196	  61.045
 1221	  0.1920	 10.2050	  10.205	  61.095
 1222	  0.1924	 10.2125	  10.212	  61.145
 1223	  0.1932	 10.2212	  10.221	  61.195
 1224	  0.1936	 10.2300	  10.230	  61.245
 1225	  0.1932	 10.2387	  10.239	  61.295
 1226	  0.1932	 10.2463	  10.246	  61.345
 1227	  0.1936	 10.2550	  10.255	  61.395
 1228	  0.1940	 10.2638	  10.264	  61.445
 1229	  0.1940	 10.2712	  10.271	  61.495
 1230	  0.1944	 10.2800	  10.280	  61.545
 1231	  0.1944	 10.2887	  10.289	  61.595
 1232	  0.1944	 10.2975	  10.297	  61.645
 1233	  0.1944	 10.3050	  10.305	  61.695
 1234	  0.1952	 10.3137	  10.314	  61.745
 1235	  0.1952	 10.3225	  10.323	  61.795
 1236	  0.1952	 10.3300	  10.330	  61.845
 1237	  0.1956	 10.3387	  10.339	  61.895
 1238	  0.1956	 10.3475	  10.347	  61.945
 1239	  0.1952	 10.3550	  10.355	  61.995
 1240	  0.1956	 10.3637	  10.364	  62.045
 1241	  0.1956	 10.3725	  10.372	  62.095
 1242	  0.1956	 10.3800	  10.380	  62.145
 1243	  0.1952	 10.3888	  10.389	  62.195
 1244	  0.1956	 10.3975	  10.398	  62.245
 1245	  0.1956	 10.4062	  10.406	  62.295
 1246	  0.1960	 10.4137	  10.414	  62.345
 1247	  0.1964	 10.4225	  10.422	  62.395
 1248	  0.1976	 10.4312	  10.431	  62.445
 1249	  0.1972	 10.4400	  10.440	  62.495
 1250	  0.1976	 10.4475	  10.448	  62.545
 1251	  0.1980	 10.4563	  10.456	  62.595
 1252	  0.1980	 10.4650	  10.465	  62.645
 1253	  0.1988	 10.4725	  10.472	  62.695
 1254	  0.1984	 10.4812	  10.481	  62.745
 1255	  0.1988	 10.4900	  10.490	  62.795
 1256	  0.1988	 10.4975	  10.497	  62.845
 1257	  0.1984	 10.5062	  10.506	  62.895
 1258	  0.1980	 10.5150	  10.515	  62.945
 1259	  0.1980	 10.5225	  10.523	  62.995
 1260	  0.1988	 10.5312	  10.531	  63.045
 1261	  0.1988	 10.5400	  10.540	  63.095
 1262	  0.1992	 10.5475	  10.547	  63.145
 1263	  0.1996	 10.5562	  10.556	  63.195
 1264	  0.1996	 10.5650	  10.565	  63.245
 1265	  0.2000	 10.5737	  10.574	  63.295
 1266	  0.2004	 10.5813	  10.581	  63.345
 1267	  0.2008	 10.5900	  10.590	  63.395
 1268	  0.2008	 10.5988	  10.599	  63.445
 1269	  0.2008	 10.6075	  10.608	  63.495
 1270	  0.2008	 10.6150	  10.615	  63.545
 1271	  0.2008	 10.6237	  10.624	  63.595
 1272	  0.2012	 10.6312	  10.631	  63.645
 1273	  0.2020	 10.6400	  10.640	  63.695
 1274	  0.2020	 10.6487	  10.649	  63.745
 1275	  0.2020	 10.6562	  10.656	  63.795
 1276	  0.2020	 10.6650	  10.665	  63.845
 1277	  0.2020	 10.6737	  10.674	  63.895
 1278	  0.2024	 10.6812	  10.681	  63.945
 1279	  0.2028	 10.6900	  10.690	  63.995
 1280	  0.2028	 10.6987	  10.699	  64.045
 1281	  0.2028	 10.7075	  10.707	  64.095
 1282	  0.2032	 10.7150	  10.715	  64.145
 1283	  0.2036	 10.7238	  10.724	  64.195
 1284	  0.2032	 10.7325	  10.733	  64.245
 1285	  0.2032	 10.7413	  10.741	  64.295
 1286	  0.2032	 10.7487	  10.749	  64.345
 1287	  0.2044	 10.7575	  10.757	  64.395
 1288	  0.2040	 10.7662	  10.766	  64.445
 1289	  0.2052	 10.7737	  10.774	  64.495
 1290	  0.2056	 10.7825	  10.782	  64.545
 1291	  0.2052	 10.7913	  10.791	  64.595
 1292	  0.2048	 10.7987	  10.799	  64.645
 1293	  0.2052	 10.8075	  10.807	  64.695
 1294	  0.2048	 10.8162	  10.816	  64.745
 1295	  0.2052	 10.8250	  10.825	  64.795
 1296	  0.2052	 10.8325	  10.832	  64.845
 1297	  0.2060	 10.8412	  10.841	  64.895
 1298	  0.2060	 10.8500	  10.850	  64.945
 1299	  0.2056	 10.8575	  10.858	  64.995
 1300	  0.2064	 10.8663	  10.866	  65.045
 1301	  0.2060	 10.8750	  10.875	  65.095
 1302	  0.2064	 10.8825	  10.882	  65.145
 1303	  0.2068	 10.8912	  10.891	  65.195
 1304	  0.2072	 10.9000	  10.900	  65.245
 1305	  0.2072	 10.9075	  10.907	  65.295
 1306	  0.2068	 10.9163	  10.916	  65.345
 1307	  0.2072	 10.9250	  10.925	  65.395
 1308	  0.2072	 10.9325	  10.932	  65.445
 1309	  0.2072	 10.9412	  10.941	  65.495
 1310	  0.2076	 10.9500	  10.950	  65.545
 1311	  0.2080	 10.9587	  10.959	  65.595
 1312	  0.2084	 10.9662	  10.966	  65.645
 1313	  0.2084	 10.9750	  10.975	  65.695
 1314	  0.2088	 10.9837	  10.984	  65.745
 1315	  0.2088	 10.9925	  10.992	  65.795
 1316	  0.2088	 11.0000	  11.000	  65.845
 1317	  0.2092	 11.0087	  11.009	  65.895
 1318	  0.2100	 11.0175	  11.017	  65.945
 1319	  0.2096	 11.0250	  11.025	  65.995
 1320	  0.2092	 11.0337	  11.034	  66.045
 1321	  0.2096	 11.0425	  11.042	  66.095
 1322	  0.2104	 11.0500	  11.050	  66.145
 1323	  0.2104	 11.0588	  11.059	  66.195
 1324	  0.2104	 11.0675	  11.068	  66.245
 1325	  0.2116	 11.0750	  11.075	  66.295
 1326	  0.2108	 11.0837	  11.084	  66.345
 1327	  0.2108	 11.0925	  11.092	  66.395
 1328	  0.2104	 11.1000	  11.100	  66.445
 1329	  0.2112	 11.1087	  11.109	  66.495
 1330	  0.2108	 11.1175	  11.117	  66.545
 1331	  0.2116	 11.1262	  11.126	  66.595
 1332	  0.2116	 11.1337	  11.134	  66.645
 1333	  0.2120	 11.1425	  11.142	  66.695
 1334	  0.2116	 11.1512	  11.151	  66.745
 1335	  0.2124	 11.1587	  11.159	  66.795
 1336	  0.2124	 11.1675	  11.167	  66.845
 1337	  0.2120	 11.1750	  11.175	  66.895
 1338	  0.2124	 11.1838	  11.184	  66.945
 1339	  0.2132	 11.1925	  11.193	  66.995
 1340	  0.2120	 11.2013	  11.201	  67.045
 1341	  0.2120	 11.2087	  11.209	  67.095
 1342	  0.2136	 11.2175	  11.217	  67.145
 1343	  0.2132	 11.2250	  11.225	  67.195
 1344	  0.2132	 11.2337	  11.234	  67.245
 1345	  0.2136	 11.2425	  11.242	  67.295
 1346	  0.2136	 11.2512	  11.251	  67.345
 1347	  0.2136	 11.2587	  11.259	  67.395
 1348	  0.2136	 11.2675	  11.267	  67.445
 1349	  0.2144	 11.2762	  11.276	  67.495
 1350	  0.2140	 11.2850	  11.285	  67.545
 1351	  0.2144	 11.2925	  11.292	  67.595
 1352	  0.2144	 11.3012	  11.301	  67.645
 1353	  0.2144	 11.3100	  11.310	  67.695
 1354	  0.2144	 11.3175	  11.318	  67.745
 1355	  0.2152	 11.3263	  11.326	  67.795
 1356	  0.2156	 11.3350	  11.335	  67.845
 1357	  0.2148	 11.3425	  11.342	  67.895
 1358	  0.2160	 11.3512	  11.351	  67.945
 1359	  0.2160	 11.3600	  11.360	  67.995
 1360	  0.2160	 11.3675	  11.367	  68.045
 1361	  0.2156	 11.3750	  11.375	  68.095
 1362	  0.2160	 11.3837	  11.384	  68.145
 1363	  0.2160	 11.3912	  11.391	  68.195
 1364	  0.2160	 11.4000	  11.400	  68.245
 1365	  0.2168	 11.4087	  11.409	  68.295
 1366	  0.2164	 11.4162	  11.416	  68.345
 1367	  0.2168	 11.4250	  11.425	  68.395
 1368	  0.2164	 11.4325	  11.432	  68.445
 1369	  0.2168	 11.4412	  11.441	  68.495
 1370	  0.2168	 11.4500	  11.450	  68.545
 1371	  0.2172	 11.4575	  11.457	  68.595
 1372	  0.2176	 11.4662	  11.466	  68.645
 1373	  0.2168	 11.4750	  11.475	  68.695
 1374	  0.2176	 11.4837	  11.484	  68.745
 1375	  0.2180	 11.4913	  11.491	  68.795
 1376	  0.2184	 11.5000	  11.500	  68.845
 1377	  0.2188	 11.5075	  11.507	  68.895
 1378	  0.2188	 11.5162	  11.516	  68.945
 1379	  0.2192	 11.5250	  11.525	  68.995
 1380	  0.2184	 11.5337	  11.534	  69.045
 1381	  0.2192	 11.5412	  11.541	  69.095
 1382	  0.2188	 11.5500	  11.550	  69.145
 1383	  0.2192	 11.5588	  11.559	  69.195
 1384	  0.2196	 11.5662	  11.566	  69.245
 1385	  0.2192	 11.5750	  11.575	  69.295
 1386	  0.2196	 11.5837	  11.584	  69.345
 1387	  0.2196	 11.5912	  11.591	  69.395
 1388	  0.2196	 11.6000	  11.600	  69.445
 1389	  0.2196	 11.6075	  11.608	  69.495
 1390	  0.2196	 11.6163	  11.616	  69.545
 1391	  0.2200	 11.6237	  11.624	  69.595
 1392	  0.2204	 11.6325	  11.632	  69.645
 1393	  0.2204	 11.6412	  11.641	  69.695
 1394	  0.2208	 11.6500	  11.650	  69.745
 1395	  0.2212	 11.6575	  11.657	  69.795
 1396	  0.2208	 11.6662	  11.666	  69.845
 1397	  0.2208	 11.6750	  11.675	  69.895
 1398	  0.2216	 11.6825	  11.682	  69.945
 1399	  0.2220	 11.6912	  11.691	  69.995
 1400	  0.2224	 11.7000	  11.700	  70.045
 1401	  0.2224	 11.7075	  11.707	  70.095
 1402	  0.2224	 11.7162	  11.716	  70.145
 1403	  0.2220	 11.7238	  11.724	  70.195
 1404	  0.2224	 11.7325	  11.733	  70.245
 1405	  0.2232	 11.7413	  11.741	  70.295
 1406	  0.2232	 11.7487	  11.749	  70.345
 1407	  0.2236	 11.7575	  11.757	  70.395
 1408	  0.2232	 11.7662	  11.766	  70.445
 1409	  0.2236	 11.7737	  11.774	  70.495
 1410	  0.2236	 11.7825	  11.782	  70.545
 1411	  0.2240	 11.7912	  11.791	  70.595
 1412	  0.2240	 11.7987	  11.799	  70.645
 1413	  0.2244	 11.8075	  11.807	  70.695
 1414	  0.2244	 11.8162	  11.816	  70.745
 1415	  0.2244	 11.8237	  11.824	  70.795
 1416	  0.2248	 11.8325	  11.832	  70.845
 1417	  0.2256	 11.8412	  11.841	  70.895
 1418	  0.2252	 11.8488	  11.849	  70.945
 1419	  0.2256	 11.8575	  11.858	  70.995
 1420	  0.2256	 11.8663	  11.866	  71.045
 1421	  0.2256	 11.8737	  11.874	  71.095
 1422	  0.2260	 11.8825	  11.882	  71.145
 1423	  0.2260	 11.8900	  11.890	  71.195
 1424	  0.2264	 11.8987	  11.899	  71.245
 1425	  0.2260	 11.9075	  11.907	  71.295
 1426	  0.2256	 11.9162	  11.916	  71.345
 1427	  0.2268	 11.9237	  11.924	  71.395
 1428	  0.2272	 11.9325	  11.932	  71.445
 1429	  0.2272	 11.9412	  11.941	  71.495
 1430	  0.2272	 11.9487	  11.949	  71.545
 1431	  0.2276	 11.9575	  11.957	  71.595
 1432	  0.2276	 11.9662	  11.966	  71.645
 1433	  0.2280	 11.9738	  11.974	  71.695
 1434	  0.2276	 11.9825	  11.983	  71.745
 1435	  0.2272	 11.9913	  11.991	  71.795
 1436	  0.2280	 11.9987	  11.999	  71.845
 1437	  0.2280	 12.0075	  12.007	  71.895
 1438	  0.2284	 12.0150	  12.015	  71.945
 1439	  0.2288	 12.0237	  12.024	  71.995
 1440	  0.2280	 12.0325	  12.032	  72.045
 1441	  0.2280	 12.0400	  12.040	  72.095
 1442	  0.2284	 12.0487	  12.049	  72.145
 1443	  0.2284	 12.0575	  12.057	  72.195
 1444	  0.2292	 12.0662	  12.066	  72.245
 1445	  0.2296	 12.0737	  12.074	  72.295
 1446	  0.2296	 12.0825	  12.082	  72.345
 1447	  0.2296	 12.0900	  12.090	  72.395
 1448	  0.2300	 12.0988	  12.099	  72.445
 1449	  0.2300	 12.1075	  12.108	  72.495
 1450	  0.2296	 12.1163	  12.116	  72.545
 1451	  0.2300	 12.1237	  12.124	  72.595
 1452	  0.2296	 12.1325	  12.132	  72.645
 1453	  0.2300	 12.1400	  12.140	  72.695
 1454	  0.2300	 12.1487	  12.149	  72.745
 1455	  0.2296	 12.1575	  12.157	  72.795
 1456	  0.2300	 12.1650	  12.165	  72.845
 1457	  0.2304	 12.1737	  12.174	  72.895
 1458	  0.2300	 12.1812	  12.181	  72.945
 1459	  0.2308	 12.1900	  12.190	  72.995
 1460	  0.2308	 12.1987	  12.199	  73.045
 1461	  0.2312	 12.2075	  12.207	  73.095
 1462	  0.2308	 12.2150	  12.215	  73.145
 1463	  0.2312	 12.2238	  12.224	  73.195
 1464	  0.2320	 12.2325	  12.233	  73.245
 1465	  0.2312	 12.2400	  12.240	  73.295
 1466	  0.2316	 12.2487	  12.249	  73.345
 1467	  0.2312	 12.2575	  12.257	  73.395
 1468	  0.2320	 12.2650	  12.265	  73.445
 1469	  0.2324	 12.2737	  12.274	  73.495
 1470	  0.2324	 12.2825	  12.282	  73.545
 1471	  0.2324	 12.2900	  12.290	  73.595
 1472	  0.2324	 12.2987	  12.299	  73.645
 1473	  0.2336	 12.3075	  12.307	  73.695
 1474	  0.2328	 12.3150	  12.315	  73.745
 1475	  0.2328	 12.3237	  12.324	  73.795
 1476	  0.2336	 12.3325	  12.332	  73.845
 1477	  0.2340	 12.3400	  12.340	  73.895
 1478	  0.2332	 12.3488	  12.349	  73.945
 1479	  0.2332	 12.3575	  12.358	  73.995
 1480	  0.2340	 12.3650	  12.365	  74.045
 1481	  0.2340	 12.3737	  12.374	  74.095
 1482	  0.2340	 12.3825	  12.382	  74.145
 1483	  0.2340	 12.3900	  12.390	  74.195
 1484	  0.2344	 12.3987	  12.399	  74.245
 1485	  0.2348	 12.4075	  12.407	  74.295
 1486	  0.2352	 12.4150	  12.415	  74.345
 1487	  0.2352	 12.4237	  12.424	  74.395
 1488	  0.2352	 12.4312	  12.431	  74.445
 1489	  0.2348	 12.4400	  12.440	  74.495
 1490	  0.2348	 12.4487	  12.449	  74.545
 1491	  0.2352	 12.4563	  12.456	  74.595
 1492	  0.2356	 12.4650	  12.465	  74.645
 1493	  0.2352	 12.4738	  12.474	  74.695
 1494	  0.2356	 12.4812	  12.481	  74.745
 1495	  0.2356	 12.4900	  12.490	  74.795
 1496	  0.2364	 12.4987	  12.499	  74.845
 1497	  0.2364	 12.5075	  12.507	  74.895
 1498	  0.2364	 12.5150	  12.515	  74.945
 1499	  0.2364	 12.5237	  12.524	  74.995
 1500	  0.2372	 12.5325	  12.532	  75.045
 1501	  0.2368	 12.5400	  12.540	  75.095
 1502	  0.2368	 12.5487	  12.549	  75.145
 1503	  0.2372	 12.5575	  12.557	  75.195
 1504	  0.2372	 12.5650	  12.565	  75.245
 1505	  0.2380	 12.5737	  12.574	  75.295
 1506	  0.2376	 12.5825	  12.582	  75.345
 1507	  0.2376	 12.5900	  12.590	  75.395
 1508	  0.2376	 12.5988	  12.599	  75.445
 1509	  0.2384	 12.6075	  12.608	  75.495
 1510	  0.2380	 12.6150	  12.615	  75.545
 1511	  0.2388	 12.6237	  12.624	  75.595
 1512	  0.2384	 12.6325	  12.632	  75.645
 1513	  0.2388	 12.6400	  12.640	  75.695
 1514	  0.2392	 12.6487	  12.649	  75.745
 1515	  0.2388	 12.6575	  12.657	  75.795
 1516	  0.2392	 12.6662	  12.666	  75.845
 1517	  0.2388	 12.6737	  12.674	  75.895
 1518	  0.2392	 12.6825	  12.682	  75.945
 1519	  0.2392	 12.6912	  12.691	  75.995
 1520	  0.2396	 12.6987	  12.699	  76.045
 1521	  0.2396	 12.7075	  12.707	  76.095
 1522	  0.2404	 12.7162	  12.716	  76.145
 1523	  0.2404	 12.7238	  12.724	  76.195
 1524	  0.2400	 12.7325	  12.733	  76.245
 1525	  0.2400	 12.7413	  12.741	  76.295
 1526	  0.2408	 12.7500	  12.750	  76.345
 1527	  0.2400	 12.7575	  12.757	  76.395
 1528	  0.2400	 12.7662	  12.766	  76.445
 1529	  0.2404	 12.7750	  12.775	  76.495
 1530	  0.2400	 12.7825	  12.782	  76.545
 1531	  0.2400	 12.7912	  12.791	  76.595
 1532	  0.2408	 12.8000	  12.800	  76.645
 1533	  0.2416	 12.8075	  12.807	  76.695
 1534	  0.2416	 12.8162	  12.816	  76.745
 1535	  0.2420	 12.8250	  12.825	  76.795
 1536	  0.2416	 12.8337	  12.834	  76.845
 1537	  0.2416	 12.8412	  12.841	  76.895
 1538	  0.2420	 12.8500	  12.850	  76.945
 1539	  0.2424	 12.8587	  12.859	  76.995
 1540	  0.2420	 12.8663	  12.866	  77.045
 1541	  0.2424	 12.8750	  12.875	  77.095
 1542	  0.2432	 12.8837	  12.884	  77.145
 1543	  0.2428	 12.8912	  12.891	  77.195
 1544	  0.2432	 12.9000	  12.900	  77.245
 1545	  0.2428	 12.9087	  12.909	  77.295
 1546	  0.2436	 12.9175	  12.917	  77.345
 1547	  0.2436	 12.9250	  12.925	  77.395
 1548	  0.2440	 12.9338	  12.934	  77.445
 1549	  0.2440	 12.9425	  12.943	  77.495
 1550	  0.2436	 12.9513	  12.951	  77.545
 1551	  0.2432	 12.9587	  12.959	  77.595
 1552	  0.2432	 12.9675	  12.967	  77.645
 1553	  0.2440	 12.9762	  12.976	  77.695
 1554	  0.2448	 12.9837	  12.984	  77.745
 1555	  0.2448	 12.9925	  12.992	  77.795
 1556	  0.2444	 13.0012	  13.001	  77.845
 1557	  0.2444	 13.0087	  13.009	  77.895
 1558	  0.2444	 13.0175	  13.017	  77.945
 1559	  0.2448	 13.0262	  13.026	  77.995
 1560	  0.2448	 13.0350	  13.035	  78.045
 1561	  0.2448	 13.0425	  13.042	  78.095
 1562	  0.2448	 13.0512	  13.051	  78.145
 1563	  0.2452	 13.0600	  13.060	  78.195
 1564	  0.2460	 13.0687	  13.069	  78.245
 1565	  0.2456	 13.0763	  13.076	  78.295
 1566	  0.2460	 13.0850	  13.085	  78.345
 1567	  0.2460	 13.0938	  13.094	  78.395
 1568	  0.2468	 13.1012	  13.101	  78.445
 1569	  0.2460	 13.1100	  13.110	  78.495
 1570	  0.2468	 13.1187	  13.119	  78.545
 1571	  0.2460	 13.1262	  13.126	  78.595
 1572	  0.2468	 13.1350	  13.135	  78.645
 1573	  0.2472	 13.1437	  13.144	  78.695
 1574	  0.2472	 13.1525	  13.153	  78.745
 1575	  0.2476	 13.1600	  13.160	  78.795
 1576	  0.2476	 13.1687	  13.169	  78.845
 1577	  0.2476	 13.1775	  13.177	  78.895
 1578	  0.2480	 13.1850	  13.185	  78.945
 1579	  0.2472	 13.1937	  13.194	  78.995
 1580	  0.2476	 13.2025	  13.202	  79.045
 1581	  0.2472	 13.2112	  13.211	  79.095
 1582	  0.2468	 13.2188	  13.219	  79.145
 1583	  0.2480	 13.2275	  13.227	  79.195
 1584	  0.2476	 13.2362	  13.236	  79.245
 1585	  0.2476	 13.2437	  13.244	  79.295
 1586	  0.2480	 13.2525	  13.252	  79.345
 1587	  0.2488	 13.2612	  13.261	  79.395
 1588	  0.2480	 13.2687	  13.269	  79.445
 1589	  0.2480	 13.2775	  13.278	  79.495
 1590	  0.2484	 13.2863	  13.286	  79.545
 1591	  0.2484	 13.2937	  13.294	  79.595
 1592	  0.2480	 13.3025	  13.302	  79.645
 1593	  0.2488	 13.3112	  13.311	  79.695
 1594	  0.2492	 13.3200	  13.320	  79.745
 1595	  0.2492	 13.3275	  13.327	  79.795
 1596	  0.2496	 13.3362	  13.336	  79.845
 1597	  0.2488	 13.3450	  13.345	  79.895
 1598	  0.2492	 13.3525	  13.352	  79.945
 1599	  0.2492	 13.3612	  13.361	  79.995
 1600	  0.2496	 13.3700	  13.370	  80.045
 1601	  0.2500	 13.3787	  13.379	  80.095
 1602	  0.2504	 13.3862	  13.386	  80.145
 1603	  0.2504	 13.3950	  13.395	  80.195
 1604	  0.2508	 13.4037	  13.404	  80.245
 1605	  0.2512	 13.4113	  13.411	  80.295
 1606	  0.2504	 13.4200	  13.420	  80.345
 1607	  0.2508	 13.4288	  13.429	  80.395
 1608	  0.2512	 13.4362	  13.436	  80.445
 1609	  0.2512	 13.4450	  13.445	  80.495
 1610	  0.2512	 13.4537	  13.454	  80.545
 1611	  0.2516	 13.4612	  13.461	  80.595
 1612	  0.2516	 13.4700	  13.470	  80.645
 1613	  0.2516	 13.4787	  13.479	  80.695
 1614	  0.2516	 13.4862	  13.486	  80.745
 1615	  0.2520	 13.4950	  13.495	  80.795
 1616	  0.2516	 13.5037	  13.504	  80.845
 1617	  0.2516	 13.5112	  13.511	  80.895
 1618	  0.2516	 13.5200	  13.520	  80.945
 1619	  0.2524	 13.5287	  13.529	  80.995
 1620	  0.2520	 13.5363	  13.536	  81.045
 1621	  0.2520	 13.5450	  13.545	  81.095
 1622	  0.2524	 13.5538	  13.554	  81.145
 1623	  0.2524	 13.5612	  13.561	  81.195
 1624	  0.2532	 13.5700	  13.570	  81.245
 1625	  0.2532	 13.5787	  13.579	  81.295
 1626	  0.2532	 13.5862	  13.586	  81.345
 1627	  0.2532	 13.5950	  13.595	  81.395
 1628	  0.2528	 13.6037	  13.604	  81.445
 1629	  0.2528	 13.6125	  13.612	  81.495
 1630	  0.2532	 13.6200	  13.620	  81.545
 1631	  0.2532	 13.6287	  13.629	  81.595
 1632	  0.2528	 13.6375	  13.637	  81.645
 1633	  0.2532	 13.6450	  13.645	  81.695
 1634	  0.2536	 13.6537	  13.654	  81.745
 1635	  0.2536	 13.6625	  13.662	  81.795
 1636	  0.2536	 13.6700	  13.670	  81.845
 1637	  0.2540	 13.6788	  13.679	  81.895
 1638	  0.2536	 13.6875	  13.688	  81.945
 1639	  0.2544	 13.6950	  13.695	  81.995
 1640	  0.2544	 13.7037	  13.704	  82.045
 1641	  0.2544	 13.7125	  13.712	  82.095
 1642	  0.2540	 13.7200	  13.720	  82.145
 1643	  0.2544	 13.7287	  13.729	  82.195
 1644	  0.2540	 13.7375	  13.737	  82.245
 1645	  0.2548	 13.7450	  13.745	  82.295
 1646	  0.2548	 13.7537	  13.754	  82.345
 1647	  0.2552	 13.7625	  13.762	  82.395
 1648	  0.2552	 13.7700	  13.770	  82.445
 1649	  0.2548	 13.7787	  13.779	  82.495
 1650	  0.2548	 13.7875	  13.787	  82.545
 1651	  0.2556	 13.7962	  13.796	  82.595
 1652	  0.2556	 13.8038	  13.804	  82.645
 1653	  0.2560	 13.8125	  13.812	  82.695
 1654	  0.2560	 13.8212	  13.821	  82.745
 1655	  0.2564	 13.8287	  13.829	  82.795
 1656	  0.2560	 13.8375	  13.837	  82.845
 1657	  0.2568	 13.8462	  13.846	  82.895
 1658	  0.2568	 13.8537	  13.854	  82.945
 1659	  0.2568	 13.8625	  13.862	  82.995
 1660	  0.2568	 13.8713	  13.871	  83.045
 1661	  0.2564	 13.8800	  13.880	  83.095
 1662	  0.2568	 13.8875	  13.887	  83.145
