0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	6462
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
    0	  0.0096	  0.0088	   0.009	   0.045
    1	  0.0096	  0.0175	   0.018	   0.095
    2	  0.0100	  0.0250	   0.025	   0.145
    3	  0.0096	  0.0337	   0.034	   0.195
    4	  0.0096	  0.0425	   0.043	   0.245
    5	  0.0100	  0.0500	   0.050	   0.295
    6	  0.0096	  0.0587	   0.059	   0.345
    7	  0.0100	  0.0662	   0.066	   0.395
    8	  0.0088	  0.0750	   0.075	   0.445
    9	  0.0092	  0.0825	   0.082	   0.495
   10	  0.0092	  0.0900	   0.090	   0.545
   11	  0.0088	  0.0975	   0.097	   0.595
   12	  0.0096	  0.1062	   0.106	   0.645
   13	  0.0100	  0.1137	   0.114	   0.695
   14	  0.0104	  0.1225	   0.122	   0.745
   15	  0.0100	  0.1312	   0.131	   0.795
   16	  0.0100	  0.1388	   0.139	   0.845
   17	  0.0104	  0.1475	   0.147	   0.895
   18	  0.0104	  0.1562	   0.156	   0.945
   19	  0.0108	  0.1637	   0.164	   0.995
   20	  0.0100	  0.1725	   0.172	   1.045
   21	  0.0100	  0.1812	   0.181	   1.095
   22	  0.0108	  0.1887	   0.189	   1.145
   23	  0.0104	  0.1975	   0.197	   1.195
   24	  0.0112	  0.2050	   0.205	   1.245
   25	  0.0108	  0.2137	   0.214	   1.295
   26	  0.0108	  0.2225	   0.222	   1.345
   27	  0.0112	  0.2300	   0.230	   1.395
   28	  0.0108	  0.2387	   0.239	   1.445
   29	  0.0108	  0.2462	   0.246	   1.495
   30	  0.0104	  0.2550	   0.255	   1.545
   31	  0.0116	  0.2637	   0.264	   1.595
   32	  0.0108	  0.2712	   0.271	   1.645
   33	  0.0116	  0.2800	   0.280	   1.695
   34	  0.0112	  0.2887	   0.289	   1.745
   35	  0.0112	  0.2962	   0.296	   1.795
   36	  0.0112	  0.3050	   0.305	   1.845
   37	  0.0112	  0.3137	   0.314	   1.895
   38	  0.0112	  0.3212	   0.321	   1.945
   39	  0.0116	  0.3300	   0.330	   1.995
   40	  0.0108	  0.3388	   0.339	   2.045
   41	  0.0116	  0.3462	   0.346	   2.095
   42	  0.0112	  0.3550	   0.355	   2.145
   43	  0.0116	  0.3637	   0.364	   2.195
   44	  0.0120	  0.3713	   0.371	   2.245
   45	  0.0120	  0.3800	   0.380	   2.295
   46	  0.0124	  0.3887	   0.389	   2.345
   47	  0.0124	  0.3962	   0.396	   2.395
   48	  0.0128	  0.4050	   0.405	   2.445
   49	  0.0132	  0.4137	   0.414	   2.495
   50	  0.0120	  0.4212	   0.421	   2.545
   51	  0.0116	  0.4300	   0.430	   2.595
   52	  0.0124	  0.4375	   0.438	   2.645
   53	  0.0124	  0.4462	   0.446	   2.695
   54	  0.0120	  0.4550	   0.455	   2.745
   55	  0.0120	  0.4625	   0.462	   2.795
   56	  0.0124	  0.4712	   0.471	   2.845
   57	  0.0128	  0.4800	   0.480	   2.895
   58	  0.0120	  0.4875	   0.487	   2.945
   59	  0.0120	  0.4963	   0.496	   2.995
   60	  0.0116	  0.5050	   0.505	   3.045
   61	  0.0116	  0.5125	   0.512	   3.095
   62	  0.0112	  0.5213	   0.521	   3.145
   63	  0.0112	  0.5300	   0.530	   3.195
   64	  0.0120	  0.5375	   0.537	   3.245
   65	  0.0120	  0.5462	   0.546	   3.295
   66	  0.0120	  0.5550	   0.555	   3.345
   67	  0.0116	  0.5625	   0.562	   3.395
   68	  0.0116	  0.5712	   0.571	   3.445
   69	  0.0120	  0.5800	   0.580	   3.495
   70	  0.0120	  0.5875	   0.587	   3.545
   71	  0.0120	  0.5962	   0.596	   3.595
   72	  0.0116	  0.6050	   0.605	   3.645
   73	  0.0116	  0.6125	   0.613	   3.695
   74	  0.0116	  0.6212	   0.621	   3.745
   75	  0.0116	  0.6300	   0.630	   3.795
   76	  0.0116	  0.6375	   0.637	   3.845
   77	  0.0120	  0.6463	   0.646	   3.895
   78	  0.0116	  0.6550	   0.655	   3.945
   79	  0.0124	  0.6625	   0.662	   3.995
   80	  0.0124	  0.6712	   0.671	   4.045
   81	  0.0120	  0.6800	   0.680	   4.095
   82	  0.0116	  0.6875	   0.688	   4.145
   83	  0.0120	  0.6962	   0.696	   4.195
   84	  0.0120	  0.7050	   0.705	   4.245
   85	  0.0124	  0.7125	   0.712	   4.295
   86	  0.0124	  0.7212	   0.721	   4.345
   87	  0.0124	  0.7300	   0.730	   4.395
   88	  0.0124	  0.7375	   0.738	   4.445
   89	  0.0124	  0.7462	   0.746	   4.495
   90	  0.0132	  0.7550	   0.755	   4.545
   91	  0.0124	  0.7625	   0.762	   4.595
   92	  0.0128	  0.7713	   0.771	   4.645
   93	  0.0128	  0.7800	   0.780	   4.695
   94	  0.0132	  0.7875	   0.787	   4.745
   95	  0.0128	  0.7962	   0.796	   4.795
   96	  0.0120	  0.8050	   0.805	   4.845
   97	  0.0124	  0.8125	   0.812	   4.895
   98	  0.0128	  0.8212	   0.821	   4.945
   99	  0.0132	  0.8287	   0.829	   4.995
  100	  0.0132	  0.8363	   0.836	   5.045
  101	  0.0124	  0.8450	   0.845	   5.095
  102	  0.0124	  0.8525	   0.852	   5.145
  103	  0.0128	  0.8612	   0.861	   5.195
  104	  0.0132	  0.8700	   0.870	   5.245
  105	  0.0136	  0.8787	   0.879	   5.295
  106	  0.0136	  0.8862	   0.886	   5.345
  107	  0.0140	  0.8950	   0.895	   5.395
  108	  0.0140	  0.9025	   0.902	   5.445
  109	  0.0136	  0.9112	   0.911	   5.495
  110	  0.0136	  0.9200	   0.920	   5.545
  111	  0.0140	  0.9275	   0.927	   5.595
  112	  0.0132	  0.9362	   0.936	   5.645
  113	  0.0136	  0.9450	   0.945	   5.695
  114	  0.0136	  0.9525	   0.952	   5.745
  115	  0.0136	  0.9613	   0.961	   5.795
  116	  0.0136	  0.9700	   0.970	   5.845
  117	  0.0144	  0.9775	   0.977	   5.895
  118	  0.0144	  0.9862	   0.986	   5.945
  119	  0.0144	  0.9950	   0.995	   5.995
  120	  0.0144	  1.0025	   1.002	   6.045
  121	  0.0140	  1.0113	   1.011	   6.095
  122	  0.0144	  1.0200	   1.020	   6.145
  123	  0.0140	  1.0275	   1.028	   6.195
  124	  0.0140	  1.0362	   1.036	   6.245
  125	  0.0136	  1.0450	   1.045	   6.295
  126	  0.0148	  1.0525	   1.053	   6.345
  127	  0.0144	  1.0612	   1.061	   6.395
  128	  0.0144	  1.0700	   1.070	   6.445
  129	  0.0140	  1.0788	   1.079	   6.495
  130	  0.0148	  1.0862	   1.086	   6.545
  131	  0.0144	  1.0950	   1.095	   6.595
  132	  0.0140	  1.1037	   1.104	   6.645
  133	  0.0144	  1.1112	   1.111	   6.695
  134	  0.0148	  1.1200	   1.120	   6.745
  135	  0.0152	  1.1287	   1.129	   6.795
  136	  0.0148	  1.1363	   1.136	   6.845
  137	  0.0140	  1.1450	   1.145	   6.895
  138	  0.0140	  1.1537	   1.154	   6.945
  139	  0.0144	  1.1612	   1.161	   6.995
  140	  0.0148	  1.1700	   1.170	   7.045
  141	  0.0152	  1.1787	   1.179	   7.095
  142	  0.0152	  1.1862	   1.186	   7.145
  143	  0.0152	  1.1950	   1.195	   7.195
  144	  0.0152	  1.2038	   1.204	   7.245
  145	  0.0152	  1.2112	   1.211	   7.295
  146	  0.0156	  1.2200	   1.220	   7.345
  147	  0.0152	  1.2287	   1.229	   7.395
  148	  0.0156	  1.2362	   1.236	   7.445
  149	  0.0152	  1.2450	   1.245	   7.495
  150	  0.0152	  1.2525	   1.252	   7.545
  151	  0.0152	  1.2613	   1.261	   7.595
  152	  0.0152	  1.2700	   1.270	   7.645
  153	  0.0148	  1.2775	   1.277	   7.695
  154	  0.0148	  1.2862	   1.286	   7.745
  155	  0.0148	  1.2950	   1.295	   7.795
  156	  0.0144	  1.3037	   1.304	   7.845
  157	  0.0144	  1.3112	   1.311	   7.895
  158	  0.0152	  1.3200	   1.320	   7.945
  159	  0.0148	  1.3288	   1.329	   7.995
  160	  0.0148	  1.3362	   1.336	   8.045
  161	  0.0148	  1.3450	   1.345	   8.095
  162	  0.0148	  1.3537	   1.354	   8.145
  163	  0.0152	  1.3625	   1.362	   8.195
  164	  0.0156	  1.3700	   1.370	   8.245
  165	  0.0148	  1.3787	   1.379	   8.295
  166	  0.0152	  1.3875	   1.387	   8.345
  167	  0.0156	  1.3950	   1.395	   8.395
  168	  0.0156	  1.4037	   1.404	   8.445
  169	  0.0160	  1.4125	   1.413	   8.495
  170	  0.0156	  1.4212	   1.421	   8.545
  171	  0.0156	  1.4287	   1.429	   8.595
  172	  0.0156	  1.4375	   1.438	   8.645
  173	  0.0160	  1.4462	   1.446	   8.695
  174	  0.0160	  1.4538	   1.454	   8.745
  175	  0.0156	  1.4625	   1.462	   8.795
  176	  0.0148	  1.4712	   1.471	   8.845
  177	  0.0152	  1.4787	   1.479	   8.895
  178	  0.0156	  1.4875	   1.487	   8.945
  179	  0.0152	  1.4962	   1.496	   8.995
  180	  0.0152	  1.5037	   1.504	   9.045
  181	  0.0152	  1.5125	   1.512	   9.095
  182	  0.0152	  1.5213	   1.521	   9.145
  183	  0.0152	  1.5287	   1.529	   9.195
  184	  0.0156	  1.5375	   1.538	   9.245
  185	  0.0156	  1.5462	   1.546	   9.295
  186	  0.0156	  1.5550	   1.555	   9.345
  187	  0.0152	  1.5625	   1.562	   9.395
  188	  0.0160	  1.5712	   1.571	   9.445
  189	  0.0160	  1.5800	   1.580	   9.495
  190	  0.0160	  1.5888	   1.589	   9.545
  191	  0.0156	  1.5962	   1.596	   9.595
  192	  0.0156	  1.6050	   1.605	   9.645
  193	  0.0168	  1.6125	   1.612	   9.695
  194	  0.0164	  1.6212	   1.621	   9.745
  195	  0.0164	  1.6300	   1.630	   9.795
  196	  0.0160	  1.6387	   1.639	   9.845
  197	  0.0168	  1.6463	   1.646	   9.895
  198	  0.0160	  1.6550	   1.655	   9.945
  199	  0.0168	  1.6637	   1.664	   9.995
  200	  0.0176	  1.6725	   1.673	  10.045
  201	  0.0172	  1.6800	   1.680	  10.095
  202	  0.0164	  1.6887	   1.689	  10.145
  203	  0.0164	  1.6975	   1.697	  10.195
  204	  0.0164	  1.7050	   1.705	  10.245
  205	  0.0168	  1.7138	   1.714	  10.295
  206	  0.0168	  1.7225	   1.722	  10.345
  207	  0.0172	  1.7300	   1.730	  10.395
  208	  0.0168	  1.7387	   1.739	  10.445
  209	  0.0168	  1.7475	   1.747	  10.495
  210	  0.0168	  1.7550	   1.755	  10.545
  211	  0.0176	  1.7637	   1.764	  10.595
  212	  0.0180	  1.7725	   1.772	  10.645
  213	  0.0180	  1.7800	   1.780	  10.695
  214	  0.0172	  1.7887	   1.789	  10.745
  215	  0.0180	  1.7975	   1.798	  10.795
  216	  0.0176	  1.8062	   1.806	  10.845
  217	  0.0168	  1.8137	   1.814	  10.895
  218	  0.0172	  1.8225	   1.822	  10.945
  219	  0.0168	  1.8312	   1.831	  10.995
  220	  0.0172	  1.8400	   1.840	  11.045
  221	  0.0176	  1.8475	   1.847	  11.095
  222	  0.0176	  1.8562	   1.856	  11.145
  223	  0.0180	  1.8650	   1.865	  11.195
  224	  0.0180	  1.8725	   1.872	  11.245
  225	  0.0184	  1.8812	   1.881	  11.295
  226	  0.0184	  1.8900	   1.890	  11.345
  227	  0.0184	  1.8975	   1.897	  11.395
  228	  0.0184	  1.9062	   1.906	  11.445
  229	  0.0184	  1.9150	   1.915	  11.495
  230	  0.0180	  1.9225	   1.923	  11.545
  231	  0.0180	  1.9312	   1.931	  11.595
  232	  0.0188	  1.9400	   1.940	  11.645
  233	  0.0184	  1.9487	   1.949	  11.695
  234	  0.0180	  1.9562	   1.956	  11.745
  235	  0.0188	  1.9650	   1.965	  11.795
  236	  0.0188	  1.9737	   1.974	  11.845
  237	  0.0192	  1.9812	   1.981	  11.895
  238	  0.0192	  1.9900	   1.990	  11.945
  239	  0.0192	  1.9987	   1.999	  11.995
  240	  0.0192	  2.0062	   2.006	  12.045
  241	  0.0200	  2.0150	   2.015	  12.095
  242	  0.0196	  2.0225	   2.023	  12.145
  243	  0.0192	  2.0312	   2.031	  12.195
  244	  0.0196	  2.0400	   2.040	  12.245
  245	  0.0196	  2.0487	   2.049	  12.295
  246	  0.0204	  2.0562	   2.056	  12.345
  247	  0.0196	  2.0650	   2.065	  12.395
  248	  0.0192	  2.0738	   2.074	  12.445
  249	  0.0196	  2.0812	   2.081	  12.495
  250	  0.0196	  2.0900	   2.090	  12.545
  251	  0.0196	  2.0987	   2.099	  12.595
  252	  0.0188	  2.1063	   2.106	  12.645
  253	  0.0196	  2.1150	   2.115	  12.695
  254	  0.0196	  2.1237	   2.124	  12.745
  255	  0.0196	  2.1325	   2.132	  12.795
  256	  0.0200	  2.1400	   2.140	  12.845
  257	  0.0196	  2.1488	   2.149	  12.895
  258	  0.0196	  2.1575	   2.158	  12.945
  259	  0.0192	  2.1650	   2.165	  12.995
  260	  0.0204	  2.1737	   2.174	  13.045
  261	  0.0200	  2.1825	   2.182	  13.095
  262	  0.0208	  2.1900	   2.190	  13.145
  263	  0.0204	  2.1988	   2.199	  13.195
  264	  0.0204	  2.2075	   2.207	  13.245
  265	  0.0204	  2.2150	   2.215	  13.295
  266	  0.0204	  2.2237	   2.224	  13.345
  267	  0.0204	  2.2325	   2.232	  13.395
  268	  0.0208	  2.2400	   2.240	  13.445
  269	  0.0204	  2.2487	   2.249	  13.495
  270	  0.0208	  2.2575	   2.257	  13.545
  271	  0.0208	  2.2662	   2.266	  13.595
  272	  0.0204	  2.2738	   2.274	  13.645
  273	  0.0212	  2.2825	   2.283	  13.695
  274	  0.0208	  2.2912	   2.291	  13.745
  275	  0.0212	  2.2987	   2.299	  13.795
  276	  0.0212	  2.3075	   2.307	  13.845
  277	  0.0212	  2.3150	   2.315	  13.895
  278	  0.0220	  2.3238	   2.324	  13.945
  279	  0.0224	  2.3325	   2.332	  13.995
  280	  0.0216	  2.3400	   2.340	  14.045
  281	  0.0220	  2.3487	   2.349	  14.095
  282	  0.0220	  2.3575	   2.357	  14.145
  283	  0.0220	  2.3650	   2.365	  14.195
  284	  0.0224	  2.3737	   2.374	  14.245
  285	  0.0224	  2.3825	   2.382	  14.295
  286	  0.0224	  2.3912	   2.391	  14.345
  287	  0.0228	  2.3987	   2.399	  14.395
  288	  0.0224	  2.4075	   2.408	  14.445
  289	  0.0224	  2.4162	   2.416	  14.495
  290	  0.0228	  2.4250	   2.425	  14.545
  291	  0.0224	  2.4325	   2.432	  14.595
  292	  0.0224	  2.4412	   2.441	  14.645
  293	  0.0228	  2.4500	   2.450	  14.695
  294	  0.0232	  2.4575	   2.457	  14.745
  295	  0.0236	  2.4662	   2.466	  14.795
  296	  0.0240	  2.4750	   2.475	  14.845
  297	  0.0236	  2.4825	   2.482	  14.895
  298	  0.0228	  2.4913	   2.491	  14.945
  299	  0.0228	  2.5000	   2.500	  14.995
  300	  0.0228	  2.5087	   2.509	  15.045
  301	  0.0228	  2.5162	   2.516	  15.095
  302	  0.0240	  2.5250	   2.525	  15.145
  303	  0.0240	  2.5338	   2.534	  15.195
  304	  0.0240	  2.5425	   2.543	  15.245
  305	  0.0240	  2.5500	   2.550	  15.295
  306	  0.0236	  2.5587	   2.559	  15.345
  307	  0.0236	  2.5662	   2.566	  15.395
  308	  0.0232	  2.5750	   2.575	  15.445
  309	  0.0236	  2.5838	   2.584	  15.495
  310	  0.0236	  2.5925	   2.592	  15.545
  311	  0.0240	  2.6000	   2.600	  15.595
  312	  0.0244	  2.6087	   2.609	  15.645
  313	  0.0244	  2.6175	   2.617	  15.695
  314	  0.0244	  2.6263	   2.626	  15.745
  315	  0.0240	  2.6337	   2.634	  15.795
  316	  0.0244	  2.6425	   2.642	  15.845
  317	  0.0244	  2.6512	   2.651	  15.895
  318	  0.0248	  2.6588	   2.659	  15.945
  319	  0.0244	  2.6675	   2.668	  15.995
  320	  0.0244	  2.6762	   2.676	  16.045
  321	  0.0252	  2.6850	   2.685	  16.095
  322	  0.0256	  2.6925	   2.692	  16.145
  323	  0.0256	  2.7012	   2.701	  16.195
  324	  0.0252	  2.7100	   2.710	  16.245
  325	  0.0256	  2.7188	   2.719	  16.295
  326	  0.0252	  2.7262	   2.726	  16.345
  327	  0.0248	  2.7350	   2.735	  16.395
  328	  0.0252	  2.7437	   2.744	  16.445
  329	  0.0256	  2.7525	   2.753	  16.495
  330	  0.0256	  2.7600	   2.760	  16.545
  331	  0.0256	  2.7687	   2.769	  16.595
  332	  0.0260	  2.7775	   2.777	  16.645
  333	  0.0264	  2.7850	   2.785	  16.695
  334	  0.0268	  2.7938	   2.794	  16.745
  335	  0.0268	  2.8025	   2.803	  16.795
  336	  0.0264	  2.8112	   2.811	  16.845
  337	  0.0264	  2.8187	   2.819	  16.895
  338	  0.0264	  2.8275	   2.827	  16.945
  339	  0.0268	  2.8362	   2.836	  16.995
  340	  0.0260	  2.8438	   2.844	  17.045
  341	  0.0272	  2.8525	   2.852	  17.095
  342	  0.0268	  2.8612	   2.861	  17.145
  343	  0.0268	  2.8687	   2.869	  17.195
  344	  0.0272	  2.8775	   2.877	  17.245
  345	  0.0272	  2.8863	   2.886	  17.295
  346	  0.0264	  2.8937	   2.894	  17.345
  347	  0.0264	  2.9025	   2.902	  17.395
  348	  0.0264	  2.9112	   2.911	  17.445
  349	  0.0272	  2.9200	   2.920	  17.495
  350	  0.0268	  2.9275	   2.928	  17.545
  351	  0.0268	  2.9362	   2.936	  17.595
  352	  0.0272	  2.9450	   2.945	  17.645
  353	  0.0272	  2.9525	   2.952	  17.695
  354	  0.0280	  2.9612	   2.961	  17.745
  355	  0.0280	  2.9700	   2.970	  17.795
  356	  0.0284	  2.9787	   2.979	  17.845
  357	  0.0276	  2.9862	   2.986	  17.895
  358	  0.0276	  2.9950	   2.995	  17.945
  359	  0.0284	  3.0037	   3.004	  17.995
  360	  0.0280	  3.0125	   3.013	  18.045
  361	  0.0284	  3.0200	   3.020	  18.095
  362	  0.0288	  3.0287	   3.029	  18.145
  363	  0.0288	  3.0362	   3.036	  18.195
  364	  0.0288	  3.0450	   3.045	  18.245
  365	  0.0284	  3.0538	   3.054	  18.295
  366	  0.0288	  3.0625	   3.062	  18.345
  367	  0.0288	  3.0700	   3.070	  18.395
  368	  0.0292	  3.0787	   3.079	  18.445
  369	  0.0300	  3.0875	   3.087	  18.495
  370	  0.0300	  3.0950	   3.095	  18.545
  371	  0.0300	  3.1037	   3.104	  18.595
  372	  0.0304	  3.1125	   3.112	  18.645
  373	  0.0300	  3.1200	   3.120	  18.695
  374	  0.0308	  3.1287	   3.129	  18.745
  375	  0.0304	  3.1375	   3.138	  18.795
  376	  0.0304	  3.1450	   3.145	  18.845
  377	  0.0308	  3.1537	   3.154	  18.895
  378	  0.0304	  3.1625	   3.162	  18.945
  379	  0.0308	  3.1712	   3.171	  18.995
  380	  0.0308	  3.1788	   3.179	  19.045
  381	  0.0304	  3.1875	   3.188	  19.095
  382	  0.0308	  3.1962	   3.196	  19.145
  383	  0.0304	  3.2037	   3.204	  19.195
  384	  0.0308	  3.2125	   3.212	  19.245
  385	  0.0304	  3.2212	   3.221	  19.295
  386	  0.0308	  3.2300	   3.230	  19.345
  387	  0.0308	  3.2375	   3.237	  19.395
  388	  0.0308	  3.2462	   3.246	  19.445
  389	  0.0304	  3.2550	   3.255	  19.495
  390	  0.0312	  3.2625	   3.262	  19.545
  391	  0.0316	  3.2713	   3.271	  19.595
  392	  0.0316	  3.2787	   3.279	  19.645
  393	  0.0316	  3.2875	   3.287	  19.695
  394	  0.0320	  3.2962	   3.296	  19.745
  395	  0.0320	  3.3038	   3.304	  19.795
  396	  0.0316	  3.3125	   3.312	  19.845
  397	  0.0316	  3.3212	   3.321	  19.895
  398	  0.0316	  3.3287	   3.329	  19.945
  399	  0.0316	  3.3375	   3.337	  19.995
  400	  0.0320	  3.3462	   3.346	  20.045
  401	  0.0328	  3.3537	   3.354	  20.095
  402	  0.0328	  3.3625	   3.362	  20.145
  403	  0.0332	  3.3700	   3.370	  20.195
  404	  0.0332	  3.3787	   3.379	  20.245
  405	  0.0332	  3.3875	   3.387	  20.295
  406	  0.0332	  3.3950	   3.395	  20.345
  407	  0.0324	  3.4037	   3.404	  20.395
  408	  0.0328	  3.4125	   3.412	  20.445
  409	  0.0336	  3.4200	   3.420	  20.495
  410	  0.0340	  3.4288	   3.429	  20.545
  411	  0.0344	  3.4375	   3.438	  20.595
  412	  0.0344	  3.4450	   3.445	  20.645
  413	  0.0340	  3.4537	   3.454	  20.695
  414	  0.0340	  3.4625	   3.462	  20.745
  415	  0.0344	  3.4712	   3.471	  20.795
  416	  0.0344	  3.4787	   3.479	  20.845
  417	  0.0352	  3.4875	   3.487	  20.895
  418	  0.0352	  3.4962	   3.496	  20.945
  419	  0.0352	  3.5037	   3.504	  20.995
  420	  0.0352	  3.5125	   3.512	  21.045
  421	  0.0356	  3.5200	   3.520	  21.095
  422	  0.0356	  3.5287	   3.529	  21.145
  423	  0.0356	  3.5362	   3.536	  21.195
  424	  0.0352	  3.5450	   3.545	  21.245
  425	  0.0356	  3.5538	   3.554	  21.295
  426	  0.0360	  3.5625	   3.562	  21.345
  427	  0.0364	  3.5700	   3.570	  21.395
  428	  0.0368	  3.5787	   3.579	  21.445
  429	  0.0360	  3.5862	   3.586	  21.495
  430	  0.0364	  3.5950	   3.595	  21.545
  431	  0.0368	  3.6037	   3.604	  21.595
  432	  0.0364	  3.6125	   3.612	  21.645
  433	  0.0364	  3.6200	   3.620	  21.695
  434	  0.0368	  3.6287	   3.629	  21.745
  435	  0.0372	  3.6375	   3.637	  21.795
  436	  0.0372	  3.6450	   3.645	  21.845
  437	  0.0372	  3.6537	   3.654	  21.895
  438	  0.0372	  3.6625	   3.662	  21.945
  439	  0.0372	  3.6700	   3.670	  21.995
  440	  0.0372	  3.6787	   3.679	  22.045
  441	  0.0372	  3.6862	   3.686	  22.095
  442	  0.0372	  3.6950	   3.695	  22.145
  443	  0.0380	  3.7037	   3.704	  22.195
  444	  0.0384	  3.7125	   3.712	  22.245
  445	  0.0388	  3.7200	   3.720	  22.295
  446	  0.0388	  3.7287	   3.729	  22.345
  447	  0.0388	  3.7362	   3.736	  22.395
  448	  0.0388	  3.7450	   3.745	  22.445
  449	  0.0392	  3.7537	   3.754	  22.495
  450	  0.0388	  3.7625	   3.762	  22.545
  451	  0.0396	  3.7700	   3.770	  22.595
  452	  0.0396	  3.7787	   3.779	  22.645
  453	  0.0392	  3.7875	   3.787	  22.695
  454	  0.0396	  3.7950	   3.795	  22.745
  455	  0.0400	  3.8037	   3.804	  22.795
  456	  0.0400	  3.8125	   3.812	  22.845
  457	  0.0400	  3.8200	   3.820	  22.895
  458	  0.0408	  3.8287	   3.829	  22.945
  459	  0.0408	  3.8362	   3.836	  22.995
  460	  0.0404	  3.8450	   3.845	  23.045
  461	  0.0408	  3.8537	   3.854	  23.095
  462	  0.0416	  3.8612	   3.861	  23.145
  463	  0.0416	  3.8700	   3.870	  23.195
  464	  0.0416	  3.8787	   3.879	  23.245
  465	  0.0416	  3.8863	   3.886	  23.295
  466	  0.0424	  3.8950	   3.895	  23.345
  467	  0.0420	  3.9037	   3.904	  23.395
  468	  0.0420	  3.9112	   3.911	  23.445
  469	  0.0420	  3.9200	   3.920	  23.495
  470	  0.0424	  3.9287	   3.929	  23.545
  471	  0.0424	  3.9362	   3.936	  23.595
  472	  0.0428	  3.9450	   3.945	  23.645
  473	  0.0428	  3.9537	   3.954	  23.695
  474	  0.0432	  3.9612	   3.961	  23.745
  475	  0.0428	  3.9700	   3.970	  23.795
  476	  0.0428	  3.9787	   3.979	  23.845
  477	  0.0436	  3.9862	   3.986	  23.895
  478	  0.0432	  3.9950	   3.995	  23.945
  479	  0.0428	  4.0037	   4.004	  23.995
  480	  0.0432	  4.0113	   4.011	  24.045
  481	  0.0428	  4.0200	   4.020	  24.095
  482	  0.0428	  4.0287	   4.029	  24.145
  483	  0.0440	  4.0363	   4.036	  24.195
  484	  0.0436	  4.0450	   4.045	  24.245
  485	  0.0436	  4.0538	   4.054	  24.295
  486	  0.0444	  4.0612	   4.061	  24.345
  487	  0.0444	  4.0700	   4.070	  24.395
  488	  0.0444	  4.0788	   4.079	  24.445
  489	  0.0444	  4.0862	   4.086	  24.495
  490	  0.0440	  4.0950	   4.095	  24.545
  491	  0.0448	  4.1025	   4.102	  24.595
  492	  0.0448	  4.1112	   4.111	  24.645
  493	  0.0456	  4.1200	   4.120	  24.695
  494	  0.0452	  4.1275	   4.128	  24.745
  495	  0.0456	  4.1363	   4.136	  24.795
  496	  0.0452	  4.1450	   4.145	  24.845
  497	  0.0460	  4.1525	   4.152	  24.895
  498	  0.0460	  4.1600	   4.160	  24.945
  499	  0.0460	  4.1687	   4.169	  24.995
  500	  0.0460	  4.1762	   4.176	  25.045
  501	  0.0460	  4.1850	   4.185	  25.095
  502	  0.0472	  4.1937	   4.194	  25.145
  503	  0.0468	  4.2013	   4.201	  25.195
  504	  0.0472	  4.2100	   4.210	  25.245
  505	  0.0468	  4.2188	   4.219	  25.295
  506	  0.0476	  4.2275	   4.227	  25.345
  507	  0.0476	  4.2350	   4.235	  25.395
  508	  0.0476	  4.2438	   4.244	  25.445
  509	  0.0476	  4.2512	   4.251	  25.495
  510	  0.0480	  4.2600	   4.260	  25.545
  511	  0.0484	  4.2687	   4.269	  25.595
  512	  0.0476	  4.2762	   4.276	  25.645
  513	  0.0484	  4.2850	   4.285	  25.695
  514	  0.0488	  4.2937	   4.294	  25.745
  515	  0.0488	  4.3012	   4.301	  25.795
  516	  0.0496	  4.3100	   4.310	  25.845
  517	  0.0496	  4.3187	   4.319	  25.895
  518	  0.0496	  4.3263	   4.326	  25.945
  519	  0.0492	  4.3350	   4.335	  25.995
  520	  0.0500	  4.3438	   4.344	  26.045
  521	  0.0504	  4.3512	   4.351	  26.095
  522	  0.0504	  4.3600	   4.360	  26.145
  523	  0.0500	  4.3675	   4.367	  26.195
  524	  0.0504	  4.3762	   4.376	  26.245
  525	  0.0508	  4.3850	   4.385	  26.295
  526	  0.0504	  4.3937	   4.394	  26.345
  527	  0.0512	  4.4012	   4.401	  26.395
  528	  0.0508	  4.4100	   4.410	  26.445
  529	  0.0516	  4.4187	   4.419	  26.495
  530	  0.0516	  4.4262	   4.426	  26.545
  531	  0.0524	  4.4350	   4.435	  26.595
  532	  0.0524	  4.4437	   4.444	  26.645
  533	  0.0528	  4.4513	   4.451	  26.695
  534	  0.0528	  4.4600	   4.460	  26.745
  535	  0.0520	  4.4688	   4.469	  26.795
  536	  0.0524	  4.4762	   4.476	  26.845
  537	  0.0528	  4.4850	   4.485	  26.895
  538	  0.0528	  4.4938	   4.494	  26.945
  539	  0.0532	  4.5012	   4.501	  26.995
  540	  0.0536	  4.5100	   4.510	  27.045
  541	  0.0540	  4.5187	   4.519	  27.095
  542	  0.0536	  4.5262	   4.526	  27.145
  543	  0.0540	  4.5350	   4.535	  27.195
  544	  0.0540	  4.5437	   4.544	  27.245
  545	  0.0540	  4.5512	   4.551	  27.295
  546	  0.0540	  4.5600	   4.560	  27.345
  547	  0.0540	  4.5687	   4.569	  27.395
  548	  0.0544	  4.5763	   4.576	  27.445
  549	  0.0544	  4.5850	   4.585	  27.495
  550	  0.0548	  4.5938	   4.594	  27.545
  551	  0.0544	  4.6012	   4.601	  27.595
  552	  0.0548	  4.6100	   4.610	  27.645
  553	  0.0552	  4.6188	   4.619	  27.695
  554	  0.0548	  4.6262	   4.626	  27.745
  555	  0.0552	  4.6350	   4.635	  27.795
