0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	3117
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 2116	  0.1956	 17.6887	  17.689	 105.845
 2117	  0.1956	 17.6975	  17.698	 105.895
 2118	  0.1964	 17.7050	  17.705	 105.945
 2119	  0.1956	 17.7137	  17.714	 105.995
 2120	  0.1960	 17.7225	  17.722	 106.045
 2121	  0.1960	 17.7300	  17.730	 106.095
 2122	  0.1960	 17.7388	  17.739	 106.145
 2123	  0.1960	 17.7475	  17.747	 106.195
 2124	  0.1956	 17.7550	  17.755	 106.245
 2125	  0.1956	 17.7638	  17.764	 106.295
 2126	  0.1960	 17.7725	  17.772	 106.345
 2127	  0.1964	 17.7800	  17.780	 106.395
 2128	  0.1964	 17.7887	  17.789	 106.445
 2129	  0.1960	 17.7975	  17.797	 106.495
 2130	  0.1964	 17.8050	  17.805	 106.545
 2131	  0.1968	 17.8137	  17.814	 106.595
 2132	  0.1964	 17.8225	  17.823	 106.645
 2133	  0.1972	 17.8312	  17.831	 106.695
 2134	  0.1968	 17.8387	  17.839	 106.745
 2135	  0.1964	 17.8475	  17.847	 106.795
 2136	  0.1968	 17.8562	  17.856	 106.845
 2137	  0.1964	 17.8638	  17.864	 106.895
 2138	  0.1960	 17.8725	  17.872	 106.945
 2139	  0.1964	 17.8813	  17.881	 106.995
 2140	  0.1964	 17.8888	  17.889	 107.045
 2141	  0.1960	 17.8975	  17.897	 107.095
 2142	  0.1956	 17.9062	  17.906	 107.145
 2143	  0.1964	 17.9150	  17.915	 107.195
 2144	  0.1964	 17.9225	  17.922	 107.245
 2145	  0.1968	 17.9312	  17.931	 107.295
 2146	  0.1964	 17.9400	  17.940	 107.345
 2147	  0.1968	 17.9475	  17.948	 107.395
 2148	  0.1964	 17.9562	  17.956	 107.445
 2149	  0.1960	 17.9650	  17.965	 107.495
 2150	  0.1964	 17.9725	  17.972	 107.545
 2151	  0.1972	 17.9812	  17.981	 107.595
 2152	  0.1976	 17.9900	  17.990	 107.645
 2153	  0.1964	 17.9987	  17.999	 107.695
 2154	  0.1964	 18.0063	  18.006	 107.745
 2155	  0.1964	 18.0150	  18.015	 107.795
 2156	  0.1964	 18.0225	  18.022	 107.845
 2157	  0.1960	 18.0312	  18.031	 107.895
 2158	  0.1964	 18.0400	  18.040	 107.945
 2159	  0.1964	 18.0487	  18.049	 107.995
 2160	  0.1976	 18.0562	  18.056	 108.045
 2161	  0.1972	 18.0650	  18.065	 108.095
 2162	  0.1976	 18.0737	  18.074	 108.145
 2163	  0.1984	 18.0812	  18.081	 108.195
 2164	  0.1984	 18.0900	  18.090	 108.245
 2165	  0.1980	 18.0987	  18.099	 108.295
 2166	  0.1980	 18.1075	  18.108	 108.345
 2167	  0.1976	 18.1150	  18.115	 108.395
 2168	  0.1976	 18.1237	  18.124	 108.445
 2169	  0.1972	 18.1325	  18.132	 108.495
 2170	  0.1980	 18.1400	  18.140	 108.545
 2171	  0.1976	 18.1488	  18.149	 108.595
 2172	  0.1980	 18.1575	  18.157	 108.645
 2173	  0.1972	 18.1650	  18.165	 108.695
 2174	  0.1976	 18.1737	  18.174	 108.745
 2175	  0.1984	 18.1825	  18.182	 108.795
 2176	  0.1980	 18.1912	  18.191	 108.845
 2177	  0.1980	 18.1987	  18.199	 108.895
 2178	  0.1984	 18.2075	  18.208	 108.945
 2179	  0.1976	 18.2162	  18.216	 108.995
 2180	  0.1980	 18.2237	  18.224	 109.045
 2181	  0.1980	 18.2325	  18.233	 109.095
 2182	  0.1980	 18.2412	  18.241	 109.145
 2183	  0.1980	 18.2487	  18.249	 109.195
 2184	  0.1976	 18.2575	  18.257	 109.245
 2185	  0.1984	 18.2662	  18.266	 109.295
 2186	  0.1980	 18.2738	  18.274	 109.345
 2187	  0.1980	 18.2825	  18.282	 109.395
 2188	  0.1980	 18.2913	  18.291	 109.445
 2189	  0.1988	 18.3000	  18.300	 109.495
 2190	  0.1980	 18.3075	  18.307	 109.545
 2191	  0.1984	 18.3162	  18.316	 109.595
 2192	  0.1980	 18.3250	  18.325	 109.645
 2193	  0.1980	 18.3325	  18.333	 109.695
 2194	  0.1980	 18.3412	  18.341	 109.745
 2195	  0.1980	 18.3500	  18.350	 109.795
 2196	  0.1984	 18.3575	  18.358	 109.845
 2197	  0.1976	 18.3662	  18.366	 109.895
 2198	  0.1980	 18.3750	  18.375	 109.945
 2199	  0.1988	 18.3837	  18.384	 109.995
 2200	  0.1992	 18.3912	  18.391	 110.045
 2201	  0.1992	 18.4000	  18.400	 110.095
 2202	  0.1988	 18.4088	  18.409	 110.145
 2203	  0.1988	 18.4175	  18.417	 110.195
 2204	  0.2000	 18.4250	  18.425	 110.245
 2205	  0.2000	 18.4338	  18.434	 110.295
 2206	  0.1992	 18.4425	  18.442	 110.345
 2207	  0.1996	 18.4500	  18.450	 110.395
 2208	  0.1992	 18.4587	  18.459	 110.445
 2209	  0.1992	 18.4675	  18.467	 110.495
 2210	  0.1996	 18.4750	  18.475	 110.545
 2211	  0.1996	 18.4837	  18.484	 110.595
 2212	  0.2000	 18.4925	  18.493	 110.645
 2213	  0.1996	 18.5012	  18.501	 110.695
 2214	  0.2000	 18.5087	  18.509	 110.745
 2215	  0.1996	 18.5175	  18.517	 110.795
 2216	  0.1992	 18.5262	  18.526	 110.845
 2217	  0.1992	 18.5338	  18.534	 110.895
 2218	  0.1992	 18.5425	  18.542	 110.945
 2219	  0.2000	 18.5513	  18.551	 110.995
 2220	  0.1992	 18.5600	  18.560	 111.045
 2221	  0.2000	 18.5675	  18.567	 111.095
 2222	  0.1996	 18.5763	  18.576	 111.145
 2223	  0.1996	 18.5850	  18.585	 111.195
 2224	  0.1996	 18.5925	  18.592	 111.245
 2225	  0.1996	 18.6012	  18.601	 111.295
 2226	  0.1992	 18.6100	  18.610	 111.345
 2227	  0.2000	 18.6175	  18.618	 111.395
 2228	  0.1996	 18.6262	  18.626	 111.445
 2229	  0.1996	 18.6350	  18.635	 111.495
 2230	  0.1996	 18.6437	  18.644	 111.545
 2231	  0.2000	 18.6512	  18.651	 111.595
 2232	  0.1992	 18.6600	  18.660	 111.645
 2233	  0.2000	 18.6687	  18.669	 111.695
 2234	  0.2000	 18.6775	  18.677	 111.745
 2235	  0.2004	 18.6850	  18.685	 111.795
 2236	  0.2004	 18.6938	  18.694	 111.845
 2237	  0.2004	 18.7025	  18.702	 111.895
 2238	  0.2000	 18.7113	  18.711	 111.945
 2239	  0.2000	 18.7188	  18.719	 111.995
 2240	  0.2000	 18.7275	  18.727	 112.045
 2241	  0.2000	 18.7350	  18.735	 112.095
 2242	  0.2000	 18.7437	  18.744	 112.145
 2243	  0.2008	 18.7525	  18.753	 112.195
 2244	  0.2004	 18.7612	  18.761	 112.245
 2245	  0.2004	 18.7687	  18.769	 112.295
 2246	  0.2008	 18.7775	  18.778	 112.345
 2247	  0.2004	 18.7862	  18.786	 112.395
 2248	  0.2004	 18.7950	  18.795	 112.445
 2249	  0.2004	 18.8025	  18.802	 112.495
 2250	  0.2000	 18.8112	  18.811	 112.545
 2251	  0.2004	 18.8200	  18.820	 112.595
 2252	  0.2004	 18.8275	  18.827	 112.645
 2253	  0.2000	 18.8363	  18.836	 112.695
 2254	  0.2004	 18.8450	  18.845	 112.745
 2255	  0.2000	 18.8538	  18.854	 112.795
 2256	  0.1996	 18.8612	  18.861	 112.845
 2257	  0.2004	 18.8700	  18.870	 112.895
 2258	  0.2004	 18.8787	  18.879	 112.945
 2259	  0.2000	 18.8875	  18.887	 112.995
 2260	  0.2004	 18.8950	  18.895	 113.045
 2261	  0.2000	 18.9037	  18.904	 113.095
 2262	  0.2008	 18.9125	  18.913	 113.145
 2263	  0.2012	 18.9200	  18.920	 113.195
 2264	  0.2008	 18.9287	  18.929	 113.245
 2265	  0.2008	 18.9375	  18.938	 113.295
 2266	  0.2008	 18.9450	  18.945	 113.345
 2267	  0.2008	 18.9537	  18.954	 113.395
 2268	  0.2004	 18.9625	  18.962	 113.445
 2269	  0.2008	 18.9712	  18.971	 113.495
 2270	  0.2008	 18.9788	  18.979	 113.545
 2271	  0.2012	 18.9875	  18.987	 113.595
 2272	  0.2012	 18.9963	  18.996	 113.645
 2273	  0.2012	 19.0037	  19.004	 113.695
 2274	  0.2008	 19.0125	  19.012	 113.745
 2275	  0.2012	 19.0212	  19.021	 113.795
 2276	  0.2008	 19.0287	  19.029	 113.845
 2277	  0.2012	 19.0375	  19.038	 113.895
 2278	  0.2016	 19.0462	  19.046	 113.945
 2279	  0.2012	 19.0550	  19.055	 113.995
 2280	  0.2008	 19.0625	  19.062	 114.045
 2281	  0.2008	 19.0712	  19.071	 114.095
 2282	  0.2004	 19.0800	  19.080	 114.145
 2283	  0.2012	 19.0887	  19.089	 114.195
 2284	  0.2012	 19.0962	  19.096	 114.245
 2285	  0.2008	 19.1050	  19.105	 114.295
 2286	  0.2016	 19.1138	  19.114	 114.345
 2287	  0.2008	 19.1225	  19.122	 114.395
 2288	  0.2008	 19.1300	  19.130	 114.445
 2289	  0.2004	 19.1388	  19.139	 114.495
 2290	  0.2012	 19.1475	  19.147	 114.545
 2291	  0.2004	 19.1550	  19.155	 114.595
 2292	  0.2012	 19.1637	  19.164	 114.645
 2293	  0.2012	 19.1725	  19.172	 114.695
 2294	  0.2012	 19.1812	  19.181	 114.745
 2295	  0.2012	 19.1887	  19.189	 114.795
 2296	  0.2004	 19.1975	  19.198	 114.845
 2297	  0.2000	 19.2062	  19.206	 114.895
 2298	  0.2012	 19.2150	  19.215	 114.945
 2299	  0.2016	 19.2225	  19.222	 114.995
 2300	  0.2012	 19.2312	  19.231	 115.045
 2301	  0.2016	 19.2400	  19.240	 115.095
 2302	  0.2016	 19.2475	  19.247	 115.145
 2303	  0.2016	 19.2563	  19.256	 115.195
 2304	  0.2004	 19.2650	  19.265	 115.245
 2305	  0.2012	 19.2725	  19.272	 115.295
 2306	  0.2012	 19.2812	  19.281	 115.345
 2307	  0.2016	 19.2900	  19.290	 115.395
 2308	  0.2012	 19.2975	  19.297	 115.445
 2309	  0.2008	 19.3062	  19.306	 115.495
 2310	  0.2008	 19.3150	  19.315	 115.545
 2311	  0.2012	 19.3225	  19.323	 115.595
 2312	  0.2016	 19.3312	  19.331	 115.645
 2313	  0.2016	 19.3400	  19.340	 115.695
 2314	  0.2012	 19.3487	  19.349	 115.745
 2315	  0.2020	 19.3562	  19.356	 115.795
 2316	  0.2020	 19.3650	  19.365	 115.845
 2317	  0.2020	 19.3737	  19.374	 115.895
 2318	  0.2020	 19.3825	  19.382	 115.945
 2319	  0.2020	 19.3900	  19.390	 115.995
 2320	  0.2024	 19.3988	  19.399	 116.045
 2321	  0.2024	 19.4075	  19.407	 116.095
 2322	  0.2016	 19.4150	  19.415	 116.145
 2323	  0.2016	 19.4237	  19.424	 116.195
 2324	  0.2020	 19.4325	  19.432	 116.245
 2325	  0.2024	 19.4400	  19.440	 116.295
 2326	  0.2024	 19.4487	  19.449	 116.345
 2327	  0.2020	 19.4575	  19.458	 116.395
 2328	  0.2016	 19.4650	  19.465	 116.445
 2329	  0.2020	 19.4737	  19.474	 116.495
 2330	  0.2020	 19.4825	  19.483	 116.545
 2331	  0.2020	 19.4912	  19.491	 116.595
 2332	  0.2020	 19.4987	  19.499	 116.645
 2333	  0.2020	 19.5075	  19.507	 116.695
 2334	  0.2024	 19.5162	  19.516	 116.745
 2335	  0.2020	 19.5238	  19.524	 116.795
 2336	  0.2028	 19.5325	  19.532	 116.845
 2337	  0.2024	 19.5413	  19.541	 116.895
 2338	  0.2020	 19.5487	  19.549	 116.945
 2339	  0.2028	 19.5575	  19.557	 116.995
 2340	  0.2028	 19.5662	  19.566	 117.045
 2341	  0.2032	 19.5737	  19.574	 117.095
 2342	  0.2028	 19.5825	  19.583	 117.145
 2343	  0.2032	 19.5912	  19.591	 117.195
 2344	  0.2028	 19.5987	  19.599	 117.245
 2345	  0.2024	 19.6075	  19.608	 117.295
 2346	  0.2028	 19.6162	  19.616	 117.345
 2347	  0.2028	 19.6250	  19.625	 117.395
 2348	  0.2032	 19.6325	  19.632	 117.445
 2349	  0.2024	 19.6412	  19.641	 117.495
 2350	  0.2024	 19.6500	  19.650	 117.545
 2351	  0.2024	 19.6575	  19.657	 117.595
 2352	  0.2028	 19.6663	  19.666	 117.645
 2353	  0.2028	 19.6750	  19.675	 117.695
 2354	  0.2028	 19.6838	  19.684	 117.745
 2355	  0.2024	 19.6912	  19.691	 117.795
 2356	  0.2020	 19.7000	  19.700	 117.845
 2357	  0.2032	 19.7087	  19.709	 117.895
 2358	  0.2032	 19.7162	  19.716	 117.945
 2359	  0.2032	 19.7250	  19.725	 117.995
 2360	  0.2024	 19.7337	  19.734	 118.045
 2361	  0.2028	 19.7412	  19.741	 118.095
 2362	  0.2024	 19.7500	  19.750	 118.145
 2363	  0.2028	 19.7587	  19.759	 118.195
 2364	  0.2032	 19.7662	  19.766	 118.245
 2365	  0.2032	 19.7750	  19.775	 118.295
 2366	  0.2028	 19.7837	  19.784	 118.345
 2367	  0.2032	 19.7913	  19.791	 118.395
 2368	  0.2028	 19.8000	  19.800	 118.445
 2369	  0.2028	 19.8088	  19.809	 118.495
 2370	  0.2036	 19.8162	  19.816	 118.545
 2371	  0.2036	 19.8250	  19.825	 118.595
 2372	  0.2032	 19.8337	  19.834	 118.645
 2373	  0.2032	 19.8412	  19.841	 118.695
 2374	  0.2032	 19.8500	  19.850	 118.745
 2375	  0.2036	 19.8587	  19.859	 118.795
 2376	  0.2040	 19.8662	  19.866	 118.845
 2377	  0.2040	 19.8737	  19.874	 118.895
 2378	  0.2036	 19.8825	  19.882	 118.945
 2379	  0.2032	 19.8912	  19.891	 118.995
 2380	  0.2040	 19.8988	  19.899	 119.045
 2381	  0.2028	 19.9075	  19.907	 119.095
 2382	  0.2032	 19.9163	  19.916	 119.145
 2383	  0.2028	 19.9237	  19.924	 119.195
 2384	  0.2028	 19.9325	  19.932	 119.245
 2385	  0.2032	 19.9412	  19.941	 119.295
 2386	  0.2028	 19.9500	  19.950	 119.345
 2387	  0.2032	 19.9575	  19.958	 119.395
 2388	  0.2040	 19.9662	  19.966	 119.445
 2389	  0.2036	 19.9750	  19.975	 119.495
 2390	  0.2040	 19.9825	  19.983	 119.545
 2391	  0.2040	 19.9912	  19.991	 119.595
 2392	  0.2036	 20.0000	  20.000	 119.645
 2393	  0.2040	 20.0075	  20.007	 119.695
 2394	  0.2040	 20.0162	  20.016	 119.745
 2395	  0.2040	 20.0250	  20.025	 119.795
 2396	  0.2036	 20.0325	  20.032	 119.845
 2397	  0.2044	 20.0413	  20.041	 119.895
 2398	  0.2040	 20.0500	  20.050	 119.945
 2399	  0.2040	 20.0575	  20.057	 119.995
 2400	  0.2044	 20.0662	  20.066	 120.045
 2401	  0.2044	 20.0750	  20.075	 120.095
 2402	  0.2044	 20.0825	  20.083	 120.145
 2403	  0.2036	 20.0912	  20.091	 120.195
 2404	  0.2040	 20.1000	  20.100	 120.245
 2405	  0.2048	 20.1075	  20.108	 120.295
 2406	  0.2048	 20.1162	  20.116	 120.345
 2407	  0.2044	 20.1250	  20.125	 120.395
 2408	  0.2040	 20.1325	  20.132	 120.445
 2409	  0.2048	 20.1412	  20.141	 120.495
 2410	  0.2048	 20.1500	  20.150	 120.545
 2411	  0.2044	 20.1575	  20.157	 120.595
 2412	  0.2040	 20.1663	  20.166	 120.645
 2413	  0.2048	 20.1750	  20.175	 120.695
 2414	  0.2044	 20.1838	  20.184	 120.745
 2415	  0.2048	 20.1912	  20.191	 120.795
 2416	  0.2052	 20.2000	  20.200	 120.845
 2417	  0.2048	 20.2087	  20.209	 120.895
 2418	  0.2052	 20.2175	  20.217	 120.945
 2419	  0.2048	 20.2250	  20.225	 120.995
 2420	  0.2048	 20.2337	  20.234	 121.045
 2421	  0.2052	 20.2412	  20.241	 121.095
 2422	  0.2044	 20.2500	  20.250	 121.145
 2423	  0.2048	 20.2587	  20.259	 121.195
 2424	  0.2052	 20.2662	  20.266	 121.245
 2425	  0.2052	 20.2750	  20.275	 121.295
 2426	  0.2048	 20.2837	  20.284	 121.345
 2427	  0.2052	 20.2913	  20.291	 121.395
 2428	  0.2048	 20.3000	  20.300	 121.445
 2429	  0.2048	 20.3088	  20.309	 121.495
 2430	  0.2044	 20.3162	  20.316	 121.545
 2431	  0.2044	 20.3250	  20.325	 121.595
 2432	  0.2052	 20.3337	  20.334	 121.645
 2433	  0.2052	 20.3425	  20.342	 121.695
 2434	  0.2052	 20.3500	  20.350	 121.745
 2435	  0.2056	 20.3587	  20.359	 121.795
 2436	  0.2044	 20.3675	  20.368	 121.845
 2437	  0.2048	 20.3750	  20.375	 121.895
 2438	  0.2052	 20.3837	  20.384	 121.945
 2439	  0.2052	 20.3925	  20.392	 121.995
 2440	  0.2056	 20.4000	  20.400	 122.045
 2441	  0.2052	 20.4087	  20.409	 122.095
 2442	  0.2056	 20.4163	  20.416	 122.145
 2443	  0.2052	 20.4250	  20.425	 122.195
 2444	  0.2056	 20.4338	  20.434	 122.245
 2445	  0.2056	 20.4412	  20.441	 122.295
 2446	  0.2052	 20.4500	  20.450	 122.345
 2447	  0.2056	 20.4587	  20.459	 122.395
 2448	  0.2052	 20.4675	  20.467	 122.445
 2449	  0.2060	 20.4750	  20.475	 122.495
 2450	  0.2060	 20.4837	  20.484	 122.545
 2451	  0.2060	 20.4925	  20.493	 122.595
 2452	  0.2056	 20.5000	  20.500	 122.645
 2453	  0.2056	 20.5087	  20.509	 122.695
 2454	  0.2056	 20.5175	  20.517	 122.745
 2455	  0.2060	 20.5250	  20.525	 122.795
 2456	  0.2056	 20.5337	  20.534	 122.845
 2457	  0.2056	 20.5425	  20.542	 122.895
 2458	  0.2056	 20.5500	  20.550	 122.945
 2459	  0.2060	 20.5588	  20.559	 122.995
 2460	  0.2060	 20.5675	  20.567	 123.045
 2461	  0.2060	 20.5750	  20.575	 123.095
 2462	  0.2056	 20.5837	  20.584	 123.145
 2463	  0.2060	 20.5925	  20.592	 123.195
 2464	  0.2056	 20.6000	  20.600	 123.245
 2465	  0.2064	 20.6087	  20.609	 123.295
 2466	  0.2064	 20.6175	  20.618	 123.345
 2467	  0.2064	 20.6250	  20.625	 123.395
 2468	  0.2064	 20.6337	  20.634	 123.445
 2469	  0.2064	 20.6425	  20.642	 123.495
 2470	  0.2056	 20.6500	  20.650	 123.545
 2471	  0.2064	 20.6587	  20.659	 123.595
 2472	  0.2060	 20.6675	  20.667	 123.645
 2473	  0.2068	 20.6750	  20.675	 123.695
 2474	  0.2068	 20.6838	  20.684	 123.745
 2475	  0.2068	 20.6925	  20.692	 123.795
 2476	  0.2064	 20.7000	  20.700	 123.845
 2477	  0.2068	 20.7087	  20.709	 123.895
 2478	  0.2068	 20.7175	  20.717	 123.945
 2479	  0.2064	 20.7250	  20.725	 123.995
 2480	  0.2068	 20.7337	  20.734	 124.045
 2481	  0.2064	 20.7425	  20.743	 124.095
 2482	  0.2068	 20.7500	  20.750	 124.145
 2483	  0.2068	 20.7587	  20.759	 124.195
 2484	  0.2072	 20.7675	  20.767	 124.245
 2485	  0.2076	 20.7750	  20.775	 124.295
 2486	  0.2072	 20.7837	  20.784	 124.345
 2487	  0.2072	 20.7925	  20.792	 124.395
 2488	  0.2072	 20.8000	  20.800	 124.445
 2489	  0.2068	 20.8088	  20.809	 124.495
 2490	  0.2072	 20.8175	  20.817	 124.545
 2491	  0.2072	 20.8250	  20.825	 124.595
 2492	  0.2068	 20.8337	  20.834	 124.645
 2493	  0.2072	 20.8425	  20.842	 124.695
 2494	  0.2068	 20.8500	  20.850	 124.745
 2495	  0.2072	 20.8587	  20.859	 124.795
 2496	  0.2072	 20.8662	  20.866	 124.845
 2497	  0.2076	 20.8750	  20.875	 124.895
 2498	  0.2068	 20.8837	  20.884	 124.945
 2499	  0.2072	 20.8925	  20.892	 124.995
 2500	  0.2072	 20.9000	  20.900	 125.045
 2501	  0.2068	 20.9087	  20.909	 125.095
 2502	  0.2064	 20.9175	  20.917	 125.145
 2503	  0.2072	 20.9250	  20.925	 125.195
 2504	  0.2076	 20.9338	  20.934	 125.245
 2505	  0.2068	 20.9425	  20.942	 125.295
 2506	  0.2072	 20.9500	  20.950	 125.345
 2507	  0.2080	 20.9587	  20.959	 125.395
 2508	  0.2072	 20.9675	  20.967	 125.445
 2509	  0.2076	 20.9750	  20.975	 125.495
 2510	  0.2076	 20.9837	  20.984	 125.545
 2511	  0.2072	 20.9925	  20.993	 125.595
 2512	  0.2072	 21.0000	  21.000	 125.645
 2513	  0.2080	 21.0087	  21.009	 125.695
 2514	  0.2080	 21.0175	  21.017	 125.745
 2515	  0.2076	 21.0250	  21.025	 125.795
 2516	  0.2080	 21.0337	  21.034	 125.845
 2517	  0.2080	 21.0425	  21.042	 125.895
 2518	  0.2084	 21.0500	  21.050	 125.945
 2519	  0.2084	 21.0588	  21.059	 125.995
 2520	  0.2076	 21.0675	  21.067	 126.045
 2521	  0.2080	 21.0750	  21.075	 126.095
 2522	  0.2080	 21.0837	  21.084	 126.145
 2523	  0.2076	 21.0925	  21.092	 126.195
 2524	  0.2076	 21.1000	  21.100	 126.245
 2525	  0.2076	 21.1087	  21.109	 126.295
 2526	  0.2076	 21.1162	  21.116	 126.345
 2527	  0.2084	 21.1250	  21.125	 126.395
 2528	  0.2080	 21.1337	  21.134	 126.445
 2529	  0.2080	 21.1412	  21.141	 126.495
 2530	  0.2076	 21.1500	  21.150	 126.545
 2531	  0.2076	 21.1587	  21.159	 126.595
 2532	  0.2080	 21.1663	  21.166	 126.645
 2533	  0.2080	 21.1750	  21.175	 126.695
 2534	  0.2080	 21.1838	  21.184	 126.745
 2535	  0.2080	 21.1925	  21.192	 126.795
 2536	  0.2084	 21.2000	  21.200	 126.845
 2537	  0.2080	 21.2087	  21.209	 126.895
 2538	  0.2080	 21.2162	  21.216	 126.945
 2539	  0.2088	 21.2250	  21.225	 126.995
 2540	  0.2080	 21.2337	  21.234	 127.045
 2541	  0.2080	 21.2412	  21.241	 127.095
 2542	  0.2084	 21.2500	  21.250	 127.145
 2543	  0.2084	 21.2587	  21.259	 127.195
 2544	  0.2080	 21.2675	  21.267	 127.245
 2545	  0.2084	 21.2750	  21.275	 127.295
 2546	  0.2080	 21.2837	  21.284	 127.345
 2547	  0.2084	 21.2925	  21.292	 127.395
 2548	  0.2084	 21.3000	  21.300	 127.445
 2549	  0.2080	 21.3088	  21.309	 127.495
 2550	  0.2088	 21.3175	  21.317	 127.545
 2551	  0.2088	 21.3250	  21.325	 127.595
 2552	  0.2088	 21.3337	  21.334	 127.645
 2553	  0.2084	 21.3425	  21.342	 127.695
 2554	  0.2092	 21.3500	  21.350	 127.745
 2555	  0.2088	 21.3587	  21.359	 127.795
 2556	  0.2084	 21.3662	  21.366	 127.845
 2557	  0.2080	 21.3750	  21.375	 127.895
 2558	  0.2076	 21.3837	  21.384	 127.945
 2559	  0.2072	 21.3912	  21.391	 127.995
 2560	  0.2084	 21.4000	  21.400	 128.045
 2561	  0.2080	 21.4075	  21.407	 128.095
 2562	  0.2084	 21.4163	  21.416	 128.145
 2563	  0.2088	 21.4250	  21.425	 128.195
 2564	  0.2088	 21.4338	  21.434	 128.245
 2565	  0.2088	 21.4412	  21.441	 128.295
 2566	  0.2084	 21.4500	  21.450	 128.345
 2567	  0.2084	 21.4587	  21.459	 128.395
 2568	  0.2092	 21.4662	  21.466	 128.445
 2569	  0.2092	 21.4750	  21.475	 128.495
 2570	  0.2088	 21.4837	  21.484	 128.545
 2571	  0.2088	 21.4912	  21.491	 128.595
 2572	  0.2092	 21.5000	  21.500	 128.645
 2573	  0.2080	 21.5087	  21.509	 128.695
 2574	  0.2084	 21.5162	  21.516	 128.745
 2575	  0.2084	 21.5250	  21.525	 128.795
 2576	  0.2084	 21.5325	  21.532	 128.845
 2577	  0.2084	 21.5413	  21.541	 128.895
 2578	  0.2092	 21.5500	  21.550	 128.945
 2579	  0.2092	 21.5588	  21.559	 128.995
 2580	  0.2096	 21.5662	  21.566	 129.045
 2581	  0.2096	 21.5750	  21.575	 129.095
 2582	  0.2092	 21.5837	  21.584	 129.145
 2583	  0.2096	 21.5912	  21.591	 129.195
 2584	  0.2096	 21.6000	  21.600	 129.245
 2585	  0.2100	 21.6087	  21.609	 129.295
 2586	  0.2100	 21.6162	  21.616	 129.345
 2587	  0.2100	 21.6250	  21.625	 129.395
 2588	  0.2096	 21.6337	  21.634	 129.445
 2589	  0.2096	 21.6412	  21.641	 129.495
 2590	  0.2092	 21.6500	  21.650	 129.545
 2591	  0.2096	 21.6575	  21.657	 129.595
 2592	  0.2092	 21.6663	  21.666	 129.645
 2593	  0.2096	 21.6750	  21.675	 129.695
 2594	  0.2096	 21.6825	  21.682	 129.745
 2595	  0.2092	 21.6912	  21.691	 129.795
 2596	  0.2096	 21.7000	  21.700	 129.845
 2597	  0.2092	 21.7075	  21.708	 129.895
 2598	  0.2092	 21.7162	  21.716	 129.945
 2599	  0.2096	 21.7250	  21.725	 129.995
 2600	  0.2096	 21.7337	  21.734	 130.045
 2601	  0.2096	 21.7412	  21.741	 130.095
 2602	  0.2100	 21.7500	  21.750	 130.145
 2603	  0.2096	 21.7587	  21.759	 130.195
 2604	  0.2104	 21.7662	  21.766	 130.245
 2605	  0.2100	 21.7750	  21.775	 130.295
 2606	  0.2096	 21.7837	  21.784	 130.345
 2607	  0.2100	 21.7913	  21.791	 130.395
 2608	  0.2100	 21.8000	  21.800	 130.445
 2609	  0.2104	 21.8075	  21.807	 130.495
 2610	  0.2104	 21.8162	  21.816	 130.545
 2611	  0.2100	 21.8250	  21.825	 130.595
 2612	  0.2100	 21.8325	  21.833	 130.645
 2613	  0.2100	 21.8412	  21.841	 130.695
 2614	  0.2100	 21.8500	  21.850	 130.745
 2615	  0.2088	 21.8575	  21.858	 130.795
 2616	  0.2092	 21.8662	  21.866	 130.845
 2617	  0.2096	 21.8750	  21.875	 130.895
 2618	  0.2100	 21.8825	  21.882	 130.945
 2619	  0.2100	 21.8912	  21.891	 130.995
 2620	  0.2100	 21.9000	  21.900	 131.045
 2621	  0.2100	 21.9075	  21.907	 131.095
 2622	  0.2096	 21.9163	  21.916	 131.145
 2623	  0.2104	 21.9250	  21.925	 131.195
 2624	  0.2096	 21.9325	  21.932	 131.245
 2625	  0.2104	 21.9412	  21.941	 131.295
 2626	  0.2104	 21.9500	  21.950	 131.345
 2627	  0.2104	 21.9575	  21.958	 131.395
 2628	  0.2100	 21.9662	  21.966	 131.445
 2629	  0.2096	 21.9750	  21.975	 131.495
 2630	  0.2096	 21.9837	  21.984	 131.545
 2631	  0.2104	 21.9912	  21.991	 131.595
 2632	  0.2104	 22.0000	  22.000	 131.645
 2633	  0.2104	 22.0087	  22.009	 131.695
 2634	  0.2104	 22.0162	  22.016	 131.745
 2635	  0.2104	 22.0250	  22.025	 131.795
 2636	  0.2104	 22.0337	  22.034	 131.845
 2637	  0.2104	 22.0413	  22.041	 131.895
 2638	  0.2100	 22.0500	  22.050	 131.945
 2639	  0.2100	 22.0575	  22.057	 131.995
 2640	  0.2100	 22.0662	  22.066	 132.045
 2641	  0.2104	 22.0750	  22.075	 132.095
 2642	  0.2100	 22.0825	  22.083	 132.145
 2643	  0.2104	 22.0912	  22.091	 132.195
 2644	  0.2108	 22.1000	  22.100	 132.245
 2645	  0.2108	 22.1075	  22.108	 132.295
 2646	  0.2108	 22.1162	  22.116	 132.345
 2647	  0.2108	 22.1237	  22.124	 132.395
 2648	  0.2112	 22.1325	  22.132	 132.445
 2649	  0.2104	 22.1412	  22.141	 132.495
